bus_id,voltage,dc,symbol,under_construction,tags,x,y,country,geometry
way/186747788-275,275,f,Substation,f,way/186747788,-1.488131583,54.03126418,GB,POINT (-1.4881315833522781 54.03126418331905)
way/190511290-400,400,f,Substation,f,way/190511290,-0.219808814,52.93205225,GB,POINT (-0.2198088135516616 52.93205225140846)
way/193617444-275,275,f,Substation,f,way/193617444,-1.282973628,53.71777657,GB,POINT (-1.2829736279317232 53.71777657439959)
way/193617444-400,400,f,Substation,f,way/193617444,-1.282706275,53.71799411,GB,POINT (-1.2827062753616534 53.71799410753945)
way/200511209-275,275,f,Substation,f,way/200511209,-1.404816013,54.80490997,GB,POINT (-1.4048160132977856 54.80490997118325)
way/200511209-400,400,f,Substation,f,way/200511209,-1.40454287,54.80512785,GB,POINT (-1.404542869993434 54.80512785148831)
way/200635683-275,275,f,Substation,f,way/200635683,-1.457754335,54.88090288,GB,POINT (-1.4577543350504545 54.88090288080048)
way/203880168-275,275,f,Substation,f,way/203880168,-2.049273174,52.57785467,GB,POINT (-2.049273173550532 52.577854674729416)
way/20851038-400,400,f,Substation,f,way/20851038,-1.039880887,50.91705623,GB,POINT (-1.0398808866930058 50.917056234126115)
way/209404646-400,400,f,Substation,f,way/209404646,-1.229525146,54.50409955,GB,POINT (-1.2295251461068624 54.50409954867983)
way/211549457-275,275,f,Substation,f,way/211549457,-1.376990168,53.50153054,GB,POINT (-1.3769901682954777 53.50153053701779)
way/212779654-275,275,f,Substation,f,way/212779654,-3.929242287,55.76424291,GB,POINT (-3.92924228726503 55.76424291129104)
way/212779654-400,400,f,Substation,f,way/212779654,-3.928977017,55.76446612,GB,POINT (-3.928977016985814 55.76446612430813)
way/222205173-275,275,f,Substation,f,way/222205173,-3.945801923,55.82439463,GB,POINT (-3.9458019225049323 55.82439463391413)
way/222987687-275,275,f,Substation,f,way/222987687,-3.145310335,51.49514748,GB,POINT (-3.1453103345770277 51.495147475420495)
way/227495569-275,275,f,Substation,f,way/227495569,-1.148808621,54.58058953,GB,POINT (-1.1488086214120383 54.58058953088829)
way/227589012-400,400,f,Substation,f,way/227589012,-0.113517265,51.56149744,GB,POINT (-0.113517264838461 51.56149743945649)
way/227767019-275,275,f,Substation,f,way/227767019,-6.425293877,54.36994294,GB,POINT (-6.425293877259193 54.36994293827803)
way/227767022-275,275,f,Substation,f,way/227767022,-6.68167629,54.51194014,GB,POINT (-6.681676289528416 54.51194014192949)
way/22975329-275,275,f,Substation,f,way/22975329,-0.011616943,51.71403167,GB,POINT (-0.0116169427194316 51.71403166751221)
way/22975329-400,400,f,Substation,f,way/22975329,-0.011354467,51.71424635,GB,POINT (-0.0113544671514259 51.71424635460757)
way/230134599-275,275,f,Substation,f,way/230134599,-6.615797088,54.73025042,GB,POINT (-6.615797088008604 54.73025042115218)
way/23059230-400,400,f,Substation,f,way/23059230,-1.190382085,51.71111384,GB,POINT (-1.1903820847648041 51.7111138438472)
way/23059268-275,275,f,Substation,f,way/23059268,-1.478542742,53.37473901,GB,POINT (-1.478542741908783 53.37473900736556)
way/23132983-275,275,f,Substation,f,way/23132983,-0.048025926,51.60401883,GB,POINT (-0.0480259260686202 51.60401882603919)
way/23164132-275,275,f,Substation,f,way/23164132,-2.947415239,53.26739661,GB,POINT (-2.9474152394787794 53.26739660705132)
way/23164132-400,400,f,Substation,f,way/23164132,-2.947158776,53.26761759,GB,POINT (-2.947158775578948 53.26761759210352)
way/23164256-275,275,f,Substation,f,way/23164256,-2.716505993,53.30923427,GB,POINT (-2.71650599290348 53.30923426691855)
way/23164256-400,400,f,Substation,f,way/23164256,-2.716248141,53.30945478,GB,POINT (-2.716248140828032 53.30945477944592)
way/23228362-400,400,f,Substation,f,way/23228362,0.001220043,51.51941543,GB,POINT (0.0012200429799062 51.51941543493448)
way/23228569-275,275,f,Substation,f,way/23228569,-0.024450183,51.66361265,GB,POINT (-0.0244501825268974 51.66361264867175)
way/23229136-275,275,f,Substation,f,way/23229136,0.300724898,51.55274327,GB,POINT (0.3007248980729214 51.55274326734091)
way/232319495-275,275,f,Substation,f,way/232319495,-4.054651831,58.04305564,GB,POINT (-4.054651831267576 58.04305564026817)
way/23232738-275,275,f,Substation,f,way/23232738,-0.498460443,51.54335267,GB,POINT (-0.4984604430238244 51.5433526720148)
way/23232738-400,400,f,Substation,f,way/23232738,-0.498201133,51.54356841,GB,POINT (-0.4982011331212757 51.54356841031178)
way/23234477-275,275,f,Substation,f,way/23234477,-0.40463477,51.64257245,GB,POINT (-0.4046347698763788 51.642572451169706)
way/23248656-275,275,f,Substation,f,way/23248656,-0.470274412,51.42397285,GB,POINT (-0.4702744117598759 51.42397285412179)
way/23281217,270,t,Substation,f,way/23281217,0.97511945,51.10557812,GB,POINT (0.9751194497786296 51.105578116437876)
way/23281217-400,400,f,Substation,f,way/23281217,0.975236305,51.10594272,GB,POINT (0.9752363053510982 51.1059427193376)
way/23299362-275,275,f,Substation,f,way/23299362,-0.127697257,51.37316493,GB,POINT (-0.1276972565473268 51.37316492678481)
way/23299362-400,400,f,Substation,f,way/23299362,-0.12743711,51.37337986,GB,POINT (-0.1274371096384897 51.37337985661656)
way/23299657-275,275,f,Substation,f,way/23299657,-0.003886794,51.35178004,GB,POINT (-0.0038867938658633 51.35178004335303)
way/23299657-400,400,f,Substation,f,way/23299657,-0.003626187,51.3519947,GB,POINT (-0.0036261868778072 51.351994702988286)
way/23390317-275,275,f,Substation,f,way/23390317,-0.323135725,51.34369679,GB,POINT (-0.3231357254627173 51.34369679267973)
way/239248206-400,400,f,Substation,f,way/239248206,-4.792978682,57.32963357,GB,POINT (-4.792978681874968 57.329633567929)
way/23988786-400,400,f,Substation,f,way/23988786,-1.487201922,50.94175903,GB,POINT (-1.4872019218586805 50.941759033289486)
way/241491759-275,275,f,Substation,f,way/241491759,-2.347280722,56.9644504,GB,POINT (-2.3472807220317415 56.964450403250304)
way/24165071-400,400,f,Substation,f,way/24165071,-0.249326346,51.92769348,GB,POINT (-0.2493263462663941 51.92769348103161)
way/25422135-220,220,f,Substation,f,way/25422135,1.061598413,52.07118579,GB,POINT (1.0615984126297 52.07118579191515)
way/25422135-400,400,f,Substation,f,way/25422135,1.061867845,52.07139812,GB,POINT (1.0618678452808807 52.07139812264317)
way/25492769-275,275,f,Substation,f,way/25492769,-1.598045298,53.80629037,GB,POINT (-1.598045298453666 53.80629036699636)
way/25629803-400,400,f,Substation,f,way/25629803,-0.822070901,53.90040029,GB,POINT (-0.8220709014857445 53.90040028554631)
way/257311344-400,400,f,Substation,f,way/257311344,-0.238416875,53.63835871,GB,POINT (-0.2384168750483435 53.63835871241388)
way/25784732-275,275,f,Substation,f,way/25784732,-2.029512031,52.54208261,GB,POINT (-2.029512030569749 52.54208260675256)
way/25935453-400,400,f,Substation,f,way/25935453,0.312368309,52.28079034,GB,POINT (0.3123683088598033 52.28079034434497)
way/260300448-275,275,f,Substation,f,way/260300448,-4.766018046,55.13763828,GB,POINT (-4.766018045722426 55.13763828089097)
way/262523325-400,400,f,Substation,f,way/262523325,-2.539732673,55.91508806,GB,POINT (-2.5397326728158576 55.9150880573121)
way/262532045-400,400,f,Substation,f,way/262532045,-2.665759301,55.82497487,GB,POINT (-2.6657593014873227 55.82497486941594)
way/263863442-400,400,f,Substation,f,way/263863442,-1.259285862,51.62559782,GB,POINT (-1.2592858617995804 51.625597819503405)
way/264102298-275,275,f,Substation,f,way/264102298,0.947372476,50.91460157,GB,POINT (0.947372476489715 50.91460156610304)
way/264102298-400,400,f,Substation,f,way/264102298,0.947635138,50.91481412,GB,POINT (0.9476351382877737 50.91481412340657)
way/264104518-400,400,f,Substation,f,way/264104518,0.941964465,51.3379859,GB,POINT (0.9419644650943215 51.337985903653035)
way/264371625-275,275,f,Substation,f,way/264371625,0.043105206,51.58857898,GB,POINT (0.0431052062302612 51.58857898061966)
way/26678829-400,400,f,Substation,f,way/26678829,-3.405315842,50.7675587,GB,POINT (-3.4053158424102734 50.767558702858345)
way/26938722-400,400,f,Substation,f,way/26938722,-3.730387109,50.4716399,GB,POINT (-3.73038710919072 50.471639901306766)
way/27163121-275,275,f,Substation,f,way/27163121,-3.165631141,55.89140647,GB,POINT (-3.1656311405912563 55.89140646911192)
way/27163121-400,400,f,Substation,f,way/27163121,-3.16536086,55.89162814,GB,POINT (-3.165360859510898 55.891628144089125)
way/27332350-275,275,f,Substation,f,way/27332350,-3.308887651,55.90228535,GB,POINT (-3.3088876513488867 55.90228534604823)
way/280317944-220,220,f,Substation,f,way/280317944,-3.474266058,53.24987711,GB,POINT (-3.4742660582172946 53.249877108492335)
way/280317944-400,400,f,Substation,f,way/280317944,-3.474012352,53.25009917,GB,POINT (-3.4740123517069765 53.25009916771939)
way/28194931-275,275,f,Substation,f,way/28194931,-2.013462225,52.43108518,GB,POINT (-2.013462225032992 52.431085177283876)
way/284874050-275,275,f,Substation,f,way/284874050,-3.672576152,55.43713102,GB,POINT (-3.6725761519172164 55.43713102106707)
way/284874050-400,400,f,Substation,f,way/284874050,-3.672311398,55.43735368,GB,POINT (-3.6723113984613573 55.43735367882529)
way/28691559-400,400,f,Substation,f,way/28691559,0.448395392,50.88121601,GB,POINT (0.4483953922970295 50.8812160108653)
way/29111844-400,400,f,Substation,f,way/29111844,0.566501994,51.59375911,GB,POINT (0.5665019941757959 51.593759113685564)
way/292371992-275,275,f,Substation,f,way/292371992,-3.132684795,51.20606344,GB,POINT (-3.1326847951187013 51.20606344277234)
way/292371992-400,400,f,Substation,f,way/292371992,-3.132439503,51.2062847,GB,POINT (-3.1324395027279954 51.20628469901352)
way/292471784-400,400,f,Substation,f,way/292471784,-2.670208739,51.53676435,GB,POINT (-2.67020873894886 51.53676434727269)
way/295657862-275,275,f,Substation,f,way/295657862,-3.83249079,51.61695521,GB,POINT (-3.832490790377107 51.61695521388221)
way/297840585,600,t,Substation,f,way/297840585,-4.89482119,55.71803677,GB,POINT (-4.894821189854914 55.718036768358985)
way/297840585-220,220,f,Substation,f,way/297840585,-4.895060251,55.71804399,GB,POINT (-4.895060251069967 55.71804398501472)
way/297840585-400,400,f,Substation,f,way/297840585,-4.894711935,55.71791699,GB,POINT (-4.894711934965643 55.717916986062754)
way/306451400-275,275,f,Substation,f,way/306451400,-3.420053174,57.55683906,GB,POINT (-3.4200531740018696 57.556839063471905)
way/307717807-275,275,f,Substation,f,way/307717807,-5.112889333,56.40280357,GB,POINT (-5.112889332885142 56.40280357034303)
way/307769998-275,275,f,Substation,f,way/307769998,-5.013490714,56.42011576,GB,POINT (-5.0134907137777605 56.42011575649811)
way/308653819-275,275,f,Substation,f,way/308653819,-4.163262053,55.74089307,GB,POINT (-4.163262053232858 55.74089307215257)
way/308724683-275,275,f,Substation,f,way/308724683,-4.013229107,55.85120353,GB,POINT (-4.013229107494763 55.85120352717338)
way/308724719-275,275,f,Substation,f,way/308724719,-3.992945468,55.82857437,GB,POINT (-3.992945468494678 55.828574369650056)
way/308802191-275,275,f,Substation,f,way/308802191,-4.171318502,55.69555708,GB,POINT (-4.171318501900576 55.695557078320924)
way/30930911-275,275,f,Substation,f,way/30930911,-2.848206369,53.46905192,GB,POINT (-2.8482063693799695 53.469051917132056)
way/31015820-275,275,f,Substation,f,way/31015820,-0.170447509,51.52734472,GB,POINT (-0.1704475091607545 51.52734471733608)
way/31015820-400,400,f,Substation,f,way/31015820,-0.170186757,51.52755974,GB,POINT (-0.1701867567156373 51.52755974451956)
way/310495264-400,400,f,Substation,f,way/310495264,-2.988690799,53.87899354,GB,POINT (-2.9886907987358393 53.87899353949666)
way/310502642-275,275,f,Substation,f,way/310502642,-1.531549937,55.14120363,GB,POINT (-1.5315499368300922 55.14120362784813)
way/310502642-400,400,f,Substation,f,way/310502642,-1.531218281,55.14106731,GB,POINT (-1.5312182811143855 55.14106730925334)
way/311840838-275,275,f,Substation,f,way/311840838,-1.183275602,54.63566251,GB,POINT (-1.1832756021910071 54.63566251131708)
way/313180501-400,400,f,Substation,f,way/313180501,-0.146144683,53.60139848,GB,POINT (-0.1461446826614197 53.60139847854311)
way/313495269-400,400,f,Substation,f,way/313495269,-1.129891872,53.71333149,GB,POINT (-1.1298918719612265 53.71333149373115)
way/314338790-400,400,f,Substation,f,way/314338790,-0.781350604,53.30073276,GB,POINT (-0.7813506037980641 53.300732764052164)
way/315213320-275,275,f,Substation,f,way/315213320,-2.688965836,53.37141739,GB,POINT (-2.688965835716135 53.37141739401094)
way/31545125-275,275,f,Substation,f,way/31545125,-1.960550344,52.55302635,GB,POINT (-1.9605503439240466 52.55302634884703)
way/31545125-400,400,f,Substation,f,way/31545125,-1.960292744,52.55324524,GB,POINT (-1.9602927441073723 52.55324524183234)
way/32075668-275,275,f,Substation,f,way/32075668,-3.305473457,55.92840882,GB,POINT (-3.3054734566466384 55.92840882106316)
way/32227788-400,400,f,Substation,f,way/32227788,1.272295269,52.57403635,GB,POINT (1.2722952686125537 52.57403635123526)
way/32342648-275,275,f,Substation,f,way/32342648,-3.124479455,55.95330177,GB,POINT (-3.124479454622862 55.9533017738692)
way/32604320-275,275,f,Substation,f,way/32604320,0.154790143,51.43265939,GB,POINT (0.1547901427427102 51.432659394873156)
way/32604320-400,400,f,Substation,f,way/32604320,0.155051905,51.43287371,GB,POINT (0.1550519045489002 51.432873710081715)
way/32796576-400,400,f,Substation,f,way/32796576,-1.077280275,51.33629201,GB,POINT (-1.077280274941815 51.33629200924365)
way/335589232-275,275,f,Substation,f,way/335589232,-3.603829267,55.46517263,GB,POINT (-3.603829267065694 55.46517262629859)
way/339008021-275,275,f,Substation,f,way/339008021,-5.767923224,54.72709864,GB,POINT (-5.767923224090079 54.72709864298217)
way/33917128-275,275,f,Substation,f,way/33917128,-0.415371661,53.80049727,GB,POINT (-0.4153716606915593 53.80049727358927)
way/33917128-400,400,f,Substation,f,way/33917128,-0.415009106,53.80058931,GB,POINT (-0.4150091058777633 53.800589314043556)
way/34205588-400,400,f,Substation,f,way/34205588,-2.924399798,50.78678955,GB,POINT (-2.9243997984646897 50.78678954757503)
way/34656007-400,400,f,Substation,f,way/34656007,-4.242535214,50.44487758,GB,POINT (-4.242535213727524 50.44487758090693)
way/367005272-275,275,f,Substation,f,way/367005272,-2.738349596,53.42119482,GB,POINT (-2.7383495961848827 53.42119482448742)
way/371757485-275,275,f,Substation,f,way/371757485,-0.042919586,51.55902906,GB,POINT (-0.0429195855420047 51.55902905671557)
way/371757485-400,400,f,Substation,f,way/371757485,-0.042658075,51.55924381,GB,POINT (-0.0426580747544201 51.55924380725733)
way/375626500,600,t,Substation,f,way/375626500,-3.032594117,53.23046269,GB,POINT (-3.0325941174955027 53.23046268805612)
way/375626500-400,400,f,Substation,f,way/375626500,-3.032722036,53.23035211,GB,POINT (-3.032722036000424 53.2303521092484)
way/376450057-400,400,f,Substation,f,way/376450057,-0.133275466,52.80578628,GB,POINT (-0.1332754663351438 52.80578628227872)
way/402783212-275,275,f,Substation,f,way/402783212,-7.24826436,55.04227531,GB,POINT (-7.24826435996771 55.04227530539502)
way/40685663-275,275,f,Substation,f,way/40685663,-3.201663327,55.93121428,GB,POINT (-3.2016633267313037 55.931214279496736)
way/41710456-400,400,f,Substation,f,way/41710456,-0.656036424,51.66486854,GB,POINT (-0.6560364240817301 51.66486853875955)
way/422486984-275,275,f,Substation,f,way/422486984,-3.889527804,56.03908918,GB,POINT (-3.889527804276369 56.039089181989745)
way/422486984-400,400,f,Substation,f,way/422486984,-3.889260663,56.03931235,GB,POINT (-3.889260662734327 56.039312347274276)
way/42800878-400,400,f,Substation,f,way/42800878,-3.031050789,51.54782223,GB,POINT (-3.03105078945383 51.547822228975534)
way/43303585-275,275,f,Substation,f,way/43303585,-1.237757734,54.60539426,GB,POINT (-1.2377577340287786 54.60539426341806)
way/43303585-400,400,f,Substation,f,way/43303585,-1.237484927,54.60561177,GB,POINT (-1.2374849266974657 54.605611769589906)
way/433545528-220,220,f,Substation,f,way/433545528,-3.459101001,53.3304007,GB,POINT (-3.459101001474652 53.33040070321744)
way/43472283-275,275,f,Substation,f,way/43472283,-1.364848222,54.59219436,GB,POINT (-1.3648482221904168 54.59219436406287)
way/43472283-400,400,f,Substation,f,way/43472283,-1.364576157,54.59241214,GB,POINT (-1.364576156679706 54.592412140459)
way/447297184-275,275,f,Substation,f,way/447297184,-0.058816398,51.48414545,GB,POINT (-0.0588163984862395 51.48414545433519)
way/447301159-400,400,f,Substation,f,way/447301159,-0.095886403,51.53039835,GB,POINT (-0.0958864032625443 51.53039835485212)
way/45087479-275,275,f,Substation,f,way/45087479,-2.480825235,51.5694821,GB,POINT (-2.4808252348116633 51.569482104615595)
way/4715504-400,400,f,Substation,f,way/4715504,-1.232597803,50.88478848,GB,POINT (-1.232597802703451 50.88478848238346)
way/472164401-400,400,f,Substation,f,way/472164401,-1.050302248,52.95994874,GB,POINT (-1.0503022475308454 52.95994873918826)
way/472289073-275,275,f,Substation,f,way/472289073,-3.609040011,55.40454054,GB,POINT (-3.609040010519595 55.40454053923094)
way/4746208-275,275,f,Substation,f,way/4746208,-0.343157112,51.66047143,GB,POINT (-0.3431571116368303 51.66047142868743)
way/4746208-400,400,f,Substation,f,way/4746208,-0.342896467,51.66068683,GB,POINT (-0.342896466505969 51.660686834854275)
way/4797228-275,275,f,Substation,f,way/4797228,-0.20911928,51.61785412,GB,POINT (-0.2091192797351853 51.61785412054254)
way/48876730-275,275,f,Substation,f,way/48876730,-2.969321415,51.11716097,GB,POINT (-2.9693214154973995 51.11716096726333)
way/48876730-400,400,f,Substation,f,way/48876730,-2.96907577,51.11738189,GB,POINT (-2.96907577049596 51.117381886832355)
way/494951597-400,400,f,Substation,f,way/494951597,0.286476977,51.49195864,GB,POINT (0.286476976767715 51.491958639341085)
way/49499923-275,275,f,Substation,f,way/49499923,-1.714379958,52.530953,GB,POINT (-1.7143799583921528 52.530953001508706)
way/49499923-400,400,f,Substation,f,way/49499923,-1.714121274,52.53117138,GB,POINT (-1.7141212740397456 52.53117137579202)
way/495512689-400,400,f,Substation,f,way/495512689,-3.947205223,56.26205254,GB,POINT (-3.9472052228605237 56.2620525373992)
way/495512692-400,400,f,Substation,f,way/495512692,-4.028475775,56.70699438,GB,POINT (-4.028475775209553 56.706994375475674)
way/495624575-275,275,f,Substation,f,way/495624575,-3.512714811,58.56423307,GB,POINT (-3.512714811494138 58.564233071541786)
way/49601061-400,400,f,Substation,f,way/49601061,-0.25736922,51.53409061,GB,POINT (-0.2573692200858541 51.53409061124915)
way/49922626-400,400,f,Substation,f,way/49922626,-2.488599023,50.62388124,GB,POINT (-2.488599022693228 50.623881243840295)
way/533670766-400,400,f,Substation,f,way/533670766,-0.016510745,51.53159953,GB,POINT (-0.0165107450732662 51.53159953283624)
way/536905500,400,t,Substation,f,way/536905500,-3.050363602,53.2365916,GB,POINT (-3.0503636016203877 53.23659159516763)
way/536905500-400,400,f,Substation,f,way/536905500,-3.050363602,53.2365916,GB,POINT (-3.0503636016203832 53.23659159755567)
way/55284068-275,275,f,Substation,f,way/55284068,-1.463657016,52.45601066,GB,POINT (-1.4636570160129534 52.45601066441716)
way/553490952-400,400,f,Substation,f,way/553490952,-3.548061966,51.74636331,GB,POINT (-3.5480619656376 51.746363311001346)
way/567187951-275,275,f,Substation,f,way/567187951,-3.879158411,58.51215379,GB,POINT (-3.8791584112393953 58.51215378576287)
way/568527671,320,t,Substation,f,way/568527671,-2.950413996,57.52117497,GB,POINT (-2.9504139962807976 57.52117496701186)
way/576238223-400,400,f,Substation,f,way/576238223,1.607895399,52.20755656,GB,POINT (1.6078953986080537 52.20755655854745)
way/59736773-275,275,f,Substation,f,way/59736773,-3.201029099,56.2069709,GB,POINT (-3.20102909892891 56.20697089769721)
way/624256368-275,275,f,Substation,f,way/624256368,-4.274602635,57.94989456,GB,POINT (-4.274602634795874 57.949894558019025)
way/630939126-275,275,f,Substation,f,way/630939126,-4.299807734,57.69879144,GB,POINT (-4.299807734372925 57.69879143793516)
way/635226843-400,400,f,Substation,f,way/635226843,0.191031309,52.75600746,GB,POINT (0.1910313091064416 52.75600745661235)
way/635713005-220,220,f,Substation,f,way/635713005,-3.274956512,53.48615793,GB,POINT (-3.274956512242678 53.48615792848151)
way/635829123-220,220,f,Substation,f,way/635829123,0.198779153,52.72672158,GB,POINT (0.1987791526832579 52.72672157951782)
way/635829123-400,400,f,Substation,f,way/635829123,0.199048175,52.72693585,GB,POINT (0.1990481748457523 52.72693584677891)
way/635836276-275,275,f,Substation,f,way/635836276,-0.23190657,53.74707796,GB,POINT (-0.2319065700183755 53.74707795707546)
way/636630368,320,t,Substation,f,way/636630368,-1.19443948,50.81803564,GB,POINT (-1.194439480272105 50.81803563886026)
way/636630368-400,400,f,Substation,f,way/636630368,-1.194313257,50.81814424,GB,POINT (-1.1943132571930706 50.81814424372004)
way/636630371-400,400,f,Substation,f,way/636630371,-1.285068182,50.83562429,GB,POINT (-1.2850681815392417 50.83562429179856)
way/642490160,515,t,Substation,f,way/642490160,-1.540426916,55.14647596,GB,POINT (-1.5404269162550226 55.146475961917986)
way/65482882-275,275,f,Substation,f,way/65482882,-2.968197672,55.96663681,GB,POINT (-2.968197672473445 55.96663680717186)
way/65482882-400,400,f,Substation,f,way/65482882,-2.96792583,55.96685808,GB,POINT (-2.9679258302278897 55.966858084752566)
way/676646876-400,400,f,Substation,f,way/676646876,-3.428474968,55.30102086,GB,POINT (-3.4284749682641107 55.301020863522275)
way/676775628-275,275,f,Substation,f,way/676775628,-4.763695263,55.049358,GB,POINT (-4.7636952628492795 55.04935800066859)
way/677510482-275,275,f,Substation,f,way/677510482,-4.335031211,55.34450012,GB,POINT (-4.335031210680633 55.34450012463057)
way/677513264-220,220,f,Substation,f,way/677513264,-5.458135751,55.69692198,GB,POINT (-5.458135750572195 55.69692198067968)
way/677845115-400,400,f,Substation,f,way/677845115,-4.012721052,50.38905382,GB,POINT (-4.012721052391448 50.38905382328846)
way/681875115-400,400,f,Substation,f,way/681875115,-1.440205231,50.89834216,GB,POINT (-1.4402052311412048 50.89834215838302)
way/68515955-275,275,f,Substation,f,way/68515955,-4.494402024,57.46644139,GB,POINT (-4.494402023982397 57.46644139345565)
way/68515955-400,400,f,Substation,f,way/68515955,-4.49412943,57.46666596,GB,POINT (-4.494129430044979 57.46666596176973)
way/689624522-275,275,f,Substation,f,way/689624522,-4.374689859,57.31756147,GB,POINT (-4.374689858638207 57.31756146740497)
way/689626274-400,400,f,Substation,f,way/689626274,-4.470529413,57.02726384,GB,POINT (-4.47052941309277 57.02726384294217)
way/701436399-220,220,f,Substation,f,way/701436399,-0.260823016,53.65663129,GB,POINT (-0.2608230161683117 53.65663129323381)
way/701436399-400,400,f,Substation,f,way/701436399,-0.260550884,53.65684662,GB,POINT (-0.2605508841834056 53.65684661866778)
way/71118225-400,400,f,Substation,f,way/71118225,-1.553097472,52.85519637,GB,POINT (-1.5530974723920281 52.85519637026242)
way/730870685-275,275,f,Substation,f,way/730870685,-3.681578146,56.05104314,GB,POINT (-3.6815781464712627 56.051043143615466)
way/762272690-275,275,f,Substation,f,way/762272690,-4.066787747,57.30110569,GB,POINT (-4.066787746928633 57.30110569436508)
way/76468460-275,275,f,Substation,f,way/76468460,-3.693769983,56.00460775,GB,POINT (-3.6937699828937514 56.0046077542505)
way/77065229-400,400,f,Substation,f,way/77065229,0.118460111,51.93505282,GB,POINT (0.1184601112467673 51.93505281828974)
way/775577829,320,t,Substation,f,way/775577829,1.144835812,51.09844688,GB,POINT (1.1448358124246543 51.09844688040387)
way/775577829-400,400,f,Substation,f,way/775577829,1.144968072,51.09855294,GB,POINT (1.1449680724783475 51.09855294085778)
way/778717371-275,275,f,Substation,f,way/778717371,-3.599421067,57.50405712,GB,POINT (-3.5994210672286036 57.504057118568824)
way/785730495-275,275,f,Substation,f,way/785730495,-1.089053186,53.57850934,GB,POINT (-1.0890531857015255 53.57850933770249)
way/785730495-400,400,f,Substation,f,way/785730495,-1.088785654,53.57872645,GB,POINT (-1.0887856535313167 53.57872644684885)
way/796648851-275,275,f,Substation,f,way/796648851,-1.471569691,53.34858558,GB,POINT (-1.4715696912971676 53.348585582661194)
way/81098733-275,275,f,Substation,f,way/81098733,-2.819483009,53.562597,GB,POINT (-2.8194830087160607 53.56259700022447)
way/814351697-400,400,f,Substation,f,way/814351697,0.598549967,51.41855325,GB,POINT (0.5985499673809997 51.418553253535215)
way/820229174-275,275,f,Substation,f,way/820229174,-4.245682384,57.42194651,GB,POINT (-4.245682384044659 57.42194650885742)
way/820237569-400,400,f,Substation,f,way/820237569,-2.516056398,57.40999278,GB,POINT (-2.5160563980983284 57.40999277831426)
way/842685465-275,275,f,Substation,f,way/842685465,-2.849826533,57.45195874,GB,POINT (-2.849826532952261 57.45195873863255)
way/84803250-275,275,f,Substation,f,way/84803250,-3.403191696,51.38833487,GB,POINT (-3.4031916957401327 51.388334869566535)
way/86071326-275,275,f,Substation,f,way/86071326,-4.377262536,55.92984947,GB,POINT (-4.37726253644067 55.92984947384184)
way/86071326-400,400,f,Substation,f,way/86071326,-4.376998788,55.9300736,GB,POINT (-4.376998787552509 55.930073604231474)
way/87204522-275,275,f,Substation,f,way/87204522,-1.652042356,52.77468755,GB,POINT (-1.6520423562600344 52.774687549859216)
way/87204522-400,400,f,Substation,f,way/87204522,-1.65178207,52.77490581,GB,POINT (-1.6517820699399348 52.77490580595794)
way/87207123-400,400,f,Substation,f,way/87207123,-2.083385659,53.04085816,GB,POINT (-2.083385659449929 53.040858162219585)
way/87464485-400,400,f,Substation,f,way/87464485,0.00856706,51.75904502,GB,POINT (0.0085670597818197 51.75904501503401)
way/87953830-400,400,f,Substation,f,way/87953830,1.096375597,51.29372071,GB,POINT (1.0963755974964642 51.29372070993818)
way/88287125-400,400,f,Substation,f,way/88287125,-0.727876277,52.24314497,GB,POINT (-0.7278762774966252 52.24314496866113)
way/88389243-400,400,f,Substation,f,way/88389243,-0.881812113,51.25086753,GB,POINT (-0.8818121133886491 51.25086752681232)
way/884174267-275,275,f,Substation,f,way/884174267,-2.908745365,51.56472739,GB,POINT (-2.9087453651279014 51.56472738655421)
way/884174267-400,400,f,Substation,f,way/884174267,-2.908497308,51.5649482,GB,POINT (-2.9084973079596548 51.56494819858899)
way/89038614-400,400,f,Substation,f,way/89038614,-0.301682372,52.21479599,GB,POINT (-0.3016823722319859 52.214795987734405)
way/89427607-400,400,f,Substation,f,way/89427607,-4.48023347,53.41520817,GB,POINT (-4.480233469858517 53.41520816684799)
way/89453364-400,400,f,Substation,f,way/89453364,-0.677593692,51.90437449,GB,POINT (-0.6775936923709948 51.90437449099564)
way/895564309-220,220,f,Substation,f,way/895564309,-0.226607776,52.94474275,GB,POINT (-0.2266077760906095 52.94474274825675)
way/895564309-400,400,f,Substation,f,way/895564309,-0.226339582,52.94495796,GB,POINT (-0.2263395820250131 52.94495795675022)
way/89573357-275,275,f,Substation,f,way/89573357,-3.947015409,52.92694327,GB,POINT (-3.9470154085044395 52.92694327077199)
way/89573357-400,400,f,Substation,f,way/89573357,-3.94676574,52.92716626,GB,POINT (-3.946765740113734 52.92716626149434)
way/89573358-400,400,f,Substation,f,way/89573358,-4.090135647,52.92807205,GB,POINT (-4.090135646685173 52.928072048443816)
way/89699558-275,275,f,Substation,f,way/89699558,-3.292936689,56.10595644,GB,POINT (-3.2929366888273424 56.1059564443712)
way/89836009-275,275,f,Substation,f,way/89836009,-3.730603794,56.07508685,GB,POINT (-3.730603793507915 56.075086851043025)
way/90099036-400,400,f,Substation,f,way/90099036,-1.895122345,50.84686404,GB,POINT (-1.8951223449162784 50.84686403850572)
way/90125443-400,400,f,Substation,f,way/90125443,-1.023372145,53.95680107,GB,POINT (-1.0233721447333293 53.956801073835514)
