bus501_id,x_501,y_501,bus385_id,x_385,y_385
way/284874050-400,-3.672311398,55.43735368,,,
way/284874050-275,-3.672576152,55.43713102,5914.0,-3.777924,55.452384
way/472289073-275,-3.609040011,55.40454054,5916.0,-3.558197,55.301793
way/677510482-275,-4.335031211,55.34450012,,,
way/676646876-400,-3.428474968,55.30102086,5919.0,-3.440094,55.215707
way/642490160,-1.540426916,55.14647596,5950.0,-1.572418,55.113728
way/310502642-275,-1.531549937,55.14120363,,,
way/310502642-400,-1.531218281,55.14106731,,,
way/260300448-275,-4.766018046,55.13763828,,,
way/148382435-275,-4.980622976,55.06981172,5893.0,-4.946594,55.072864
way/148382435,-4.980750725,55.06969911,,,
way/676775628-275,-4.763695263,55.049358,,,
way/402783212-275,-7.24826436,55.04227531,,,
relation/10377509-400,-3.050444102,55.03199063,5920.0,-3.217621,55.060282
way/96630594-275,-1.500057562,55.02367531,5951.0,-1.528473,55.044549
GB16-400,-1.803404057,55.0152563,5945.0,-1.864929,55.001251
way/143221984-275,-2.163942527,55.01179066,5944.0,-2.290649,55.032745
way/91955171-400,-1.742986904,54.97785259,,,
way/91955171-275,-1.743259312,54.97763398,,,
way/184584639-275,-1.449609764,54.97335023,5953.0,-1.479034,54.974461
relation/14921826-400,-2.962139659,54.94236341,,,
relation/14921826-275,-2.96240536,54.94214226,5921.0,-2.971802,54.93661
way/183904046-275,-1.471399314,54.940107,,,
way/200635683-275,-1.457754335,54.88090288,5954.0,-1.447449,54.897144
way/137050527-275,-5.770344034,54.84331485,,,
way/137050527,-5.770469013,54.84320149,,,
way/200511209-400,-1.40454287,54.80512785,5958.0,-1.400757,54.824426
way/200511209-275,-1.404816013,54.80490997,,,
way/142185552-275,-6.167467133,54.80150044,,,
GB17-275,-1.409093389,54.75666396,,,
way/230134599-275,-6.615797088,54.73025042,,,
way/339008021-275,-5.767923224,54.72709864,,,
relation/11543333-400,-1.555028214,54.70567199,5956.0,-1.485901,54.661124
way/1297690788-275,-1.292040148,54.70055665,5962.0,-1.322479,54.646823
way/311840838-275,-1.183275602,54.63566251,,,
way/97561542-275,-1.116723104,54.60650024,5967.0,-1.034088,54.566489
way/43303585-400,-1.237484927,54.60561177,,,
way/43303585-275,-1.237757734,54.60539426,,,
way/43472283-400,-1.364576157,54.59241214,,,
way/43472283-275,-1.364848222,54.59219436,,,
way/227495569-275,-1.148808621,54.58058953,,,
way/166764802-275,-6.027411367,54.57472272,,,
way/109730296-400,-1.13128574,54.56684399,5964.0,-1.128845,54.587184
way/109730296-275,-1.131558865,54.56662671,,,
way/148266260-275,-5.878190233,54.56248157,,,
way/142397822-400,-1.160724325,54.52456442,5965.0,-1.18927,54.553748
way/227767022-275,-6.68167629,54.51194014,,,
way/209404646-400,-1.229525146,54.50409955,,,
way/227767019-275,-6.425293877,54.36994294,,,
relation/11051275-400,-2.670464759,54.29765311,5952.0,-2.735596,54.303704
way/94004582-400,-2.890654295,54.03254088,5924.0,-2.857819,54.043264
way/94004582-220,-2.890915193,54.03231995,,,
way/186747788-275,-1.488131583,54.03126418,5987.0,-1.463928,54.043264
GB18-400,-2.91670123,54.02987179,,,
GB19-220,-3.6660007,54.015637,,,
GB20-400,-2.755971765,54.01281882,5968.0,-2.756195,54.028747
way/109463536-275,-1.131544931,53.97496121,6019.0,-1.153564,53.985973
way/90125443-400,-1.023372145,53.95680107,6020.0,-0.998383,53.968205
GB21-220,1.6306869,53.9394081,,,
way/25629803-400,-0.822070901,53.90040029,6021.0,-0.791016,53.896247
way/310495264-400,-2.988690799,53.87899354,,,
GB22-400,-2.933961224,53.87556701,8026.0,-2.838593,53.859007
GB23-275,-1.2972567,53.8695026,,,
way/142841192-400,-1.865806421,53.81050283,5985.0,-1.808624,53.841184
way/142841192-275,-1.866071342,53.81028405,,,
way/25492769-275,-1.598045298,53.80629037,5988.0,-1.649323,53.796595
way/33917128-400,-0.415009106,53.80058931,6036.0,-0.33783,53.773066
way/33917128-275,-0.415371661,53.80049727,6034.0,-0.42984,53.805517
relation/7894483-400,-2.321915579,53.79518999,5969.0,-2.184906,53.81849
relation/10925187-275,-1.49655456,53.77709845,5989.0,-1.487274,53.803895
GB24-220,1.6376833,53.766543,,,
way/90547674-400,-1.266384519,53.75646594,6024.0,-1.203003,53.724342
way/90547674-275,-1.266652175,53.75624844,,,
way/635836276-275,-0.23190657,53.74707796,6040.0,-0.199127,53.721904
relation/7894975-400,-2.756387537,53.74403959,5970.0,-2.71637,53.739777
relation/7894975-275,-2.756647537,53.74381896,,,
GB25-400,-1.8053122,53.7437311,,,
way/160580052-400,-0.992442548,53.73621727,6032.0,-0.898132,53.718654
GB26-275,-1.831285551,53.72329819,,,
way/193617444-400,-1.282706275,53.71799411,6022.0,-1.2854,53.724342
way/193617444-275,-1.282973628,53.71777657,,,
way/313495269-400,-1.129891872,53.71333149,6026.0,-1.130219,53.691015
GB27-400,-2.4534812,53.7101582,,,
way/164380199-275,-1.823010824,53.6944609,,,
GB28-275,-1.804010541,53.67674115,5990.0,-1.763306,53.660102
way/701436399-400,-0.260550884,53.65684662,6041.0,-0.254059,53.651964
way/701436399-220,-0.260823016,53.65663129,,,
GB29-275,-2.0685211,53.6559798,,,
GB30-400,-0.7254893,53.6436974,6038.0,-0.589142,53.624281
way/257311344-400,-0.238416875,53.63835871,,,
GB31-400,-1.0692832,53.6366337,,,
GB32-400,-0.2943457,53.6272955,6039.0,-0.335083,53.681255
way/163036722-400,-2.216078343,53.62191256,5975.0,-2.146454,53.59984
way/163036722-275,-2.216340426,53.62169306,,,
GB33-400,-1.284845914,53.61097403,,,
GB34-400,-1.2528935,53.6096987,,,
way/313180501-400,-0.146144683,53.60139848,6043.0,-0.164795,53.59984
relation/7881280-400,-0.756037109,53.59806107,7946.0,-0.845947,53.622652
GB35-400,-0.232903,53.5904792,,,
way/785730495-400,-1.088785654,53.57872645,,,
way/785730495-275,-1.089053186,53.57850934,6027.0,-1.100006,53.566414
way/160279525-400,-0.151431822,53.56574009,6042.0,-0.181274,53.560705
way/81098733-275,-2.819483009,53.562597,5928.0,-2.831726,53.533778
way/97256377-400,-2.357746812,53.53782082,5977.0,-2.340088,53.526432
way/97256377-275,-2.358007714,53.53760103,,,
way/135693940-275,-2.167232748,53.52874443,5982.0,-2.216492,53.519084
way/1097582201-400,-1.739725148,53.5201773,5993.0,-1.700134,53.491314
way/159038999-400,-1.766954767,53.51670852,,,
way/211549457-275,-1.376990168,53.50153054,,,
GB36-400,-1.6134812,53.4963483,,,
relation/9598269-400,-2.0433476,53.49248623,5991.0,-2.032471,53.490497
relation/9598269-275,-2.043609843,53.49226711,,,
way/90539508-400,-1.601911119,53.48771149,5996.0,-1.632843,53.351371
way/635713005-220,-3.274956512,53.48615793,,,
way/30930911-275,-2.848206369,53.46905192,,,
way/160616357-275,-1.32061173,53.44549313,,,
GB37-275,-1.2467417,53.444646,,,
relation/7894457-400,-2.405178454,53.43541149,,,
relation/7894457-275,-2.405438557,53.43519161,,,
GB38-220,0.8000813,53.4340319,,,
way/92529432-400,-2.379182794,53.4261187,,,
way/92529432-275,-2.379442977,53.42589888,5981.0,-2.344208,53.346452
way/367005272-275,-2.738349596,53.42119482,5973.0,-2.772675,53.443081
way/92737152-275,-2.276032069,53.42086379,5983.0,-2.25769,53.420991
way/1153252242-275,-2.926281009,53.41871569,5927.0,-2.948456,53.436537
way/101312018-275,-1.4140985,53.41576404,,,
GB39-400,-0.817995162,53.41570495,,,
way/89427607-400,-4.48023347,53.41520817,5923.0,-4.405518,53.369401
way/93878867-275,-2.12966191,53.41474049,,,
way/147475796-275,-1.386335402,53.41217787,,,
way/101077623-400,-1.488006264,53.406334,,,
way/101077623-275,-1.48827082,53.40611605,5998.0,-1.516113,53.400526
way/90547685-275,-1.26859529,53.40487399,,,
GB40-275,-2.1051057,53.4041771,5984.0,-2.110748,53.41035
way/159736514-400,-1.351160545,53.40148268,6029.0,-1.327972,53.407076
way/159736514-275,-1.351425759,53.40126502,6031.0,-1.367798,53.333333
way/115887437-275,-1.394672799,53.40117103,6030.0,-1.380157,53.369401
way/116539370-275,-1.443715962,53.40082263,5999.0,-1.451569,53.415262
GB41-275,-1.4685122,53.3912009,,,
way/23059268-275,-1.478542742,53.37473901,,,
way/315213320-275,-2.688965836,53.37141739,5974.0,-2.682037,53.383328
way/153884024-275,-3.061787852,53.36583655,5926.0,-3.047333,53.373498
relation/13110369-400,-0.80883446,53.35935915,,,
way/796648851-275,-1.471569691,53.34858558,6007.0,-1.546326,53.301338
GB42-275,-1.4472631,53.3369511,,,
way/433545528-220,-3.459101001,53.3304007,,,
way/123866712-275,-1.458499555,53.32967511,6008.0,-1.426849,53.287384
GB43-400,-2.7440555,53.319391,,,
way/23164256-400,-2.716248141,53.30945478,6000.0,-2.69989,53.297235
way/23164256-275,-2.716505993,53.30923427,,,
way/314338790-400,-0.781350604,53.30073276,6046.0,-0.712738,53.271783
GB44-275,-2.819172467,53.27963175,,,
way/92419253-400,-2.120790726,53.26874937,6005.0,-2.094269,53.24303
way/92419253-275,-2.121051354,53.2685301,8575.0,-2.136841,53.213435
way/23164132-400,-2.947158776,53.26761759,,,
way/23164132-275,-2.947415239,53.26739661,5940.0,-2.944336,53.24796
way/280317944-400,-3.474012352,53.25009917,,,
way/280317944-220,-3.474266058,53.24987711,8023.0,-3.574677,53.215079
way/536905500,-3.050363602,53.2365916,,,
way/536905500-400,-3.050363602,53.2365916,,,
way/375626500,-3.032594117,53.23046269,,,
way/375626500-400,-3.032722036,53.23035211,,,
way/1274396508-400,-3.074227981,53.22972663,,,
way/143905069-400,-0.793448115,53.22814734,,,
way/143905069-275,-0.793715126,53.22793089,6044.0,-0.909119,53.2085
way/92331023-275,-1.387922093,53.22454782,6010.0,-1.499634,53.206033
GB46-220,0.7855224,53.2222743,,,
way/98899051-400,-4.158252803,53.18749105,,,
GB47-400,-4.1704357,53.1498169,5929.0,-4.21875,53.148418
GB48-400,-4.1561515,53.1406872,,,
GB49-400,-4.0977029,53.1225945,5930.0,-4.11026,53.111339
GB50-400,-3.1479469,53.1167498,7412.0,-3.115997,53.063501
way/91003253-400,-0.868880547,53.07711915,6048.0,-0.8638,53.057723
way/87207123-400,-2.083385659,53.04085816,,,
way/95338682-400,-3.053220067,53.02882769,5942.0,-3.011627,52.966011
way/1214332448-275,-3.968926579,52.98077866,5931.0,-4.025116,53.037084
way/472164401-400,-1.050302248,52.95994874,6047.0,-0.999756,52.942845
way/895564309-400,-0.226339582,52.94495796,7909.0,-0.208961174,52.96006764
way/895564309-220,-0.226607776,52.94474275,,,
way/142845284-400,-4.1687269,52.93910015,,,
way/190511290-400,-0.219808814,52.93205225,,,
way/89573358-400,-4.090135647,52.92807205,,,
way/89573357-400,-3.94676574,52.92716626,5933.0,-3.886414,52.860839
way/89573357-275,-3.947015409,52.92694327,,,
way/1078532568,-0.236500535,52.92099253,,,
way/1078532568-400,-0.236634539,52.92088492,,,
relation/13110368-400,-1.255163941,52.86364381,6049.0,-1.218109,52.858352
relation/13110368-275,-1.255426653,52.86342639,,,
way/71118225-400,-1.553097472,52.85519637,6014.0,-1.590271,52.837617
GB51-400,-1.4045595,52.8381758,,,
GB52-400,-0.0719683,52.8381432,8283.0,-0.027466,52.864985
GB53-400,-1.514203018,52.82650701,,,
way/376450057-400,-0.133275466,52.80578628,6053.0,-0.129089,52.795289
way/87204522-400,-1.65178207,52.77490581,6015.0,-1.595764,52.743775
way/87204522-275,-1.652042356,52.77468755,,,
way/142741752-400,-1.914974578,52.7566815,,,
way/635226843-400,0.191031309,52.75600746,,,
GB54-400,-1.8397943,52.7277722,6012.0,-1.849823,52.680545
way/635829123-400,0.199048175,52.72693585,5888.0,0.267792,52.708011
way/635829123-220,0.198779153,52.72672158,,,
way/127184694-400,-2.693146331,52.70928629,6002.0,-2.69165,52.632229
GB55-275,-2.1094118,52.6667274,,,
way/92221420-275,-2.114551087,52.63634339,6004.0,-2.114868,52.578019
relation/7886014-400,-2.512553304,52.63226162,6003.0,-2.500763,52.641397
GB56-400,-1.7507603,52.61627489,,,
GB57-400,-2.2407988,52.61180729,,,
way/90534270-400,-1.216754105,52.59756067,6051.0,-1.167297,52.532096
way/203880168-275,-2.049273174,52.57785467,,,
way/32227788-400,1.272295269,52.57403635,5889.0,1.307373,52.593038
way/92458761-400,-2.208900321,52.55642713,,,
way/92458761-275,-2.209156721,52.55620771,5211.0,-2.268677,52.464377
way/31545125-400,-1.960292744,52.55324524,,,
way/31545125-275,-1.960550344,52.55302635,,,
way/25784732-275,-2.029512031,52.54208261,,,
way/49499923-400,-1.714121274,52.53117138,8649.0,-1.724854,52.571342
way/49499923-275,-1.714379958,52.530953,6017.0,-1.712494,52.502848
way/94543520-275,-1.896005466,52.5270181,6013.0,-1.867676,52.533767
relation/7896785-275,-1.85311523,52.50680233,5219.0,-1.864929,52.453499
way/167621580-400,-2.022923009,52.49867332,6011.0,-2.002258,52.509535
way/167621580-275,-2.023180017,52.4984543,,,
way/55284068-275,-1.463657016,52.45601066,5223.0,-1.425476,52.445129
way/28194931-275,-2.013462225,52.43108518,5218.0,-2.04071,52.361345
GB58-275,-1.7162298,52.39505819,7461.0,-1.742706,52.330304
GB59-275,-2.1834417,52.39136439,7465.0,-2.176627963,52.37104518
way/92260633-275,-1.615545483,52.38583135,5222.0,-1.597137,52.346246
GB60-275,-2.1426196,52.36271319,,,
GB61-275,-2.1249941,52.33712359,,,
way/96067520-275,-2.242310664,52.3122244,5214.0,-2.198639,52.23621
way/25935453-400,0.312368309,52.28079034,4950.0,0.303497,52.288323
way/96107758-400,-1.972673887,52.25110813,5220.0,-1.9487,52.224435
way/96107758-275,-1.972929855,52.25088923,7463.0,-2.018669232,52.26949297
GB62-220,2.5060803,52.24850499,,,
way/88287125-400,-0.727876277,52.24314497,5233.0,-0.74295,52.266477
way/89038614-400,-0.301682372,52.21479599,7454.0,-0.293884,52.242938
way/576238223-400,1.607895399,52.20755656,4980.0,1.569672,52.174774
way/25422135-400,1.061867845,52.07139812,,,
way/25422135-220,1.061598413,52.07118579,4956.0,1.024475,52.041511
GB63-400,0.7255421,52.00039309,,,
GB64-220,1.4246125,51.99963089,,,
way/77065229-400,0.118460111,51.93505282,4951.0,0.045319,51.928178
relation/7650368-400,-0.500739962,51.93429316,5240.0,-0.53421,51.948497
way/24165071-400,-0.249326346,51.92769348,5243.0,-0.302124,51.947651
way/92340133-400,-0.907568308,51.92634688,5237.0,-0.819855,51.849353
way/89453364-400,-0.677593692,51.90437449,,,
way/92460913-400,-2.253502367,51.87945314,5215.0,-2.289276,51.893444
relation/7872518-400,0.575898117,51.86573283,4954.0,0.517731,51.856139
way/95895489-400,-3.226599417,51.80840261,7945.0,-3.330231,51.783984
way/925179651-400,0.537112158,51.7655581,,,
way/87464485-400,0.00856706,51.75904502,8093.0,-0.003832475,51.77509562
way/553490952-400,-3.548061966,51.74636331,,,
way/22975329-400,-0.011354467,51.71424635,5246.0,-0.027466,51.741487
way/22975329-275,-0.011616943,51.71403167,,,
way/23059230-400,-1.190382085,51.71111384,5235.0,-1.082153,51.687882
relation/7879831-400,-3.958370213,51.6860959,5184.0,-3.935852,51.710863
relation/7879831-275,-3.958613809,51.68587296,,,
relation/13110367-400,-4.989693057,51.68215993,5183.0,-4.850464,51.728729
way/41710456-400,-0.656036424,51.66486854,8030.0,-0.694885,51.461708
way/23228569-275,-0.024450183,51.66361265,5248.0,-0.074158,51.657223
way/115530033-400,-1.228237977,51.66102501,7361.0,-1.242828,51.689585
way/4746208-400,-0.342896467,51.66068683,,,
way/4746208-275,-0.343157112,51.66047143,,,
way/23234477-275,-0.40463477,51.64257245,5242.0,-0.43396,51.702353
way/95749833-400,-3.300374882,51.63586781,5186.0,-3.279419,51.646998
way/95749833-275,-3.300621406,51.63564619,,,
way/263863442-400,-1.259285862,51.62559782,5249.0,-1.235962,51.583897
way/4797228-275,-0.20911928,51.61785412,5244.0,-0.22522,51.684477
way/295657862-275,-3.83249079,51.61695521,,,
way/95279334-400,-2.002022274,51.60760665,5226.0,-2.06131,51.571949
way/23132983-275,-0.048025926,51.60401883,5267.0,-0.074158,51.57963
way/29111844-400,0.566501994,51.59375911,4968.0,0.532837,51.576216
way/264371625-275,0.043105206,51.58857898,4952.0,0.050812,51.641033
GB65-400,-2.5976167,51.57876009,,,
relation/12543034-275,-3.299087619,51.57455529,5195.0,-3.320618,51.559997
way/45087479-275,-2.480825235,51.5694821,5225.0,-2.471924,51.539502
way/884174267-400,-2.908497308,51.5649482,5199.0,-2.882538,51.595842
way/884174267-275,-2.908745365,51.56472739,,,
way/121820285-275,-3.753905922,51.56292576,5191.0,-3.725739,51.562559
way/227589012-400,-0.113517265,51.56149744,,,
way/371757485-400,-0.042658075,51.55924381,5269.0,-0.032959,51.550605
way/371757485-275,-0.042919586,51.55902906,,,
way/23229136-275,0.300724898,51.55274327,4953.0,0.266418,51.623985
relation/13186702-275,-2.97612483,51.54838496,,,
way/42800878-400,-3.031050789,51.54782223,5198.0,-3.011627,51.598401
GB66-275,-3.143064416,51.54750643,8397.0,-3.186035,51.53565852
way/23232738-400,-0.498201133,51.54356841,5258.0,-0.390015,51.53096
way/23232738-275,-0.498460443,51.54335267,5257.0,-0.686646,51.439457
way/292471784-400,-2.670208739,51.53676435,5224.0,-2.633972,51.533523
way/123037622-275,-3.687712141,51.53597754,5192.0,-3.596649,51.505323
way/49601061-400,-0.25736922,51.53409061,5263.0,-0.273285,51.590723
way/533670766-400,-0.016510745,51.53159953,,,
way/447301159-400,-0.095886403,51.53039835,,,
way/31015820-400,-0.170186757,51.52755974,5266.0,-0.155182,51.525834
way/31015820-275,-0.170447509,51.52734472,,,
way/93299730-400,-0.224006135,51.52620529,,,
GB68-275,-3.07819122,51.52427984,,,
GB69-400,0.4716213,51.52161159,4965.0,0.482025,51.519853
way/102549055-400,0.114609962,51.52118285,,,
way/102549055-275,0.114347923,51.52096844,,,
way/23228362-400,0.001220043,51.51941543,4957.0,0.031586,51.536086
way/100773252-400,0.506723522,51.51286098,,,
GB71-275,-3.3339055,51.49921789,5196.0,-3.275299,51.419764
way/222987687-275,-3.145310335,51.49514748,5197.0,-3.192902,51.498485
way/494951597-400,0.286476977,51.49195864,4961.0,0.280151,51.489935
way/101365758-275,-3.406983749,51.48693743,,,
GB72-400,-0.192474902,51.48511555,,,
way/447297184-275,-0.058816398,51.48414545,,,
way/98788846-275,-3.130159886,51.48195979,,,
way/103150854-400,0.288344937,51.47116391,,,
way/1275300370-400,0.237744651,51.46371849,,,
way/1275300370-275,0.237482345,51.46350436,4959.0,0.215607,51.430896
way/94530230-400,0.390119336,51.46017363,,,
way/94530230-275,0.389856346,51.45995983,4966.0,0.373535,51.467697
GB73-400,0.312917224,51.4592273,,,
way/143783006-400,0.715474718,51.44475984,,,
GB74-400,0.165436907,51.44355166,,,
GB74-275,0.165175041,51.44333737,,,
way/103829261-400,0.407618211,51.44231108,,,
way/109189896,0.716157544,51.4404983,,,
GB75-400,0.6902156,51.44033449,,,
way/32604320-400,0.155051905,51.43287371,,,
way/32604320-275,0.154790143,51.43265939,8014.0,0.219727,51.2937
way/1120475588-400,-0.188040628,51.43067363,,,
way/1120475588-275,-0.188300793,51.43045857,,,
way/16582436-400,0.329934476,51.42826879,4962.0,0.346069,51.421477
way/23248656-275,-0.470274412,51.42397285,5259.0,-0.508118,51.477962
way/814351697-400,0.598549967,51.41855325,4969.0,0.575409,51.430896
way/91010711-400,0.392417549,51.40501629,,,
way/103915328-400,-2.150544287,51.39368201,5227.0,-2.080536,51.419764
way/103915328-275,-2.150795104,51.39346277,,,
way/84803250-275,-3.403191696,51.38833487,5193.0,-3.518372,51.42062
way/23299362-400,-0.12743711,51.37337986,5270.0,-0.11261,51.423189
way/23299362-275,-0.127697257,51.37316493,5271.0,-0.197754,51.298852
way/91010022-400,0.741584793,51.36834373,4970.0,0.699005,51.354631
GB76-275,-0.0881416,51.36570379,,,
way/23299657-400,-0.003626187,51.3519947,,,
way/23299657-275,-0.003886794,51.35178004,,,
relation/7880111-400,-0.483982929,51.35069411,5262.0,-0.406494,51.289406
relation/7880111-275,-0.48424131,51.3504784,5260.0,-0.682526,51.307438
GB78-400,0.0516055,51.34658629,4963.0,0.09613,51.394922
GB79-400,0.036362,51.34532109,4964.0,0.005493,51.277381
way/23390317-275,-0.323135725,51.34369679,5265.0,-0.296631,51.405203
way/1087785232-400,-2.839449257,51.34057311,,,
way/264104518-400,0.941964465,51.3379859,4974.0,0.904999,51.320314
