name,load_weight
5266,0.004152445181385131
5268,0.0038824062325398356
5267,0.0038824062325398356
5269,0.002872131712115716
5270,0.0033962019525707954
5272,0.004712716693016546
5271,0.004712716693016546
5273,0.008689145801017017
5274,0.0021921280153216157
8397,0.0014508584900851148
8747,0.004116821478055261
5955,0.0029529793541005983
5957,0.00418621171093479
5956,0.00418621171093479
5959,0.0011709803448067785
5958,0.0011709803448067785
5888,0.004912182960104247
5889,0.0030858749317190554
5893,0.00020193442694395268
5896,0.0001989683199308257
5898,0.00041060669195417646
5899,0.00027269431749033467
5901,0.00048035901392335013
5900,0.00048035901392335013
5902,0.0005318587931328596
5904,0.0005175936142708099
5903,0.0005175936142708099
5905,0.000271337314759015
5906,0.0005072898830281873
5907,0.0005174182031601416
5908,0.0005743520698917905
5910,0.0005760462083825233
5909,0.0005760462083825233
5912,0.0005828938088262766
5911,0.0005828938088262766
5913,0.0005485174921435061
5914,0.00047817561315653543
5915,0.0005240363881205225
5917,0.0004962778400779509
5916,0.0004962778400779509
5918,0.0005256006522503109
5919,0.0006305092894899737
5920,0.0011870424530943972
5922,0.0016412536334657088
5921,0.0016412536334657088
5923,0.0006255960242078471
5924,0.0004236297690601581
5925,0.0015008734444662299
5926,0.002344233486674389
5927,0.003160432517883436
5928,0.0014438270025058256
5929,0.0012608497944149898
5930,0.0013303415317436208
5931,0.0012635434096401896
5932,0.0015438637182043989
5934,0.0014651314980161161
5933,0.0014651314980161161
5939,0.0016062321239444784
5941,0.003235211740451675
5940,0.003235211740451675
5942,0.003238807151878448
5943,0.00037030908751359493
5944,0.0010647833276824974
5946,0.002286703150156004
5945,0.002286703150156004
5949,0.001544162392680346
5948,0.001544162392680346
5950,0.0040123384641293286
5951,0.0025354362120656167
5952,0.0019413767264475894
5953,0.0018027673404566705
5954,0.0016718594802056007
5960,0.0010219820276391527
5961,0.0019217304147678082
5962,0.003655837188681675
5963,0.0021106582138169837
5964,0.0021365450623856107
5966,0.004148104553511355
5965,0.004148104553511355
5967,0.00310884589421671
5968,0.0007907543005915158
5969,0.003370634734544462
5971,0.0038103447950769893
5970,0.0038103447950769893
5972,0.002867617463770457
5973,0.003212576035467005
5974,0.0035509522035886572
5976,0.00295817658415955
5975,0.00295817658415955
5978,0.0030617233627570697
5977,0.0030617233627570697
5980,0.0034954811970929855
5979,0.0034954811970929855
5981,0.0032173587774794966
5982,0.002873894534838459
5983,0.003504344827225504
5984,0.003145826862756094
5986,0.004140885646885933
5985,0.004140885646885933
5987,0.002899589668216728
5988,0.004144486079136277
5989,0.0027664735090049217
5990,0.0038368646450379095
5992,0.003802484559744978
5991,0.003802484559744978
5993,0.00470652822706453
5995,0.005159480057914352
5994,0.005159480057914352
5996,0.004783689384614642
5997,0.004484294174134099
5998,0.000825776892982642
5999,0.004114621453673378
6001,0.0025764841497764495
6000,0.0025764841497764495
6002,0.0038159774224469025
6003,0.0039400150733271645
6004,0.002664285454898909
6006,0.004137458091628723
6005,0.004137458091628723
6007,0.0036148726582480055
6009,0.004605133489513802
6008,0.004605133489513802
6010,0.005270140389196589
6011,0.0021965823226208748
6012,0.0036282840376951624
6013,0.003482961040658805
6014,0.004322925287386899
6016,0.002900722410589841
6015,0.002900722410589841
6018,0.004164570297901083
6017,0.004164570297901083
6019,0.0016243681458162791
6020,0.0034048216273937157
6021,0.004199551756617638
6023,0.0007573994637203482
6022,0.0007573994637203482
6025,0.0007015957430759932
6024,0.0007015957430759932
6026,0.0010314590466934898
6028,0.001703697459911782
6027,0.001703697459911782
6029,0.002918201733043959
6030,0.0012540058961440477
6031,0.0051124992989785
6032,0.0012176691790875462
6033,0.0029630311187859373
6035,0.004960226264236366
6034,0.004960226264236366
6036,0.005000433621969452
6037,0.004024549512608254
6038,0.0031691423079594273
6039,0.002891286639575312
6040,0.0011794916907115285
6041,0.0025486649911666812
6042,0.0029878241212523775
6043,0.0017962202901033852
6045,0.003348251969672727
6044,0.003348251969672727
6046,0.002177979880239245
6047,0.0051863203649131105
6048,0.002587340017266885
6050,0.004919839885611085
6049,0.004919839885611085
6051,0.005608177434288382
6052,0.002805288330211087
6053,0.005149183955549226
8035,0.0004569705770411212
6437,0.00017583500951090882
6439,0.00011340889291865913
6438,0.00011340889291865913
6440,0.00042712032597850695
6441,6.973788713987218e-05
6442,0.0002718888752906203
6443,9.402054835896797e-05
6447,0.000204346352716703
6449,0.00027787730397180454
6448,0.00027787730397180454
6451,9.095893464147106e-05
6450,9.095893464147106e-05
6452,0.0002563847913342674
6453,0.00010944262123594386
6454,3.010204847360899e-05
6455,0.0002099840926021744
6457,0.0001982405081207339
6456,0.0001982405081207339
6458,0.00021720012671839014
6459,0.0004595114277514861
6460,0.0002052958058508548
6462,0.00031810069116251067
6464,0.00031056053156209613
6463,0.00031056053156209613
6465,0.0005807803432135738
6466,0.0006562510710565154
6467,0.000681328169227723
6468,0.0004261366392196715
6469,0.0007595794430781393
6471,0.00039572662217202885
6470,0.00039572662217202885
6472,0.0004655059237426109
6473,0.00044991484662983735
6474,0.00037856284061946736
6475,0.0003944845086052905
6476,0.0005320380363201028
6477,0.00045094269264702764
6478,0.0007638910074467738
6479,0.0009811234473092634
6480,0.0009206726935152283
6482,0.0005521671407696269
6481,0.0005521671407696269
6484,0.0004501081490122064
6483,0.0004501081490122064
6485,0.00017073997079840414
6486,0.00027238028091239406
6487,0.00029853308934834266
6488,0.0002356754608461742
6489,0.00030870014510816547
6490,0.000289870031762762
7412,0.0032862601919850624
7909,0.0027915579795238427
8473,0.004015560563115621
8529,0.0063438945017381095
8515,0.006285787609013109
7462,0.0037208489436501633
7461,0.0037208489436501633
8023,0.0016680847567974513
7361,0.0031985499989597194
8860,0.0036501581786472915
8029,0.003908364777629349
7464,0.004240035026095109
7463,0.004240035026095109
8017,0.0018560743942761966
8189,0.002131193931891124
8037,0.0003358734457851598
8015,0.00030745663210736217
7946,0.0019488388314240724
7286,0.003468257767935575
8014,0.003479941474249303
8290,0.003161732630234693
7471,0.0004073074293521994
7945,0.0012794459291972057
8033,0.0009825668965645342
8565,0.0006505657267104434
8036,0.0004948084275809199
7454,0.0022696600690093583
8575,0.005995213824105967
7466,0.005358082768997185
7465,0.005358082768997185
8030,0.0061511389698915755
8020,0.0003929451972615925
8489,0.0004121012273264959
8034,0.0005114916856324248
8026,0.0030745368365931824
7455,0.004771756059370113
8022,0.0015529029583345765
8744,0.00038375732790827543
7457,0.0033514977811853904
7456,0.0033514977811853904
8032,0.00039644637889866576
8025,0.004038196267599059
8024,0.004038196267599059
8021,0.003697271918244599
8578,0.004332110564995559
7469,0.0004965927765194367
8027,0.0022474265888869993
8016,0.0028967451829315684
8019,7.764962171600392e-05
7458,0.0014185591456464623
8283,0.005545215307615392
8094,0.004038196267599059
8093,0.004038196267599059
7908,0.003016539148575794
