name,load_weight
8838,0.002568652797381776
8013,0.00026058883702552747
8520,0.00024052315621845495
8649,0.004041344734752767
4950,0.003186733849945947
4951,0.0028861817746287945
4952,0.0028663096743079676
4953,0.0028260541065551702
4954,0.0025243094179674443
4955,0.002531355538354366
4956,0.00436041858890245
4958,0.002131654861807109
4957,0.002131654861807109
4960,0.0012419803323554222
4959,0.0012419803323554222
4961,0.0017287468934563232
4962,0.004402024074061148
4963,0.0016129722068532924
4964,0.005709048580824156
4965,0.003204012571134435
4967,0.0029310140110263084
4966,0.0029310140110263084
4968,0.005097040846593388
4969,0.0021581760582012033
4970,0.0018190458418621495
4971,0.004572715134950342
4972,0.004010118003996062
4974,0.0012603096496273656
4975,0.0008254828574611817
4977,0.001254243833477792
4979,0.0020814904022409134
4980,0.003592232570616599
5183,0.0037491855619017616
5185,0.006418915170209709
5184,0.006418915170209709
5187,0.0016088100452579478
5186,0.0016088100452579478
5188,0.0034783677821116866
5189,0.0013473481119672282
5191,0.004036505874523065
5192,0.0018452302502198772
5193,0.001793071171891167
5194,0.0024097353624786292
5195,0.0012803752664847083
5196,0.00197681677506861
5197,0.001751166580031797
5198,0.0014072779447962796
5200,0.0024390917448032655
5199,0.0024390917448032655
5202,0.0016246500421781796
5201,0.0016246500421781796
5203,0.003413229622141806
5204,0.0022487517643849995
5205,0.0021689640396068558
5206,0.0020529745611361913
5207,0.004495500487786154
5208,0.0026581442125135166
5209,0.0025017957138511004
5210,0.002722628835574294
5212,0.005271765471108564
5211,0.005271765471108564
5213,0.0035532546651816073
5214,0.004954352739203411
5215,0.004982144939286524
5217,0.003717748498306259
5216,0.003717748498306259
5218,0.004499755365347674
5219,0.004057716845120923
5221,0.0038078645530640067
5220,0.0038078645530640067
5222,0.0035555781703853727
5223,0.004515086386202541
5224,0.003552803370546499
5225,0.005367399333167389
5226,0.004680667598172727
5228,0.005188471982210646
5227,0.005188471982210646
5229,0.0068034547285436234
5230,0.005305529973648062
5231,0.0045686217650644685
5232,0.005567484536850033
5233,0.006926994000088927
5234,0.002845680792391693
5235,0.003184046645457822
5236,0.002658827223588466
5237,0.0016353802313589147
5238,0.0016153637356722925
5239,0.004244054368252285
5240,0.006574015035330364
5241,0.0018304872719768727
5242,0.004160168688233936
5243,0.0032882315378054273
5244,0.00294245739020274
5245,0.0035692484337818122
5247,0.003920299070349408
5246,0.003920299070349408
5248,0.0030786032577716452
5249,0.005510027494604863
5250,0.006884014635301947
5251,0.006928205361980467
5252,0.0030721997152658247
5253,0.0020148402690524743
5254,0.005849594032013515
5256,0.0031496877302459193
5255,0.0031496877302459193
5257,0.006337365522612781
5258,0.0021943458392510284
5259,0.0029171930117183934
5261,0.0063066130249410865
5260,0.0063066130249410865
5262,0.004487902791387923
5264,0.0028737598690939396
5263,0.0028737598690939396
5265,0.0025501772517538364
