LineID,bus0,bus1,voltage,s_nom,r,x,b,length,under_construction
13,way/1153252242-275,way/153884024-275,275,921.668,0.499264,3.307621,5.18e-05,12481.59,f
14,way/142841192-400,GB25-400,400,1787.476,0.341155,2.79747,4.93e-05,11371.83,f
15,GB47-400,GB48-400,400,1787.476,0.041866,0.343305,6.05e-06,1395.55,f
16,way/102198808-400,GB16-400,400,3574.953,1.429,11.717799,0.00082604,95266.66,f
17,way/34205588-400,way/49922626-400,400,3574.953,0.602754,4.942583,0.00034842,40183.6,f
18,way/681875115-400,GB83-400,400,3574.953,0.038773,0.317937,2.24e-05,2584.85,f
19,way/25629803-400,way/209404646-400,400,3574.953,1.300409,10.663353,0.00075171,86693.93,f
20,way/90539508-400,way/101077623-400,400,1787.476,0.385506,3.161152,5.57e-05,12850.21,f
21,way/91010711-400,way/16582436-400,400,3574.953,0.089632,0.73498,5.18e-05,5975.45,f
22,way/1252341626-275,GB10-275,275,1843.335,1.571281,10.409739,0.0006516,78564.07,f
23,way/109730296-275,way/227495569-275,275,921.668,0.089792,0.594869,9.31e-06,2244.79,f
24,GB57-400,relation/7886014-400,400,3574.953,0.31405,2.57521,0.00018154,20936.67,f
25,relation/7886014-400,way/92458761-400,400,3574.953,0.370674,3.03953,0.00021427,24711.63,f
26,way/92529432-275,way/92737152-275,275,1843.335,0.170226,1.12775,7.06e-05,8511.32,f
27,relation/9598269-400,way/92419253-400,400,1787.476,0.931308,7.636726,0.00013459,31043.6,f
28,way/123037622-275,way/121820285-275,275,921.668,0.256442,1.698931,2.66e-05,6411.06,f
29,way/163036722-275,GB29-275,275,921.668,0.495854,3.285035,5.14e-05,12396.36,f
30,way/109463536-275,GB23-275,275,1843.335,0.476924,3.15962,0.00019778,23846.19,f
31,relation/10925187-275,way/90547674-275,275,1843.335,0.324193,2.147781,0.00013444,16209.67,f
32,way/43472283-275,way/43303585-275,275,921.668,0.469875,3.112923,4.87e-05,11746.88,f
33,way/43472283-400,way/43303585-400,400,1787.476,0.351126,2.879233,5.07e-05,11704.2,f
34,way/109730296-400,way/43303585-400,400,1787.476,0.306191,2.510765,4.43e-05,10206.36,f
35,way/227495569-275,way/43303585-275,275,921.668,0.308569,2.044271,3.2e-05,7714.23,f
36,way/193617444-400,way/313495269-400,400,3574.953,0.172143,1.41157,9.95e-05,11476.18,f
37,way/43303585-275,way/311840838-275,275,1843.335,0.153862,1.019336,6.38e-05,7693.1,f
38,way/97561542-275,way/227495569-275,275,1843.335,0.078805,0.522084,3.27e-05,3940.26,f
39,relation/9598269-400,way/159038999-400,400,3574.953,0.320467,2.627827,0.00018525,21364.45,f
40,way/4746208-275,way/4797228-275,275,1843.335,0.220839,1.463058,9.16e-05,11041.95,f
41,GB73-400,way/16582436-400,400,3574.953,0.066921,0.548751,3.87e-05,4461.39,f
42,way/90547674-400,GB25-400,400,1787.476,1.194772,9.797134,0.00017266,39825.75,f
43,way/142841192-275,way/90547674-275,275,921.668,2.048187,13.569238,0.00021234,51204.67,f
44,GB59-275,GB60-275,275,921.668,0.171544,1.136482,1.78e-05,4288.61,f
45,way/101365758-275,GB71-275,275,921.668,0.213254,1.412805,2.21e-05,5331.34,f
46,way/25492769-275,way/142841192-275,275,1843.335,0.437078,2.895643,0.00018125,21853.91,f
47,GB30-400,way/701436399-400,400,3574.953,0.514235,4.216725,0.00029725,34282.32,f
48,way/32075668-275,way/27332350-275,275,1843.335,0.062506,0.414102,2.59e-05,3125.3,f
49,way/28194931-275,way/167621580-275,275,1843.335,0.160732,1.06485,6.67e-05,8036.6,f
50,relation/7879831-275,way/295657862-275,275,921.668,0.726721,4.814528,7.53e-05,18168.03,f
51,way/295657862-275,way/121820285-275,275,921.668,0.502896,3.331686,5.21e-05,12572.4,f
52,way/97256377-400,relation/7894457-400,400,3574.953,0.202031,1.656654,0.00011678,13468.73,f
53,way/624256368-275,way/232319495-275,275,1843.335,0.369708,2.449316,0.00015331,18485.4,f
54,way/163036722-400,way/193617444-400,400,1787.476,2.21603,18.171444,0.00032025,73867.66,f
55,GB28-275,way/193617444-275,275,921.668,1.729448,11.457593,0.0001793,43236.2,f
56,way/167621580-275,way/25784732-275,275,921.668,0.221901,1.470093,2.3e-05,5547.52,f
57,GB56-400,way/49499923-400,400,1787.476,0.30142,2.471646,4.36e-05,10047.34,f
58,way/23059230-400,way/92340133-400,400,3574.953,0.549112,4.502716,0.00031742,36607.45,f
59,GB60-275,GB61-275,275,921.668,0.13643,0.903849,1.41e-05,3410.75,f
60,way/92458761-275,GB55-275,275,921.668,0.73544,4.87229,7.62e-05,18386.0,f
61,GB54-400,way/87204522-400,400,1787.476,0.447419,3.668834,6.47e-05,14913.96,f
62,GB57-400,GB54-400,400,1787.476,0.945815,7.755684,0.00013668,31527.17,f
63,GB55-275,way/87204522-275,275,921.668,1.404056,9.301874,0.00014556,35101.41,f
64,way/142845284-400,GB47-400,400,1787.476,0.937653,7.688757,0.0001355,31255.11,f
65,way/94543520-275,relation/7896785-275,275,1843.335,0.075282,0.498742,3.12e-05,3764.09,f
66,way/90534270-400,way/92340133-400,400,3574.953,1.291144,10.587379,0.00074635,86076.25,f
67,way/89038614-400,way/314338790-400,400,3574.953,2.033599,16.675516,0.00117553,135573.3,f
68,GB65-400,way/884174267-400,400,3574.953,0.395616,3.24405,0.00022869,26374.39,f
69,way/49499923-275,way/55284068-275,275,921.668,0.808898,5.358952,8.39e-05,20222.46,f
70,way/4746208-400,way/31015820-400,400,1787.476,0.592694,4.860094,8.57e-05,19756.48,f
71,way/49499923-400,GB51-400,400,1787.476,2.176827,17.849981,0.00031458,72560.9,f
72,way/55284068-275,relation/13110368-275,275,921.668,2.589785,17.157324,0.00026849,64744.62,f
73,way/730870685-275,way/422486984-275,275,1843.335,0.43241,2.864718,0.00017932,21620.51,f
74,way/186747788-275,GB23-275,275,1843.335,0.505808,3.350979,0.00020975,25290.41,f
75,relation/13110368-400,GB51-400,400,1787.476,0.36632,3.003825,5.29e-05,12210.67,f
76,relation/13110368-400,way/472164401-400,400,3574.953,0.37,3.033999,0.00021388,24666.66,f
77,way/624256368-275,way/630939126-275,275,1843.335,0.717619,4.754226,0.00029759,35880.95,f
78,way/730870685-275,way/119315534-275,275,1843.335,0.913911,6.054663,0.00037899,45695.57,f
79,way/241491759-275,way/118821349-275,275,1843.335,0.643724,4.26467,0.00026695,32186.19,f
80,way/23132983-275,way/264371625-275,275,1843.335,0.148989,0.987051,6.18e-05,7449.44,f
81,way/447301159-400,way/533670766-400,400,3574.953,0.103874,0.851768,6e-05,6924.94,f
82,way/533670766-400,way/23228362-400,400,3574.953,0.030132,0.24708,1.74e-05,2008.78,f
83,way/635829123-220,GB46-220,220,983.112,2.110338,10.586864,0.00055249,70344.61,f
84,way/701436399-220,GB24-220,220,1474.668,2.911708,14.607066,0.00171514,145585.38,f
85,way/94004582-220,GB19-220,220,983.112,1.716916,8.613196,0.00044949,57230.54,f
86,way/636630371-400,way/636630368-400,400,3574.953,0.139268,1.142001,8.05e-05,9284.56,f
87,way/284874050-275,way/335589232-275,275,921.668,0.217948,1.443908,2.26e-05,5448.71,f
88,way/284874050-275,way/472289073-275,275,921.668,0.303422,2.010168,3.15e-05,7585.54,f
89,way/143105488-275,way/677510482-275,275,1843.335,0.288055,1.908367,0.00011945,14402.77,f
90,way/677513264-220,way/297840585-220,220,983.112,1.25198,6.280764,0.00032777,41732.65,f
91,way/730870685-275,GB9-275,275,1843.335,0.522858,3.463936,0.00021682,26142.91,f
92,way/89836009-275,way/76468460-275,275,1843.335,0.294052,1.948094,0.00012194,14702.6,f
93,way/119315534-275,way/222205173-275,275,921.668,0.617018,4.087742,6.4e-05,15425.44,f
94,way/297840585-400,way/100077745-400,400,3574.953,0.888347,7.284449,0.00051351,59223.16,f
95,way/166703766-220,GB3-220,220,983.112,2.592437,13.005394,0.0006787,86414.58,f
96,GB62-220,way/25422135-220,220,491.556,7.156775,35.903154,0.00046841,119279.58,f
97,way/311840838-275,way/1297690788-275,275,1843.335,0.279131,1.849242,0.00011575,13956.54,f
98,way/200511209-400,way/43472283-400,400,1787.476,0.836488,6.859206,0.00012088,27882.95,f
99,way/200511209-275,way/43472283-275,275,921.668,1.116814,7.39889,0.00011578,27920.34,f
100,way/43472283-400,way/90125443-400,400,3574.953,1.260719,10.337894,0.00072876,84047.92,f
101,GB71-275,GB66-275,275,1843.335,0.325394,2.155733,0.00013494,16269.68,f
102,way/105304263-275,way/32342648-275,275,921.668,0.178653,1.183577,1.85e-05,4466.33,f
103,way/23132983-275,way/31015820-275,275,1843.335,0.260242,1.724106,0.00010792,13012.12,f
104,way/227589012-400,way/31015820-400,400,1787.476,0.170369,1.397027,2.46e-05,5678.97,f
105,way/123866712-275,GB42-275,275,921.668,0.045509,0.301496,4.72e-06,1137.72,f
106,way/49499923-275,GB58-275,275,921.668,0.621916,4.120196,6.45e-05,15547.91,f
107,way/147475796-275,way/101312018-275,275,1843.335,0.053111,0.351859,2.2e-05,2655.54,f
108,way/91003253-400,way/314338790-400,400,3574.953,0.416558,3.415775,0.00024079,27770.53,f
109,way/91003253-400,way/143905069-400,400,3574.953,0.283514,2.324816,0.00016389,18900.94,f
110,way/701436399-220,GB21-220,220,1474.668,3.106282,15.58318,0.00182975,155314.09,f
111,GB38-220,way/895564309-220,220,491.556,5.641894,28.3035,0.00036926,94031.56,f
112,GB4-220,way/1190395478-220,220,1474.668,1.642625,8.2405,0.00096759,82131.23,f
113,way/89573358-400,way/89573357-400,400,1787.476,0.304927,2.500401,4.41e-05,10164.23,f
114,GB61-275,way/96107758-275,275,921.668,0.572568,3.793266,5.94e-05,14314.21,f
115,way/676775628-275,way/260300448-275,275,921.668,0.46489,3.079899,4.82e-05,11622.26,f
116,way/96107758-400,way/92458761-400,400,1787.476,1.251052,10.258623,0.00018079,41701.72,f
117,GB59-275,way/92458761-275,275,921.668,0.78511,5.201356,8.14e-05,19627.76,f
118,relation/7894457-275,way/92529432-275,275,921.668,0.10792,0.714973,1.12e-05,2698.01,f
119,relation/7894457-400,way/92529432-400,400,1787.476,0.07973,0.653787,1.15e-05,2657.67,f
120,way/92737152-275,way/93878867-275,275,921.668,0.489054,3.23998,5.07e-05,12226.34,f
121,way/31545125-400,way/87204522-400,400,3574.953,0.525471,4.308861,0.00030375,35031.39,f
122,way/167621580-400,GB56-400,400,1787.476,0.879771,7.214125,0.00012714,29325.71,f
123,way/25784732-275,way/49499923-275,275,921.668,1.351805,8.955709,0.00014015,33795.13,f
124,GB39-400,way/314338790-400,400,3574.953,0.201861,1.655257,0.00011669,13457.37,f
125,way/49499923-400,way/96107758-400,400,1787.476,1.301183,10.669699,0.00018804,43372.76,f
126,GB58-275,way/96107758-275,275,921.668,1.112165,7.368094,0.0001153,27804.13,f
127,way/263863442-400,way/32796576-400,400,3574.953,0.61105,5.010614,0.00035322,40736.7,f
128,way/84803250-275,GB71-275,275,921.668,0.732987,4.85604,7.6e-05,18324.68,f
129,way/91056548-400,GB14-400,400,1787.476,0.64521,5.29072,9.32e-05,21506.99,f
130,way/91056548-400,way/86071326-400,400,1787.476,0.861583,7.064982,0.00012451,28719.44,f
131,way/143398451-400,GB14-400,400,1787.476,0.208432,1.709142,3.01e-05,6947.73,f
132,GB14-400,way/86071326-400,400,1787.476,0.557375,4.570476,8.06e-05,18579.17,f
133,way/402783212-275,way/230134599-275,275,921.668,2.246062,14.880163,0.00023286,56151.56,f
134,way/402783212-275,way/230134599-275,275,921.668,2.246062,14.880163,0.00023286,56151.56,f
135,way/230134599-275,way/137050527-275,275,921.668,2.583887,17.118253,0.00026788,64597.18,f
136,way/142185552-275,way/137050527-275,275,921.668,1.349434,8.940003,0.0001399,33735.86,f
137,way/230134599-275,way/142185552-275,275,921.668,1.234608,8.179275,0.00012799,30865.19,f
138,way/166764802-275,way/148266260-275,275,921.668,0.738865,4.894982,7.66e-05,18471.63,f
139,way/148266260-275,way/339008021-275,275,921.668,2.681073,17.762107,0.00027795,67026.82,f
140,way/227767019-275,way/339008021-275,275,921.668,3.233875,21.424421,0.00033526,80846.87,f
141,way/166764802-275,way/148266260-275,275,921.668,0.738865,4.894982,7.66e-05,18471.63,f
142,way/227767019-275,way/148266260-275,275,921.668,1.835072,12.157352,0.00019025,45876.8,f
143,way/142185552-275,way/339008021-275,275,921.668,1.155929,7.658031,0.00011984,28898.23,f
144,way/142185552-275,way/339008021-275,275,921.668,1.155929,7.658031,0.00011984,28898.23,f
145,way/166764802-275,way/137050527-275,275,921.668,1.788504,11.848842,0.00018542,44712.61,f
146,way/166764802-275,way/137050527-275,275,921.668,1.789521,11.855575,0.00018552,44738.02,f
147,way/227767022-275,way/227767019-275,275,921.668,1.031531,6.833892,0.00010694,25788.27,f
148,way/227767022-275,way/230134599-275,275,921.668,1.035467,6.859968,0.00010735,25886.67,f
149,way/159736514-275,way/90547685-275,275,921.668,0.228588,1.514396,2.37e-05,5714.7,f
150,way/92331023-275,way/143905069-275,275,921.668,1.745093,11.561242,0.00018092,43627.33,f
151,way/92331023-275,way/143905069-275,275,921.668,1.745093,11.561242,0.00018092,43627.33,f
152,way/89427607-400,way/98899051-400,400,1787.476,1.064046,8.725175,0.00015377,35468.19,f
153,way/89427607-400,way/98899051-400,400,1787.476,1.064046,8.725175,0.00015377,35468.19,f
154,way/1274396508-400,way/23164132-400,400,1787.476,0.343227,2.814464,4.96e-05,11440.91,f
155,way/1274396508-400,way/92529432-400,400,1787.476,1.806294,14.811611,0.00026103,60209.8,f
156,way/1274396508-400,way/23164132-400,400,1787.476,0.343227,2.814464,4.96e-05,11440.91,f
157,way/23164132-275,GB44-275,275,921.668,0.430296,2.850711,4.46e-05,10757.4,f
158,way/153884024-275,way/23164132-275,275,921.668,0.620042,4.107776,6.43e-05,15501.04,f
159,way/23164132-275,GB44-275,275,921.668,0.430296,2.850711,4.46e-05,10757.4,f
160,way/153884024-275,way/23164132-275,275,921.668,0.620042,4.107776,6.43e-05,15501.04,f
161,GB44-275,way/23164256-275,275,921.668,0.32798,2.172865,3.4e-05,8199.49,f
162,way/23164256-275,GB44-275,275,921.668,0.32798,2.172865,3.4e-05,8199.49,f
163,way/26678829-400,way/119616836-400,400,1787.476,1.149984,9.429871,0.00016619,38332.81,f
164,relation/9572254-400,way/34656007-400,400,1787.476,1.488208,12.203302,0.00021507,49606.92,f
165,way/26678829-400,way/119616836-400,400,1787.476,1.149984,9.429871,0.00016619,38332.81,f
166,relation/9572254-400,way/34656007-400,400,1787.476,1.488208,12.203302,0.00021507,49606.92,f
167,way/119616836-400,way/292371992-400,400,1787.476,0.807745,6.623508,0.00011673,26924.83,f
168,way/119616836-400,way/292371992-400,400,1787.476,0.807745,6.623508,0.00011673,26924.83,f
169,way/1274396508-400,way/536905500-400,400,1787.476,0.053771,0.440921,7.77e-06,1792.36,f
170,way/23164132-400,way/23164256-400,400,1787.476,0.552175,4.527839,7.98e-05,18405.85,f
171,way/23164132-400,way/23164256-400,400,1787.476,0.552175,4.527839,7.98e-05,18405.85,f
172,GB43-400,way/23164256-400,400,1787.476,0.065952,0.540804,9.53e-06,2198.39,f
173,way/23164256-275,way/315213320-275,275,921.668,0.37079,2.456486,3.84e-05,9269.76,f
174,way/367005272-275,way/315213320-275,275,921.668,0.322148,2.134228,3.34e-05,8053.69,f
175,way/367005272-275,way/315213320-275,275,921.668,0.322148,2.134228,3.34e-05,8053.69,f
176,way/23164256-275,way/315213320-275,275,921.668,0.37079,2.456486,3.84e-05,9269.76,f
177,way/30930911-275,way/367005272-275,275,921.668,0.440987,2.921538,4.57e-05,11024.67,f
178,way/30930911-275,way/367005272-275,275,921.668,0.440987,2.921538,4.57e-05,11024.67,f
179,relation/14921826-400,relation/11051275-400,400,3574.953,1.222921,10.027954,0.00070691,81528.08,f
180,relation/14921826-275,way/91955171-275,275,921.668,3.34876,22.185538,0.00034717,83719.01,f
181,way/143221984-275,way/91955171-275,275,921.668,1.116067,7.393945,0.00011571,27901.68,f
182,relation/14921826-275,way/143221984-275,275,921.668,2.231142,14.781313,0.00023131,55778.54,f
183,way/91955171-400,relation/11543333-400,400,3574.953,0.566897,4.648555,0.0003277,37793.13,f
184,way/95749833-400,way/95895489-400,400,1787.476,0.804598,6.597703,0.00011628,26819.93,f
185,relation/7879831-400,way/553490952-400,400,1787.476,1.0398,8.526358,0.00015026,34659.99,f
186,way/553490952-400,way/95749833-400,400,1787.476,0.774815,6.353486,0.00011197,25827.18,f
187,relation/13110367-400,relation/7879831-400,400,1787.476,2.527632,20.72658,0.00036528,84254.39,f
188,way/95895489-400,way/92460913-400,400,1787.476,2.255964,18.498902,0.00032602,75198.79,f
189,relation/13110367-400,way/553490952-400,400,1787.476,3.543674,29.058125,0.00051211,118122.46,f
190,way/553490952-400,way/92460913-400,400,1787.476,3.079594,25.252675,0.00044504,102653.15,f
191,way/92460913-400,way/23059230-400,400,1787.476,2.755903,22.598404,0.00039826,91863.43,f
192,way/95279334-400,way/23059230-400,400,1787.476,3.075279,25.217285,0.00044442,102509.29,f
193,way/92460913-400,way/96107758-400,400,1787.476,2.047938,16.793092,0.00029595,68264.6,f
194,way/95279334-400,way/96107758-400,400,1787.476,2.371817,19.4489,0.00034276,79060.57,f
195,way/264275258-275,way/227767019-275,275,921.668,1.933801,12.811433,0.00020048,48345.03,f
196,way/264275258-275,way/227767019-275,275,921.668,1.933801,12.811433,0.00020048,48345.03,f
197,way/884174267-275,way/45087479-275,275,921.668,1.391564,9.219109,0.00014427,34789.09,f
198,way/884174267-275,way/45087479-275,275,921.668,1.391582,9.219231,0.00014427,34789.55,f
199,way/95749833-275,relation/12543034-275,275,921.668,0.279459,1.851415,2.9e-05,6986.47,f
200,way/95749833-275,relation/12543034-275,275,921.668,0.279459,1.851415,2.9e-05,6986.47,f
201,way/91010022-400,way/87953830-400,400,1787.476,0.855916,7.01851,0.00012369,28530.53,f
202,way/143783006-400,way/91010022-400,400,1787.476,0.28829,2.363974,4.17e-05,9609.65,f
203,way/264104518-400,way/87953830-400,400,1787.476,0.40535,3.323866,5.86e-05,13511.65,f
204,way/91010022-400,way/264104518-400,400,1787.476,0.448961,3.681479,6.49e-05,14965.36,f
205,GB75-400,way/143783006-400,400,1787.476,0.055093,0.451759,7.96e-06,1836.42,f
206,way/143783006-400,way/91010022-400,400,1787.476,0.290254,2.380082,4.2e-05,9675.13,f
207,way/23281217-400,way/87953830-400,400,1787.476,0.808512,6.629796,0.00011684,26950.39,f
208,way/23281217-400,way/87953830-400,400,1787.476,0.808512,6.629796,0.00011684,26950.39,f
209,way/23232738-275,way/23234477-275,275,921.668,0.57186,3.788573,5.93e-05,14296.5,f
210,way/23232738-275,relation/7880111-275,275,921.668,1.048057,6.943376,0.00010865,26201.42,f
211,relation/7880111-275,way/23248656-275,275,921.668,0.354618,2.349342,3.68e-05,8865.44,f
212,way/23232738-275,way/23248656-275,275,921.668,0.698183,4.625461,7.24e-05,17454.57,f
213,way/32796576-400,way/88389243-400,400,1787.476,0.533859,4.377644,7.72e-05,17795.3,f
214,way/32796576-400,way/88389243-400,400,1787.476,0.533859,4.377644,7.72e-05,17795.3,f
215,way/23232738-275,way/23234477-275,275,921.668,0.57186,3.788573,5.93e-05,14296.5,f
216,way/23234477-275,way/4746208-275,275,921.668,0.231437,1.533271,2.4e-05,5785.93,f
217,way/23234477-275,way/4746208-275,275,921.668,0.231437,1.533271,2.4e-05,5785.93,f
218,relation/7650368-400,way/4746208-400,400,1787.476,1.042678,8.549959,0.00015068,34755.93,f
219,way/4746208-400,relation/7650368-400,400,1787.476,1.042678,8.549959,0.00015068,34755.93,f
220,way/103915328-400,way/32796576-400,400,1787.476,2.456342,20.142008,0.00035497,81878.08,f
221,way/103915328-400,way/32796576-400,400,1787.476,2.456342,20.142008,0.00035497,81878.08,f
222,way/263863442-400,way/115530033-400,400,1787.476,0.15204,1.246728,2.2e-05,5068.0,f
223,way/115530033-400,way/23059230-400,400,1787.476,0.194254,1.592887,2.81e-05,6475.15,f
224,way/263863442-400,way/115530033-400,400,1787.476,0.15204,1.246728,2.2e-05,5068.0,f
225,way/115530033-400,way/23059230-400,400,1787.476,0.194254,1.592887,2.81e-05,6475.15,f
226,way/41710456-400,way/23232738-400,400,1787.476,0.613574,5.031305,8.87e-05,20452.46,f
227,way/41710456-400,way/23232738-400,400,1787.476,0.613574,5.031305,8.87e-05,20452.46,f
228,way/92340133-400,way/41710456-400,400,1787.476,1.069426,8.769295,0.00015455,35647.54,f
229,way/92340133-400,way/41710456-400,400,1787.476,1.069426,8.769295,0.00015455,35647.54,f
230,way/92529432-400,way/87207123-400,400,1787.476,1.603673,13.150119,0.00023175,53455.77,f
231,way/92419253-400,way/87207123-400,400,1787.476,0.949355,7.784712,0.00013719,31645.17,f
232,way/92529432-400,way/92419253-400,400,1787.476,1.0061,8.250021,0.00014539,33536.67,f
233,relation/7894457-400,way/92529432-400,400,1787.476,0.070662,0.579426,1.02e-05,2355.39,f
234,relation/7894457-400,way/92529432-400,400,1787.476,0.070662,0.579426,1.02e-05,2355.39,f
235,relation/13110369-400,way/190511290-400,400,1787.476,1.97326,16.180736,0.00028516,65775.35,f
236,way/91003253-400,way/88287125-400,400,1787.476,3.055156,25.052278,0.00044151,101838.53,f
237,way/91003253-400,way/88287125-400,400,1787.476,3.055156,25.052278,0.00044151,101838.53,f
238,relation/13110369-400,way/190511290-400,400,1787.476,1.97326,16.180736,0.00028516,65775.35,f
239,way/567187951-275,relation/8087295-275,275,921.668,0.420886,2.78837,4.36e-05,10522.15,f
240,way/567187951-275,relation/8087295-275,275,921.668,0.420886,2.78837,4.36e-05,10522.15,f
241,relation/8087295-275,way/495624575-275,275,921.668,0.593395,3.931243,6.15e-05,14834.88,f
242,relation/8087295-275,way/495624575-275,275,921.668,0.593395,3.931243,6.15e-05,14834.88,f
243,way/495624575-275,way/1262971878-275,275,921.668,0.425342,2.817891,4.41e-05,10633.55,f
244,way/495624575-275,way/1262971878-275,275,921.668,0.425342,2.817891,4.41e-05,10633.55,f
245,way/232319495-275,way/567187951-275,275,921.668,2.325649,15.407423,0.00024111,58141.22,f
246,way/86071326-275,way/166703759-275,275,921.668,0.725789,4.808353,7.52e-05,18144.73,f
247,way/86071326-275,way/166703759-275,275,921.668,0.725789,4.808353,7.52e-05,18144.73,f
248,way/222205173-275,way/212779654-275,275,921.668,0.646762,4.284796,6.71e-05,16169.04,f
249,way/222205173-275,way/212779654-275,275,921.668,0.646762,4.284796,6.71e-05,16169.04,f
250,way/239248206-400,way/68515955-400,400,1787.476,0.760196,6.23361,0.00010986,25339.88,f
251,way/239248206-400,way/1263095953-400,400,1787.476,0.767711,6.295233,0.00011094,25590.38,f
252,way/1263095953-400,way/68515955-400,400,1787.476,1.465699,12.018731,0.00021181,48856.63,f
253,way/1263095953-400,way/689626274-400,400,1787.476,0.65433,5.365508,9.46e-05,21811.01,f
254,way/689626274-400,way/495512692-400,400,1787.476,1.658392,13.598814,0.00023966,55279.73,f
255,way/1263095953-400,way/689626274-400,400,1787.476,0.65433,5.365508,9.46e-05,21811.01,f
256,way/689626274-400,way/422486984-400,400,1787.476,4.470248,36.65603,0.00064601,149008.25,f
257,way/495512689-400,way/422486984-400,400,1787.476,0.91433,7.497502,0.00013213,30477.65,f
258,way/495512692-400,way/495512689-400,400,1787.476,1.896438,15.550792,0.00027406,63214.6,f
259,way/111528318-275,way/118821349-275,275,921.668,4.065471,26.933744,0.00042148,101636.77,f
260,way/111528318-275,way/118821349-275,275,921.668,4.065471,26.933744,0.00042148,101636.77,f
261,way/166703766-275,way/842685465-275,275,1843.335,0.197421,1.307914,8.19e-05,9871.05,f
262,way/842685465-275,way/118821349-275,275,1843.335,0.817225,5.414113,0.0003389,40861.23,f
263,way/68515955-275,way/630939126-275,275,921.668,1.23733,8.197309,0.00012828,30933.24,f
264,way/68515955-275,way/630939126-275,275,921.668,1.23733,8.197309,0.00012828,30933.24,f
265,GB7-275,way/133323988-275,275,921.668,1.914649,12.684548,0.0001985,47866.22,f
266,way/118821349-275,way/133323988-275,275,921.668,2.031498,13.458677,0.00021061,50787.46,f
267,way/118821349-275,GB7-275,275,921.668,1.142693,7.570342,0.00011847,28567.33,f
268,way/95374266-275,way/59736773-275,275,921.668,0.483093,3.20049,5.01e-05,12077.32,f
269,way/95374266-275,way/111528318-275,275,921.668,2.422391,16.048339,0.00025114,60559.77,f
270,way/59736773-275,way/111528318-275,275,921.668,2.109634,13.976323,0.00021871,52740.84,f
271,way/307717807-275,way/307769998-275,275,1843.335,0.162221,1.074714,6.73e-05,8111.05,f
272,way/94004582-400,GB18-400,400,1787.476,0.055363,0.453978,8e-06,1845.44,f
273,way/94004582-400,GB18-400,400,1787.476,0.055363,0.453978,8e-06,1845.44,f
274,way/94004582-400,GB18-400,400,1787.476,0.054433,0.446352,7.87e-06,1814.44,f
275,GB18-400,way/94004582-400,400,1787.476,0.054433,0.446352,7.87e-06,1814.44,f
276,way/26678829-400,way/34205588-400,400,1787.476,1.089718,8.935687,0.00015748,36323.93,f
277,way/166703759-275,way/109073025-275,275,921.668,0.162982,1.079758,1.69e-05,4074.56,f
278,way/166703759-275,way/109073025-275,275,921.668,0.162982,1.079758,1.69e-05,4074.56,f
279,way/45087479-275,way/103915328-275,275,921.668,1.349622,8.941243,0.00013992,33740.54,f
280,way/45087479-275,way/103915328-275,275,921.668,1.348909,8.936521,0.00013984,33722.72,f
281,way/308802191-275,way/308653819-275,275,921.668,0.218625,1.448392,2.27e-05,5465.63,f
282,way/308653819-275,relation/7894974-275,275,921.668,0.231509,1.533748,2.4e-05,5787.73,f
283,way/166703758-275,relation/7894974-275,275,921.668,0.609034,4.034848,6.31e-05,15225.84,f
284,way/143398451-275,way/166703758-275,275,921.668,0.807164,5.347464,8.37e-05,20179.11,f
285,way/143398451-275,way/308653819-275,275,921.668,1.178188,7.805496,0.00012215,29454.7,f
286,way/25422135-400,way/32227788-400,400,1787.476,1.855766,15.217282,0.00026818,61858.87,f
287,way/25422135-400,way/32227788-400,400,1787.476,1.855766,15.217282,0.00026818,61858.87,f
288,way/25422135-400,way/576238223-400,400,1787.476,1.265114,10.373936,0.00018283,42170.47,f
289,way/25422135-400,way/576238223-400,400,1787.476,1.265114,10.373936,0.00018283,42170.47,f
290,way/25422135-400,way/576238223-400,400,1787.476,1.264952,10.37261,0.0001828,42165.08,f
291,way/25422135-400,way/576238223-400,400,1787.476,1.264952,10.37261,0.0001828,42165.08,f
292,way/100773252-400,GB69-400,400,3574.953,0.041817,0.342897,2.42e-05,2787.78,f
293,way/23229136-275,way/94530230-275,275,1843.335,0.276347,1.830799,0.0001146,13817.35,f
294,way/23229136-275,way/22975329-275,275,1843.335,0.662895,4.391679,0.0002749,33144.75,f
295,way/635226843-400,way/635829123-400,400,1787.476,0.114337,0.937565,1.65e-05,3811.24,f
296,way/635829123-400,GB52-400,400,3574.953,0.351651,2.883542,0.00020327,23443.43,f
297,way/101365758-275,way/84803250-275,275,1843.335,0.242745,1.608183,0.00010066,12137.23,f
298,GB41-275,way/116539370-275,275,921.668,0.084912,0.562539,8.8e-06,2122.79,f
299,way/23059268-275,way/116539370-275,275,921.668,0.216551,1.434652,2.25e-05,5413.78,f
300,way/24165071-400,relation/7650368-400,400,3574.953,0.270921,2.221555,0.00015661,18061.42,f
301,way/264371625-275,way/102549055-275,275,1843.335,0.219094,1.451498,9.09e-05,10954.7,f
302,way/23228362-400,way/102549055-400,400,3574.953,0.138055,1.132049,7.98e-05,9203.65,f
303,way/103150854-400,GB73-400,400,3574.953,0.033562,0.27521,1.94e-05,2237.48,f
304,GB81-400,way/103915328-400,400,3574.953,1.097394,8.998632,0.00063435,73159.61,f
