Latitude,Longitude,ID,PowerKW,Title (AddressInfo.Country),Title (Connections.ConnectionType),Title (OperatorInfo)
59.17537,17.64241,56693,50,Sweden,Unknown,
59.08751,17.60241,56689,50,Sweden,Unknown,
58.91459,11.25937,56687,50,Sweden,Unknown,
58.02401,11.84679,56686,50,Sweden,Unknown,
57.72395,12.0297,56685,50,Sweden,Unknown,
68.43591,17.41168,54588,50,Norway,Unknown,
60.42446,5.62741,54584,50,Norway,Unknown,
62.09574,7.21022,53540,50,Norway,Unknown,
60.43098,9.45932,53531,50,Norway,Unknown,
59.9983,10.91929,53528,50,Norway,Unknown,
59.62571,9.62533,53526,50,Norway,Unknown,
59.3936,13.5155,53523,50,Sweden,Unknown,
59.33084,14.54339,53522,50,Sweden,Unknown,
59.17754,10.2079,53518,50,Norway,Unknown,
57.7585,11.99317,53509,50,Sweden,Unknown,
57.71593,12.91746,53508,50,Sweden,Unknown,
57.16803,12.27709,53498,50,Sweden,Unknown,
56.67391,12.89159,53496,50,Sweden,Unknown,
56.54112,12.97133,53495,50,Sweden,Unknown,
56.2866,13.33931,53494,50,Sweden,Unknown,
55.68422,14.22866,53491,50,Sweden,Unknown,
55.67978,13.18243,53490,50,Sweden,Unknown,
62.65678,9.88175,52117,50,Norway,Unknown,
61.84119,8.57464,52112,50,Norway,Unknown,
59.35475,7.35571,52108,50,Norway,Unknown,
56.51392,13.04228,52099,50,Sweden,Unknown,
61.59931,5.06466,51230,50,Norway,Unknown,
60.48276,15.41413,51223,50,Sweden,Unknown,
60.35949,5.12101,51222,50,Norway,Unknown,
59.8372,13.12825,51218,50,Sweden,Unknown,
59.66943,12.59312,51214,50,Sweden,Unknown,
59.59661,5.74114,51211,50,Norway,Unknown,
58.89468,9.2839,51197,50,Norway,Unknown,
58.58634,7.80727,51195,50,Norway,Unknown,
58.41622,8.70089,51193,50,Norway,Unknown,
58.13537,7.85623,51191,50,Norway,Unknown,
57.86322,19.05459,51190,50,Sweden,Unknown,
57.16529,14.07692,51186,50,Sweden,Unknown,
56.16725,15.59,51183,50,Sweden,Unknown,
56.16542,15.58585,51182,50,Sweden,Unknown,
60.69114,17.135,47586,50,Sweden,Unknown,
56.03045,14.15159,47568,50,Sweden,Unknown,
48.15561068,-1.707245756,46861,50,France,Unknown,
63.39312,10.40225,46613,50,Norway,Unknown,
60.69575,8.93031,46526,50,Norway,Unknown,
60.39071,11.21554,46494,50,Norway,Unknown,
59.92915,10.46698,46319,50,Norway,Unknown,
59.88575,17.66724,46145,50,Sweden,Unknown,
59.86819,17.66097,46122,50,Sweden,Unknown,
59.76288,9.89668,46082,50,Norway,Unknown,
59.76257,5.45044,46081,50,Norway,Unknown,
59.66399,5.94161,46040,50,Norway,Unknown,
59.48092,8.63517,45996,50,Norway,Unknown,
59.41651,11.34963,45974,50,Norway,Unknown,
59.40167,17.94497,45957,50,Sweden,Unknown,
59.38225,13.52312,45950,50,Sweden,Unknown,
59.38174,5.30601,45949,50,Norway,Unknown,
59.35327,17.95832,45936,50,Sweden,Unknown,
59.35114,18.05752,45935,50,Sweden,Unknown,
59.34175,18.11041,45930,50,Sweden,Unknown,
59.33472,18.0951,45923,50,Sweden,Unknown,
59.3272,18.04932,45915,50,Sweden,Unknown,
59.32634,18.04259,45914,50,Sweden,Unknown,
59.31308,18.05228,45905,50,Sweden,Unknown,
59.3094,18.02522,45901,50,Sweden,Unknown,
59.30866,18.18178,45900,50,Sweden,Unknown,
59.2808,10.36537,45882,50,Norway,Unknown,
59.27886,11.08993,45881,50,Norway,Unknown,
59.27229,15.17578,45876,50,Sweden,Unknown,
