UnitID,name,type,Bus name,x,y,capacity,Technology,Cost
169,I2D-RISQ1,interconnector,relation/7872518-400,0.86453846,51.8080769,0,,0
170,I2D-RWES1,interconnector,relation/7872518-400,0.86453846,51.8080769,0,,0
171,I2D-SETL1,interconnector,relation/7872518-400,0.86453846,51.8080769,0,,0
172,I2D-SSEG1,interconnector,relation/7872518-400,0.86453846,51.8080769,0,,0
173,I2D-STAT1,interconnector,relation/7872518-400,0.86453846,51.8080769,0,,0
174,I2D-TGPL1,interconnector,relation/7872518-400,0.86453846,51.8080769,0,,0
175,I2D-TRFD1,interconnector,relation/7872518-400,0.86453846,51.8080769,0,,0
176,I2D-TRFG1,interconnector,relation/7872518-400,0.86453846,51.8080769,0,,0
177,I2D-TRLS1,interconnector,relation/7872518-400,0.86453846,51.8080769,0,,0
178,I2D-VOLT1,interconnector,relation/7872518-400,0.86453846,51.8080769,0,,0
179,I2D-VSAL1,interconnector,relation/7872518-400,0.86453846,51.8080769,0,,0
180,I2D-VTET1,interconnector,relation/7872518-400,0.86453846,51.8080769,0,,0
181,I2D-XNON1,interconnector,relation/7872518-400,0.86453846,51.8080769,0,,0
182,I2G-ALEU1,interconnector,relation/7872518-400,0.86453846,51.8080769,0,,0
183,I2G-ALIP1,interconnector,relation/7872518-400,0.86453846,51.8080769,0,,0
184,I2G-ARON1,interconnector,relation/7872518-400,0.86453846,51.8080769,0,,0
185,I2G-AXPO1,interconnector,relation/7872518-400,0.86453846,51.8080769,0,,0
186,I2G-BDEN1,interconnector,relation/7872518-400,0.86453846,51.8080769,0,,0
187,I2G-BKWE1,interconnector,relation/7872518-400,0.86453846,51.8080769,0,,0
188,I2G-BNPS1,interconnector,relation/7872518-400,0.86453846,51.8080769,0,,0
