,UnitID,name,type,Bus name,x,y,capacity,Technology,Cost
394,1023,RCBKO-2,offwind,way/635829123-400,0.841,53.276,20.0,offwind,0.02
395,1024,RMPNO-1,offwind,way/91082448-400,-0.27,50.67,20.0,offwind,0.02
396,1025,RMPNO-2,offwind,way/91082448-400,-0.27,50.67,1764.0,offwind,0.02
397,1026,RREW-1,offwind,way/676646876-400,-3.716667,54.75,30.0,offwind,0.02
398,1027,RRWW-1,offwind,way/676646876-400,-3.716667,54.75,1764.0,offwind,0.02
399,1028,SGRWO-2,offwind,GB7-275,-1.741,56.588,100.0,offwind,0.02
400,1029,SGRWO-3,offwind,GB7-275,-1.741,56.588,360.0,offwind,0.02
401,1030,SGRWO-4,offwind,GB7-275,-1.741,56.588,588.0,offwind,0.02
402,1031,SGRWO-5,offwind,GB7-275,-1.741,56.588,35.0,offwind,0.02
403,1032,SGRWO-6,offwind,GB7-275,-1.741,56.588,1764.0,offwind,0.02
404,1033,SHBA-1,fossil,way/313180501-400,-0.131836,53.618579,50.0,gas,20.1
405,1034,SHBA-2,fossil,way/313180501-400,-0.131836,53.618579,32.0,gas,20.1
406,1035,SHRSO-1,offwind,way/32227788-400,1.147,53.135,100.0,offwind,0.02
407,1036,SHRSO-2,offwind,way/32227788-400,1.147,53.135,50.0,offwind,0.02
408,1037,TKNEW-1,offwind,way/32227788-400,0.9,53.4,50.0,offwind,0.02
409,1038,TKNWW-1,offwind,way/32227788-400,0.9,53.4,6.0,offwind,0.02
410,1039,WDNSO-1,offwind,way/280317944-220,-3.768311,53.923751,100.0,offwind,0.02
411,1040,WDNSO-2,offwind,way/280317944-220,-3.768311,53.923751,100.0,offwind,0.02
412,1041,WHILW-1,onwind,GB22-400,-3.463,53.983,20.0,onwind,1.5
413,1042,WHILW-2,onwind,GB22-400,-3.463,53.983,1764.0,onwind,1.5
414,1043,WLNYO-2,offwind,GB22-400,-3.522,54.044,300.0,offwind,0.02
415,1044,WLNYO-3,offwind,GB22-400,-3.522,54.044,300.0,offwind,0.02
416,1045,WLNYO-4,offwind,GB22-400,-3.522,54.044,522.0,offwind,0.02
417,1046,WLNYW-1,offwind,GB22-400,-3.522,54.044,522.0,offwind,0.02
418,1047,WTMSO-1,offwind,way/635836276-275,0.681152,53.943155,94.0,offwind,0.02
419,1048,BEATO-2,offwind,way/1262971878,-3.07,58.13,504.0,offwind,0.02
420,1049,THNTO-2,offwind,way/87953830-400,1.461182,51.385495,504.0,offwind,0.02
421,1050,THNTO-1,offwind,way/87953830-400,1.461182,51.385495,504.0,offwind,0.02
422,1051,GRGBW-1,offwind,way/576238223-400,1.713867,52.066,117.3,offwind,0.02
423,1052,GRGBW-2,offwind,way/576238223-400,1.713867,52.066,1075.0,offwind,0.02
424,1053,GRGBW-3,offwind,way/576238223-400,1.713867,52.066,522.0,offwind,0.02
425,1054,SGRWO-1,offwind,GB7-275,-1.741,56.588,36.9,offwind,0.02
426,1055,ABRBO-1,offwind,GB7-275,-1.98333,57.2167,96.8,offwind,0.02
427,1056,OMNDO-1,offwind,GB22-400,-3.4,54.1,41.4,offwind,0.02
428,new_bio_0,Bioenergy_0,biomass,way/203880168-275,-2.0103,52.6086,44.0,biomass,
429,new_bio_27,Bioenergy_27,biomass,way/91010711-400,0.4924,51.2931,43.0,biomass,
430,new_bio_120,Bioenergy_120,biomass,way/292471784-400,-2.6687,51.5329,34.0,biomass,
431,new_bio_181,Bioenergy_181,biomass,way/101312018-275,-1.4007,53.4204,30.0,biomass,
432,new_bio_199,Bioenergy_199,biomass,GB32-400,-0.5092,53.5423,40.0,biomass,
433,new_bio_226,Bioenergy_226,biomass,way/98788846-275,-3.1504,51.4711,30.0,biomass,
434,new_bio_347,Bioenergy_347,biomass,way/160580052-400,-0.999021,53.737196,645.0,biomass,
435,new_bio_348,Bioenergy_348,biomass,way/160580052-400,-0.999021,53.737196,645.0,biomass,
436,new_bio_349,Bioenergy_349,biomass,way/160580052-400,-0.999021,53.737196,645.0,biomass,
437,new_bio_350,Bioenergy_350,biomass,way/160580052-400,-0.999021,53.737196,645.0,biomass,
438,new_bio_352,Bioenergy_352,biomass,way/111550033-400,-2.4638,55.9761,30.0,biomass,
439,new_bio_358,Bioenergy_358,biomass,way/23132983-275,-0.0456,51.6121,70.0,biomass,
440,new_bio_369,Bioenergy_369,biomass,way/25935453-400,0.1297,52.3979,38.0,biomass,
441,new_bio_401,Bioenergy_401,biomass,way/193617444-275,-1.2869,53.7187,68.0,biomass,
442,new_bio_402,Bioenergy_402,biomass,way/193617444-275,-1.2869,53.7187,70.0,biomass,
443,new_bio_450,Bioenergy_450,biomass,way/311840838-275,-1.1991,54.6458,46.0,biomass,
444,new_bio_789,Bioenergy_789,biomass,way/89427607-400,-4.6186,53.3001,150.0,biomass,
445,new_bio_1067,Bioenergy_1067,biomass,way/167621580-400,-1.9974,52.5074,35.0,biomass,
446,new_bio_1103,Bioenergy_1103,biomass,way/23232738-275,-0.5057,51.4861,37.0,biomass,
447,new_bio_1154,Bioenergy_1154,biomass,relation/7894975-400,-2.6375,53.785,42.0,biomass,
448,new_bio_1155,Bioenergy_1155,biomass,relation/7894457-275,-2.4759,53.2646,70.0,biomass,
449,new_bio_1162,Bioenergy_1162,biomass,way/642490160,-1.520356,55.20475,140.0,biomass,
450,new_bio_1163,Bioenergy_1163,biomass,way/642490160,-1.520356,55.20475,140.0,biomass,
451,new_bio_1164,Bioenergy_1164,biomass,way/642490160,-1.520356,55.20475,140.0,biomass,
452,new_bio_1185,Bioenergy_1185,biomass,way/121820285-275,-3.7468,51.5632,40.0,biomass,
453,new_bio_1186,Bioenergy_1186,biomass,way/59736773-275,-3.1597,56.2018,55.0,biomass,
454,new_bio_1259,Bioenergy_1259,biomass,relation/13110368-275,-1.2801,52.7573,42.0,biomass,
455,new_bio_1265,Bioenergy_1265,biomass,GB30-400,-0.7012,53.6198,95.0,biomass,
456,new_bio_1273,Bioenergy_1273,biomass,way/167621580-400,-2.0288,52.5169,40.0,biomass,
457,new_bio_1319,Bioenergy_1319,biomass,way/376450057-400,-0.1991,52.5773,42.0,biomass,
458,new_bio_1335,Bioenergy_1335,biomass,GB31-400,-1.0653,53.6713,53.0,biomass,
459,new_bio_1354,Bioenergy_1354,biomass,GB44-275,-2.8264,53.2829,49.0,biomass,
460,new_bio_1376,Bioenergy_1376,biomass,way/97561542-275,-1.1391,54.6257,50.0,biomass,
461,new_bio_1392,Bioenergy_1392,biomass,relation/7872518-400,0.647,51.8533,49.0,biomass,
462,new_bio_1394,Bioenergy_1394,biomass,way/102549055-400,0.1552,51.5047,62.0,biomass,
463,new_bio_1395,Bioenergy_1395,biomass,way/102549055-400,0.1552,51.5047,64.0,biomass,
464,new_bio_1400,Bioenergy_1400,biomass,relation/7650368-400,-0.5207,52.059,60.0,biomass,
465,new_bio_1403,Bioenergy_1403,biomass,GB43-400,-2.7524,53.3257,40.0,biomass,
466,new_bio_1404,Bioenergy_1404,biomass,GB43-400,-2.7524,53.3257,40.0,biomass,
467,new_bio_1463,Bioenergy_1463,biomass,way/292471784-400,-2.6553,51.5406,38.0,biomass,
468,new_bio_1604,Bioenergy_1604,biomass,relation/10925187-275,-1.4978,53.7764,50.0,biomass,
469,new_bio_1608,Bioenergy_1608,biomass,way/895564309-220,-0.3823,53.0002,38.0,biomass,
470,new_bio_1610,Bioenergy_1610,biomass,way/23232738-275,-0.6269,51.5239,50.0,biomass,
471,new_bio_1611,Bioenergy_1611,biomass,way/32227788-400,0.9541,52.4816,42.0,biomass,
472,new_bio_1623,Bioenergy_1623,biomass,way/313180501-400,-0.14462,53.60078,95.0,biomass,
473,new_bio_1625,Bioenergy_1625,biomass,way/447297184-275,-0.046,51.4859,35.0,biomass,
474,new_bio_1632,Bioenergy_1632,biomass,way/676646876-400,-3.3806,55.153,44.0,biomass,
475,new_bio_1661,Bioenergy_1661,biomass,way/227495569-275,-1.1586,54.6002,299.0,biomass,
476,new_bio_1662,Bioenergy_1662,biomass,way/97561542-275,-1.0903,54.5977,50.0,biomass,
477,new_bio_1665,Bioenergy_1665,biomass,way/147475796-275,-1.373,53.4231,44.0,biomass,
478,new_bio_1669,Bioenergy_1669,biomass,way/118821349-400,-2.3653,57.2571,30.0,biomass,
479,new_bio_1670,Bioenergy_1670,biomass,way/16582436-400,0.3515,51.4535,44.0,biomass,
480,new_bio_1671,Bioenergy_1671,biomass,way/25935453-400,0.7253,52.4486,44.0,biomass,
481,new_bio_1681,Bioenergy_1681,biomass,way/109730296-400,-1.0968,54.5675,43.0,biomass,
482,new_bio_1682,Bioenergy_1682,biomass,GB73-400,0.3456,51.4645,45.0,biomass,
483,new_bio_1784,Bioenergy_1784,biomass,way/91010022-400,0.7608,51.3659,50.0,biomass,
484,new_bio_1789,Bioenergy_1789,biomass,way/97561542-275,-1.118,54.5895,30.0,biomass,
485,new_bio_1790,Bioenergy_1790,biomass,way/97561542-275,-1.118,54.5895,49.0,biomass,
486,new_bio_1795,Bioenergy_1795,biomass,relation/10377509-400,-3.5473,54.664,49.0,biomass,
487,new_biomass_1795,biomass_1795,biomass,relation/10377509-400,-3.5473,54.664,49.0,biomass,
488,new_hydro_4912,hydro_4912,hydro,way/1307462736-275,-4.7636,56.2615,153.0,hydro,
489,new_nuclear_1204,nuclear_1204,nuclear,way/89427607-400,-4.4808,53.4161,540.0,nuclear,
490,new_solar_69336,solar_69336,solar,GB65-400,-2.5356,51.7459,5.0,solar,
491,new_biomass_1795,biomass_1795,biomass,relation/10377509-400,-3.5473,54.664,49.0,biomass,
492,new_hydro_4912,hydro_4912,hydro,way/1307462736-275,-4.7636,56.2615,153.0,hydro,
493,new_nuclear_1204,nuclear_1204,nuclear,way/89427607-400,-4.4808,53.4161,540.0,nuclear,
494,new_solar_69336,solar_69336,solar,GB65-400,-2.5356,51.7459,5.0,solar,
