,UnitID,name,type,Bus name,x,y,capacity,Technology,Cost,Start Year,Retired Year,Status
787,new_solar_67551,solar_67551,solar,way/26938722-400,-3.6435,50.5863,5.0,solar,,,,pre-construction
788,new_solar_67552,solar_67552,solar,relation/11543333-400,-1.652,54.356,4.2,solar,,2016.0,,operating
789,new_solar_67553,solar_67553,solar,way/143388743-275,-4.6683,55.6158,1.0,solar,,,,pre-construction
790,new_solar_67554,solar_67554,solar,way/92331023-275,-1.3464,53.2479,8.0,solar,,2015.0,,operating
791,new_solar_67555,solar_67555,solar,GB20-400,-2.8228,54.0223,6.2,solar,,2017.0,,operating
792,new_solar_67556,solar_67556,solar,way/241491759-275,-2.5851,56.7168,18.5,solar,,,,pre-construction
793,new_solar_67557,solar_67557,solar,way/90547674-400,-1.2174,53.7968,5.0,solar,,2015.0,,operating
794,new_solar_67558,solar_67558,solar,GB53-400,-1.4853,52.7227,5.0,solar,,2016.0,,operating
795,new_solar_67559,solar_67559,solar,way/92331023-275,-1.2376,53.1436,5.0,solar,,,,shelved
796,new_solar_67560,solar_67560,solar,way/1049638569-400,-2.9041,51.2557,6.8,solar,,2015.0,,operating
797,new_solar_67561,solar_67561,solar,way/103915328-275,-2.2593,51.4145,1.1,solar,,,,cancelled
798,new_solar_67562,solar_67562,solar,way/785730495-275,-1.1602,53.6208,5.0,solar,,2015.0,,operating
799,new_solar_67563,solar_67563,solar,relation/10377509-400,-3.3241,54.778,19.0,solar,,2015.0,,operating
800,new_solar_67564,solar_67564,solar,way/92458761-275,-2.3239,52.4672,5.0,solar,,2016.0,,operating
801,new_solar_67565,solar_67565,solar,way/84803250-275,-3.4336,51.4107,6.0,solar,,,,pre-construction
802,new_solar_67566,solar_67566,solar,way/49499923-400,-1.559,52.6131,14.7,solar,,2015.0,,operating
803,new_solar_67567,solar_67567,solar,way/32227788-400,1.389,52.5757,7.3,solar,,2015.0,,operating
804,new_solar_67568,solar_67568,solar,way/92331023-275,-1.387,53.1481,5.0,solar,,2015.0,,operating
805,new_solar_67569,solar_67569,solar,way/95374266-275,-3.4621,56.3836,1.8,solar,,2020.0,,operating
806,new_solar_67570,solar_67570,solar,way/263863442-400,-1.3101,51.5712,1.6,solar,,2022.0,,operating
807,new_solar_67571,solar_67571,solar,way/292471784-400,-2.6783,51.508,4.2,solar,,2016.0,,operating
808,new_solar_67572,solar_67572,solar,way/34205588-400,-2.959,50.8117,5.0,solar,,2017.0,,operating
809,new_solar_67573,solar_67573,solar,way/26678829-400,-3.3459,50.9319,5.0,solar,,2013.0,,operating
810,new_solar_67574,solar_67574,solar,GB17-275,-1.3622,54.7697,1.3,solar,,,,construction
811,new_solar_67575,solar_67575,solar,way/95279334-400,-1.7429,51.5996,2.5,solar,,2016.0,,operating
812,new_solar_67576,solar_67576,solar,GB27-400,-2.5782,53.7709,2.0,solar,,2015.0,,operating
813,new_solar_67577,solar_67577,solar,way/23059230-400,-1.1947,51.7328,3.0,solar,,2014.0,,operating
814,new_solar_67578,solar_67578,solar,way/89699558-275,-3.441,56.0285,5.6,solar,,,,pre-construction
815,new_solar_67579,solar_67579,solar,way/25422135-220,0.9444,52.0486,2.8,solar,,2016.0,,operating
816,new_solar_67580,solar_67580,solar,way/81098733-275,-3.0072,53.6467,5.0,solar,,,,pre-construction
817,new_solar_67581,solar_67581,solar,way/295657862-275,-3.8295,51.6094,5.0,solar,,2014.0,,operating
818,new_solar_67582,solar_67582,solar,way/90099036-400,-1.8335,51.0483,14.3,solar,,,,pre-construction
819,new_solar_67583,solar_67583,solar,way/90099036-400,-1.8335,51.0483,5.0,solar,,2016.0,,operating
820,new_solar_67584,solar_67584,solar,way/34656007-400,-4.3562,50.4018,5.0,solar,,2016.0,,operating
821,new_solar_67585,solar_67585,solar,way/20851038-400,-0.9239,50.8207,1.5,solar,,,,pre-construction
822,new_solar_67586,solar_67586,solar,way/20851038-400,-0.7931,50.7644,12.0,solar,,2015.0,,operating
823,new_solar_67587,solar_67587,solar,way/91082448-400,-0.0629,51.0794,5.0,solar,,2016.0,,operating
824,new_solar_67588,solar_67588,solar,GB10-275,-3.712,56.143,5.0,solar,,2016.0,,operating
825,new_solar_67589,solar_67589,solar,way/166764802-275,-6.0994,54.5181,13.5,solar,,2017.0,,operating
826,new_solar_67590,solar_67590,solar,way/166764802-275,-6.0883,54.5132,7.0,solar,,2017.0,,operating
827,new_solar_67591,solar_67591,solar,way/297840585-220,-4.9194,55.7691,5.0,solar,,,,pre-construction
828,new_solar_67592,solar_67592,solar,way/241491759-275,-2.5436,56.7484,19.0,solar,,,,pre-construction
829,new_solar_67593,solar_67593,solar,way/677845115-400,-4.037,50.3497,8.7,solar,,2015.0,,operating
830,new_solar_67594,solar_67594,solar,way/339008021-275,-5.5692,54.5716,6.0,solar,,2017.0,,operating
831,new_solar_67595,solar_67595,solar,way/142185552-275,-6.2536,54.8839,13.0,solar,,2018.0,,operating
832,new_solar_67596,solar_67596,solar,way/59736773-275,-3.0272,56.1992,4.2,solar,,,,construction
833,new_solar_67597,solar_67597,solar,GB7-275,-2.132,57.0852,3.0,solar,,,,pre-construction
834,new_solar_67598,solar_67598,solar,way/230134599-275,-6.5147,54.9592,18.0,solar,,2017.0,,operating
835,new_solar_67599,solar_67599,solar,way/1087785232-400,-2.8547,51.3315,7.2,solar,,2015.0,,operating
836,new_solar_67600,solar_67600,solar,way/90534270-400,-1.3464,52.6887,5.0,solar,,2015.0,,operating
837,new_solar_67601,solar_67601,solar,way/88389243-400,-0.9782,51.1147,5.4,solar,,2015.0,,operating
838,new_solar_67602,solar_67602,solar,way/25422135-220,1.1364,51.9392,3.8,solar,,,,pre-construction
839,new_solar_67603,solar_67603,solar,way/25422135-220,1.1364,51.9392,4.2,solar,,2015.0,,operating
840,new_solar_67604,solar_67604,solar,relation/11543333-400,-1.9056,54.5512,16.0,solar,,,,pre-construction
841,new_solar_67605,solar_67605,solar,relation/13110369-400,-0.9954,53.3564,4.0,solar,,2015.0,,operating
842,new_solar_67606,solar_67606,solar,way/95279334-400,-1.8136,51.5738,2.5,solar,,2018.0,,operating
843,new_solar_67607,solar_67607,solar,way/32227788-400,1.0912,52.6403,1.0,solar,,,,pre-construction
844,new_solar_67608,solar_67608,solar,way/20851038-400,-0.6514,50.8226,1.0,solar,,2017.0,,operating
845,new_solar_67609,solar_67609,solar,GB55-275,-2.1267,52.6691,1.8,solar,,2015.0,,operating
846,new_solar_67610,solar_67610,solar,GB79-400,0.0036,51.1811,15.0,solar,,,,pre-construction
847,new_solar_67611,solar_67611,solar,way/100009331-400,-4.174,51.1539,5.5,solar,,2016.0,,operating
848,new_solar_67612,solar_67612,solar,way/77065229-400,0.0446,52.1737,5.0,solar,,,,pre-construction
849,new_solar_67613,solar_67613,solar,way/119616836-400,-3.3141,50.9461,1.2,solar,,2012.0,,operating
850,new_solar_67614,solar_67614,solar,way/186747788-275,-1.4955,54.1751,5.0,solar,,2016.0,,operating
851,new_solar_67615,solar_67615,solar,way/103829261-400,0.4234,51.4721,5.0,solar,,2017.0,,operating
852,new_solar_67616,solar_67616,solar,way/103829261-400,0.4222,51.4722,11.6,solar,,,,pre-construction
853,new_solar_67617,solar_67617,solar,way/55284068-275,-1.3996,52.2829,4.6,solar,,,,shelved
854,new_solar_67618,solar_67618,solar,way/55284068-275,-1.4184,52.5614,5.0,solar,,2016.0,,operating
855,new_solar_67619,solar_67619,solar,way/77065229-400,-0.0423,52.0701,14.4,solar,,2015.0,,operating
856,new_solar_67620,solar_67620,solar,way/103915328-400,-2.165,51.482,11.0,solar,,2014.0,,operating
857,new_solar_67621,solar_67621,solar,way/25935453-400,0.4989,52.3163,8.1,solar,,2014.0,,operating
858,new_solar_67622,solar_67622,solar,way/100009331-400,-4.0387,50.9217,5.2,solar,,2013.0,,operating
859,new_solar_67623,solar_67623,solar,way/34205588-400,-2.9529,50.7774,18.9,solar,,,,construction
860,new_solar_67624,solar_67624,solar,way/90099036-400,-1.6798,50.7618,1.7,solar,,2012.0,,operating
861,new_solar_67625,solar_67625,solar,way/90099036-400,-1.9243,50.8173,7.0,solar,,2016.0,,operating
862,new_solar_67626,solar_67626,solar,way/95279334-400,-1.7366,51.6054,4.6,solar,,2016.0,,operating
863,new_solar_67627,solar_67627,solar,way/34205588-400,-2.9226,50.7904,4.0,solar,,2011.0,,operating
864,new_solar_67628,solar_67628,solar,way/91003253-400,-1.0121,53.1271,1.9,solar,,,,shelved
865,new_solar_67629,solar_67629,solar,way/26678829-400,-3.5351,50.7457,1.1,solar,,,,pre-construction
866,new_solar_67630,solar_67630,solar,relation/9572254-400,-4.7826,50.5401,2.0,solar,,2011.0,,operating
867,new_solar_67631,solar_67631,solar,way/97256377-275,-2.376,53.5331,5.0,solar,,2016.0,,operating
868,new_solar_67632,solar_67632,solar,way/95279334-400,-1.8987,51.6055,8.0,solar,,2015.0,,operating
869,new_solar_67633,solar_67633,solar,way/28691559-400,0.1108,50.9335,5.0,solar,,2015.0,,operating
870,new_solar_67634,solar_67634,solar,way/23164256-400,-2.4728,53.105,5.1,solar,,2013.0,,operating
871,new_solar_67635,solar_67635,solar,way/23164256-400,-2.4722,53.1059,2.9,solar,,2018.0,,operating
872,new_solar_67636,solar_67636,solar,way/33917128-400,-0.3328,53.7779,1.3,solar,,,,pre-construction
873,new_solar_67637,solar_67637,solar,way/32796576-400,-1.1122,51.328,4.2,solar,,2016.0,,operating
874,new_solar_67638,solar_67638,solar,way/119315534-275,-4.0351,55.9955,4.8,solar,,,,shelved
875,new_solar_67639,solar_67639,solar,relation/12543034-275,-3.3322,51.5834,5.0,solar,,2017.0,,operating
876,new_solar_67640,solar_67640,solar,way/28691559-400,0.1748,50.856,8.2,solar,,2015.0,,operating
877,new_solar_67641,solar_67641,solar,way/89038614-400,-0.389,52.3114,8.0,solar,,,,pre-construction
878,new_solar_67642,solar_67642,solar,way/26938722-400,-3.7339,50.4386,5.0,solar,,,,pre-construction
879,new_solar_67643,solar_67643,solar,way/26938722-400,-3.7313,50.4391,5.0,solar,,2015.0,,operating
880,new_solar_67644,solar_67644,solar,way/89038614-400,-0.1326,52.4451,5.0,solar,,2016.0,,operating
881,new_solar_67645,solar_67645,solar,way/222987687-275,-3.2395,51.4233,5.0,solar,,2016.0,,operating
882,new_solar_67646,solar_67646,solar,relation/7894975-400,-2.7596,53.8457,5.0,solar,,2017.0,,operating
883,new_solar_67647,solar_67647,solar,relation/7894975-400,-2.7642,53.844,15.0,solar,,,,pre-construction
884,new_solar_67648,solar_67648,solar,way/20851038-400,-0.6357,50.8138,14.5,solar,,2014.0,,operating
885,new_solar_67649,solar_67649,solar,way/91003253-400,-1.0252,53.142,4.8,solar,,2014.0,,operating
886,new_solar_67650,solar_67650,solar,way/472164401-400,-1.042,53.1271,5.0,solar,,2017.0,,operating
887,new_solar_67651,solar_67651,solar,way/49922626-400,-2.5708,51.0149,13.4,solar,,,,pre-construction
888,new_solar_67652,solar_67652,solar,way/95374266-275,-3.3392,56.3048,5.0,solar,,,,pre-construction
889,new_solar_67653,solar_67653,solar,way/91082448-400,-0.6061,50.8338,5.0,solar,,2016.0,,operating
890,new_solar_67654,solar_67654,solar,way/91010711-400,0.4816,51.3202,4.5,solar,,2011.0,,operating
891,new_solar_67655,solar_67655,solar,GB63-400,0.7886,51.837,5.6,solar,,2015.0,,operating
892,new_solar_67656,solar_67656,solar,way/20851038-400,-1.1511,51.0827,12.0,solar,,2014.0,,operating
893,new_solar_67657,solar_67657,solar,way/4715504-400,-1.2081,50.9443,12.0,solar,,2017.0,,operating
894,new_solar_67658,solar_67658,solar,way/90534270-400,-1.13,52.5654,3.5,solar,,2016.0,,operating
895,new_solar_67659,solar_67659,solar,way/376450057-400,-0.1479,52.5497,2.7,solar,,2014.0,,operating
896,new_solar_67660,solar_67660,solar,way/26938722-400,-3.6421,50.3641,3.0,solar,,2014.0,,operating
897,new_solar_67661,solar_67661,solar,way/92260633-275,-1.6673,52.0879,5.0,solar,,2017.0,,operating
898,new_solar_67662,solar_67662,solar,relation/7879831-275,-4.4445,51.9899,5.7,solar,,,,shelved
899,new_solar_67663,solar_67663,solar,relation/13110367-400,-4.5353,52.1057,7.0,solar,,,,shelved
900,new_solar_67664,solar_67664,solar,way/87204522-275,-1.7443,52.7604,1.8,solar,,2015.0,,operating
901,new_solar_67665,solar_67665,solar,way/49922626-400,-2.2283,50.8021,15.0,solar,,,,pre-construction
902,new_solar_67666,solar_67666,solar,way/100009331-400,-4.1377,51.1461,1.5,solar,,2013.0,,operating
903,new_solar_67667,solar_67667,solar,way/103915328-275,-2.1899,51.2746,6.1,solar,,2014.0,,operating
904,new_solar_67668,solar_67668,solar,way/23059230-400,-1.3592,51.8478,5.0,solar,,,,construction
905,new_solar_67669,solar_67669,solar,way/25422135-220,1.005,51.8607,10.5,solar,,2015.0,,operating
906,new_solar_67670,solar_67670,solar,way/43303585-275,-1.2684,54.6326,5.0,solar,,2016.0,,operating
907,new_solar_67671,solar_67671,solar,way/160279525-400,0.101,53.2518,1.5,solar,,,,shelved
908,new_solar_67672,solar_67672,solar,relation/13110367-400,-4.7968,51.7866,4.0,solar,,,,pre-construction
909,new_solar_67673,solar_67673,solar,way/103150854-400,0.2728,51.4394,1.3,solar,,,,pre-construction
910,new_solar_67674,solar_67674,solar,way/310502642-275,-1.539,55.1327,2.3,solar,,2021.0,,operating
911,new_solar_67675,solar_67675,solar,way/91010022-400,0.6889,51.3581,11.3,solar,,2016.0,,operating
912,new_solar_67676,solar_67676,solar,relation/9572254-400,-4.7335,50.4835,5.3,solar,,2015.0,,operating
913,new_solar_67677,solar_67677,solar,way/89427607-400,-4.4148,53.1787,12.6,solar,,2014.0,,operating
914,new_solar_67678,solar_67678,solar,relation/9572254-400,-4.7786,50.4115,5.5,solar,,2017.0,,operating
915,new_solar_67679,solar_67679,solar,way/92331023-275,-1.2544,53.2398,5.0,solar,,2017.0,,operating
916,new_solar_67680,solar_67680,solar,way/148266260-275,-5.9426,54.6688,3.8,solar,,2015.0,,operating
917,new_solar_67681,solar_67681,solar,way/26678829-400,-3.6846,51.0189,5.0,solar,,2015.0,,operating
918,new_solar_67682,solar_67682,solar,relation/13110368-400,-1.1839,52.9272,6.3,solar,,,,pre-construction
919,new_solar_67683,solar_67683,solar,way/23988786-400,-1.7379,51.1514,12.3,solar,,2015.0,,operating
920,new_solar_67684,solar_67684,solar,relation/7650368-400,-0.5068,51.8912,1.3,solar,,,,shelved
921,new_solar_67685,solar_67685,solar,GB52-400,0.0003,52.9551,9.7,solar,,,,construction
922,new_solar_67686,solar_67686,solar,way/90099036-400,-2.1654,50.7127,10.0,solar,,2014.0,,operating
923,new_solar_67687,solar_67687,solar,way/49922626-400,-2.3952,50.7756,2.4,solar,,2015.0,,operating
924,new_solar_67688,solar_67688,solar,way/49922626-400,-2.3943,50.7779,5.0,solar,,2015.0,,operating
925,new_solar_67689,solar_67689,solar,relation/11543333-400,-1.529,54.7315,5.0,solar,,,,shelved
926,new_solar_67690,solar_67690,solar,way/49922626-400,-2.4287,50.9818,5.0,solar,,2017.0,,operating
927,new_solar_67691,solar_67691,solar,way/1087785232-400,-2.8611,51.345,8.3,solar,,2015.0,,operating
928,new_solar_67692,solar_67692,solar,way/1087785232-400,-2.859,51.3529,19.8,solar,,,,construction
929,new_solar_67693,solar_67693,solar,way/26678829-400,-3.5575,50.6874,5.7,solar,,,,pre-construction
930,new_solar_67694,solar_67694,solar,way/376450057-400,-0.1282,52.8014,1.0,solar,,,,pre-construction
931,new_solar_67695,solar_67695,solar,way/203880168-275,-2.0944,52.5922,6.9,solar,,,,construction
932,new_solar_67696,solar_67696,solar,way/635836276-275,-0.0981,53.7555,1.0,solar,,,,pre-construction
933,new_solar_67697,solar_67697,solar,relation/14921826-400,-2.7448,54.7052,5.0,solar,,,,shelved
934,new_solar_67698,solar_67698,solar,way/45087479-275,-2.3606,51.7184,2.2,solar,,2016.0,,operating
935,new_solar_67699,solar_67699,solar,way/25422135-220,0.9296,51.9431,18.8,solar,,2015.0,,operating
936,new_solar_67700,solar_67700,solar,way/100009331-400,-4.4415,50.7807,5.3,solar,,2013.0,,operating
937,new_solar_67701,solar_67701,solar,way/32796576-400,-1.0785,51.1659,7.9,solar,,2015.0,,operating
938,new_solar_67702,solar_67702,solar,way/49922626-400,-2.3996,51.0416,18.8,solar,,,,pre-construction
939,new_solar_67703,solar_67703,solar,way/222205173-275,-3.9377,55.8314,1.4,solar,,,,pre-construction
940,new_solar_67704,solar_67704,solar,way/33917128-400,-0.3158,53.8085,5.0,solar,,2016.0,,operating
941,new_solar_67705,solar_67705,solar,way/143905069-400,-0.4736,53.1813,18.9,solar,,2015.0,,operating
942,new_solar_67706,solar_67706,solar,way/100009331-400,-3.9249,51.1252,5.0,solar,,2013.0,,operating
943,new_solar_67707,solar_67707,solar,way/95279334-400,-1.9362,51.5885,8.7,solar,,2016.0,,operating
944,new_solar_67708,solar_67708,solar,way/92331023-275,-1.3619,53.2813,5.0,solar,,2016.0,,operating
945,new_solar_67709,solar_67709,solar,way/23164132-275,-2.9505,53.1678,14.0,solar,,,,pre-construction
946,new_solar_67710,solar_67710,solar,way/23164132-275,-2.9557,53.1713,16.0,solar,,,,pre-construction
947,new_solar_67711,solar_67711,solar,way/308724719-275,-3.9868,55.8231,1.3,solar,,,,pre-construction
948,new_solar_67712,solar_67712,solar,way/32227788-400,1.2582,52.6452,1.9,solar,,2017.0,,operating
949,new_solar_67713,solar_67713,solar,way/92260633-275,-1.5558,52.2506,4.1,solar,,2014.0,,operating
950,new_solar_67714,solar_67714,solar,way/92260633-275,-1.5558,52.2506,4.1,solar,,,,pre-construction
951,new_solar_67715,solar_67715,solar,way/95279334-400,-1.8153,51.7993,5.0,solar,,,,shelved
952,new_solar_67716,solar_67716,solar,way/26678829-400,-3.7396,50.8523,1.1,solar,,2012.0,,operating
953,new_solar_67717,solar_67717,solar,way/167621580-400,-2.0098,52.5057,1.0,solar,,,,pre-construction
954,new_solar_67718,solar_67718,solar,relation/11543333-400,-1.6071,54.5183,9.0,solar,,,,pre-construction
955,new_solar_67719,solar_67719,solar,way/26938722-400,-3.5565,50.3962,2.7,solar,,,,pre-construction
956,new_solar_67720,solar_67720,solar,way/95338682-400,-3.0594,53.0318,3.0,solar,,2015.0,,operating
957,new_solar_67721,solar_67721,solar,way/103915328-275,-2.214,51.2802,4.7,solar,,2016.0,,operating
958,new_solar_67722,solar_67722,solar,way/103915328-275,-2.2156,51.2798,10.0,solar,,,,pre-construction
959,new_solar_67723,solar_67723,solar,way/23059230-400,-1.1272,51.852,19.0,solar,,,,construction
960,new_solar_67724,solar_67724,solar,way/91082448-400,-0.5449,50.8196,3.0,solar,,2015.0,,operating
961,new_solar_67725,solar_67725,solar,way/23059230-400,-1.1318,51.8539,8.0,solar,,2015.0,,operating
962,new_solar_67726,solar_67726,solar,way/22975329-400,-0.0357,51.7507,5.0,solar,,,,shelved
963,new_solar_67727,solar_67727,solar,way/133323988-400,-1.8543,57.5503,2.0,solar,,,,construction
964,new_solar_67728,solar_67728,solar,way/88287125-400,-0.6604,52.3699,5.0,solar,,,,shelved
965,new_solar_67729,solar_67729,solar,relation/7879831-275,-4.2827,51.8303,6.0,solar,,,,pre-construction
966,new_solar_67730,solar_67730,solar,way/89573357-275,-3.5206,52.4286,1.0,solar,,,,cancelled
967,new_solar_67731,solar_67731,solar,way/89427607-400,-4.4047,53.2333,15.0,solar,,2015.0,,operating
968,new_solar_67732,solar_67732,solar,way/553490952-400,-3.5535,51.7444,8.9,solar,,,,operating
969,new_solar_67733,solar_67733,solar,relation/7879831-275,-4.1781,51.7128,16.2,solar,,2014.0,,operating
970,new_solar_67734,solar_67734,solar,relation/7879831-400,-3.9582,51.6866,4.0,solar,,2021.0,,operating
971,new_solar_67735,solar_67735,solar,GB36-400,-1.6381,53.5702,1.0,solar,,,,pre-construction
972,new_solar_67736,solar_67736,solar,way/884174267-400,-2.8378,51.6643,8.1,solar,,,,cancelled
973,new_solar_67737,solar_67737,solar,way/95279334-400,-1.8015,51.5103,1.2,solar,,,,construction
974,new_solar_67738,solar_67738,solar,way/100009331-400,-4.27,50.9107,5.0,solar,,,,pre-construction
975,new_solar_67739,solar_67739,solar,way/88287125-400,-0.8107,52.1542,4.7,solar,,2014.0,,operating
976,new_solar_67740,solar_67740,solar,way/92340133-400,-0.8963,51.7483,5.0,solar,,2017.0,,operating
977,new_solar_67741,solar_67741,solar,way/92340133-400,-0.8963,51.7483,12.0,solar,,,,pre-construction
978,new_solar_67742,solar_67742,solar,way/925179651-400,0.3855,51.8635,5.0,solar,,,,pre-construction
979,new_solar_67743,solar_67743,solar,relation/9572254-400,-5.3839,50.1568,6.2,solar,,,,pre-construction
980,new_solar_67744,solar_67744,solar,way/32227788-400,1.3979,52.7984,5.0,solar,,2016.0,,operating
981,new_solar_67745,solar_67745,solar,way/32227788-400,1.3053,52.7073,15.0,solar,,,,pre-construction
982,new_solar_67746,solar_67746,solar,way/45087479-275,-2.4775,51.2163,1.3,solar,,,,pre-construction
983,new_solar_67747,solar_67747,solar,relation/9598269-275,-2.1101,53.4864,1.0,solar,,,,pre-construction
984,new_solar_67748,solar_67748,solar,way/127184694-400,-2.8096,52.8244,14.4,solar,,2016.0,,operating
985,new_solar_67749,solar_67749,solar,relation/11051275-400,-2.7616,54.3561,1.0,solar,,2021.0,,operating
986,new_solar_67750,solar_67750,solar,way/635829123-400,0.6271,52.6732,11.5,solar,,2013.0,,operating
987,new_solar_67751,solar_67751,solar,way/26678829-400,-3.4208,50.7613,5.0,solar,,2016.0,,operating
988,new_solar_67752,solar_67752,solar,relation/9572254-400,-4.9461,50.3609,10.0,solar,,2015.0,,operating
989,new_solar_67753,solar_67753,solar,GB58-275,-1.7372,52.2135,4.4,solar,,2015.0,,operating
990,new_solar_67754,solar_67754,solar,way/88287125-400,-0.6417,52.361,19.5,solar,,,,shelved
991,new_solar_67755,solar_67755,solar,way/88287125-400,-0.662,52.3644,8.4,solar,,,,shelved
992,new_solar_67756,solar_67756,solar,way/89038614-400,-0.137,52.4514,5.0,solar,,2016.0,,operating
993,new_solar_67757,solar_67757,solar,way/49499923-400,-1.6237,52.5981,1.5,solar,,,,pre-construction
994,new_solar_67758,solar_67758,solar,way/77065229-400,0.274,52.0427,9.3,solar,,,,pre-construction
995,new_solar_67759,solar_67759,solar,way/96107758-275,-1.9201,52.1024,3.3,solar,,2014.0,,operating
996,new_solar_67760,solar_67760,solar,way/26678829-400,-3.3825,50.6473,4.1,solar,,2015.0,,operating
997,new_solar_67761,solar_67761,solar,way/23228362-400,-0.0069,51.5221,1.0,solar,,2017.0,,operating
998,new_solar_67762,solar_67762,solar,relation/7650368-400,-0.4633,51.86,3.0,solar,,2014.0,,operating
999,new_solar_67763,solar_67763,solar,relation/7650368-400,-0.4686,51.8564,5.0,solar,,2016.0,,operating
1000,new_solar_67764,solar_67764,solar,relation/13110367-400,-4.6334,51.8279,18.0,solar,,2014.0,,operating
1001,new_solar_67765,solar_67765,solar,way/123037622-275,-3.6997,51.5401,3.8,solar,,2017.0,,operating
1002,new_solar_67766,solar_67766,solar,way/1190395478-220,-2.3723,57.5603,2.4,solar,,2015.0,,operating
1003,new_solar_67767,solar_67767,solar,way/842685465-275,-2.8272,57.3086,3.8,solar,,2016.0,,operating
1004,new_solar_67768,solar_67768,solar,way/842685465-275,-2.8238,57.3081,1.2,solar,,2015.0,,operating
1005,new_solar_67769,solar_67769,solar,way/89038614-400,-0.2071,52.2104,5.0,solar,,2016.0,,operating
1006,new_solar_67770,solar_67770,solar,way/34656007-400,-4.326,50.5072,6.4,solar,,2014.0,,operating
1007,new_solar_67771,solar_67771,solar,way/92340133-400,-0.9995,51.9027,16.0,solar,,,,pre-construction
1008,new_solar_67772,solar_67772,solar,way/34205588-400,-2.6844,50.9253,15.2,solar,,,,pre-construction
1009,new_solar_67773,solar_67773,solar,way/90099036-400,-2.2282,50.8378,8.3,solar,,2014.0,,operating
1010,new_solar_67774,solar_67774,solar,way/292371992-400,-3.0752,51.1449,3.6,solar,,,,pre-construction
1011,new_solar_67775,solar_67775,solar,way/29111844-400,0.5298,51.6658,8.0,solar,,,,pre-construction
1012,new_solar_67776,solar_67776,solar,GB52-400,-0.055,53.0099,5.0,solar,,2015.0,,operating
1013,new_solar_67777,solar_67777,solar,way/77065229-400,0.0673,52.1721,5.0,solar,,2013.0,,operating
1014,new_solar_67778,solar_67778,solar,way/91010711-400,0.3596,51.1781,6.6,solar,,2016.0,,operating
1015,new_solar_67779,solar_67779,solar,way/100009331-400,-3.9082,51.1312,8.3,solar,,2015.0,,operating
1016,new_solar_67780,solar_67780,solar,way/95374266-275,-3.3384,56.3361,10.0,solar,,,,shelved
1017,new_solar_67781,solar_67781,solar,relation/9572254-400,-5.1111,50.3833,1.0,solar,,2013.0,,operating
1018,new_solar_67782,solar_67782,solar,way/33917128-400,-0.3158,53.8085,5.0,solar,,2016.0,,operating
1019,new_solar_67783,solar_67783,solar,relation/9572254-400,-5.0739,50.3477,10.0,solar,,,,construction
1020,new_solar_67784,solar_67784,solar,relation/9572254-400,-4.8759,50.3513,8.3,solar,,2015.0,,operating
1021,new_solar_67785,solar_67785,solar,way/32227788-400,1.3987,52.8048,5.0,solar,,2011.0,,operating
1022,new_solar_67786,solar_67786,solar,relation/7879831-275,-3.9109,51.6319,5.0,solar,,,,construction
1023,new_solar_67787,solar_67787,solar,relation/7879831-275,-3.9109,51.6319,10.0,solar,,2023.0,,operating
1024,new_solar_67788,solar_67788,solar,relation/9572254-400,-4.9292,50.3316,7.0,solar,,2016.0,,operating
1025,new_solar_67789,solar_67789,solar,GB30-400,-0.5683,53.6555,9.0,solar,,,,pre-construction
1026,new_solar_67790,solar_67790,solar,way/402783212-275,-7.3211,54.9076,4.1,solar,,,,shelved
1027,new_solar_67791,solar_67791,solar,way/111528318-275,-2.8471,56.6785,5.0,solar,,,,cancelled
1028,new_solar_67792,solar_67792,solar,relation/7894975-275,-2.7814,53.7066,2.5,solar,,2017.0,,operating
1029,new_solar_67793,solar_67793,solar,relation/7879831-275,-4.0289,51.6949,5.0,solar,,,,shelved
1030,new_solar_67794,solar_67794,solar,way/103915328-400,-2.2174,51.4936,12.0,solar,,2015.0,,operating
1031,new_solar_67795,solar_67795,solar,way/95279334-400,-1.7907,51.6491,17.8,solar,,2014.0,,operating
1032,new_solar_67796,solar_67796,solar,way/49922626-400,-2.5962,50.8878,6.7,solar,,2016.0,,operating
1033,new_solar_67797,solar_67797,solar,way/28691559-400,0.4405,50.8889,12.0,solar,,,,pre-construction
1034,new_solar_67798,solar_67798,solar,way/28691559-400,0.4437,50.8927,5.0,solar,,,,pre-construction
1035,new_solar_67799,solar_67799,solar,relation/9572254-400,-5.1209,50.2863,5.0,solar,,2013.0,,operating
1036,new_solar_67800,solar_67800,solar,relation/7879831-400,-3.9437,51.7942,9.0,solar,,2014.0,,operating
1037,new_solar_67801,solar_67801,solar,way/89427607-400,-4.4056,53.2465,5.0,solar,,,,shelved
1038,new_solar_67802,solar_67802,solar,way/95338682-400,-3.1312,52.876,1.3,solar,,,,pre-construction
1039,new_solar_67803,solar_67803,solar,way/95338682-400,-3.1312,52.876,1.2,solar,,,,pre-construction
1040,new_solar_67804,solar_67804,solar,way/292471784-400,-2.6414,51.5415,1.5,solar,,,,pre-construction
1041,new_solar_67805,solar_67805,solar,way/143383456-400,-3.8402,55.5998,12.0,solar,,,,pre-construction
1042,new_solar_67806,solar_67806,solar,GB44-275,-2.6978,53.0167,15.0,solar,,,,pre-construction
1043,new_solar_67807,solar_67807,solar,way/4715504-400,-1.3079,50.9494,6.3,solar,,2013.0,,operating
