BusID,bus_name,voltage,x,y,RegionName,color,geometry,index_right,NUTS_ID,LEVL_CODE,CNTR_CODE,NAME_LATN,NUTS_NAME,MOUNT_TYPE,URBN_TYPE,COAST_TYPE
65,GB7-275,275.0,-2.138815132,57.1742089,Persley,green,POINT (-2.138815132 57.1742089),1195.0,UKM50,3.0,UK,Aberdeen City and Aberdeenshire,Aberdeen City and Aberdeenshire,4.0,2.0,1.0
66,GB71-275,275.0,-3.3339055,51.49921789,Upper Boat,green,POINT (-3.3339055 51.49921789),1102.0,UKL22,3.0,UK,Cardiff and Vale of Glamorgan,Cardiff and Vale of Glamorgan,4.0,1.0,1.0
67,GB72-400,400.0,-0.192474902,51.48511555,St Johns Wood,red,POINT (-0.192474902 51.48511555),1415.0,UKI33,3.0,UK,Kensington & Chelsea and Hammersmith & Fulham,Kensington & Chelsea and Hammersmith & Fulham,4.0,1.0,1.0
68,GB73-400,400.0,0.312917224,51.4592273,Northfleet East,red,POINT (0.312917224 51.4592273),1506.0,UKJ43,3.0,UK,Kent Thames Gateway,Kent Thames Gateway,4.0,1.0,1.0
69,GB74-275,275.0,0.165175041,51.44333737,Hurst,red,POINT (0.165175041 51.44333737),1484.0,UKI51,3.0,UK,Bexley and Greenwich,Bexley and Greenwich,4.0,1.0,1.0
70,GB74-400,400.0,0.165436907,51.44355166,Hurst,red,POINT (0.165436907 51.44355166),1484.0,UKI51,3.0,UK,Bexley and Greenwich,Bexley and Greenwich,4.0,1.0,1.0
71,GB75-400,400.0,0.6902156,51.44033449,Kemsley,red,POINT (0.6902156 51.44033449),1498.0,UKJ41,3.0,UK,Medway,Medway,4.0,1.0,1.0
72,GB76-275,275.0,-0.0881416,51.36570379,Beddington (_J),red,POINT (-0.0881416 51.36570379),1494.0,UKI62,3.0,UK,Croydon,Croydon,4.0,1.0,2.0
73,GB78-400,400.0,0.0516055,51.34658629,Beddington (_J),green,POINT (0.0516055 51.34658629),1493.0,UKI61,3.0,UK,Bromley,Bromley,4.0,1.0,2.0
74,GB79-400,400.0,0.036362,51.34532109,Beddington (_J),green,POINT (0.036362 51.34532109),1493.0,UKI61,3.0,UK,Bromley,Bromley,4.0,1.0,2.0
75,GB8-220,220.0,-1.7589614,56.5849318,,red,POINT (-1.7589614 56.5849318),,,,,,,,,
76,GB81-400,400.0,-2.950594572,51.18265582,Bridgewater,red,POINT (-2.950594572 51.18265582),1470.0,UKK23,3.0,UK,Somerset,Somerset,4.0,2.0,1.0
77,GB82-275,275.0,0.96410185,50.9143972,Sellindge,red,POINT (0.96410185 50.9143972),1487.0,UKJ44,3.0,UK,East Kent,East Kent,4.0,1.0,1.0
