BusID,bus_name,voltage,x,y,RegionName,color,geometry,index_right,NUTS_ID,LEVL_CODE,CNTR_CODE,NAME_LATN,NUTS_NAME,MOUNT_TYPE,URBN_TYPE,COAST_TYPE
142,way/111550033-400,400.0,-2.4103305,55.96619115,Dunbar,red,POINT (-2.4103305 55.96619115),1465.0,UKM73,3.0,UK,East Lothian and Midlothian,East Lothian and Midlothian,4.0,1.0,1.0
143,way/1120475588-275,275.0,-0.188300793,51.43045857,Wimbledon,red,POINT (-0.188300793 51.43045857),1500.0,UKI63,3.0,UK,"Merton, Kingston upon Thames and Sutton","Merton, Kingston upon Thames and Sutton",4.0,1.0,2.0
144,way/1120475588-400,400.0,-0.188040628,51.43067363,Wimbledon,red,POINT (-0.188040628 51.43067363),1500.0,UKI63,3.0,UK,"Merton, Kingston upon Thames and Sutton","Merton, Kingston upon Thames and Sutton",4.0,1.0,2.0
145,way/115277975-275,275.0,-2.938352915,57.54031721,Keith,red,POINT (-2.938352915 57.54031721),1246.0,UKM62,3.0,UK,"Inverness & Nairn and Moray, Badenoch & Strathspey","Inverness & Nairn and Moray, Badenoch & Strathspey",2.0,2.0,1.0
146,way/1153252242-275,275.0,-2.926281009,53.41871569,Lister Drive,green,POINT (-2.926281009 53.41871569),1460.0,UKD72,3.0,UK,Liverpool,Liverpool,4.0,1.0,1.0
147,way/115530033-400,400.0,-1.228237977,51.66102501,Cowley,green,POINT (-1.228237977 51.66102501),1254.0,UKJ14,3.0,UK,Oxfordshire,Oxfordshire,4.0,2.0,3.0
148,way/115887437-275,275.0,-1.394672799,53.40117103,Thorpe Marsh,green,POINT (-1.394672799 53.40117103),1398.0,UKE32,3.0,UK,Sheffield,Sheffield,4.0,1.0,2.0
149,way/116539370-275,275.0,-1.443715962,53.40082263,Pitsmoor,green,POINT (-1.443715962 53.40082263),1398.0,UKE32,3.0,UK,Sheffield,Sheffield,4.0,1.0,2.0
150,way/1185489725-220,220.0,-2.930267283,57.5000047,Keith,green,POINT (-2.930267283 57.5000047),1246.0,UKM62,3.0,UK,"Inverness & Nairn and Moray, Badenoch & Strathspey","Inverness & Nairn and Moray, Badenoch & Strathspey",2.0,2.0,1.0
151,way/1185489725-400,400.0,-2.929985216,57.5002261,Keith,red,POINT (-2.929985216 57.5002261),1246.0,UKM62,3.0,UK,"Inverness & Nairn and Moray, Badenoch & Strathspey","Inverness & Nairn and Moray, Badenoch & Strathspey",2.0,2.0,1.0
152,way/118821349-275,275.0,-2.384021499,57.21863711,Kintore,green,POINT (-2.384021499 57.21863711),1195.0,UKM50,3.0,UK,Aberdeen City and Aberdeenshire,Aberdeen City and Aberdeenshire,4.0,2.0,1.0
153,way/118821349-400,400.0,-2.383738174,57.21885734,Kintore,red,POINT (-2.383738174 57.21885734),1195.0,UKM50,3.0,UK,Aberdeen City and Aberdeenshire,Aberdeen City and Aberdeenshire,4.0,2.0,1.0
154,way/1190395478-220,220.0,-2.283860547,57.49027321,Strichen,green,POINT (-2.283860547 57.49027321),1195.0,UKM50,3.0,UK,Aberdeen City and Aberdeenshire,Aberdeen City and Aberdeenshire,4.0,2.0,1.0
155,way/1190395478-400,400.0,-2.283574761,57.49049326,Strichen,red,POINT (-2.283574761 57.49049326),1195.0,UKM50,3.0,UK,Aberdeen City and Aberdeenshire,Aberdeen City and Aberdeenshire,4.0,2.0,1.0
156,way/119315534-275,275.0,-4.07461935,55.87917759,Easterhouse,red,POINT (-4.07461935 55.87917759),1457.0,UKM84,3.0,UK,North Lanarkshire,North Lanarkshire,4.0,1.0,2.0
157,way/119315549-275,275.0,-4.149163249,55.82271837,Clydeâ€™s Mill,red,POINT (-4.149163249 55.82271837),1441.0,UKM95,3.0,UK,South Lanarkshire,South Lanarkshire,4.0,1.0,2.0
158,way/119315557-275,275.0,-4.203844206,55.83533733,Dalmarnock,green,POINT (-4.203844206 55.83533733),1441.0,UKM95,3.0,UK,South Lanarkshire,South Lanarkshire,4.0,1.0,2.0
159,way/119616836-400,400.0,-3.154925324,51.01694852,Taunton,green,POINT (-3.154925324 51.01694852),1470.0,UKK23,3.0,UK,Somerset,Somerset,4.0,2.0,1.0
160,way/1214332448-275,275.0,-3.968926579,52.98077866,Trawsfynydd,green,POINT (-3.968926579 52.98077866),1371.0,UKL12,3.0,UK,Gwynedd,Gwynedd,2.0,3.0,1.0
161,way/121820285-275,275.0,-3.753905922,51.56292576,Swansea North,green,POINT (-3.753905922 51.56292576),1182.0,UKL17,3.0,UK,Bridgend and Neath Port Talbot,Bridgend and Neath Port Talbot,2.0,1.0,1.0
162,way/123037622-275,275.0,-3.687712141,51.53597754,Pyle,green,POINT (-3.687712141 51.53597754),1182.0,UKL17,3.0,UK,Bridgend and Neath Port Talbot,Bridgend and Neath Port Talbot,2.0,1.0,1.0
163,way/123129049-275,275.0,-3.210333037,55.94695003,Dewar Place,red,POINT (-3.210333037 55.94695003),1466.0,UKM75,3.0,UK,"Edinburgh, City of","Edinburgh, City of",4.0,1.0,1.0
164,way/123866712-275,275.0,-1.458499555,53.32967511,Norton Lees,green,POINT (-1.458499555 53.32967511),1398.0,UKE32,3.0,UK,Sheffield,Sheffield,4.0,1.0,2.0
165,way/1252341626-275,275.0,-3.161991811,56.60968212,Coupar Angus,red,POINT (-3.161991811 56.60968212),1510.0,UKM77,3.0,UK,Perth & Kinross and Stirling,Perth & Kinross and Stirling,2.0,2.0,1.0
166,way/125860302-275,275.0,-4.587895868,55.45735248,Ayr,green,POINT (-4.587895868 55.45735248),1440.0,UKM94,3.0,UK,South Ayrshire,South Ayrshire,4.0,2.0,1.0
167,way/1262971878,320.0,-3.452184944,58.4799679,Mybster,green,POINT (-3.452184944 58.4799679),1273.0,UKM61,3.0,UK,Caithness & Sutherland and Ross & Cromarty,Caithness & Sutherland and Ross & Cromarty,2.0,3.0,1.0
168,way/1262971878-275,275.0,-3.451974079,58.47918791,Mybster,red,POINT (-3.451974079 58.47918791),1273.0,UKM61,3.0,UK,Caithness & Sutherland and Ross & Cromarty,Caithness & Sutherland and Ross & Cromarty,2.0,3.0,1.0
169,way/1263095953-400,400.0,-4.718064557,57.13534566,Fort Augustus,green,POINT (-4.718064557 57.13534566),1246.0,UKM62,3.0,UK,"Inverness & Nairn and Moray, Badenoch & Strathspey","Inverness & Nairn and Moray, Badenoch & Strathspey",2.0,2.0,1.0
170,way/127045977-275,275.0,-4.474247602,57.2686026,Beauly,red,POINT (-4.474247602 57.2686026),1246.0,UKM62,3.0,UK,"Inverness & Nairn and Moray, Badenoch & Strathspey","Inverness & Nairn and Moray, Badenoch & Strathspey",2.0,2.0,1.0
171,way/127184694-400,400.0,-2.693146331,52.70928629,Shrewsbury,green,POINT (-2.693146331 52.70928629),1477.0,UKG22,3.0,UK,Shropshire CC,Shropshire CC,4.0,2.0,3.0
172,way/1274396508-400,400.0,-3.074227981,53.22972663,Connahs Quay,red,POINT (-3.074227981 53.22972663),1175.0,UKL23,3.0,UK,Flintshire and Wrexham,Flintshire and Wrexham,4.0,1.0,1.0
173,way/1275300370-275,275.0,0.237482345,51.46350436,Littlebrook (_J),green,POINT (0.237482345 51.46350436),1506.0,UKJ43,3.0,UK,Kent Thames Gateway,Kent Thames Gateway,4.0,1.0,1.0
174,way/1275300370-400,400.0,0.237744651,51.46371849,Littlebrook (_J),red,POINT (0.237744651 51.46371849),1506.0,UKJ43,3.0,UK,Kent Thames Gateway,Kent Thames Gateway,4.0,1.0,1.0
175,way/1297690788-275,275.0,-1.292040148,54.70055665,Hart Moor,green,POINT (-1.292040148 54.70055665),1380.0,UKC11,3.0,UK,Hartlepool and Stockton-on-Tees,Hartlepool and Stockton-on-Tees,4.0,1.0,1.0
176,way/1307462736-275,275.0,-4.724597383,56.32414272,Sloy,green,POINT (-4.724597383 56.32414272),1473.0,UKM81,3.0,UK,"East Dunbartonshire, West Dunbartonshire and Helensburgh & Lomond","East Dunbartonshire, West Dunbartonshire and Helensburgh & Lomond",2.0,1.0,1.0
177,way/133323988-275,275.0,-1.799298759,57.47334454,Peterhead Shell,green,POINT (-1.799298759 57.47334454),1195.0,UKM50,3.0,UK,Aberdeen City and Aberdeenshire,Aberdeen City and Aberdeenshire,4.0,2.0,1.0
178,way/133323988-400,400.0,-1.799010269,57.47356357,Peterhead Shell,red,POINT (-1.799010269 57.47356357),1195.0,UKM50,3.0,UK,Aberdeen City and Aberdeenshire,Aberdeen City and Aberdeenshire,4.0,2.0,1.0
179,way/135693940-275,275.0,-2.167232748,53.52874443,Whitegate,green,POINT (-2.167232748 53.52874443),1206.0,UKD37,3.0,UK,Greater Manchester North East,Greater Manchester North East,4.0,1.0,2.0
180,way/137050527-275,275.0,-5.770344034,54.84331485,,red,POINT (-5.770344034 54.84331485),1421.0,UKN0F,3.0,UK,Mid and East Antrim,Mid and East Antrim,4.0,2.0,1.0
181,way/142185552-275,275.0,-6.167467133,54.80150044,,red,POINT (-6.167467133 54.80150044),1435.0,UKN0D,3.0,UK,Antrim and Newtownabbey,Antrim and Newtownabbey,4.0,2.0,1.0
182,way/142397822-400,400.0,-1.160724325,54.52456442,Lackenby,green,POINT (-1.160724325 54.52456442),1381.0,UKC12,3.0,UK,South Teesside,South Teesside,4.0,1.0,1.0
183,way/142741752-400,400.0,-1.914974578,52.7566815,Rugeley,red,POINT (-1.914974578 52.7566815),1491.0,UKG24,3.0,UK,Staffordshire CC,Staffordshire CC,4.0,1.0,3.0
184,way/142841192-275,275.0,-1.866071342,53.81028405,Bradford West,red,POINT (-1.866071342 53.81028405),1361.0,UKE41,3.0,UK,Bradford,Bradford,4.0,1.0,3.0
185,way/142841192-400,400.0,-1.865806421,53.81050283,Bradford West,green,POINT (-1.865806421 53.81050283),1361.0,UKE41,3.0,UK,Bradford,Bradford,4.0,1.0,3.0
186,way/142845284-400,400.0,-4.1687269,52.93910015,Trawsfynydd,red,POINT (-4.1687269 52.93910015),1371.0,UKL12,3.0,UK,Gwynedd,Gwynedd,2.0,3.0,1.0
187,way/143105488-275,275.0,-4.43271067,55.44682731,Coylton,green,POINT (-4.43271067 55.44682731),1326.0,UKM93,3.0,UK,East Ayrshire and North Ayrshire mainland,East Ayrshire and North Ayrshire mainland,4.0,2.0,1.0
188,way/143110887-275,275.0,-4.44548296,55.45627973,Coylton,red,POINT (-4.44548296 55.45627973),1326.0,UKM93,3.0,UK,East Ayrshire and North Ayrshire mainland,East Ayrshire and North Ayrshire mainland,4.0,2.0,1.0
189,way/143221984-275,275.0,-2.163942527,55.01179066,Fourstones,green,POINT (-2.163942527 55.01179066),1105.0,UKC21,3.0,UK,Northumberland,Northumberland,4.0,2.0,1.0
190,way/143383456-400,400.0,-3.867342197,55.61532861,Linnmill,green,POINT (-3.867342197 55.61532861),1441.0,UKM95,3.0,UK,South Lanarkshire,South Lanarkshire,4.0,1.0,2.0
191,way/143388743-275,275.0,-4.495471092,55.59781347,Kilmarnock Town,green,POINT (-4.495471092 55.59781347),1326.0,UKM93,3.0,UK,East Ayrshire and North Ayrshire mainland,East Ayrshire and North Ayrshire mainland,4.0,2.0,1.0
192,way/143398451-275,275.0,-4.478380958,55.80892556,Elderslie,green,POINT (-4.478380958 55.80892556),1456.0,UKM83,3.0,UK,"Inverclyde, East Renfrewshire and Renfrewshire","Inverclyde, East Renfrewshire and Renfrewshire",4.0,1.0,1.0
193,way/143398451-400,400.0,-4.478118487,55.80914988,Elderslie,red,POINT (-4.478118487 55.80914988),1456.0,UKM83,3.0,UK,"Inverclyde, East Renfrewshire and Renfrewshire","Inverclyde, East Renfrewshire and Renfrewshire",4.0,1.0,1.0
194,way/143783006-400,400.0,0.715474718,51.44475984,Kemsley,red,POINT (0.715474718 51.44475984),1498.0,UKJ41,3.0,UK,Medway,Medway,4.0,1.0,1.0
195,way/143905069-275,275.0,-0.793715126,53.22793089,Staythorpe,green,POINT (-0.793715126 53.22793089),1112.0,UKF15,3.0,UK,North Nottinghamshire,North Nottinghamshire,4.0,1.0,2.0
196,way/143905069-400,400.0,-0.793448115,53.22814734,Staythorpe,red,POINT (-0.793448115 53.22814734),1112.0,UKF15,3.0,UK,North Nottinghamshire,North Nottinghamshire,4.0,1.0,2.0
197,way/147475796-275,275.0,-1.386335402,53.41217787,Thorpe Marsh,red,POINT (-1.386335402 53.41217787),1397.0,UKE31,3.0,UK,"Barnsley, Doncaster and Rotherham","Barnsley, Doncaster and Rotherham",4.0,1.0,2.0
198,way/148266260-275,275.0,-5.878190233,54.56248157,,red,POINT (-5.878190233 54.56248157),1420.0,UKN0E,3.0,UK,Lisburn and Castlereagh,Lisburn and Castlereagh,4.0,2.0,2.0
199,way/148382435,500.0,-4.980750725,55.06969911,Glenluce,red,POINT (-4.980750725 55.06969911),1440.0,UKM94,3.0,UK,South Ayrshire,South Ayrshire,4.0,2.0,1.0
200,way/148382435-275,275.0,-4.980622976,55.06981172,Glenluce,green,POINT (-4.980622976 55.06981172),1440.0,UKM94,3.0,UK,South Ayrshire,South Ayrshire,4.0,2.0,1.0
201,way/153884024-275,275.0,-3.061787852,53.36583655,Birkenhead,green,POINT (-3.061787852 53.36583655),1336.0,UKD74,3.0,UK,Wirral,Wirral,4.0,1.0,1.0
202,way/159038999-400,400.0,-1.766954767,53.51670852,Elland,red,POINT (-1.766954767 53.51670852),1397.0,UKE31,3.0,UK,"Barnsley, Doncaster and Rotherham","Barnsley, Doncaster and Rotherham",4.0,1.0,2.0
203,way/159736514-275,275.0,-1.351425759,53.40126502,Templeborough,green,POINT (-1.351425759 53.40126502),1397.0,UKE31,3.0,UK,"Barnsley, Doncaster and Rotherham","Barnsley, Doncaster and Rotherham",4.0,1.0,2.0
204,way/159736514-400,400.0,-1.351160545,53.40148268,Templeborough,green,POINT (-1.351160545 53.40148268),1397.0,UKE31,3.0,UK,"Barnsley, Doncaster and Rotherham","Barnsley, Doncaster and Rotherham",4.0,1.0,2.0
205,way/160279525-400,400.0,-0.151431822,53.56574009,Grimsby West,green,POINT (-0.151431822 53.56574009),1353.0,UKE13,3.0,UK,North and North East Lincolnshire,North and North East Lincolnshire,4.0,2.0,1.0
206,way/160580052-400,400.0,-0.992442548,53.73621727,Camblesforth,green,POINT (-0.992442548 53.73621727),1277.0,UKE22,3.0,UK,North Yorkshire CC,North Yorkshire CC,4.0,2.0,1.0
207,way/160616357-275,275.0,-1.32061173,53.44549313,West Melton,red,POINT (-1.32061173 53.44549313),1397.0,UKE31,3.0,UK,"Barnsley, Doncaster and Rotherham","Barnsley, Doncaster and Rotherham",4.0,1.0,2.0
208,way/162124572-275,275.0,-4.349233635,55.91588855,Drumchapel,red,POINT (-4.349233635 55.91588855),1374.0,UKM82,3.0,UK,Glasgow City,Glasgow City,4.0,1.0,1.0
209,way/163036722-275,275.0,-2.216340426,53.62169306,Rochdale,red,POINT (-2.216340426 53.62169306),1206.0,UKD37,3.0,UK,Greater Manchester North East,Greater Manchester North East,4.0,1.0,2.0
210,way/163036722-400,400.0,-2.216078343,53.62191256,Rochdale,green,POINT (-2.216078343 53.62191256),1206.0,UKD37,3.0,UK,Greater Manchester North East,Greater Manchester North East,4.0,1.0,2.0
211,way/164380199-275,275.0,-1.823010824,53.6944609,Elland,red,POINT (-1.823010824 53.6944609),1363.0,UKE44,3.0,UK,Calderdale and Kirklees,Calderdale and Kirklees,4.0,1.0,3.0
212,way/16582436-400,400.0,0.329934476,51.42826879,Northfleet East,green,POINT (0.329934476 51.42826879),1506.0,UKJ43,3.0,UK,Kent Thames Gateway,Kent Thames Gateway,4.0,1.0,1.0
213,way/166703758-275,275.0,-4.26229437,55.77430062,Giffnock,green,POINT (-4.26229437 55.77430062),1456.0,UKM83,3.0,UK,"Inverclyde, East Renfrewshire and Renfrewshire","Inverclyde, East Renfrewshire and Renfrewshire",4.0,1.0,1.0
214,way/166703759-275,275.0,-4.25680578,55.90303777,Port Dundas,green,POINT (-4.25680578 55.90303777),1374.0,UKM82,3.0,UK,Glasgow City,Glasgow City,4.0,1.0,1.0
215,way/166703764-275,275.0,-4.193884489,55.78590682,East Kilbride,green,POINT (-4.193884489 55.78590682),1441.0,UKM95,3.0,UK,South Lanarkshire,South Lanarkshire,4.0,1.0,2.0
216,way/166703766-220,220.0,-2.948293468,57.52281119,Keith,red,POINT (-2.948293468 57.52281119),1246.0,UKM62,3.0,UK,"Inverness & Nairn and Moray, Badenoch & Strathspey","Inverness & Nairn and Moray, Badenoch & Strathspey",2.0,2.0,1.0
217,way/166703766-275,275.0,-2.948227259,57.52262412,Keith,red,POINT (-2.948227259 57.52262412),1246.0,UKM62,3.0,UK,"Inverness & Nairn and Moray, Badenoch & Strathspey","Inverness & Nairn and Moray, Badenoch & Strathspey",2.0,2.0,1.0
218,way/166703766-400,400.0,-2.947945143,57.52284556,Keith,red,POINT (-2.947945143 57.52284556),1246.0,UKM62,3.0,UK,"Inverness & Nairn and Moray, Badenoch & Strathspey","Inverness & Nairn and Moray, Badenoch & Strathspey",2.0,2.0,1.0
219,way/166764802-275,275.0,-6.027411367,54.57472272,,red,POINT (-6.027411367 54.57472272),1442.0,UKN06,3.0,UK,Belfast,Belfast,4.0,1.0,1.0
220,way/167621580-275,275.0,-2.023180017,52.4984543,Oldbury,red,POINT (-2.023180017 52.4984543),1509.0,UKG37,3.0,UK,Sandwell,Sandwell,4.0,1.0,3.0
221,way/167621580-400,400.0,-2.022923009,52.49867332,Oldbury,green,POINT (-2.022923009 52.49867332),1509.0,UKG37,3.0,UK,Sandwell,Sandwell,4.0,1.0,3.0
222,way/183904046-275,275.0,-1.471399314,54.940107,West Boldon,red,POINT (-1.471399314 54.940107),1257.0,UKC22,3.0,UK,Tyneside,Tyneside,4.0,1.0,1.0
223,way/184584639-275,275.0,-1.449609764,54.97335023,South Shields,green,POINT (-1.449609764 54.97335023),1257.0,UKC22,3.0,UK,Tyneside,Tyneside,4.0,1.0,1.0
224,way/186747788-275,275.0,-1.488131583,54.03126418,Knaresborough,green,POINT (-1.488131583 54.03126418),1277.0,UKE22,3.0,UK,North Yorkshire CC,North Yorkshire CC,4.0,2.0,1.0
225,way/190511290-400,400.0,-0.219808814,52.93205225,,red,POINT (-0.219808814 52.93205225),1198.0,UKF30,3.0,UK,Lincolnshire,Lincolnshire,4.0,2.0,1.0
226,way/193617444-275,275.0,-1.282973628,53.71777657,Ferrybridge (_M),red,POINT (-1.282973628 53.71777657),1154.0,UKE45,3.0,UK,Wakefield,Wakefield,4.0,1.0,2.0
227,way/193617444-400,400.0,-1.282706275,53.71799411,Ferrybridge (_M),green,POINT (-1.282706275 53.71799411),1154.0,UKE45,3.0,UK,Wakefield,Wakefield,4.0,1.0,2.0
228,way/200511209-275,275.0,-1.404816013,54.80490997,Hawthorn Pit,red,POINT (-1.404816013 54.80490997),1104.0,UKC14,3.0,UK,Durham CC,Durham CC,4.0,1.0,1.0
229,way/200511209-400,400.0,-1.40454287,54.80512785,Hawthorn Pit,green,POINT (-1.40454287 54.80512785),1104.0,UKC14,3.0,UK,Durham CC,Durham CC,4.0,1.0,1.0
230,way/200635683-275,275.0,-1.457754335,54.88090288,Offerton,green,POINT (-1.457754335 54.88090288),1196.0,UKC23,3.0,UK,Sunderland,Sunderland,4.0,1.0,1.0
231,way/203880168-275,275.0,-2.049273174,52.57785467,Willenhall,red,POINT (-2.049273174 52.57785467),1431.0,UKG38,3.0,UK,Walsall,Walsall,4.0,1.0,3.0
232,way/20851038-400,400.0,-1.039880887,50.91705623,Lovedean,green,POINT (-1.039880887 50.91705623),1496.0,UKJ36,3.0,UK,Central Hampshire,Central Hampshire,4.0,1.0,1.0
233,way/209404646-400,400.0,-1.229525146,54.50409955,Lackenby,red,POINT (-1.229525146 54.50409955),1277.0,UKE22,3.0,UK,North Yorkshire CC,North Yorkshire CC,4.0,2.0,1.0
234,way/211549457-275,275.0,-1.376990168,53.50153054,West Melton,red,POINT (-1.376990168 53.50153054),1397.0,UKE31,3.0,UK,"Barnsley, Doncaster and Rotherham","Barnsley, Doncaster and Rotherham",4.0,1.0,2.0
235,way/212779654-275,275.0,-3.929242287,55.76424291,Wishaw,green,POINT (-3.929242287 55.76424291),1457.0,UKM84,3.0,UK,North Lanarkshire,North Lanarkshire,4.0,1.0,2.0
236,way/212779654-400,400.0,-3.928977017,55.76446612,Wishaw,green,POINT (-3.928977017 55.76446612),1457.0,UKM84,3.0,UK,North Lanarkshire,North Lanarkshire,4.0,1.0,2.0
237,way/222205173-275,275.0,-3.945801923,55.82439463,Newarthill,red,POINT (-3.945801923 55.82439463),1457.0,UKM84,3.0,UK,North Lanarkshire,North Lanarkshire,4.0,1.0,2.0
238,way/222987687-275,275.0,-3.145310335,51.49514748,Cardiff East,green,POINT (-3.145310335 51.49514748),1102.0,UKL22,3.0,UK,Cardiff and Vale of Glamorgan,Cardiff and Vale of Glamorgan,4.0,1.0,1.0
239,way/227495569-275,275.0,-1.148808621,54.58058953,Lackenby,red,POINT (-1.148808621 54.58058953),1381.0,UKC12,3.0,UK,South Teesside,South Teesside,4.0,1.0,1.0
240,way/227589012-400,400.0,-0.113517265,51.56149744,City Road,red,POINT (-0.113517265 51.56149744),1480.0,UKI43,3.0,UK,Haringey and Islington,Haringey and Islington,4.0,1.0,2.0
241,way/227767019-275,275.0,-6.425293877,54.36994294,,red,POINT (-6.425293877 54.36994294),1135.0,UKN07,3.0,UK,"Armagh City, Banbridge and Craigavon","Armagh City, Banbridge and Craigavon",4.0,2.0,2.0
242,way/227767022-275,275.0,-6.68167629,54.51194014,,red,POINT (-6.68167629 54.51194014),1430.0,UKN0B,3.0,UK,Mid Ulster,Mid Ulster,4.0,3.0,2.0
243,way/22975329-275,275.0,-0.011616943,51.71403167,Rye House,red,POINT (-0.011616943 51.71403167),1400.0,UKH35,3.0,UK,West Essex,West Essex,4.0,2.0,2.0
244,way/22975329-400,400.0,-0.011354467,51.71424635,Rye House,green,POINT (-0.011354467 51.71424635),1400.0,UKH35,3.0,UK,West Essex,West Essex,4.0,2.0,2.0
245,way/230134599-275,275.0,-6.615797088,54.73025042,,red,POINT (-6.615797088 54.73025042),1430.0,UKN0B,3.0,UK,Mid Ulster,Mid Ulster,4.0,3.0,2.0
246,way/23059230-400,400.0,-1.190382085,51.71111384,Cowley,green,POINT (-1.190382085 51.71111384),1254.0,UKJ14,3.0,UK,Oxfordshire,Oxfordshire,4.0,2.0,3.0
247,way/23059268-275,275.0,-1.478542742,53.37473901,Sheffield City,red,POINT (-1.478542742 53.37473901),1398.0,UKE32,3.0,UK,Sheffield,Sheffield,4.0,1.0,2.0
248,way/23132983-275,275.0,-0.048025926,51.60401883,Tottenham,green,POINT (-0.048025926 51.60401883),1480.0,UKI43,3.0,UK,Haringey and Islington,Haringey and Islington,4.0,1.0,2.0
249,way/23164132-275,275.0,-2.947415239,53.26739661,Capenhurst,green,POINT (-2.947415239 53.26739661),1458.0,UKD63,3.0,UK,Cheshire West and Chester,Cheshire West and Chester,4.0,1.0,1.0
250,way/23164132-400,400.0,-2.947158776,53.26761759,Capenhurst,red,POINT (-2.947158776 53.26761759),1458.0,UKD63,3.0,UK,Cheshire West and Chester,Cheshire West and Chester,4.0,1.0,1.0
251,way/23164256-275,275.0,-2.716505993,53.30923427,Frodsham,red,POINT (-2.716505993 53.30923427),1458.0,UKD63,3.0,UK,Cheshire West and Chester,Cheshire West and Chester,4.0,1.0,1.0
252,way/23164256-400,400.0,-2.716248141,53.30945478,Frodsham,green,POINT (-2.716248141 53.30945478),1458.0,UKD63,3.0,UK,Cheshire West and Chester,Cheshire West and Chester,4.0,1.0,1.0
253,way/23228362-400,400.0,0.001220043,51.51941543,West Ham,green,POINT (0.001220043 51.51941543),1417.0,UKI41,3.0,UK,Hackney and Newham,Hackney and Newham,4.0,1.0,1.0
254,way/23228569-275,275.0,-0.024450183,51.66361265,Brimsdown,green,POINT (-0.024450183 51.66361265),1492.0,UKI54,3.0,UK,Enfield,Enfield,4.0,1.0,2.0
255,way/23229136-275,275.0,0.300724898,51.55274327,Warley,green,POINT (0.300724898 51.55274327),1485.0,UKI52,3.0,UK,Barking & Dagenham and Havering,Barking & Dagenham and Havering,4.0,1.0,1.0
256,way/232319495-275,275.0,-4.054651831,58.04305564,Brora,red,POINT (-4.054651831 58.04305564),1273.0,UKM61,3.0,UK,Caithness & Sutherland and Ross & Cromarty,Caithness & Sutherland and Ross & Cromarty,2.0,3.0,1.0
257,way/23232738-275,275.0,-0.498460443,51.54335267,Iver 66kV,green,POINT (-0.498460443 51.54335267),1312.0,UKJ13,3.0,UK,Buckinghamshire CC,Buckinghamshire CC,4.0,2.0,2.0
258,way/23232738-400,400.0,-0.498201133,51.54356841,Iver 66kV,green,POINT (-0.498201133 51.54356841),1312.0,UKJ13,3.0,UK,Buckinghamshire CC,Buckinghamshire CC,4.0,2.0,2.0
259,way/23234477-275,275.0,-0.40463477,51.64257245,Watford South,green,POINT (-0.40463477 51.64257245),1117.0,UKH23,3.0,UK,Hertfordshire,Hertfordshire,4.0,1.0,2.0
260,way/23248656-275,275.0,-0.470274412,51.42397285,West Weybridge,green,POINT (-0.470274412 51.42397285),1401.0,UKJ25,3.0,UK,West Surrey,West Surrey,4.0,1.0,2.0
261,way/23281217-400,400.0,0.975236305,51.10594272,Sellindge,red,POINT (0.975236305 51.10594272),1488.0,UKJ45,3.0,UK,Mid Kent,Mid Kent,4.0,2.0,2.0
262,way/23299362-275,275.0,-0.127697257,51.37316493,Beddington (_J),green,POINT (-0.127697257 51.37316493),1500.0,UKI63,3.0,UK,"Merton, Kingston upon Thames and Sutton","Merton, Kingston upon Thames and Sutton",4.0,1.0,2.0
263,way/23299362-400,400.0,-0.12743711,51.37337986,Beddington (_J),green,POINT (-0.12743711 51.37337986),1500.0,UKI63,3.0,UK,"Merton, Kingston upon Thames and Sutton","Merton, Kingston upon Thames and Sutton",4.0,1.0,2.0
264,way/23299657-275,275.0,-0.003886794,51.35178004,Beddington (_J),red,POINT (-0.003886794 51.35178004),1493.0,UKI61,3.0,UK,Bromley,Bromley,4.0,1.0,2.0
265,way/23299657-400,400.0,-0.003626187,51.3519947,Beddington (_J),red,POINT (-0.003626187 51.3519947),1493.0,UKI61,3.0,UK,Bromley,Bromley,4.0,1.0,2.0
266,way/23390317-275,275.0,-0.323135725,51.34369679,Chessington,green,POINT (-0.323135725 51.34369679),1500.0,UKI63,3.0,UK,"Merton, Kingston upon Thames and Sutton","Merton, Kingston upon Thames and Sutton",4.0,1.0,2.0
267,way/239248206-400,400.0,-4.792978682,57.32963357,Fasnakyle,green,POINT (-4.792978682 57.32963357),1246.0,UKM62,3.0,UK,"Inverness & Nairn and Moray, Badenoch & Strathspey","Inverness & Nairn and Moray, Badenoch & Strathspey",2.0,2.0,1.0
268,way/23988786-400,400.0,-1.487201922,50.94175903,Nursling,green,POINT (-1.487201922 50.94175903),1496.0,UKJ36,3.0,UK,Central Hampshire,Central Hampshire,4.0,1.0,1.0
269,way/241491759-275,275.0,-2.347280722,56.9644504,Fiddes,red,POINT (-2.347280722 56.9644504),1195.0,UKM50,3.0,UK,Aberdeen City and Aberdeenshire,Aberdeen City and Aberdeenshire,4.0,2.0,1.0
270,way/24165071-400,400.0,-0.249326346,51.92769348,Wymondley,green,POINT (-0.249326346 51.92769348),1117.0,UKH23,3.0,UK,Hertfordshire,Hertfordshire,4.0,1.0,2.0
271,way/25422135-220,220.0,1.061598413,52.07118579,Bramford,green,POINT (1.061598413 52.07118579),1377.0,UKH14,3.0,UK,Suffolk,Suffolk,4.0,2.0,1.0
272,way/25422135-400,400.0,1.061867845,52.07139812,Bramford,red,POINT (1.061867845 52.07139812),1377.0,UKH14,3.0,UK,Suffolk,Suffolk,4.0,2.0,1.0
