SETTLEMENT_DATE,SETTLEMENT_PERIOD,ND,TSD,ENGLAND_WALES_DEMAND,EMBEDDED_WIND_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_SOLAR_CAPACITY,NON_BM_STOR,PUMP_STORAGE_PUMPING,IFA_FLOW,IFA2_FLOW,BRITNED_FLOW,MOYLE_FLOW,EAST_WEST_FLOW,NEMO_FLOW,NSL_FLOW,ELECLINK_FLOW,VIKING_FLOW,GREENLINK_FLOW
20-DEC-2021,29,41510,42179,37540,611,6527,181,14004,0,12,502,51,1005,395,392,592,590,0,0,0
20-DEC-2021,30,41306,41955,37323,646,6527,88,14004,0,12,499,65,1004,396,461,591,582,0,0,0
20-DEC-2021,31,41604,42323,37602,614,6527,15,14004,0,6,-36,-46,1054,352,383,661,601,0,0,0
20-DEC-2021,32,41397,42143,37328,602,6527,0,14004,0,3,-65,-47,1032,284,465,664,609,0,0,0
20-DEC-2021,33,42486,43120,38363,603,6527,0,14004,0,3,194,242,1009,202,391,913,683,0,0,0
20-DEC-2021,34,42936,43570,38730,625,6527,0,14004,0,0,211,273,1011,188,437,922,693,0,0,0
20-DEC-2021,35,43648,44275,39402,627,6527,0,14004,0,0,496,677,1055,131,329,1016,693,0,0,0
20-DEC-2021,36,43362,43988,39171,650,6527,0,14004,0,1,503,695,1051,131,395,1019,693,0,0,0
20-DEC-2021,37,42922,43548,38865,667,6527,0,14004,0,1,503,365,1052,182,391,994,693,0,0,0
20-DEC-2021,38,42451,43078,38448,695,6527,0,14004,0,2,503,349,1052,201,351,992,682,0,0,0
20-DEC-2021,39,41480,42121,37556,692,6527,0,14004,0,11,166,580,1052,270,426,1006,551,0,0,0
20-DEC-2021,40,40367,41011,36565,696,6527,0,14004,0,12,148,585,1053,343,323,1006,541,0,0,0
20-DEC-2021,41,39151,39766,35396,670,6527,0,14004,0,14,143,165,1051,384,364,1019,612,0,0,0
20-DEC-2021,42,37785,38400,34191,663,6527,0,14004,0,15,142,130,1052,328,245,1019,625,0,0,0
20-DEC-2021,43,36393,37186,32934,646,6527,0,14004,0,12,-71,-110,1050,395,96,953,685,0,0,0
20-DEC-2021,44,34631,35462,31328,640,6527,0,14004,0,8,-83,-140,1050,338,7,950,692,0,0,0
20-DEC-2021,45,32644,34362,29477,625,6527,0,14004,0,5,-489,-624,1052,397,60,855,693,0,0,0
20-DEC-2021,46,30986,32832,27931,619,6527,0,14004,0,10,-507,-665,1052,402,-64,852,693,0,0,0
20-DEC-2021,47,29020,31742,26120,610,6527,0,14004,0,494,-463,-956,1052,334,-209,704,693,0,0,0
20-DEC-2021,48,27639,30442,24869,614,6527,0,14005,0,607,-462,-975,1052,185,-159,698,693,0,0,0
