Project name,country,status,Product,latitude,longitude,capacity_MWel,Capacity_Nm?? H???/h,Capacity_kt H2/y
Eneco Diamond Hydrogen,NLD,Concept,H2,53.48503093,6.436188614,839.5,186566,145
Chevron solar-to-Hydrogen California,USA,Feasibility study,H2,40.18925559,-122.1463476,5,1111,1
Waaree Odisha plant,IND,Feasibility study,Ammonia,20.24504737,86.16685026,2494.5,554324,432
EG Solwin Hybrid - Enfinity Global ammonia plant in  Tata Steel Special Economic Zone,IND,Feasibility study,Ammonia,19.31407075,85.00395609,623.6,138581,108
Sembcorp Gopalpur project,IND,Feasibility study,Ammonia,19.32385154,84.98703828,1312.9,291749,227
Tango Solar Sinaloa plant,MEX,Concept,H2,26.42048077,-108.6291132,808.1,179570,140
"Huadian Group - Minh Quang, Quang Tri province project",VNM,Concept,H2,16.67027301,107.1548065,692.6,153917,120
H2 Era Green Valley,ITA,Feasibility study,H2,43.60861191,11.46739271,15,3333,3
ReNew-Jera plant in Odisha,IND,Concept,Ammonia,20.31375126,86.70341402,207.9,46194,36
"Hygenco Gopalpur GNH3 Plant- Tata Steel Special Economic Zone MoU, phase 1",IND,Feasibility study,Ammonia,19.27725925,84.94041517,0.9,198,0
"Hygenco Gopalpur GNH3 Plant - Tata Steel Special Economic Zone MoU, phase 2",IND,Feasibility study,Ammonia,19.27725925,84.94041517,3.9,858,1
"ReNew Power Kerala plant, phase 1",IND,Feasibility study,Ammonia,8.374881464,76.98983626,207.9,46194,36
"ReNew Power Kerala plant, phase 2",IND,Concept,Ammonia,8.374881464,76.98983626,1039.4,230968,180
"ReNew Power Kerala plant, phase 3",IND,Concept,Ammonia,8.374881464,76.98983626,1039.4,230968,180
"Mitsubishi - Pupuk Indonesia, Bluen NH3 Sumatra-Java",IDN,Concept,Ammonia,-6.240134596,107.8861136,,168607,131
Sumatra Clean H2 Cluster - Geothermal,IDN,Concept,H2,-5.306544,104.577194,577.2,128264,100
Clean H2 Cluster Batam Bintan,IDN,Concept,H2,1.059386718,104.4669116,577.2,128264,100
North Sulawesi Green NH3 Cluster,IDN,Concept,Ammonia,1.247471226,124.6421686,519.7,115484,90
Cilegon Clean H2 Cluster,IDN,Concept,H2,-5.942069356,106.0377814,0,,
Sapio - Mantova green hydrogen,ITA,FID/Construction,H2,45.157,10.792,9.2,2040,2
Sapio - Porto Marghera green hydrogen,ITA,Feasibility study,H2,45.463,12.267,5,1111,1
Sangraf Italy graphite plant,ITA,Feasibility study,H2,42.518,12.516,8,1778,1.4
SIRAM green hydrogen plant in Termoli,ITA,Feasibility study,H2,41.949,15.004,800,177778,138.6
TH2ICINO valley,ITA,Feasibility study,H2,45.63548404,8.713974402,5,962,0.7
H2Iseo valley,ITA,Feasibility study,H2,45.54285622,10.2504533,5,1111,0.9
INOX Air Products - Maharashtra government MoU,IND,Concept,Ammonia,18.87296115,74.86698751,519.7,115484,90
North Ammonia Eydehavn plant,NOR,Feasibility study,Ammonia,58.44971775,8.84933771,171,38000,29.6
Slagen terminal,NOR,Concept,Ammonia,59.30994969,10.51841017,182.3432969,40521,31.6
Voltalia plant at Pecem Industrial complex - Phase 1,BRA,Feasibility study,Ammonia,-3.530928034,-38.79237746,1000,222222,173.3
"Vena Energy Queensland project, phase 1",AUS,Feasibility study,H2,-23.80597554,151.060685,50,11111,8.7
"Vena Energy Queensland project, phase 2",AUS,Concept,H2,-23.80597554,151.060685,350,77778,60.6
China Energy Engineering - Jiangsu institute - Nova RE Suria MoU,MYS,Concept,H2,4.650682382,103.3821676,200,44444,34.7
DLZ Costa Ric ammonia plant,CRI,Concept,Ammonia,9.412195251,-84.10402751,200,44444,34.7
European Energy  Pernambuco MeOH plant,BRA,Feasibility study,MeOH,-8.393468198,-34.96769705,193.7402283,43053,33.6
Power2X Parnu facility,EST,Feasibility study,MeOH,58.39582972,24.43997163,1003.926637,223095,173.9
Energia Verde Austral ,CHL,Concept,Ammonia,-53.46543756,-71.61680996,1000,222222,173.3
Punta Delgada ,CHL,Concept,Ammonia,-51.45771962,-73.92393873,1500,333333,259.9
Desierto verde,CHL,Concept,Ammonia,-23.47375068,-70.38869129,1440,320000,249.5
"FRV-X Pecem industrial complex plant, phase 1",BRA,Concept,Ammonia,-3.53,-38.79,500,111111,86.6
Green Ammonia Express Sines,PRT,Feasibility study,Ammonia,37.99347005,-8.854211959,137,30444,23.7
Eletrobras - Port of Acu,BRA,Concept,H2,-21.86672922,-41.01598431,10,2222,1.7
Cement Australia - Mitsubishi Gas Chemical Company Green Methanol in Gladstone,AUS,Concept,MeOH,-23.96506496,151.3407167,193.7402283,43053,33.6
Zheneng-DSIC 500K Ton-Scale Green Methanol Project,CHN,Concept,MeOH,38.920834,121.639168,541.1164576,120248,93.8
Teal Sept-??les,CAN,Feasibility study,Ammonia,50.25349086,-66.35119946,519.6783962,115484,90
"Mingyang Smart Energy Chifeng e-methanol project, phase 1",CHN,Feasibility study,MeOH,42.22308532,119.0080069,662.5915807,147243,114.8
"Mingyang Smart Energy Chifeng e-methanol project, phase 2",CHN,Concept,MeOH,42.22308532,119.0080069,441.7277205,98162,76.5
"Yuanbao Energy Inner Mongolia e-methanol project, phase 1",CHN,Feasibility study,MeOH,39.32551799,107.7587731,773.0235109,171783,133.9
Jidao Energy Ordos e-methanol project,CHN,Feasibility study,MeOH,39.7688255,109.7423522,372.7077642,82824,64.6
"Liquid Sunshine Energy Technology Alxa League Methanol project, phase 1",CHN,Feasibility study,MeOH,38.91723727,105.2937685,541.1164576,120248,93.8
"Liquid Sunshine Energy Technology Alxa League Methanol project, phase 2",CHN,Concept,MeOH,38.91723727,105.2937685,4969.436855,1104319,861
Liquid Wind Haapavesi project,FIN,Concept,MeOH,64.14312732,25.34664126,110.4319301,24540,19.1
Pac??fico Mexinol - Transition Industries Sinaloa methanol project,MEX,Concept,MeOH,25.69730352,-109.0743097,331.2957904,73621,57.4
ENOWA-Aramco MeOH demo plant,SAU,DEMO,MeOH,28.31,34.85,4.836918539,1075,0.8
NorthStarH2 ,SWE,Concept,MeOH,62.92487219,17.8416102,110.4319301,24540,19.1
"FRV-X Pecem industrial complex plant, phase 2",BRA,Concept,Ammonia,-3.53,-38.79,2000,444444,346.5
Ammonia project - Antofagasta -phase 1,CHL,Concept,Ammonia,-23.47375068,-70.38869129,547,121562,95
Ammonia project - Antofagasta -phase 2,CHL,Concept,Ammonia,-23.47375068,-70.38869129,547,121562,95
Horizonte de Verano - Summer Horizon - phase 2,PER,Concept,Ammonia,-16.40915315,-71.53472117,2556.8,568182,443
Helax Istmo,MEX,Concept,Various,17.07227257,-96.72864049,0,,
Port of Santos,BRA,Concept,H2,-23.9658349,-46.30163257,0,,
EPM Hydrogen project,COL,FID/Construction,Ammonia,8.247302514,-76.58021702,0.7,160,0.1
EPM Hydrogen project - Espiritu Santo power plant,COL,Concept,H2,8.247302514,-76.58021702,2.9,641,0.5
Eletronuclear hydrogen project - Angra nuclear power plant (I e II),BRA,DEMO,H2,-23.00862857,-44.45598552,0.577189472,128,0
Ammonia project - Araucania ,CHL,Concept,Ammonia,-38.596839,-73.2662985,0,,
CIPP (Ceara?€?s Pecem Industrial Port Complex) Hydrogen project,BRA,Concept,H2,-3.550958009,-38.82945632,6926.273665,1539172,1200
Leuna refinery,DEU,Concept,H2,51.38709173,11.86726281,30,6667,5
Siziwang Banner project,CHN,FID/Construction,Various,40.99705608,113.1262166,1000,217391,169.5
H2V Frontera Project,CHL,Concept,H2,-54.10517715,-68.11932626,227,50444,39.3
Turn2X - Extremadura,ESP,Operational,Synfuels,39.15170626,-5.897136042,2,385,0.3
Iqoxe,ESP,Feasibility study,H2,41.10861111,1.189444444,15,3261,2.5
AEM Nexus for H2 Fuel station,ITA,Feasibility study,H2,0,0,4,889,0.7
AEM Nexus for H2 Refueling Station,ITA,Concept,H2,41.88673421,12.53113265,3,667,0.5
AEM Nexus 500 for SAF and supply of internal hydrogen lines,DEU,Concept,H2,48.993417,8.550129,0.5,111,0.1
Hygenco Sterlite GH2 Plant,IND,FID/Construction,H2,24.04597659,76.17661838,1.8,391,0.3
Green hydrogen for fragrance industry,ESP,FID/Construction,H2,39.99341067,-0.020854671,1.25,240,0.2
Green hydrogen for oil industry,ESP,Feasibility study,H2,41.3904683,2.169883854,2.5,556,0.4
Sustainable Energy Authority project,BHR,Concept,H2,26.03671415,50.53688305,4,889,0.7
HYPORT Gargoub project,EGY,Feasibility study,Ammonia,31.13139601,27.42139257,500,111111,86.6
Alfanar Egypt,EGY,Concept,Ammonia,29.65691414,32.33789671,1039.4,230968,180
Actis project,EGY,Concept,Ammonia,0,0,415.7,92387,72
Armonia Green Sevilla phase I,ESP,Feasibility study,Ammonia,37.38918153,-5.983239367,298.3,66288,52
Armonia Green Sevilla phase II,ESP,Concept,Ammonia,37.38918153,-5.983239367,298.3,66288,52
Armonia Green Sevilla phase III,ESP,Concept,Ammonia,37.38918153,-5.983239367,298.3,66288,52
Atlanthia Green Hydrogen,ZAF,Concept,H2,-32.99511916,17.99265685,44,9778,7.6
Capanda Green Ammonia ,AGO,Feasibility study,Ammonia,-9.732639389,15.42609077,204.2,45383,35
Port of Brownsville Refinery ,USA,Feasibility study,H2,25.95542989,-97.37561437,,,
Power2Earth,SWE,Feasibility study,H2,65.62253301,22.18862285,218.3,48503,38
Nuclear Hydrogen Project,KOR,DEMO,H2,0,0,10,2222,1.7
Frigg,DNK,Concept,H2,55.4803657,9.122232803,101.2613109,22503,18
Aslan Net-zero Energy Mexico (ANEM) - Phase I,MEX,Concept,H2,29.46476406,-112.2089446,2078.7,461936,360
Aslan Net-zero Energy Mexico (ANEM) - Phase II,MEX,Concept,H2,29.46476406,-112.2089446,2078.7,461936,360
Xuchang LONGi Bioenergy Green Methanol Project,CHN,FID/Construction,MeOH,34.05078069,113.7969989,,29449,23
Hydrogen Energy Comprehensive Utilization Project,CHN,Feasibility study,MeOH,37.41207707,118.7198266,231.9,51535,40
Xinjiang Qitai Intelligent Energy Equipment Industrial Park Project,CHN,Feasibility study,MeOH,44.12011778,87.24584439,496.9,110432,86
Multi-complementary Hydroalcohol Integragtion Project,CHN,Feasibility study,MeOH,37.41772719,121.4306253,552.2,122702,96
700 MW Wind Power + Hydrogen + Green Methanol Integration Project,CHN,Feasibility study,MeOH,41.128245,121.110977,198.8,44173,34
Sinoneng Chifeng Wind-scope Hydrogen and Alcohol Integration and Hydrogen Energy Supporting Industry Project,CHN,Feasibility study,MeOH,42.30032761,118.9057043,132.5,29449,23
Annual output of 5 million tons of alcohol and hdrogen clean fuel industry project,CHN,Feasibility study,MeOH,40.63708901,122.2711955,5521.6,1227021,957
"Lanze Energy 300,000 tons per year green methanol project",CHN,Feasibility study,MeOH,33.36532238,120.1790807,331.3,73621,57
"Green Technology Bank's 380,000 tons per year green methanol project",CHN,Feasibility study,MeOH,32.12675868,118.7816432,419.6,93254,73
"Jidian corporation Yancheng 300,000 tons green methanol project",CHN,Feasibility study,MeOH,33.36532238,120.1790807,331.3,73621,57
Qair-SUAPE,BRA,Concept,H2,-8.393468198,-34.96769705,140,31111,24.3
Handan one million tons green methanol preparation demonstration area project,CHN,Feasibility study,MeOH,36.62827274,114.4408004,1104.3,245404,191
Research project on the topic of biomass gasification and green electricity to hydrogen synthesis of green methanol,CHN,DEMO,MeOH,30.00276835,122.210476,110.4,24540,19
Guoneng Zhongdian Group Guzhou Green Methanol Project,CHN,Feasibility study,MeOH,26.67178205,107.9734991,176.7,39265,31
Sinochem Baicheng Renewable Green Energy Project,CHN,Feasibility study,MeOH,45.62566102,122.8409928,331.3,73621,57
Zhongneng Construction Heilongjiang Million-ton Green Hydrogen to Green Methanol Production Project,CHN,Feasibility study,MeOH,46.67976268,131.1654174,1104.3,245404,191
Wind power coupled biomass green methanol integration Project  - Phase I,CHN,Feasibility study,MeOH,45.31194168,130.9634206,331.3,73621,57
"Debt Bio Ruichang World's First 150,000-ton Biomass Gasification Project for Green Methanol Preparation",CHN,Feasibility study,MeOH,29.69302923,115.6514643,,36811,29
"300,000 tons of biomass methanol project by Chifeng Green Hydrogen Chain Technology",CHN,FID/Construction,MeOH,42.30032761,118.9057043,,73621,57
Vision Tongliao Wind-Solar Power to Hydrogen-Ammonia-Methanol Integration Project,CHN,FID/Construction,Various,43.65708027,122.2009164,331.3,73621,57
"Shenghong Petrochemical 100,00 tons/year Carbon Dioxide to Green Methanol Project",CHN,Operational,MeOH,34.6205416,119.1068901,110.4,24540,19
"Yuanli Energy 700,000 tons/year Green methanol Demonstration Project",CHN,FID/Construction,MeOH,39.51723185,107.079938,773,171783,134
Jilin Changling Wind-Solar-Hydrogen-Ammonia Digital Demonstration Project,CHN,DEMO,Ammonia,45.14689855,124.8288451,361.1,80247,63
Diaobingshan Off-grid wind power to hydrogen coupled green ammonia-methanol Integration Demonstration Project,CHN,DEMO,MeOH,42.28187681,123.8089679,110.4,24540,19
"CNOOC 150,000 tons Biomass gasification to Green Methanol Project",CHN,Concept,MeOH,21.48342989,109.1843104,,36811,29
China Tiancheng wind-solar-storage-hydrogen-ammonia-methanol integration project,CHN,Feasibility study,Various,46.42824731,125.3842519,883.5,196323,153
"Huadian Keyouqianqi 50,000 kW wind power to hydrogen to green methanol integrated project",CHN,Feasibility study,MeOH,46.47705817,121.9849376,220.9,49081,38
Wind-solar Energy coupled biomass to green methanol project,CHN,Feasibility study,MeOH,42.28187681,123.8089679,1104.3,245404,191
"Sinochem Yueda 1,000,000 tons/year Green Methanol Project",CHN,Feasibility study,MeOH,33.36532238,120.1790807,1104.3,245404,191
"Dorlun County 200,000 tons green methanol project",CHN,Feasibility study,MeOH,44.01582273,116.0112126,220.9,49081,38
1.6GW Wind power grid-load-storage to green methanol project,CHN,Feasibility study,MeOH,35.99918199,118.1727476,331.3,73621,57
"Lishu Wind Power to green hydrogen, biomass coupling green biomass carbonization, biomass coal, and mature coal gasification to methanol project",CHN,Feasibility study,MeOH,43.18468151,124.4357462,,49081,38
Shuifa energy Qianguoer county source-grid-load-storage-hydrogen-ammonia-methanol integration project,CHN,Feasibility study,MeOH,45.14689855,124.8288451,441.7,98162,77
"Yushu 150,000 tons green hydrogen coupled biomass to methanol project",CHN,Feasibility study,MeOH,44.86183727,126.5675077,165.6,36811,29
Fortescue Future Industries - Port of Pecem (Phase III),BRA,Concept,Ammonia,-3.54515,-38.81322,1760.4,391206,305
COPPE/UFRJ pilot plant ,BRA,DEMO,Various,-22.8623464,-43.2289807,0.017315684,4,0
QAIR fraternit?? ,BRA,Feasibility study,H2,-3.530928034,-38.79237746,242.4195783,53871,42
ArcelorMittal -Florange steel plant,FRA,FID/Construction,H2,49.3201991,6.11268439,,,
Villarasa hydrogen project,ESP,Feasibility study,H2,37.38798057,-6.606133166,15.62259504,3472,3
Oranjewind hydrogen production,NLD,Feasibility study,H2,53.26826649,4.589773655,350,77778,61
North Atlantic Green Energy Hub,CAN,Feasibility study,H2,47.42509273,-53.62544977,1443,320661,250
Grey2Green (Phase II),PRT,Feasibility study,H2,37.96403252,-8.810157888,250,48077,37.5
Grey2Green (Phase III,PRT,Concept,H2,37.96403252,-8.810157888,200,38462,30
Chifeng Energy Internet of Things Zero Carbon Hydrogen Ammonia Demostration Project- Phase 3,CHN,Feasibility study,Ammonia,42.27209053,118.8909742,595,129342,101
Armonia Green Castellon Phase I,ESP,Feasibility study,Ammonia,39.95721371,0.012349413,294.1,65364,51
Armonia Green Castellon Phase II,ESP,Concept,Ammonia,39.95721371,0.012349413,295.2,65595,51
Armonia Green Castellon Phase III,ESP,Concept,Ammonia,39.95721371,0.012349413,294.1,65364,51
Armonia Green Galicia Phase I,ESP,Feasibility study,Ammonia,43.35926979,-8.405308974,200,44444,34.7
Armonia Green Galicia Phase II,ESP,Concept,Ammonia,43.35926979,-8.405308974,400,88889,69.3
Armonia Green Galicia Phase III,ESP,Concept,Ammonia,43.35926979,-8.405308974,400,88889,69.3
LONGi Urad Rear Banner Integrated wind and solar hydrogen production project,CHN,Feasibility study,H2,41.09157819,107.0459395,311.7,69263,54
"Cepsa San Roque Energy Park (Algeciras) - Andalusian Green Hydrogen Valley - Phase 2
CARTEIA Project",ESP,Concept,Various,36.20535,-5.382586,500,111111,86.6
CF Industries Donaldsonville Blue Ammonia (LA),USA,FID/Construction,Ammonia,30.09898196,-90.95452514,,,
Ain Sokhna ammonia project - Phase II,EGY,Concept,Ammonia,29.659369,32.34481,500,111111,86.6
Phelan Green Energy - Egypt,EGY,Concept,Ammonia,30.56643705,30.82584791,2598.4,577420,450
Smartenergy Green H2 Project,EGY,Concept,Ammonia,29.659369,32.34481,1000,222222,173.3
SK Ecoplant-CSCEC Consortium Green H2 project,EGY,Concept,Various,29.659369,32.34481,250,65789,51.3
Abu Qir Fertilizers Green Ammonia Project,EGY,Concept,Ammonia,31.27341997,30.09729773,910.5,202328,158
Kibbuts Yotvata Hydrogen Valley,ISR,Concept,H2,29.89567986,35.05564153,30,6667,5.2
Gaia-H2Pro Project,MAR,DEMO,H2,33.60868385,-7.147512542,15,3333,2.6
Gaia-Ajlan Bros Green H2 Project,MAR,Concept,H2,33.60868385,-7.147512542,1847,410446,320
Dakhla-Atlantic International Green Moleucle Hub,MAR,Concept,H2,23.72174627,-15.9445519,,,
S2H2+Bm Green H2 Project - Phase I,MAR,Concept,H2,23.458663,-13.92510001,3.1,689,0.5
S2H2+Bm Green H2 Project - Phase II,MAR,Concept,H2,23.458663,-13.92510001,2882.8,640633,499
Oman Shell?€?s Blue Hydrogen & Ammonia project,OMN,Feasibility study,H2,19.52817869,57.61694245,,252910,197
Uniper Masdar Hydrogen Solar PV Park,ARE,Concept,H2,25.89478591,38.83333774,,,
"Green Hydrogen and Ammonia Production Project, - Abu Dhabi",ARE,Concept,Ammonia,23.97271719,52.23033977,200,44444,34.7
Prumo-Fuella ammonia plant,BRA,Concept,Ammonia,-21.86672922,-41.01598431,520,115556,90.1
??Hydrogen and Innovative Energy Park in Marghera,ITA,Concept,H2,45.43956545,12.31752678,8,1778,1.4
New Horizon,FRA,Feasibility study,H2,49.48724424,0.234639468,100,22222,17.3
Olga,ITA,Feasibility study,H2,45.62314082,8.745472351,1,217,0.2
TES Tree Energy Solutions - UAE Project,ARE,Concept,CH4,24.0165844,53.54111166,500,111111,86.6
TES Tree Energy Solutions - Oman Project,OMN,Concept,CH4,23.22735216,56.78053589,500,111111,86.6
Project Nour - Phase 2,MRT,Concept,H2,19.171723,-15.994444,8500,1888889,1472.7
H2 Magallanes - Phase 2,CHL,Concept,Ammonia,-52.27645457,-69.52290731,3700,822222,641
Guelmim-Oued Noun - Chbika project - phase 1,MAR,Concept,Ammonia,28.266656,-10.716838,800,177778,138.6
Vanadis Fuels - Phase 2,FIN,Concept,MeOH,63.85877381,23.03063525,132.5,29449,23
Voltalia plant at Pecem Industrial complex - Phase 2,BRA,Concept,Ammonia,-3.530928034,-38.79237746,1000,222222,173.3
Narvik - Ammonia project- Phase 2,NOR,Concept,Ammonia,68.43902846,17.42319205,350,77778,60.6
Innio Jenbach - H2 Ready ,AUT,FID/Construction,H2,47.39624488,11.77978603,2,385,0.3
Campbeltown Hydrogen SIU,GBR,Concept,H2,55.4242924,-5.612319788,20,4444,3.5
Cromarty Hydrogen Project - phase 2,GBR,Concept,H2,57.68215645,-4.033684416,256.1,56911,44.4
Didcot Green Hydrogen Electrolyser,GBR,FID/Construction,H2,51.61642493,-1.249911372,10,2174,1.7
Markinch Green Hydrogen,GBR,Feasibility study,H2,56.20690813,-3.170161204,100,22222,17.3
Oban Hydrogen SIU,GBR,Concept,H2,0,0,20,4444,3.5
Pembroke power station - Pembroke Green Hydrogen/Net Zero Centre (Phase 2),GBR,Feasibility study,H2,51.68455515,-4.982472845,310,68889,54
Port of Tilbury Green Hydrogen (Phase 1),GBR,Feasibility study,H2,51.45927733,0.346296995,10,2222,1.7
Port of Tilbury Green Hydrogen (Phase 2),GBR,Concept,H2,51.45927733,0.346296995,90,20000,15.6
RWE Grangemouth,GBR,Feasibility study,H2,56.0224734,-3.707249585,200,44444,34.7
Stornoway Hydrogen SIU,GBR,Concept,H2,58.20944375,-6.374979597,20,4444,3.5
Thurso Hydrogen SIU,GBR,Concept,H2,58.20944375,-6.374979597,20,4444,3.5
Wick Hydrogen SIU,GBR,Concept,H2,58.43430591,-3.09907292,20,4444,3.5
"Dolphyn 1, phase 3",GBR,Concept,H2,57.06520831,-1.89828763,3979.65,884367,689.5
Green Hydrogen 1/HyRo Scotland,GBR,FID/Construction,H2,55.67035232,-3.782029222,15,3333,2.6
Kimberly-Clark Coleshill/HyRo 2,GBR,Feasibility study,H2,53.24333606,-3.149134387,11,2444,1.9
Whitelee Green Hydrogen Facility- Green Hydrogen for Glasgow (Phase 2),GBR,Feasibility study,H2,55.71249156,-4.341732424,-219.9,-42288,-33
Grenian Hydrogen -?€?Middlewich,GBR,FID/Construction,H2,53.18809533,-2.443116875,7.5,1442,1.1
Grenian Hydrogen - Speke,GBR,FID/Construction,H2,53.35187507,-2.853197973,0,,
Grenian Hydrogen - St Helens,GBR,FID/Construction,H2,53.45676971,-2.705638713,7.5,1442,1.1
Grenian Hydrogen -?€?Stretford,GBR,FID/Construction,H2,53.44965458,-2.311910909,7.5,1442,1.1
