TerminalName,type,status,country,Capacity,CapacityUnits,CapacityInBcm/y,latitude,longitude
Satu Malaysia Terminal,Export,Operating,Malaysia,2.8,mtpa,3.81,3.2851,113.08114
Satu Malaysia Terminal,Export,Operating,Malaysia,2.8,mtpa,3.81,3.2851,113.08114
Satu Malaysia Terminal,Export,Operating,Malaysia,2.8,mtpa,3.81,3.2851,113.08114
Tiga Malaysia LNG Terminal,Export,Operating,Malaysia,3.6,mtpa,4.9,3.29033,113.08767
Tiga Malaysia LNG Terminal,Export,Operating,Malaysia,3.6,mtpa,4.9,3.29033,113.08767
Mashal LNG Terminal,Import,Cancelled,Pakistan,3.5,mtpa,4.76,24.766667,67.333333
Engro Elengy FSRU,Import,Operating,Pakistan,4.8,mtpa,6.53,24.7907232,67.3688752
Engro Elengy FSRU,Import,Proposed,Pakistan,5.9,mtpa,8.02,24.769704,67.334731
GasPort FSRU,Import,Operating,Pakistan,5,mtpa,6.8,24.7749916,67.288333
Daewoo Gas LNG Terminal,Import,Shelved,Pakistan,2.5,mtpa,3.4,25.1106,62.3396
Liquid Niugini FLNG Terminal,Export,Cancelled,Papua New Guinea,5,mtpa,6.8,-9.478472,147.148058
Papua LNG Terminal,Export,Proposed,Papua New Guinea,1.4,mtpa,1.9,-9.3392748,146.9872856
Papua LNG Terminal,Export,Proposed,Papua New Guinea,1.4,mtpa,1.9,-9.3392748,146.9872856
Papua LNG Terminal,Export,Proposed,Papua New Guinea,1.4,mtpa,1.9,-9.3392748,146.9872856
Papua LNG Terminal,Export,Proposed,Papua New Guinea,1.4,mtpa,1.9,-9.3392748,146.9872856
Papua LNG Terminal,Export,Proposed,Papua New Guinea,1,mtpa,1.36,-9.3392748,146.9872856
Papua New Guinea LNG Terminal,Export,Operating,Papua New Guinea,4.15,mtpa,5.64,-9.33862,147.01825
Papua New Guinea LNG Terminal,Export,Operating,Papua New Guinea,4.15,mtpa,5.64,-9.33862,147.01825
Papua New Guinea LNG Terminal,Export,Cancelled,Papua New Guinea,2.6,mtpa,3.54,-9.33862,147.01825
Bataan-Manila LNG Terminal,Import,Cancelled,Philippines,,,--,14.57,120.6
Batangas LNG Terminal (PNOC),Import,Cancelled,Philippines,,,--,13.690671,120.891207
Mariveles LNG Terminal,Import,Proposed,Philippines,0.4,mtpa,0.54,14.49791,120.609209
Pagbilao Grande Island LNG Terminal,Import,Construction,Philippines,3,mtpa,4.08,13.966667,121.7
Singapore LNG Terminal,Import,Operating,Singapore,3.5,mtpa,4.76,1.23616,103.67135
Singapore LNG Terminal,Import,Operating,Singapore,2.5,mtpa,3.4,1.23616,103.67135
Singapore LNG Terminal,Import,Operating,Singapore,5,mtpa,6.8,1.23616,103.67135
Boryeong LNG Terminal,Import,Operating,South Korea,10.8,mtpa,14.69,36.415,126.4947
Gwangyang LNG Terminal,Import,Operating,South Korea,7.1,mtpa,9.66,34.889,127.7815
Incheon LNG Terminal,Import,Operating,South Korea,54.5,mtpa,74.12,37.35124,126.602
Pyeongtaek LNG Terminal,Import,Operating,South Korea,41,mtpa,55.76,37.0057,126.7841
Samcheok LNG Terminal,Import,Operating,South Korea,11.6,mtpa,15.78,37.1683,129.3502
Tongyoung LNG Terminal,Import,Operating,South Korea,26.5,mtpa,36.04,34.9474,128.4255
Kerawalapitiya LNG Terminal,Import,Proposed,Sri Lanka,2.7,mtpa,3.67,7.016667,79.883333
Taichung LNG Terminal,Import,Operating,Taiwan,3,mtpa,4.08,24.25304,120.49586
Taichung LNG Terminal,Import,Operating,Taiwan,2,mtpa,2.72,24.25304,120.49586
Taichung LNG Terminal,Import,Construction,Taiwan,2,mtpa,2.72,24.25304,120.49586
Taichung LNG Terminal,Import,Construction,Taiwan,4,mtpa,5.44,24.25304,120.49586
Taichung LNG Terminal,Import,Proposed,Taiwan,3,mtpa,4.08,24.25304,120.49586
Taoyuan LNG Terminal,Import,Construction,Taiwan,3,mtpa,4.08,25.045533,121.060884
Taoyuan LNG Terminal,Import,Proposed,Taiwan,3,mtpa,4.08,25.045533,121.060884
Yung-An LNG Terminal,Import,Operating,Taiwan,10.5,mtpa,14.28,22.80928,120.2054
Yung-An LNG Terminal,Import,Proposed,Taiwan,1.8,mtpa,2.45,22.80928,120.2054
Map Ta Phut LNG Terminal 1,Import,Operating,Thailand,10,mtpa,13.6,12.651686,101.159533
Map Ta Phut LNG Terminal 1,Import,Operating,Thailand,1.5,mtpa,2.04,12.651686,101.159533
Map Ta Phut LNG Terminal 2,Import,Operating,Thailand,7.5,mtpa,10.2,12.6791481,101.1178382
Thi Vai LNG Terminal,Import,Operating,Vietnam,1,mtpa,1.36,10.527191,107.026022
Thi Vai LNG Terminal,Import,Proposed,Vietnam,2,mtpa,2.72,10.527191,107.026022
Cai Mep LNG Terminal,Import,Construction,Vietnam,3,mtpa,4.08,10.383333,107.116667
Son My LNG Terminal,Import,Proposed,Vietnam,3.6,mtpa,4.9,10.65008,107.68464
Son My LNG Terminal,Import,Proposed,Vietnam,2.4,mtpa,3.26,10.65008,107.68464
Arrow Energy LNG Terminal,Export,Cancelled,Australia,4.5,mtpa,6.12,-23.6243946,151.1444092
Arrow Energy LNG Terminal,Export,Cancelled,Australia,4.5,mtpa,6.12,-23.6243946,151.1444092
Arrow Energy LNG Terminal,Export,Cancelled,Australia,4.5,mtpa,6.12,-23.6243946,151.1444092
Arrow Energy LNG Terminal,Export,Cancelled,Australia,4.5,mtpa,6.12,-23.6243946,151.1444092
Australia Pacific LNG Terminal,Export,Operating,Australia,4.5,mtpa,6.12,-23.75583,151.19061
Australia Pacific LNG Terminal,Export,Operating,Australia,4.5,mtpa,6.12,-23.75583,151.19061
Bonaparte FLNG Terminal,Export,Cancelled,Australia,2,mtpa,2.72,-14.855412,124.768939
Browse FLNG Terminal,Export,Proposed,Australia,5.7,mtpa,7.75,-17.961944,122.236111
Browse FLNG Terminal,Export,Proposed,Australia,5.7,mtpa,7.75,-17.961944,122.236111
Crib Point FSRU Terminal,Import,Cancelled,Australia,1.75,mtpa,2.38,-38.366667,145.333333
Darwin LNG Terminal,Export,Idle,Australia,3.7,mtpa,5.03,-12.5221,130.8663
Darwin LNG Terminal,Export,Shelved,Australia,3.7,mtpa,5.03,-12.5221,130.8663
Fishermans Landing LNG Terminal,Export,Cancelled,Australia,1.8,mtpa,2.45,-23.820194,151.242522
Fishermans Landing LNG Terminal,Export,Cancelled,Australia,1.8,mtpa,2.45,-23.820194,151.242522
Gladstone LNG Terminal,Export,Operating,Australia,3.9,mtpa,5.3,-23.776,151.2103
Gladstone LNG Terminal,Export,Operating,Australia,3.9,mtpa,5.3,-23.776,151.2103
Gorgon LNG Terminal,Export,Operating,Australia,5.2,mtpa,7.07,-20.79,115.44965
Gorgon LNG Terminal,Export,Operating,Australia,5.2,mtpa,7.07,-20.79,115.44965
Gorgon LNG Terminal,Export,Operating,Australia,5.2,mtpa,7.07,-20.79,115.44965
Gorgon LNG Terminal,Export,Cancelled,Australia,5.2,mtpa,7.07,-20.79,115.44965
Ichthys FLNG Terminal,Export,Operating,Australia,4.45,mtpa,6.05,-17.961944,122.236111
Ichthys FLNG Terminal,Export,Operating,Australia,4.45,mtpa,6.05,-17.961944,122.236111
Ichthys FLNG Terminal,Export,Proposed,Australia,,,--,-17.961944,122.236111
Newcastle FSRU,Import,Shelved,Australia,1,mtpa,1.36,-32.916667,151.75
North West Shelf LNG Terminal,Export,Operating,Australia,2.5,mtpa,3.4,-20.59424,116.7767
North West Shelf LNG Terminal,Export,Operating,Australia,2.5,mtpa,3.4,-20.59424,116.7767
North West Shelf LNG Terminal,Export,Operating,Australia,2.5,mtpa,3.4,-20.59424,116.7767
North West Shelf LNG Terminal,Export,Operating,Australia,4.6,mtpa,6.26,-20.59424,116.7767
North West Shelf LNG Terminal,Export,Operating,Australia,4.6,mtpa,6.26,-20.59424,116.7767
Pluto LNG Terminal,Export,Operating,Australia,4.9,mtpa,6.66,-20.6128,116.76556
Pluto LNG Terminal,Export,Construction,Australia,5,mtpa,6.8,-20.6128,116.76556
Pluto LNG Terminal,Export,Cancelled,Australia,4.3,mtpa,5.85,-20.6128,116.76556
Prelude FLNG Terminal,Export,Operating,Australia,3.6,mtpa,4.9,-15.2539252,123.5381736
Queensland Curtis LNG Terminal,Export,Operating,Australia,4.25,mtpa,5.78,-23.7693,151.199
Queensland Curtis LNG Terminal,Export,Operating,Australia,4.25,mtpa,5.78,-23.7693,151.199
Scarborough FLNG Terminal,Export,Cancelled,Australia,7,mtpa,9.52,-21.633333,115.116667
Sunrise FLNG Terminal,Export,Proposed,Timor-Leste,,,--,-10,127
Tassie Shoal LNG Terminal,Export,Cancelled,Australia,3,mtpa,4.08,-10.0512327,130.2960983
Wheatstone LNG Terminal,Export,Operating,Australia,4.45,mtpa,6.05,-21.6978845,115.001141
Wheatstone LNG Terminal,Export,Operating,Australia,4.45,mtpa,6.05,-21.6978845,115.001141
Atlantic Coast LNG Terminal,Export,Cancelled,Canada,16,mtpa,21.76,45.548673,-61.334441
Aurora LNG Terminal,Export,Cancelled,Canada,12,mtpa,16.32,54.284,-130.417
Aurora LNG Terminal,Export,Cancelled,Canada,12,mtpa,16.32,54.284,-130.417
Bear Head LNG Terminal,Export,Cancelled,Canada,3,mtpa,4.08,45.604444,-61.3675
Bear Head LNG Terminal,Export,Cancelled,Canada,3,mtpa,4.08,45.604444,-61.3675
Bear Head LNG Terminal,Export,Cancelled,Canada,3,mtpa,4.08,45.604444,-61.3675
Bear Head LNG Terminal,Export,Cancelled,Canada,3,mtpa,4.08,45.604444,-61.3675
Cacouna LNG Terminal,Import,Cancelled,Canada,3.8,mtpa,5.17,47.916667,-69.5
Saint John LNG Terminal,Import,Operating,Canada,7.5,mtpa,10.2,45.2114,-65.978
Canaport LNG Export Terminal,Export,Cancelled,Canada,7.5,mtpa,10.2,45.2114,-65.978
Saint John LNG Terminal,Export,Cancelled,Canada,,,--,45.2114,-65.978
Cedar FLNG Terminal,Export,Proposed,Canada,3.3,mtpa,4.49,54,-128.7
Discovery LNG Terminal,Export,Cancelled,Canada,5,mtpa,6.8,50.024444,-125.2475
Discovery LNG Terminal,Export,Cancelled,Canada,5,mtpa,6.8,50.024444,-125.2475
Discovery LNG Terminal,Export,Cancelled,Canada,5,mtpa,6.8,50.024444,-125.2475
Discovery LNG Terminal,Export,Cancelled,Canada,5,mtpa,6.8,50.024444,-125.2475
Douglas Channel LNG Terminal,Export,Cancelled,Canada,0.9,mtpa,1.22,53.666667,-129.133333
Goldboro LNG Terminal,Export,Shelved,Canada,,,--,45.182556,-61.645528
Goldboro LNG Terminal,Export,Shelved,Canada,,,--,45.182556,-61.645528
Grassy Point LNG Terminal,Export,Cancelled,Canada,15,mtpa,20.4,54.312194,-130.327083
Grassy Point LNG Terminal,Export,Cancelled,Canada,5,mtpa,6.8,54.312194,-130.327083
Kitimat LNG Terminal,Export,Cancelled,Canada,6,mtpa,8.16,53.92569797,-128.7530518
Kitimat LNG Terminal,Export,Cancelled,Canada,6,mtpa,8.16,53.92569797,-128.7530518
Kitimat LNG Terminal,Export,Cancelled,Canada,6,mtpa,8.16,53.92569797,-128.7530518
Kitsault LNG Terminal,Export,Cancelled,Canada,5,mtpa,6.8,55.466667,-129.483333
Kitsault LNG Terminal,Export,Cancelled,Canada,5,mtpa,6.8,55.466667,-129.483333
Kitsault LNG Terminal,Export,Cancelled,Canada,5,mtpa,6.8,55.466667,-129.483333
Kitsault LNG Terminal,Export,Cancelled,Canada,5,mtpa,6.8,55.466667,-129.483333
LNG Canada Terminal,Export,Construction,Canada,7,mtpa,9.52,53.9245114,-128.7515172
LNG Canada Terminal,Export,Construction,Canada,7,mtpa,9.52,53.9245114,-128.7515172
LNG Canada Terminal,Export,Proposed,Canada,7,mtpa,9.52,53.9245114,-128.7515172
LNG Canada Terminal,Export,Proposed,Canada,7,mtpa,9.52,53.9245114,-128.7515172
Malahat LNG Terminal,Export,Cancelled,Canada,6,mtpa,8.16,48.422,-123.365
New Times Energy LNG Terminal,Export,Cancelled,Canada,4,mtpa,5.44,54.312194,-130.327083
New Times Energy LNG Terminal,Export,Cancelled,Canada,4,mtpa,5.44,54.312194,-130.327083
New Times Energy LNG Terminal,Export,Cancelled,Canada,4,mtpa,5.44,54.312194,-130.327083
Nisga'a LNG Terminal,Export,Cancelled,Canada,,,--,54.733333,-130.4
Orca FLNG Terminal,Export,Cancelled,Canada,4,mtpa,5.44,54.312194,-130.327083
Orca FLNG Terminal,Export,Cancelled,Canada,4,mtpa,5.44,54.312194,-130.327083
Orca FLNG Terminal,Export,Cancelled,Canada,4,mtpa,5.44,54.312194,-130.327083
Orca FLNG Terminal,Export,Cancelled,Canada,4,mtpa,5.44,54.312194,-130.327083
Orca FLNG Terminal,Export,Cancelled,Canada,4,mtpa,5.44,54.312194,-130.327083
Orca FLNG Terminal,Export,Cancelled,Canada,4,mtpa,5.44,54.312194,-130.327083
Pacific Northwest LNG Terminal,Export,Cancelled,Canada,6,mtpa,8.16,54.2,-130.289
Pacific Northwest LNG Terminal,Export,Cancelled,Canada,6,mtpa,8.16,54.2,-130.289
Pacific Northwest LNG Terminal,Export,Cancelled,Canada,6,mtpa,8.16,54.2,-130.289
Prince Rupert LNG Terminal,Export,Cancelled,Canada,7,mtpa,9.52,54.312194,-130.327083
Prince Rupert LNG Terminal,Export,Cancelled,Canada,7,mtpa,9.52,54.312194,-130.327083
Prince Rupert LNG Terminal,Export,Cancelled,Canada,7,mtpa,9.52,54.312194,-130.327083
Rabaska LNG Terminal,Import,Cancelled,Canada,3.6,mtpa,4.9,46.8,-71.183333
Kwispaa LNG Terminal,Export,Cancelled,Canada,6,mtpa,8.16,49.233889,-124.805
Kwispaa LNG Terminal,Export,Cancelled,Canada,6,mtpa,8.16,49.233889,-124.805
Kwispaa LNG Terminal,Export,Cancelled,Canada,6,mtpa,8.16,49.233889,-124.805
Kwispaa LNG Terminal,Export,Cancelled,Canada,6,mtpa,8.16,49.233889,-124.805
Stewart Energy LNG Terminal,Export,Cancelled,Canada,5,mtpa,6.8,55.935833,-129.990833
Stewart Energy LNG Terminal,Export,Cancelled,Canada,1,mtpa,1.36,55.935833,-129.990833
Stewart Energy LNG Terminal,Export,Cancelled,Canada,1,mtpa,1.36,55.935833,-129.990833
Stewart Energy LNG Terminal,Export,Cancelled,Canada,1,mtpa,1.36,55.935833,-129.990833
Stewart Energy LNG Terminal,Export,Cancelled,Canada,1,mtpa,1.36,55.935833,-129.990833
Stewart Energy LNG Terminal,Export,Cancelled,Canada,1,mtpa,1.36,55.935833,-129.990833
Stolt LNGaz Terminal,Export,Cancelled,Canada,0.25,mtpa,0.34,46.333333,-72.433333
Stolt LNGaz Terminal,Export,Cancelled,Canada,0.25,mtpa,0.34,46.333333,-72.433333
Texada LNG Terminal,Import,Cancelled,Canada,3.8,mtpa,5.17,49.666667,-124.416667
Triton LNG Export Terminal,Export,Cancelled,Canada,2.3,mtpa,3.13,53.666667,-129.133333
Watson Island LNG Terminal,Export,Cancelled,Canada,1,mtpa,1.36,54.312194,-130.327083
WCC LNG Terminal,Export,Cancelled,Canada,5,mtpa,6.8,54.312194,-130.327083
WCC LNG Terminal,Export,Cancelled,Canada,5,mtpa,6.8,54.312194,-130.327083
WCC LNG Terminal,Export,Cancelled,Canada,5,mtpa,6.8,54.312194,-130.327083
WCC LNG Terminal,Export,Cancelled,Canada,5,mtpa,6.8,54.312194,-130.327083
WCC LNG Terminal,Export,Cancelled,Canada,5,mtpa,6.8,54.312194,-130.327083
WCC LNG Terminal,Export,Cancelled,Canada,5,mtpa,6.8,54.312194,-130.327083
Woodfibre LNG Terminal,Export,Construction,Canada,2.1,mtpa,2.86,49.701722,-123.15875
Binzhou Changlian LNG Terminal,Import,Cancelled,China,2,mtpa,2.72,38.220664,118.102097
Chaozhou LNG Terminal (Huafeng),Import,Construction,China,1,mtpa,1.36,23.576582,117.122439
Chaozhou LNG Terminal (Huafeng),Import,Shelved,China,3,mtpa,4.08,23.576582,117.122439
Chengmai LNG Terminal,Import,Cancelled,China,12,mtpa,16.32,19.977497,109.953888
Dalian LNG Terminal,Import,Operating,China,10,mtpa,13.6,38.9604,121.8841
Fangchenggang LNG Terminal,Import,Operating,China,0.6,mtpa,0.82,21.58857311,108.3547283
Fangchenggang LNG Terminal,Import,Shelved,China,0.4,mtpa,0.54,21.58857311,108.3547283
Fujian LNG Terminal,Import,Operating,China,5.2,mtpa,7.07,25.2135,118.9983
Fujian LNG Terminal,Import,Operating,China,1.3,mtpa,1.77,25.2135,118.9983
Fuqing LNG Terminal,Import,Proposed,China,3,mtpa,4.08,25.3425952,119.5897406
Ganyu LNG Terminal,Import,Construction,China,3,mtpa,4.08,35.027561,119.296956
Guangdong Dapeng LNG Terminal,Import,Operating,China,7.7,mtpa,10.47,22.5796,114.4345
Guangdong Dapeng LNG Terminal,Import,Proposed,China,,,--,22.5796,114.4345
Guangxi LNG Terminal,Import,Operating,China,3,mtpa,4.08,21.448966,109.531699
Guangxi LNG Terminal,Import,Construction,China,3.1,mtpa,4.22,21.448966,109.531699
Guangxi LNG Terminal,Import,Construction,China,6,mtpa,8.16,21.45062981,109.5253685
Hainan LNG Terminal,Import,Operating,China,3,mtpa,4.08,19.722623,109.180655
Hainan LNG Terminal,Import,Proposed,China,3,mtpa,4.08,19.722623,109.180655
Hong Kong FSRU,Import,Operating,Hong Kong,6.1,mtpa,8.3,22.15426872,113.9637415
Hongmei LNG Terminal,Import,Operating,China,1.5,mtpa,2.04,22.953596,113.556552
Jiangmen LNG Terminal,Import,Shelved,China,3,mtpa,4.08,21.876111,112.88815
Jiangmen LNG Terminal,Import,Shelved,China,6,mtpa,8.16,21.876111,112.88815
Jiangsu LNG Terminal,Import,Operating,China,3.5,mtpa,4.76,32.528814,121.428128
Jiangsu LNG Terminal,Import,Operating,China,3.5,mtpa,4.76,32.528814,121.428128
Jiangsu LNG Terminal,Import,Operating,China,3.5,mtpa,4.76,32.528814,121.428128
Jiangsu LNG Terminal,Import,Proposed,China,0,mtpa,0,32.528814,121.428128
Jiangyin LNG Terminal (Hanas),Import,Cancelled,China,3,mtpa,4.08,31.932055,120.108718
Jiangyin LNG Terminal (Zhongtian Energy),Import,Shelved,China,2,mtpa,2.72,31.9265543,120.1294682
Jieyang LNG Terminal (PipeChina),Import,Operating,China,2,mtpa,2.72,22.934479,116.371427
Lianyungang LNG Terminal,Import,Cancelled,China,3,mtpa,4.08,32.526845,121.412712
Penglai LNG Terminal,Import,Shelved,China,2.8,mtpa,3.81,37.776013,120.612407
Putian LNG Terminal,Import,Proposed,China,5.65,mtpa,7.68,25.10380917,119.0719378
Putian LNG Terminal,Import,Proposed,China,4.35,mtpa,5.92,25.10380917,119.0719378
Qidong LNG Terminal,Import,Operating,China,1.15,mtpa,1.56,32.041846,121.746907
Qidong LNG Terminal,Import,Operating,China,1.43,mtpa,1.94,32.041846,121.746907
Qidong LNG Terminal,Import,Operating,China,1.43,mtpa,1.94,32.041846,121.746907
Qidong LNG Terminal,Import,Operating,China,1,mtpa,1.36,32.041846,121.746907
Qinzhou LNG Terminal,Import,Proposed,China,4,mtpa,5.44,21.95,108.616667
Rizhao LNG Terminal,Import,Cancelled,China,2,mtpa,2.72,35.11435496,119.423449
Rizhao LNG Terminal,Import,Cancelled,China,6,mtpa,8.16,35.11435496,119.423449
Rizhao LNG Terminal,Import,Shelved,China,5,mtpa,6.8,35.11435496,119.423449
Rudong LNG Terminal,Import,Construction,China,3,mtpa,4.08,32.526845,121.412712
Shandong LNG Terminal,Import,Operating,China,3,mtpa,4.08,35.58624,119.759685
Shandong LNG Terminal,Import,Operating,China,4,mtpa,5.44,35.58624,119.759685
Shandong LNG Terminal,Import,Operating,China,4,mtpa,5.44,35.58624,119.759685
Shanghai Yangshan LNG Terminal,Import,Operating,China,3,mtpa,4.08,30.60437,122.10244
Shanghai Yangshan LNG Terminal,Import,Operating,China,3,mtpa,4.08,30.6036,122.111616
Shanghai Yangshan LNG Terminal,Import,Construction,China,6,mtpa,8.16,30.603601,122.1136925
Shantou LNG Terminal,Import,Proposed,China,3,mtpa,4.08,23.2256286,116.7944804
Shenzhen Diefu CNOOC LNG Terminal,Import,Operating,China,4,mtpa,5.44,22.593039,114.444262
Shenzhen LNG Terminal,Import,Construction,China,3,mtpa,4.08,22.594055,114.4283
Tangshan LNG Terminal,Import,Operating,China,6.5,mtpa,8.84,38.9331,118.5329
Tangshan LNG Terminal,Import,Operating,China,3.5,mtpa,4.76,38.9331,118.5329
Tianjin LNG Terminal (PipeChina),Import,Retired,China,2.2,mtpa,2.99,38.975833,117.7875
Tianjin LNG Terminal (PipeChina),Import,Operating,China,6,mtpa,8.16,38.975833,117.7875
Tianjin LNG Terminal (PipeChina),Import,Construction,China,4,mtpa,5.44,38.975833,117.7875
Tianjin LNG Terminal (Sinopec),Import,Operating,China,6,mtpa,8.16,38.749154,117.714895
Tianjin LNG Terminal (Sinopec),Import,Operating,China,4.8,mtpa,6.53,38.749154,117.714895
Tianjin LNG Terminal (Sinopec),Import,Construction,China,0.85,mtpa,1.16,38.749154,117.714895
Wenzhou LNG Terminal,Import,Operating,China,3,mtpa,4.08,28.004918,121.083173
West Guangdong LNG Terminal,Import,Cancelled,China,3,mtpa,4.08,21.409594,111.28753
West Guangdong LNG Terminal,Import,Proposed,China,3,mtpa,4.08,21.409594,111.28753
Wuhaogou LNG Storage Facility,Import,Operating,China,1.5,mtpa,2.04,31.293674,121.707193
Wuhu LNG Terminal,Import,Construction,China,1.5,mtpa,2.04,31.21557803,118.1084944
Yancheng LNG Terminal,Import,Operating,China,3,mtpa,4.08,34.274036,120.268185
Yancheng LNG Terminal,Import,Construction,China,3,mtpa,4.08,34.274036,120.268185
Yantai LNG Terminal,Import,Construction,China,5.9,mtpa,8.02,37.722118,121.046283
Yantai LNG Terminal,Import,Proposed,China,5,mtpa,6.8,37.722118,121.046283
Yingkou LNG Terminal,Import,Construction,China,6.2,mtpa,8.43,40.1988392,121.977137
Zhangzhou LNG Terminal,Import,Construction,China,3,mtpa,4.08,24.265361,118.1276
Zhejiang Ningbo LNG Terminal,Import,Operating,China,3,mtpa,4.08,29.893989,122.091771
Zhejiang Ningbo LNG Terminal,Import,Operating,China,3,mtpa,4.08,29.893989,122.091771
Zhejiang Ningbo LNG Terminal,Import,Construction,China,6,mtpa,8.16,29.893989,122.091771
Zhoushan LNG Terminal,Import,Operating,China,3,mtpa,4.08,30.100617,122.282508
Zhoushan LNG Terminal,Import,Operating,China,2,mtpa,2.72,30.100617,122.282508
Zhoushan LNG Terminal,Import,Construction,China,5,mtpa,6.8,30.100617,122.282508
Zhuhai Huangmaodao LNG Terminal,Import,Cancelled,China,6,mtpa,8.16,22.038428,113.665254
Zhuhai LNG Terminal,Import,Operating,China,3.5,mtpa,4.76,21.90599,113.219326
Zhuhai LNG Terminal,Import,Construction,China,3.5,mtpa,4.76,21.90599,113.219326
Eagle FSRU,Import,Cancelled,Albania,8.1,mtpa,11.02,40.683333,19.483333
Zeebrugge LNG Terminal,Import,Operating,Belgium,6.6,mtpa,8.98,51.353,3.22241
Zeebrugge LNG Terminal,Import,Operating,Belgium,4.7,mtpa,6.39,51.353,3.22241
Zeebrugge LNG Terminal,Import,Construction,Belgium,1.3,mtpa,1.77,51.353,3.22241
Dahej LNG Terminal,Import,Operating,India,15,mtpa,20.4,21.6746,72.536
Dahej LNG Terminal,Import,Operating,India,2.5,mtpa,3.4,21.6746,72.536
Dahej LNG Terminal,Import,Construction,India,5,mtpa,6.8,21.6746,72.536
Adria LNG Terminal,Import,Cancelled,Croatia,7,mtpa,9.52,45.211944,14.554167
Dabhol LNG Terminal,Import,Operating,India,5,mtpa,6.8,17.54,73.16
Dabhol LNG Terminal,Import,Proposed,India,7,mtpa,9.52,17.54,73.16
Dabhol LNG Terminal,Import,Construction,India,3,mtpa,4.08,17.54,73.16
Krk FSRU,Import,Operating,Croatia,2.6,bcm/y,2.6,45.188543,14.545081
Krk FSRU,Import,Operating,Croatia,0.3,bcm/y,0.3,45.188543,14.545081
Krk FSRU,Import,Construction,Croatia,3.2,bcm/y,3.2,45.188543,14.545081
Dhamra LNG Terminal,Import,Operating,India,5,mtpa,6.8,20.821109,86.9652643
Krk FSRU,Import,Proposed,Croatia,4.1,bcm/y,4.1,45.188543,14.545081
Cyprus LNG Terminal,Import,Construction,Cyprus,2,mtpa,2.72,34.720244,33.32384
Cyprus LNG Terminal,Export,Cancelled,Cyprus,0.63,mtpa,0.86,34.720244,33.32384
Cyprus LNG Terminal,Export,Cancelled,Cyprus,0.63,mtpa,0.86,34.720244,33.32384
Cyprus LNG Terminal,Export,Cancelled,Cyprus,0.63,mtpa,0.86,34.720244,33.32384
Cyprus LNG Terminal,Export,Cancelled,Cyprus,0.63,mtpa,0.86,34.720244,33.32384
Cyprus LNG Terminal,Export,Cancelled,Cyprus,0.63,mtpa,0.86,34.720244,33.32384
Cyprus LNG Terminal,Export,Cancelled,Cyprus,0.63,mtpa,0.86,34.720244,33.32384
Cyprus LNG Terminal,Export,Cancelled,Cyprus,0.63,mtpa,0.86,34.720244,33.32384
Cyprus LNG Terminal,Export,Cancelled,Cyprus,0.63,mtpa,0.86,34.720244,33.32384
Gangavaram LNG Terminal,Import,Shelved,India,10,mtpa,13.6,17.616667,83.233333
Paldiski LNG Terminal,Import,Shelved,Estonia,2.5,bcm/y,2.5,59.38445,24.07494
Haldia LNG Terminal,Import,Cancelled,India,1,mtpa,1.36,22.033333,88.1
Tallinn LNG Terminal,Import,Proposed,Estonia,4,bcm/y,4,59.50601,25.0045
Digha FSRU,Import,Cancelled,India,3,mtpa,4.08,21.68,87.55
Hamina LNG Terminal,Import,Operating,Finland,6000,MWh/d,0.22,60.5183139,27.1608198
Hazira LNG Terminal,Import,Operating,India,5,mtpa,6.8,21.098,72.624
Hazira LNG Terminal,Import,Cancelled,India,5,mtpa,6.8,21.098,72.624
Pori LNG Terminal,Import,Operating,Finland,0.1,mtpa,0.14,61.63817,21.39881
Hazira FSRU,Import,Cancelled,India,5,mtpa,6.8,21.098,72.624
Southern Finland LNG Terminal,Import,Cancelled,Finland,,,--,60.01371,23.95714
Jaigarh LNG Terminal,Import,Construction,India,6,mtpa,8.16,17.3040113,73.2061395
Jaigarh LNG Terminal,Import,Proposed,India,8,mtpa,10.88,17.3040113,73.2061395
Tornio Manga LNG Terminal,Import,Operating,Finland,0.4,mtpa,0.54,65.847366,24.152152
GAIL Kakinada FSRU,Import,Cancelled,India,5,mtpa,6.8,16.975,82.279
Dunkirk LNG Terminal,Import,Operating,France,13,bcm/y,13,51.03361,2.19653
Dunkirk LNG Terminal,Import,Operating,France,0,mtpa,0,51.03361,2.19653
Kochi LNG Terminal,Import,Operating,India,5,mtpa,6.8,9.9787,76.2261
Fos Cavaou LNG Terminal,Import,Operating,France,12,bcm/y,12,43.41963,4.90102
Fos Cavaou LNG Terminal,Import,Operating,France,0,bcm/y,0,43.41963,4.90102
Fos Cavaou LNG Terminal,Import,Proposed,France,5.5,bcm/y,5.5,43.41963,4.90102
Krishna Godavari FSRU,Import,Cancelled,India,4.7,mtpa,6.39,16.975,82.279
Fos Lavera Marseille LNG Terminal,Import,Cancelled,France,5.4,mtpa,7.34,43.40705,4.87237
BPCL Mangalore LNG Terminal,Import,Cancelled,India,5,mtpa,6.8,12.9331432,74.8163583
Fos Tonkin LNG Terminal,Import,Operating,France,1.2,mtpa,1.63,43.454,4.85167
Karwar FSRU,Import,Cancelled,India,7,mtpa,9.52,14.82,74.135
Le Havre-Antifer LNG Terminal,Import,Cancelled,France,7,mtpa,9.52,49.65782,0.15421
Mundra LNG Terminal,Import,Operating,India,5,mtpa,6.8,22.7374322,69.6668651
