TerminalName,type,status,country,Capacity,CapacityUnits,CapacityInBcm/y,latitude,longitude
Montoir LNG Terminal,Import,Operating,France,8,mtpa,10.88,47.30296,-2.14278
Montoir LNG Terminal,Import,Proposed,France,2.5,bcm/y,2.5,47.30296,-2.14278
Jafrabad FSRU,Import,Construction,India,5,mtpa,6.8,20.8667,71.3667
Jafrabad FSRU,Import,Proposed,India,5,mtpa,6.8,20.8667,71.3667
Wilhelmshaven FSRU,Import,Operating,Germany,5.7,mtpa,7.75,53.516667,8.133333
Chita Kyodo LNG Terminal,Import,Operating,Japan,7.5,mtpa,10.2,34.96664,136.82288
Brunsb??ttel FSRU,Import,Operating,Germany,5,bcm/y,5,53.9140009,8.9760945
Chita LNG Terminal,Import,Operating,Japan,10.9,mtpa,14.82,34.96826,136.82721
Revithoussa LNG Terminal,Import,Operating,Greece,5.1,mtpa,6.94,37.96,23.4023
Chita Midorihama LNG Terminal,Import,Operating,Japan,7.7,mtpa,10.47,34.96245,136.8195
Shannon FSRU,Import,Proposed,Ireland,8.25,bcm/y,8.25,52.58099,-9.44246
Fukuoka LNG Terminal,Import,Operating,Japan,0.88,bcm/y,0.88,33.617457,130.4074
Adriatic LNG Terminal,Import,Operating,Italy,9,bcm/y,9,45.091667,12.586111
Futtsu LNG Terminal,Import,Operating,Japan,22.9,mtpa,31.14,35.3451724,139.8213313
Brindisi LNG Terminal,Import,Cancelled,Italy,6,mtpa,8.16,40.64801,17.99101
Hachinohe LNG Terminal,Import,Operating,Japan,1.5,mtpa,2.04,40.5432392,141.5245369
Falconara Marittima LNG Terminal,Import,Cancelled,Italy,4.8,mtpa,6.53,43.741,13.543
Hakodate LNG Terminal,Import,Operating,Japan,0.2,mtpa,0.27,41.8072,140.71292
Gioia Tauro LNG Terminal,Import,Proposed,Italy,12,bcm/y,12,38.46692,15.899
Hatsukaichi LNG Terminal,Import,Operating,Japan,0.9,mtpa,1.22,34.3405327,132.339621
Toscana FSRU,Import,Operating,Italy,5,bcm/y,5,43.644444,9.988889
Toscana FSRU,Import,Operating,Italy,0,bcm/y,0,43.644444,9.988889
Hibiki LNG Terminal,Import,Operating,Japan,2.4,mtpa,3.26,33.9305,130.778885
Hibiki LNG Terminal,Import,Proposed,Japan,,,--,33.9305,130.778885
Panigaglia LNG Terminal,Import,Operating,Italy,2.5,mtpa,3.4,44.07428,9.83087
Panigaglia LNG Terminal,Import,Cancelled,Italy,3.5,mtpa,4.76,44.07428,9.83087
Higashi Niigata LNG Terminal,Import,Operating,Japan,8.9,mtpa,12.1,37.99625,139.2373
Porto Empedocle LNG Terminal,Import,Proposed,Italy,8,bcm/y,8,37.28297,13.53774
Higashi Ohgishima LNG Terminal,Import,Operating,Japan,13.2,mtpa,17.95,35.4954,139.745
Higashi Ohgishima LNG Terminal,Import,Cancelled,Japan,6,mtpa,8.16,35.4954,139.745
Priolo Augusta LNG Terminal,Import,Cancelled,Italy,8,bcm/y,8,37.25,15.216667
Himeji Joint LNG Terminal,Import,Operating,Japan,8.1,mtpa,11.02,34.816667,134.683333
Trieste Monfalcone LNG Terminal,Import,Cancelled,Italy,6,mtpa,8.16,45.8,13.533333
Himeji LNG Terminal,Import,Operating,Japan,5.5,mtpa,7.48,34.816667,134.683333
Zaule LNG Terminal,Import,Cancelled,Italy,5.4,mtpa,7.34,45.61239,13.79281
Hitachi LNG Terminal,Import,Operating,Japan,3.2,mtpa,4.35,36.4842787,140.618882
Hitachi LNG Terminal,Import,Operating,Japan,3.2,mtpa,4.35,36.4842787,140.618882
Riga FSRU,Import,Cancelled,Latvia,3.6,mtpa,4.9,56.948889,24.106389
Riga FSRU,Import,Shelved,Latvia,,,--,56.948889,24.106389
Ishikari LNG Terminal,Import,Operating,Japan,4.6,mtpa,6.26,43.20997,141.293247
Klaipeda FSRU,Import,Operating,Lithuania,2.9,mtpa,3.94,55.66451,21.13762
Klaipeda FSRU,Import,Proposed,Lithuania,2.5,bcm/y,2.5,55.66451,21.13762
Joetsu LNG Terminal,Import,Operating,Japan,3.2,mtpa,4.35,37.20902,138.276978
Delimara FSRU,Import,Operating,Malta,0.5,mtpa,0.68,35.8277,14.5542
Kagoshima LNG Terminal,Import,Operating,Japan,0.2,mtpa,0.27,31.485155,130.529533
Gate LNG Terminal,Import,Operating,Netherlands,16,bcm/y,16,51.971111,4.068889
Gate LNG Terminal,Import,Construction,Netherlands,4,bcm/y,4,51.971111,4.068889
Kawagoe LNG Terminal,Import,Operating,Japan,8.7,mtpa,11.83,35.01,136.697007
Hammerfest LNG Snohvit Terminal,Export,Operating,Norway,4.2,mtpa,5.71,70.6854,23.59
Kushiro LNG Terminal,Import,Operating,Japan,0.5,mtpa,0.68,42.997851,144.345032
Risavika LNG Terminal,Export,Operating,Norway,0.33,mtpa,0.45,58.9237,5.5761
Mizushima LNG Terminal,Import,Operating,Japan,4.3,mtpa,5.85,34.49945,133.73324
??winouj??cie Polskie LNG Terminal,Import,Operating,Poland,3.7,mtpa,5.03,53.909167,14.294722
??winouj??cie Polskie LNG Terminal,Import,Operating,Poland,1.2,bcm/y,1.2,53.909167,14.294722
??winouj??cie Polskie LNG Terminal,Import,Construction,Poland,2.1,bcm/y,2.1,53.909167,14.294722
Nagasaki LNG Terminal,Import,Operating,Japan,0.2,mtpa,0.27,32.75898,129.806367
Sines LNG Terminal,Import,Operating,Portugal,5.6,mtpa,7.62,37.9419,-8.8435
Nakagusuku LNG Terminal,Import,Operating,Japan,9,mtpa,12.24,26.275375,127.811727
Constanta LNG Terminal,Import,Cancelled,Romania,6,mtpa,8.16,44.173333,28.638333
Negishi LNG Terminal,Import,Operating,Japan,12,mtpa,16.32,35.40423,139.6285
Ust Luga LNG Terminal,Export,Proposed,Russia,6.55,mtpa,8.91,59.76812511,28.44062604
Ust Luga LNG Terminal,Export,Proposed,Russia,6.55,mtpa,8.91,59.76812511,28.44062604
Ust Luga LNG Terminal,Export,Proposed,Russia,6.5,mtpa,8.84,59.76812511,28.44062604
Naoetsu LNG Terminal,Import,Operating,Japan,2.1,mtpa,2.86,37.2053496,138.2770886
Far East LNG Terminal,Export,Proposed,Russia,6.2,mtpa,8.43,51.473482,140.77754
Far East LNG Terminal,Export,Proposed,Russia,10,mtpa,13.6,51.473482,140.77754
Ohgishima LNG Terminal,Import,Operating,Japan,10.2,mtpa,13.87,35.493545,139.739692
Oita LNG Terminal,Import,Operating,Japan,5.4,mtpa,7.34,33.2707,131.7077
Pechora LNG Terminal,Export,Cancelled,Russia,4.3,mtpa,5.85,65.166667,57.25
Sakai LNG Terminal,Import,Operating,Japan,6.4,mtpa,8.7,34.57142,135.414
Sakhalin II LNG Terminal,Export,Operating,Russia,5.75,mtpa,7.82,46.6288,142.9112
Sakhalin II LNG Terminal,Export,Operating,Russia,5.75,mtpa,7.82,46.6288,142.9112
Sakhalin II LNG Terminal,Export,Proposed,Russia,5,mtpa,6.8,46.6288,142.9112
Sakaide LNG Terminal,Import,Operating,Japan,1.2,mtpa,1.63,34.3568348,133.8367306
Shtokman LNG Terminal,Export,Proposed,Russia,30,mtpa,40.8,73,44
Senboku 1 LNG Terminal,Import,Operating,Japan,1.9,mtpa,2.58,34.5488834,135.4284047
Senboku 2 LNG Terminal,Import,Operating,Japan,10,mtpa,13.6,34.536626,135.40147
Yamal LNG Terminal,Export,Operating,Russia,5.5,mtpa,7.48,71.2733,72.0725
Yamal LNG Terminal,Export,Operating,Russia,5.5,mtpa,7.48,71.2733,72.0725
Yamal LNG Terminal,Export,Operating,Russia,5.5,mtpa,7.48,71.2733,72.0725
Yamal LNG Terminal,Export,Operating,Russia,0.9,mtpa,1.22,71.2733,72.0725
Shin Minato LNG Terminal,Import,Operating,Japan,0.3,mtpa,0.41,38.280128,141.025958
Arctic LNG 2 Terminal,Export,Idle,Russia,6.6,mtpa,8.98,71.085,73.677
Arctic LNG 2 Terminal,Export,Construction,Russia,6.6,mtpa,8.98,71.085,73.677
Arctic LNG 2 Terminal,Export,Construction,Russia,6.6,mtpa,8.98,71.085,73.677
Shin-Sendai LNG Terminal,Import,Operating,Japan,1.7,mtpa,2.31,38.27678,141.0393
Barcelona LNG Terminal,Import,Operating,Spain,12.6,mtpa,17.14,41.3394,2.1583
Sodegaura LNG Terminal,Import,Operating,Japan,32.7,mtpa,44.47,35.467955,139.972393
Bilbao LNG Terminal,Import,Operating,Spain,5.1,mtpa,6.94,43.3612,-3.09473
Sodeshi Shimizu LNG Terminal,Import,Operating,Japan,2.9,mtpa,3.94,35.0274,138.4978
Cartagena LNG Terminal (Spain),Import,Operating,Spain,8.7,mtpa,11.83,37.57457,-0.9595
Soma Port LNG Terminal,Import,Mothballed,Japan,1.5,mtpa,2.04,37.8501123,140.9496459
El Musel LNG Terminal,Import,Operating,Spain,8,bcm/y,8,43.5696,-5.6934
Tobata LNG Terminal,Import,Operating,Japan,7.6,mtpa,10.34,33.91818,130.86609
Gran Canaria LNG Terminal,Import,Cancelled,Spain,1,mtpa,1.36,27.851956,-15.401621
Yanai LNG Terminal,Import,Operating,Japan,2.3,mtpa,3.13,33.950745,132.12518
Huelva LNG Terminal,Import,Operating,Spain,8.7,mtpa,11.83,37.17355,-6.911
Yokkaichi Works LNG Terminal,Import,Operating,Japan,2.1,mtpa,2.86,34.97726,136.666458
Mugardos LNG Terminal,Import,Operating,Spain,2.6,mtpa,3.54,43.4613,-8.2395
Mugardos LNG Terminal,Import,Cancelled,Spain,3.6,bcm/y,3.6,43.4613,-8.2395
Sagunto LNG Terminal,Import,Operating,Spain,6.4,mtpa,8.7,39.6329,-0.2152
Tenerife LNG Terminal,Import,Cancelled,Spain,1,mtpa,1.36,28.116667,-16.566667
Bahia Blanca GasPort FSRU,Import,Idle,Argentina,3.8,mtpa,5.17,-38.7855,-62.2869
Bah??a Blanca FLNG Export Terminal,Export,Mothballed,Argentina,0.45,mtpa,0.61,-38.785984,-62.316024
Brunnsviksholme LNG Terminal,Import,Operating,Sweden,0.4,mtpa,0.54,58.922139,17.976153
Dock Sud LNG Terminal,Import,Cancelled,Argentina,3.8,mtpa,5.17,-34.641667,-58.347778
Etki FSRU,Import,Operating,T??rkiye,5.7,mtpa,7.75,38.74443,26.895665
Escobar FSRU,Import,Operating,Argentina,6.1,mtpa,8.3,-34.333333,-58.816667
Izmir Aliaga LNG Terminal,Import,Operating,T??rkiye,10.7,mtpa,14.55,38.82245489,26.91411088
Ocean Cay LNG Terminal,Import,Cancelled,Bahamas,6.42,mtpa,8.73,25.41667,-79.21667
Marmara LNG Terminal,Import,Operating,T??rkiye,5.9,mtpa,8.02,40.99201724,27.98607026
Guanabara Bay FSRU,Import,Operating,Brazil,8.1,mtpa,11.02,-22.790278,-43.155556
Canatxx LNG Terminal,Import,Cancelled,United Kingdom,10,mtpa,13.6,53.283333,-4.333333
Pec??m FSRU,Import,Idle,Brazil,3.8,mtpa,5.17,-3.546667,-38.831389
Canvey LNG Terminal,Import,Cancelled,United Kingdom,4,mtpa,5.44,51.516,0.583
Santos Basin FLNG Terminal,Export,Cancelled,Brazil,2.7,mtpa,3.67,-23.936944,-46.325
Dragon LNG Terminal,Import,Operating,United Kingdom,5.6,mtpa,7.62,51.70453,-4.99774
Colbun FLNG Terminal,Import,Cancelled,Chile,1.5,mtpa,2.04,-32.783333,-71.533333
Grain LNG Terminal,Import,Operating,United Kingdom,14.3,mtpa,19.45,51.45107,0.67987
Grain LNG Terminal,Import,Construction,United Kingdom,8.7,mtpa,11.83,51.45107,0.67987
Gas Atacama FLNG Terminal,Import,Cancelled,Chile,1.4,mtpa,1.9,-23.1,-70.45
Port Meridian FSRU,Import,Cancelled,United Kingdom,6,mtpa,8.16,53.837,-2.861
Mejillones LNG Terminal,Import,Operating,Chile,1.5,mtpa,2.04,-23.058828,-70.366058
South Hook LNG Terminal,Import,Operating,United Kingdom,15.6,mtpa,21.22,51.7152,-5.07627
South Hook LNG Terminal,Import,Proposed,United Kingdom,4.6,mtpa,6.26,51.7152,-5.07627
Penco Lirqu??n FSRU,Import,Proposed,Chile,2.7,mtpa,3.67,-36.683333,-73.033333
Teesside GasPort FSRU,Import,Retired,United Kingdom,3,mtpa,4.08,54.57423,-1.23496
Teesside GasPort FSRU,Import,Proposed,United Kingdom,6,bcm/y,6,54.57423,-1.23496
Quintero LNG Terminal,Import,Operating,Chile,4,mtpa,5.44,-32.783333,-71.533333
Quintero LNG Terminal,Import,Cancelled,Chile,1.83,bcm/y,1.83,-32.783333,-71.533333
Ukraine LNG Terminal,Import,Cancelled,Ukraine,7.3,mtpa,9.93,46.623611,31.101111
Cartagena FSRU (Colombia),Import,Operating,Colombia,4.13,bcm/y,4.13,10.4,-75.5
Cartagena FSRU (Colombia),Import,Proposed,Colombia,0.52,bcm/y,0.52,10.4,-75.5
Cartagena FSRU (Colombia),Import,Proposed,Colombia,0.86,bcm/y,0.85,10.4,-75.5
Colombia FLNG Terminal,Export,Cancelled,Colombia,0.5,mtpa,0.68,10.963889,-74.796389
El Viajano Altenesol LNG Terminal,Import,Cancelled,Colombia,,,--,8.75,-75.883333
Andr??s LNG Terminal,Import,Operating,Dominican Republic,1.9,mtpa,2.58,18.406993,-69.628234
San Pedro de Macoris LNG Terminal,Import,Cancelled,Dominican Republic,1,mtpa,1.36,18.45,-69.3
El Salvador FSRU,Import,Cancelled,El Salvador,0.5,mtpa,0.68,13.336944,-87.843889
Altamira LNG Terminal,Import,Operating,Mexico,5.7,mtpa,7.75,22.3375,-97.869444
Lazaro Cardenas LNG Terminal,Import,Cancelled,Mexico,3.8,mtpa,5.17,17.927,-102.169
Manzanillo (Mexico) LNG Terminal,Import,Operating,Mexico,3.8,mtpa,5.17,19.052222,-104.315833
Progreso LNG Terminal,Import,Cancelled,Mexico,5.1,mtpa,6.94,21.28,-89.67
Costa Norte LNG Terminal,Import,Operating,Panama,1.5,mtpa,2.04,9.357222,-79.898611
Peru LNG Terminal,Export,Operating,Peru,4.45,mtpa,6.05,-13.2451,-76.297
Aguirre GasPort FSRU,Import,Cancelled,United States,3.8,mtpa,5.17,17.974167,-66.11
Penuelas LNG Terminal,Import,Operating,United States,2,mtpa,2.72,18.059444,-66.7225
Atlantic LNG Terminal,Export,Mothballed,Trinidad and Tobago,3.3,mtpa,4.49,10.18106,-61.69189
Atlantic LNG Terminal,Export,Operating,Trinidad and Tobago,3.4,mtpa,4.62,10.18106,-61.69189
Atlantic LNG Terminal,Export,Operating,Trinidad and Tobago,3.4,mtpa,4.62,10.18106,-61.69189
Atlantic LNG Terminal,Export,Operating,Trinidad and Tobago,5.2,mtpa,7.07,10.18106,-61.69189
Atlantic LNG Terminal,Export,Cancelled,Trinidad and Tobago,,,--,10.18106,-61.69189
GNL Del Plata FSRU,Import,Cancelled,Uruguay,0.1,mtpa,0.14,-34.883611,-56.181944
Bahrain Hidd FLNG Terminal,Import,Idle,Bahrain,6,mtpa,8.16,26.2104277,50.70314318
Iran NIOC LNG Terminal,Export,Construction,Iran,5.4,mtpa,7.34,27.476111,52.6075
Iran NIOC LNG Terminal,Export,Construction,Iran,5.4,mtpa,7.34,27.476111,52.6075
Iran NIOC LNG Terminal,Export,Construction,Iran,1.5,mtpa,2.04,27.476111,52.6075
North Pars LNG Terminal,Export,Cancelled,Iran,8,mtpa,10.88,26.619125,52.067964
North Pars LNG Terminal,Export,Cancelled,Iran,8,mtpa,10.88,26.619125,52.067964
North Pars LNG Terminal,Export,Cancelled,Iran,8,mtpa,10.88,26.619125,52.067964
North Pars LNG Terminal,Export,Cancelled,Iran,8,mtpa,10.88,26.619125,52.067964
Kangan LNG Terminal,Export,Cancelled,Iran,2,mtpa,2.72,27.476111,52.6075
Persian NIOC LNG Terminal,Export,Cancelled,Iran,8,mtpa,10.88,27.476111,52.6075
Persian NIOC LNG Terminal,Export,Cancelled,Iran,8,mtpa,10.88,27.476111,52.6075
Iran FLNG Terminal,Export,Cancelled,Iran,0.5,mtpa,0.68,29.235481,50.31
Eilat FLNG Terminal,Export,Cancelled,Israel,5,mtpa,6.8,29.55,34.95
Hadera FSRU Terminal,Import,Idle,Israel,3.8,mtpa,5.17,32.45,34.916667
Tamar FLNG Terminal,Export,Cancelled,Israel,3,mtpa,4.08,33.078333,33.951389
Aqaba Jordan FSRU,Import,Operating,Jordan,3.8,mtpa,5.17,29.3752527,34.9635687
Mina Al-Ahmadi Explorer FSRU,Import,Idle,Kuwait,3.8,mtpa,5.17,29.07137731,48.16090089
Mina Al-Ahmadi Golar FSRU,Import,Idle,Kuwait,5.8,mtpa,7.89,29.07137731,48.16090089
Oman Qalhat LNG Terminal,Export,Operating,Oman,3.8,mtpa,5.17,22.6586,59.40748
Oman Qalhat LNG Terminal,Export,Operating,Oman,3.8,mtpa,5.17,22.6586,59.40748
Oman Qalhat LNG Terminal,Export,Operating,Oman,3.8,mtpa,5.17,22.6586,59.40748
Oman Qalhat LNG Terminal,Export,Operating,Oman,0,mtpa,0,22.6586,59.40748
Oman Qalhat LNG Terminal,Export,Proposed,Oman,3.6,mtpa,4.9,22.6586,59.40748
Qatargas 1 Ras Laffan LNG Terminal,Export,Operating,Qatar,3.3,mtpa,4.49,25.9146,51.5564
Qatargas 1 Ras Laffan LNG Terminal,Export,Operating,Qatar,3.3,mtpa,4.49,25.9146,51.5564
Qatargas 1 Ras Laffan LNG Terminal,Export,Operating,Qatar,3.3,mtpa,4.49,25.9146,51.5564
Qatargas 2 Ras Laffan LNG Terminal,Export,Operating,Qatar,7.8,mtpa,10.61,25.9107,51.5591
Qatargas 2 Ras Laffan LNG Terminal,Export,Operating,Qatar,7.8,mtpa,10.61,25.9107,51.5591
Qatargas 2 Ras Laffan LNG Terminal,Export,Operating,Qatar,7.8,mtpa,10.61,25.9013,51.5558
Qatargas 2 Ras Laffan LNG Terminal,Export,Operating,Qatar,7.8,mtpa,10.61,25.9005,51.55767
Rasgas LNG Terminal 1,Export,Operating,Qatar,3.3,mtpa,4.49,25.89027,51.5491
Rasgas LNG Terminal 1,Export,Operating,Qatar,3.3,mtpa,4.49,25.89027,51.5491
Rasgas LNG Terminal 2,Export,Operating,Qatar,4.7,mtpa,6.39,25.891,51.5457
Rasgas LNG Terminal 2,Export,Operating,Qatar,4.7,mtpa,6.39,25.891,51.5457
Rasgas LNG Terminal 2,Export,Operating,Qatar,4.7,mtpa,6.39,25.891,51.5457
Rasgas LNG Terminal 3,Export,Operating,Qatar,7.8,mtpa,10.61,25.8939,51.5418
Rasgas LNG Terminal 3,Export,Operating,Qatar,7.8,mtpa,10.61,25.8939,51.5418
Das Island LNG Terminal,Export,Operating,United Arab Emirates,1.7,mtpa,2.31,25.1609,52.8766
Das Island LNG Terminal,Export,Operating,United Arab Emirates,1.7,mtpa,2.31,25.1609,52.8766
Das Island LNG Terminal,Export,Operating,United Arab Emirates,2.6,mtpa,3.54,25.1609,52.8766
Fujairah LNG Terminal,Import,Cancelled,United Arab Emirates,8,mtpa,10.88,25.266667,56.333333
Fujairah LNG Terminal,Export,Cancelled,United Arab Emirates,4.8,mtpa,6.53,25.266667,56.333333
Fujairah LNG Terminal,Export,Cancelled,United Arab Emirates,4.8,mtpa,6.53,25.266667,56.333333
Jebel Ali FLNG Terminal,Import,Operating,United Arab Emirates,6,mtpa,8.16,25.03103,55.0667
Ruwais FSRU,Import,Operating,United Arab Emirates,3.8,mtpa,5.17,24.1483,52.7389
Yemen LNG Terminal ,Export,Mothballed,Yemen,3.6,mtpa,4.9,13.9812,48.18115
Yemen LNG Terminal ,Export,Mothballed,Yemen,3.6,mtpa,4.9,13.9812,48.18115
Port Kembla FSRU Terminal,Import,Construction,Australia,304,TJ/d,3.17,-34.4814133,150.8893602
Outer Harbor FSRU,Import,Construction,Australia,1.1,mtpa,1.5,-34.769985,138.502867
West Yantai LNG Terminal,Import,Shelved,China,,,--,37.71420204,121.0901592
Yueyang LNG Terminal,Import,Construction,China,1.5,mtpa,2.04,29.577548,112.911354
FGEN Batangas LNG Terminal,Import,Proposed,Philippines,5,mtpa,6.8,13.7707075,121.0354947
Engro FSRU 2,Import,Cancelled,Pakistan,4.5,mtpa,6.12,24.766667,67.333333
KOGAS Dangjin LNG Terminal,Import,Construction,South Korea,11.6,mtpa,15.78,37.000213,126.3788396
Hsieh-Ho LNG Terminal,Import,Proposed,Taiwan,1.8,mtpa,2.45,25.16060244,121.7349555
Matarbari LNG Terminal,Import,Proposed,Bangladesh,7.5,mtpa,10.2,21.7271477,91.8797371
Gorskaya FLNG Terminal,Export,Cancelled,Russia,0.42,mtpa,0.57,60.026647,29.951994
Gorskaya FLNG Terminal,Export,Cancelled,Russia,0.42,mtpa,0.57,60.026647,29.951994
Gorskaya FLNG Terminal,Export,Cancelled,Russia,0.42,mtpa,0.57,60.026647,29.951994
D??rtyol FSRU,Import,Operating,T??rkiye,7.5,mtpa,10.2,36.85099026,36.12597587
Crimea LNG Terminal,Export,Cancelled,Ukraine,,,--,45.3098595,33.9329082
West Nile Delta LNG Terminal,Import,Cancelled,Egypt,1.4,bcf/d,14.47,31.337395,30.300927
Walvis Bay LNG Terminal (Import),Import,Cancelled,Namibia,,,--,-22.957199,14.484443
Walvis Bay LNG Terminal (Export),Export,Cancelled,Namibia,,,--,-22.957199,14.484443
Project Venezuela Liquefied Natural Gas,Export,Cancelled,Venezuela,4,mtpa,5.44,10.302279,-63.331569
Venezuela Offshore LNG Terminal,Export,Cancelled,Venezuela,,,--,10.784384,-63.183186
Delta Caribe Oriental Terminal,Export,Cancelled,Venezuela,4.7,mtpa,6.39,10.599336,-62.315522
Delta Caribe Oriental Terminal,Export,Cancelled,Venezuela,4.7,mtpa,6.39,10.599336,-62.315522
Qeshm LNG Terminal,Export,Cancelled,Iran,1.15,mtpa,1.56,26.951056,55.752355
Qeshm LNG Terminal,Export,Cancelled,Iran,1.15,mtpa,1.56,26.951056,55.752355
Qeshm LNG Terminal,Export,Cancelled,Iran,1.15,mtpa,1.56,26.951056,55.752355
Steelhead FSRU,Import,Cancelled,Canada,6,mtpa,8.16,48.595162,-123.527441
Energie Saguenay LNG Terminal,Export,Shelved,Canada,5.5,mtpa,7.48,48.441644,-70.697435
Energie Saguenay LNG Terminal,Export,Shelved,Canada,5.5,mtpa,7.48,48.441644,-70.697435
Everett Marine Terminal,Import,Operating,United States,5.1,mtpa,6.94,42.393,-71.064
Northeast Gateway FSRU,Import,Idle,United States,3,mtpa,4.08,42.398986,-70.616774
Neptune LNG Terminal,Import,Retired,United States,,,--,42.573468,-70.665422
Bradwood Landing LNG Terminal,Import,Cancelled,United States,,,--,46.197011,-123.438761
Main Pass Energy Hub FLNG Terminal,Export,Cancelled,United States,4,mtpa,5.44,29.265556,-88.759444
Main Pass Energy Hub FLNG Terminal,Export,Cancelled,United States,4,mtpa,5.44,29.265556,-88.759444
Main Pass Energy Hub FLNG Terminal,Export,Cancelled,United States,4,mtpa,5.44,29.265556,-88.759444
Main Pass Energy Hub FLNG Terminal,Export,Cancelled,United States,4,mtpa,5.44,29.265556,-88.759444
Main Pass Energy Hub FLNG Terminal,Export,Cancelled,United States,4,mtpa,5.44,29.265556,-88.759444
Main Pass Energy Hub FLNG Terminal,Export,Cancelled,United States,4,mtpa,5.44,29.265556,-88.759444
Calhoun LNG Terminal,Import,Cancelled,United States,7.2,mtpa,9.79,28.615556,-96.629722
Bienville FSRU,Import,Cancelled,United States,10.7,mtpa,14.55,30.256389,-88.125278
Galveston Bay LNG Terminals,Export,Cancelled,United States,5.5,mtpa,7.48,29.370473,-94.89321
Galveston Bay LNG Terminals,Export,Cancelled,United States,5.5,mtpa,7.48,29.370473,-94.89321
Galveston Bay LNG Terminals,Export,Cancelled,United States,5.5,mtpa,7.48,29.370473,-94.89321
Pointe LNG Terminal,Export,Cancelled,United States,2,mtpa,2.72,29.859605,-89.991638
Pointe LNG Terminal,Export,Cancelled,United States,2,mtpa,2.72,29.859605,-89.991638
Pointe LNG Terminal,Export,Cancelled,United States,2,mtpa,2.72,29.859605,-89.991638
Gulf Gateway LNG Terminal,Import,Retired,United States,5.3,mtpa,7.21,29.85,-93.2
Weaver's Cove LNG Terminal,Import,Cancelled,United States,6,mtpa,8.16,41.701389,-71.155556
Crown Landing LNG Terminal,Import,Cancelled,United States,11,mtpa,14.96,39.891609,-75.1167
Creole Trail LNG Terminal,Import,Cancelled,United States,27,mtpa,36.72,29.85,-93.2
Broadwater FSRU,Import,Cancelled,United States,8,mtpa,10.88,41.096667,-72.881111
Port Pelican LNG Terminal,Import,Cancelled,United States,12,mtpa,16.32,28.787546,-91.284707
Long Beach LNG Terminal,Import,Cancelled,United States,5,mtpa,6.8,33.754185,-118.216458
Quoddy Bay LNG Terminal,Import,Cancelled,United States,,,--,44.957541,-67.041773
Downeast LNG Terminal,Import,Cancelled,United States,3,mtpa,4.08,45.083333,-67.083333
Downeast LNG Terminal,Export,Cancelled,United States,3,mtpa,4.08,45.083333,-67.083333
Sparrows Point LNG Terminal,Import,Cancelled,United States,11.5,mtpa,15.64,39.219167,-76.476111
Oregon LNG Import Terminal,Import,Cancelled,United States,0.5,bcf/d,5.17,46.1764445,-123.9092231
Oregon LNG Export Terminal,Export,Cancelled,United States,4.8,mtpa,6.53,46.1764445,-123.9092231
Oregon LNG Export Terminal,Export,Cancelled,United States,4.8,mtpa,6.53,46.1764445,-123.9092231
Safe Harbor Energy LNG Terminal,Import,Cancelled,United States,2,bcf/d,20.67,40.388611,-73.609722
Port Dolphin LNG Terminal,Import,Cancelled,United States,6.4,mtpa,8.7,27.968056,-82.476389
OceanWay LNG Terminal,Import,Cancelled,United States,1.2,bcf/d,12.4,33.774258,-118.687825
Calypso LNG Terminal,Import,Cancelled,United States,8,mtpa,10.88,26.086022,-80.115287
Liberty FSRU,Import,Cancelled,United States,18,mtpa,24.48,40.222884,-74.010232
Barca LNG Terminal,Export,Cancelled,United States,1.6,bcf/d,16.54,25.950835,-97.410844
New Fortress Wyalusing LNG Terminal,Export,Proposed,United States,1750000,gal/day,1.4,41.653541,-76.233213
New Fortress Wyalusing LNG Terminal,Export,Proposed,United States,1750000,gal/day,1.4,41.653541,-76.233213
Greater Tortue Ahmeyim FLNG Terminal,Export,Construction,Mauritania,0.63,mtpa,0.85,16.355626,-17.745783
Greater Tortue Ahmeyim FLNG Terminal,Export,Construction,Mauritania,0.63,mtpa,0.85,16.355626,-17.745783
Greater Tortue Ahmeyim FLNG Terminal,Export,Construction,Mauritania,0.63,mtpa,0.85,16.355626,-17.745783
Greater Tortue Ahmeyim FLNG Terminal,Export,Construction,Mauritania,0.63,mtpa,0.85,16.355626,-17.745783
Greater Tortue Ahmeyim FLNG Terminal,Export,Proposed,Mauritania,3,mtpa,4.08,16.355626,-17.745783
Ennore LNG Terminal,Import,Operating,India,5,mtpa,6.8,13.259407,80.337425
Ennore LNG Terminal,Import,Proposed,India,5,mtpa,6.8,13.259407,80.337425
Gothenburg LNG Terminal,Import,Cancelled,Sweden,0.4,mtpa,0.54,57.70177,11.947963
Sergipe FSRU,Import,Operating,Brazil,5.6,mtpa,7.62,-10.843241,-36.918455
Maurice Bonnefil LNG Terminal,Import,Cancelled,Haiti,,,--,18.746498,-72.436775
Abu Dhabi FSRU,Import,Idle,United Arab Emirates,0.5,bcf/d,5.17,25.1609,52.8766
Djibouti FLNG Terminal,Export,Shelved,Djibouti,3,mtpa,4.08,11.482124,43.186891
Djibouti FLNG Terminal,Export,Shelved,Djibouti,3,mtpa,4.08,11.482124,43.186891
Djibouti FLNG Terminal,Export,Shelved,Djibouti,4,mtpa,5.44,11.482124,43.186891
Benin FSRU,Import,Cancelled,Benin,0.5,mtpa,0.68,6.346843,2.435208
Montego Bay LNG Terminal,Import,Operating,Jamaica,0.5,mtpa,0.68,18.463029,-77.934847
