ProjectID,Wiki,TerminalName,FacilityType,Status,Country,Capacity,CapacityUnits,CapacityInBcm/y,StartYearEarliest,Location,State/Province,Latitude,Longitude,CostUSD,LastUpdated
1,https://www.gem.wiki/Kiyanly_LNG_Terminal,Kiyanly LNG Terminal,Export,Operating,Turkmenistan,0.2,mtpa,0.27,2009,Kiyanly,,40.1673615,52.7719129,--,2023-08-29
0,https://www.gem.wiki/Hoegh_Cyprus_FSRU,Hoegh Cyprus FSRU,Import,Cancelled,Cyprus,,,--,2021,Vasiliko,Larnaca,34.710168,33.323549,--,2024-06-04
1,https://www.gem.wiki/NewMed_FLNG_Terminal,NewMed FLNG Terminal,Export,Proposed,Israel,7,bcm/y,7,--,Dor,,32.614,34.808,435000000,2024-06-06
0,https://www.gem.wiki/Marshal_Vasilevskiy_FSRU,Marshal Vasilevskiy FSRU,Export,Idle,Russia,5.11,bcm/y,5.11,2019,,Kaliningrad Oblast,55.02598239,20.32205413,588000000,2024-05-07
1,https://www.gem.wiki/Argentina_GNL_Terminal,Argentina GNL Terminal,Export,Proposed,Argentina,1.2,mtpa,1.63,2027,Sierra Grande,Río Negro,-41.576699,-64.995007,30000000000,2024-09-12
2,https://www.gem.wiki/Argentina_GNL_Terminal,Argentina GNL Terminal,Export,Proposed,Argentina,9,mtpa,12.24,2029,Sierra Grande,Río Negro,-41.576699,-64.995007,--,2024-09-12
3,https://www.gem.wiki/Argentina_GNL_Terminal,Argentina GNL Terminal,Export,Proposed,Argentina,20,mtpa,27.2,2032,Sierra Grande,Río Negro,-41.576699,-64.995007,--,2024-09-12
0,https://www.gem.wiki/Jambel%C3%AD_FSRU,Jambelí FSRU,Import,Proposed,Ecuador,0.38,mtpa,0.52,2025,Bajo Alto,El Oro Province,-3.13649,-80.132792,--,2024-08-28
1,https://www.gem.wiki/Fort_Nelson_LNG_Terminal,Fort Nelson LNG Terminal,Export,Operating,Canada,27000,gal/day,0.02,2021,Fort Nelson,,58.804672,-122.69979,--,2024-09-09
0,https://www.gem.wiki/Ivory_Coast_FSRU,Ivory Coast FSRU,Import,Shelved,Côte d'Ivoire,3,mtpa,4.08,2018,"Vridi, Por of Abidjan",,5.272988,-4.028744,100000000,2024-06-25
0,https://www.gem.wiki/Calais_LNG_Terminal,Calais LNG Terminal,Import,Cancelled,United States,7.6,mtpa,10.34,--,Calais,Maine,45.166111,-67.2425,--,2024-07-08
0,https://www.gem.wiki/Yoshinoura_LNG_Terminal,Yoshinoura LNG Terminal,Import,Operating,Japan,0.8,mtpa,1.09,2012,Okinawa,Okinawa,26.479444,127.927778,--,2024-08-26
0,https://www.gem.wiki/Keyspan_LNG_Terminal,Keyspan LNG Terminal,Import,Cancelled,United States,4,mtpa,5.44,--,Providence,Rhode Island,41.823611,-71.422222,--,2024-07-08
0,https://www.gem.wiki/Compass_Port_LNG_Terminal,Compass Port LNG Terminal,Import,Cancelled,United States,8,mtpa,10.88,--,Dauphin Island,Alabama,30.256389,-88.125278,--,2024-07-08
0,https://www.gem.wiki/Battery_Rock_LNG_Terminal,Battery Rock LNG Terminal,Import,Cancelled,United States,6.4,mtpa,8.7,--,Outer Brewster Island,Massachusetts,42.341781,-70.877681,--,2024-07-08
0,https://www.gem.wiki/Vista_Del_Sol_LNG_Terminal,Vista Del Sol LNG Terminal,Import,Cancelled,United States,8,mtpa,10.88,--,Ingleside,Texas,27.874167,-97.208333,--,2024-07-08
0,https://www.gem.wiki/Beacon_Port_LNG_Terminal,Beacon Port LNG Terminal,Import,Cancelled,United States,11.5,mtpa,15.64,--,Johnson's Bayou,Louisiana,29.763056,-93.698611,--,2024-07-08
0,https://www.gem.wiki/Casotte_Landing_LNG_Terminal,Casotte Landing LNG Terminal,Import,Cancelled,United States,10,mtpa,13.6,--,,Mississippi,30.46,-88.62,--,2024-07-08
0,https://www.gem.wiki/Bay_Crossing_LNG_Terminal,Bay Crossing LNG Terminal,Import,Cancelled,United States,9.6,mtpa,13.06,--,Galveston,Texas,29.281111,-94.825833,--,2024-07-08
0,https://www.gem.wiki/Oxnard_LNG_Terminal,Oxnard LNG Terminal,Import,Cancelled,United States,11.5,mtpa,15.64,--,Oxnard,California,34.191389,-119.1825,--,2024-07-08
0,https://www.gem.wiki/Port_Esperanza_FSRU,Port Esperanza FSRU,Import,Cancelled,United States,,,--,--,Long Beach,California,33.754185,-118.216458,--,2024-07-08
1,https://www.gem.wiki/South_Texas_LNG_Terminal,South Texas LNG Terminal,Export,Cancelled,United States,4,mtpa,5.44,--,Port of Corpus Christi,Texas,27.812778,-97.407222,--,2024-07-08
2,https://www.gem.wiki/South_Texas_LNG_Terminal,South Texas LNG Terminal,Export,Cancelled,United States,4,mtpa,5.44,--,Port of Corpus Christi,Texas,27.812778,-97.407222,--,2024-07-08
0,https://www.gem.wiki/Wakayama_LNG_Terminal,Wakayama LNG Terminal,Import,Cancelled,Japan,3.5,bcm/y,3.5,2023,Wakayama,Kansai,34.233333,135.166667,--,2024-09-04
1,https://www.gem.wiki/Port_Lavaca_FLNG_Terminal,Port Lavaca FLNG Terminal,Export,Cancelled,United States,10,mtpa,13.6,--,Port Lavaca,Texas,28.615556,-96.629722,--,2024-07-08
0,https://www.gem.wiki/Krishnapatnam_FSRU,Krishnapatnam FSRU,Import,Cancelled,India,1,mtpa,1.36,2022,Krishnapatnam Port,,14.253863,80.115081,223000000,2024-06-17
1,https://www.gem.wiki/Gibbstown_Deepwater_Port_LNG_Terminal,Gibbstown Deepwater Port LNG Terminal,Export,Proposed,United States,1.5,mtpa,2.04,--,Greenwich Township,New Jersey,39.841886,-75.299108,450000000,2024-07-08
1,https://www.gem.wiki/Telfers_FSRU,Telfers FSRU,Import,Cancelled,Panama,,,--,--,Colon,Colon,9.357222,-79.898611,--,2024-09-13
0,https://www.gem.wiki/Predator_FSRU,Predator FSRU,Import,Shelved,Ireland,2.6,bcm/y,2.6,2024,,,51.264274,-8.045619,--,2024-07-24
0,https://www.gem.wiki/Puerto_de_la_Luz_LNG_Terminal,Puerto de la Luz LNG Terminal,Import,Shelved,Canary Islands,,,--,2023,Las Palmas,Canarias,28.139483,-15.423414,98100000,2023-09-11
0,https://www.gem.wiki/Jinzhou_FLNG_Terminal,Jinzhou FLNG Terminal,Import,Cancelled,China,2.8,mtpa,3.81,--,Jinzhou Port,Liaoning,40.79672,121.074382,--,2024-01-30
0,https://www.gem.wiki/Tianjin_LNG_Terminal_(Beijing_Gas_Group),Tianjin LNG Terminal (Beijing Gas Group),Import,Operating,China,5,mtpa,6.8,2023,Nangang,Tianjin,38.738256,117.714095,--,2024-02-02
1,https://www.gem.wiki/Tianjin_LNG_Terminal_(Beijing_Gas_Group),Tianjin LNG Terminal (Beijing Gas Group),Import,Construction,China,0,mtpa,0,2023,Nangang,Tianjin,38.738256,117.714095,--,2024-02-02
2,https://www.gem.wiki/Tianjin_LNG_Terminal_(Beijing_Gas_Group),Tianjin LNG Terminal (Beijing Gas Group),Import,Construction,China,0,mtpa,0,2024,Nangang,Tianjin,38.738256,117.714095,--,2024-02-02
0,https://www.gem.wiki/Equus_FLNG_Terminal,Equus FLNG Terminal,Export,Cancelled,Australia,2,mtpa,2.72,2024,Onslow,Western Australia,-21.633333,115.116667,3500000000,2024-05-20
0,https://www.gem.wiki/Payra_FSRU,Payra FSRU,Import,Proposed,Bangladesh,3.75,mtpa,5.1,2025,Payra Sea Port,Patuakhali,21.988808,90.280506,--,2024-06-05
0,https://www.gem.wiki/Aceh-Nias_LNG_Terminal,Aceh-Nias LNG Terminal,Import,Cancelled,Indonesia,,,--,--,Aceh,,5.5648441,95.2938741,--,2024-07-12
0,https://www.gem.wiki/Batam_LNG_Terminal,Batam LNG Terminal,Import,Cancelled,Indonesia,1,mtpa,1.36,2022,Batam,,1.167769,103.99339,--,2024-07-12
0,https://www.gem.wiki/Amurang_FSRU,Amurang FSRU,Import,Mothballed,Indonesia,0.1,mtpa,0.14,2020,"Amurang, Sulawesi",,1.192442,124.555669,--,2024-07-11
0,https://www.gem.wiki/Australasia_Probolinggo_FSRU,Australasia Probolinggo FSRU,Import,Cancelled,Indonesia,3,mtpa,4.08,--,East Java,,-7.196308,112.73391,--,2024-07-12
0,https://www.gem.wiki/Sorong-Manokwari-Nabira-Biak-Jayapura_LNG_Terminal,Sorong LNG Terminal,Import,Cancelled,Indonesia,,,--,--,East Indonesia,,-2.535173,140.718594,--,2024-07-12
0,https://www.gem.wiki/Choguko_Electric_LNG_Terminal,Choguko Electric LNG Terminal,Import,Operating,Japan,4.3,mtpa,5.85,2006,Tobata,,33.89299,130.886081,--,2023-08-29
0,https://www.gem.wiki/Sendai_LNG_Terminal,Sendai LNG Terminal,Import,Operating,Japan,0.8,mtpa,1.09,2013,Sendai,,38.273591,141.005623,--,2023-08-29
0,https://www.gem.wiki/Toyama_Shinko_LNG_Terminal,Toyama Shinko LNG Terminal,Import,Operating,Japan,1.8,mtpa,2.45,2018,Toyama,,36.757158,137.22246,--,2024-08-26
0,https://www.gem.wiki/Ahlone_LNG_Terminal,Ahlone LNG Terminal,Import,Cancelled,Myanmar,,,--,2024,Dala,Yangon,16.789024,96.120054,--,2024-07-12
0,https://www.gem.wiki/Mee_Laung_Gyaing_FSRU,Mee Laung Gyaing FSRU,Import,Shelved,Myanmar,,,--,2023,Mata,Ayeyawady,17.254775,94.4965,--,2024-07-12
0,https://www.gem.wiki/MCV_LNG_Terminal,MCV LNG Terminal,Import,Mothballed,Myanmar,0.4,mtpa,0.54,2020,Thaketa,,16.788223,96.218176,--,2024-07-12
0,https://www.gem.wiki/Energas_FSRU,Energas FSRU,Import,Proposed,Pakistan,0.75,bcf/d,7.75,2022,Port Qasim,Sindh,24.769704,67.334731,150000000,2024-06-26
0,https://www.gem.wiki/GasPort_FSRU_2,GasPort FSRU 2,Import,Proposed,Pakistan,0.09,bcf/d,0.93,2021,,,24.769704,67.334731,--,2024-06-25
1,https://www.gem.wiki/Tabeer_LNG_Terminal,Tabeer LNG Terminal,Import,Proposed,Pakistan,0.75,bcf/d,7.75,2023,Port Qasim,Sindh,24.72,67.21,250000000,2024-06-27
2,https://www.gem.wiki/Tabeer_LNG_Terminal,Tabeer LNG Terminal,Import,Proposed,Pakistan,,,--,--,Port Qasim,Sindh,24.72,67.21,250000000,2024-06-27
0,https://www.gem.wiki/Batangas_Clean_Energy_LNG_Terminal,Batangas Clean Energy LNG Terminal,Import,Proposed,Philippines,3,mtpa,4.08,2027,Batangas,,13.75391,121.040647,--,2024-07-15
0,https://www.gem.wiki/Singapore_Offshore_LNG_Terminal,Singapore Offshore LNG Terminal,Import,Cancelled,Singapore,,,--,--,,,,,--,7/15/2024
0,https://www.gem.wiki/SLNG_2_LNG_Terminal,SLNG 2 LNG Terminal,Import,Proposed,Singapore,5,mtpa,6.8,2030,Offshore Singapore,,1.200281,103.672847,--,2024-07-15
0,https://www.gem.wiki/Northeast_Asia_LNG_Hub_Terminal,Northeast Asia LNG Hub Terminal,Import,Construction,South Korea,,,--,2027,Myodo,,34.871552,127.712685,--,2024-09-04
0,https://www.gem.wiki/Taichung_(TaiPower)_LNG_Terminal,Taichung (TaiPower) LNG Terminal,Import,Proposed,Taiwan,3,mtpa,4.08,2025,Taichung Harbor,Taichung,24.291471,120.510622,--,2024-07-10
0,https://www.gem.wiki/Chana_LNG_Terminal,Chana LNG Terminal,Import,Shelved,Thailand,,,--,--,,Songkhla,7.235476,100.564161,--,2024-07-15
0,https://www.gem.wiki/Gulf_MTP_LNG_Terminal,Gulf MTP LNG Terminal,Import,Shelved,Thailand,5,mtpa,6.8,2025,Map Ta Phut,,12.6610311,101.138036,1330000000,2024-07-15
1,https://www.gem.wiki/Gulf_MTP_LNG_Terminal,Gulf MTP LNG Terminal,Import,Shelved,Thailand,5.8,mtpa,7.89,--,Map Ta Phut,,12.6610311,101.138036,--,2024-07-15
0,https://www.gem.wiki/Gulf_of_Thailand_FSRU,Gulf of Thailand FSRU,Import,Cancelled,Thailand,5,mtpa,6.8,2024,,,12.271182,100.836715,--,2024-07-15
0,https://www.gem.wiki/Songkhla_FSRU,Songkhla FSRU,Import,Cancelled,Thailand,3,mtpa,4.08,--,Songkhla,,7.229648,100.573438,--,2024-07-15
0,https://www.gem.wiki/Ca_Na_LNG_Terminal,Ca Na LNG Terminal,Import,Proposed,Vietnam,,,--,2024,,Ninh Thuan,11.337419,108.885002,--,2024-07-16
0,https://www.gem.wiki/Chan_May_LNG_Terminal,Chan May LNG Terminal,Import,Cancelled,Vietnam,,,--,2024,Chan May,,16.332683,108.020046,--,2024-07-16
0,https://www.gem.wiki/Quang_Nam_LNG_Terminal,Quang Nam LNG Terminal,Import,Shelved,Vietnam,,,--,--,Quang Nam,,15.876183,108.389096,--,2024-07-16
0,https://www.gem.wiki/Karimun_Island_LNG_Terminal,Karimun Island LNG Terminal,Import,Shelved,Indonesia,,,--,2024,,Pulau Asam,0.988745,103.433783,700000000,2024-07-12
0,https://www.gem.wiki/Rakhine_LNG_Terminal,Rakhine LNG Terminal,Import,Shelved,Myanmar,,,--,2022,Kyaukpyu,Rakhine,19.4281,93.5543,--,2024-07-12
0,https://www.gem.wiki/Filipinas_LNG_Gateway_Project_FSRU,Filipinas LNG Gateway Project FSRU,Import,Construction,Philippines,4.4,mtpa,5.98,2025,Batangas,,13.726365,120.99401,--,2024-07-15
0,https://www.gem.wiki/Kanbauk_FSRU,Kanbauk FSRU,Import,Cancelled,Myanmar,4,mtpa,5.44,2024,Kanbauk,,14.56925,97.82761,2100000000,2024-07-12
0,https://www.gem.wiki/Boudji_FLNG_Terminal,Boudji FLNG Terminal,Export,Cancelled,Gabon,,,--,--,,,-4.302812,10.351025,--,2024-07-17
0,https://www.gem.wiki/Kulevi_LNG_Terminal,Kulevi LNG Terminal,Import,Cancelled,Georgia,,,--,--,,,42.272729,41.64131,--,2024-06-03
1,https://www.gem.wiki/Etinde_FLNG_Terminal,Etinde FLNG Terminal,Export,Proposed,Cameroon,1.3,mtpa,1.77,2023,offshore Cameroon,,4.0237344,8.903989,500000000,2024-07-16
1,https://www.gem.wiki/Ksi_Lisims_FLNG_Terminal,Ksi Lisims FLNG Terminal,Export,Proposed,Canada,12,mtpa,16.32,2027,Gingolx,British Columbia,54.991963,-130.0306788,10000000000,2024-09-09
1,https://www.gem.wiki/South_Pars_LNG_Terminal,South Pars LNG Terminal,Export,Cancelled,Iran,5,mtpa,6.8,--,South Pars gas field,Perian Gulf,26.619125,52.067964,--,2024-06-25
2,https://www.gem.wiki/South_Pars_LNG_Terminal,South Pars LNG Terminal,Export,Cancelled,Iran,5,mtpa,6.8,--,South Pars gas field,Perian Gulf,26.619125,52.067964,--,2024-06-25
1,https://www.gem.wiki/AMIGO_LNG_Terminal,AMIGO LNG Terminal,Export,Proposed,Mexico,4.2,mtpa,5.71,2027,Guaymas,Sonora,27.922867,-110.868082,--,2024-08-28
2,https://www.gem.wiki/AMIGO_LNG_Terminal,AMIGO LNG Terminal,Export,Proposed,Mexico,3.6,mtpa,4.9,2027,Guaymas,Sonora,27.922867,-110.868082,--,2024-08-28
1,https://www.gem.wiki/Arctic_LNG_1_Terminal,Arctic LNG 1 Terminal,Export,Proposed,Russia,19.8,mtpa,26.93,2027,Gydan Peninsula,,70.908942,74.05613,--,2024-04-23
1,https://www.gem.wiki/Obsky_LNG_Terminal,Obsky LNG Terminal,Export,Proposed,Russia,3,mtpa,4.08,2026,,Yamai Peninsula,71.2733,72.0725,3500000000,2024-04-25
2,https://www.gem.wiki/Obsky_LNG_Terminal,Obsky LNG Terminal,Export,Proposed,Russia,3,mtpa,4.08,2026,,Yamai Peninsula,71.2733,72.0725,3500000000,2024-04-25
1,https://www.gem.wiki/Qilak_LNG_Terminal,Qilak LNG Terminal,Export,Proposed,United States,4,mtpa,5.44,2026,North Slope,Alaska,70.1734,-146.2563,5000000000,2024-07-08
0,https://www.gem.wiki/Port_of_Vlora_FSRU,Port of Vlora FSRU,Import,Shelved,Albania,,,--,2023,Port of Vlora,,40.449271,19.480761,--,2024-07-26
0,https://www.gem.wiki/Bahia_FSRU,Bahia FSRU,Import,Operating,Brazil,5.6,mtpa,7.62,2014,4 km west of Ilha dos Frades,Bahia,-12.785422,-38.703511,--,2024-09-13
0,https://www.gem.wiki/New_Fortress_Barcarena_FSRU,New Fortress Barcarena FSRU,Import,Operating,Brazil,6,mtpa,8.16,2024,Porto de Vila do Conde,Pará,-1.539174,-48.754139,--,2024-08-28
0,https://www.gem.wiki/Cosan_FSRU,Cosan FSRU,Import,Operating,Brazil,3.7,mtpa,5.03,2024,Santos,São Paulo,-23.911938,-46.342196,--,2024-08-28
0,https://www.gem.wiki/Geramar_FSRU,Geramar FSRU,Import,Proposed,Brazil,,,--,2026,Porto de Itaqui,Maranhão,-2.579534,-44.368472,--,2024-08-29
0,https://www.gem.wiki/Hidrovias_do_Brasil_FSRU,Hidrovias do Brasil FSRU,Import,Cancelled,Brazil,5.11,bcm/y,5.11,--,Porto de Vila do Conde,Pará,-1.504466,-48.736698,--,2024-09-13
0,https://www.gem.wiki/Imetame_LNG_Terminal,Imetame LNG Terminal,Import,Shelved,Brazil,,,--,2025,Barra do Riacho,Espírito Santo,-19.857997,-40.074054,--,2024-09-13
0,https://www.gem.wiki/Itacoatiara_FSRU,Itacoatiara FSRU,Import,Shelved,Brazil,5.11,bcm/y,5.11,--,Itacoatiara,Amazonas,-3.15492,-58.433795,31554000,2024-09-13
0,https://www.gem.wiki/Paran%C3%A1_FSRU,Paraná FSRU,Import,Shelved,Brazil,5.11,bcm/y,5.11,--,Pontal do Paraná,Paraná,-25.540198,-48.379359,--,2024-09-13
0,https://www.gem.wiki/Porto_Norte_Fluminense_FSRU,Porto Norte Fluminense FSRU,Import,Proposed,Brazil,7.67,bcm/y,7.66,2027,São Francisco de Itabapoana,Rio de Janeiro,-21.514933,-40.978918,--,2024-09-03
0,https://www.gem.wiki/Presidente_Kennedy_FSRU,Presidente Kennedy FSRU,Import,Proposed,Brazil,7.3,bcm/y,7.3,2027,Porto Central,Espírito Santo,-21.224754,-40.946933,52362000,2024-09-03
0,https://www.gem.wiki/S%C3%A3o_Marcos_Bay_FSRU,São Marcos Bay FSRU,Import,Proposed,Brazil,7.67,bcm/y,7.66,--,"Boqueirão Channel, São Marcos Bay",Maranhão,-2.550981,-44.378683,--,2024-08-29
0,https://www.gem.wiki/Suape_FSRU,Suape FSRU,Import,Construction,Brazil,5.11,bcm/y,5.11,2025,Suape,Pernambuco,-8.398179,-34.959574,--,2024-09-03
0,https://www.gem.wiki/Tepor_Maca%C3%A9_FSRU,Tepor Macaé FSRU,Import,Proposed,Brazil,7.67,bcm/y,7.66,2028,Macaé,Rio de Janeiro,-22.323277,-41.72313,--,2024-09-03
0,https://www.gem.wiki/Terminal_G%C3%A1s_Sul_FSRU,Terminal Gás Sul FSRU,Import,Operating,Brazil,6,mtpa,8.16,2024,São Francisco do Sul,Santa Catarina,-26.230937,-48.640791,--,2024-09-03
1,https://www.gem.wiki/Skeena_LNG_Terminal,Skeena LNG Terminal,Export,Shelved,Canada,0.15,mpta,--,--,Skeena,British Columbia,54.49342,-128.587023,--,2024-09-09
0,https://www.gem.wiki/Beihai_LNG_Terminal,Beihai LNG Terminal,Import,Cancelled,China,6,mtpa,8.16,--,Tieshan Port,Guangxi,21.499546,109.524152,--,2024-01-18
0,https://www.gem.wiki/Caofeidian_LNG_Terminal_(Beijing_Energy),Caofeidian LNG Terminal (Beijing Energy),Import,Cancelled,China,,,--,--,Caofeidian,Hebei,38.938745,118.541145,--,2024-01-24
0,https://www.gem.wiki/Caofeidian_FSRU,Caofeidian FSRU,Import,Cancelled,China,3,mtpa,4.08,--,Caofeidian,Hebei,38.938745,118.541145,--,2024-01-24
0,https://www.gem.wiki/Chaozhou_LNG_Terminal_(Huaying),Chaozhou LNG Terminal (Huaying）,Import,Operating,China,6,mtpa,8.16,2024,Raoping County,Guangdong,23.583697,117.12851,1183840000,2024-09-10
