Ref,Project name,Country,Status,Technology,Technology_electricity,Technology_electricity_details,Product,EndUse_Refining,EndUse_Ammonia,EndUse_Methanol,EndUse_Iron&Steel,EndUse_Other Ind,EndUse_Mobility,EndUse_Power,EndUse_Grid inj.,EndUse_CHP,EndUse_Domestic heat,EndUse_Biofuels,EndUse_Synfuels,EndUse_CH4 grid inj.,EndUse_CH4 mobility,Capacity_MWel,Capacity_Nm³ H₂/h,Capacity_kt H2/y,Capacity_t CO₂ captured/y,References,Latitude,Longitude,Dummy_1,LOWE_CF,,,,,
205,"HySynergy, phase 1",DNK,FID/Construction,ALK,Grid,,H2,1,,,,,1,,,,,,,,,20,4348,3.4,,[288] [331],55.59138504,9.752643675,Electrolysis,0.57,,,,,
207,CO2RRECT-Niederaussem,DEU,DEMO,PEM,Grid,,CH4,,,,,,,,,,,,,1,,0.260,50,0.0,,"[1], [2], [7], [12], [18], [122], [123]",0,0,Electrolysis,0.57,,,,,
211,"Sir Samuel building Griffith Center, Brisbane, Australia",AUS,Operational,ALK,Other/unknown,,H2,,,,,,,1,,,,,,,,0.2,43,0.0,,[5] [179] [180],0,0,Electrolysis,0.57,,,,,
213,"MicrobEnergy GmbH, Schwandorf",DEU,Operational,PEM,Grid,,CH4,,,,,,,,,,,,,1,,0.18,35,0.0,,[2] [3] [7] [94],0,0,Electrolysis,0.57,,,,,
221,"H2Move, Fraunhofer ISE",DEU,Operational,PEM,Dedicated renewable,Solar PV,H2,,,,,,1,,,,,,,,,0.04,8,0.0,,"[1], [2], [7], [59]",53.82325973,9.289435519,Electrolysis,0.3,,,,,
222,"Hazira, Reliance, back-up hydrogen supply",IND,Operational,ALK,Other/Unknown,,H2,,,,,,,,,,,,,,,,,,,[248] [485] [710],0,0,Electrolysis,0.57,,,,,
223,El Tubo - ACTA EL500,ESP,DEMO,PEM,Other/unknown,,H2,,,,,,,1,,,,,,,,0.003,1,0.0,,"[7], [185], [186] [465]",0,0,Electrolysis,0.57,,,,,
225,Refhyne,DEU,Operational,PEM,Grid,,H2,1,,,,1,,,,,,,,,,10,1923,1.5,,[76] [104] [129],50.86056156,6.980581616,Electrolysis,0.57,,,,,
227,H&R Ölwerke Hamburg-Neuhof,DEU,Operational,PEM,Grid,,H2,1,,,,,,,,,,,,,,5,962,0.7,,[229] [737],53.51426977,9.950046941,Electrolysis,0.57,,,,,
235,H2Herten,DEU,Operational,ALK,Other/unknown,,H2,,,,,,1,1,,1,,,,,,0.165,36,0.0,,[1] [2] [5] [7] [41],51.60030557,7.138382801,Electrolysis,0.57,,,,,
236,H2 research center BTU Cottbus,DEU,Operational,ALK,Other/unknown,,H2,,,,,,,1,,,,,,,,0.14,30,0.0,,"[1], [2], [5], [7], [46]",0,0,Electrolysis,0.57,,,,,
239,Cotbus,DEU,Operational,ALK,Other/unknown,,H2,,,,,,1,,,,,,,,,0.12,26,0.0,,,0,0,Electrolysis,0.57,,,,,
240,Eucolino Schwandorf,DEU,Operational,Other Electrolysis,Other/unknown,,H2,,,,,,,,1,,,,,,,0.108,24,0.0,,"[1], [2], [3], [9], [36]",0,0,Electrolysis,0.57,,,,,
241,Agios Efstratios,GRC,Operational,Other Electrolysis,Other/unknown,,H2,,,,,,,1,,,,,,,,0.1,22,0.0,,[409],0,0,Electrolysis,0.57,,,,,
246,Hydrogen mini grid system Yorkshire (Rotherham),GBR,Operational,ALK,Other/unknown,,H2,,,,,,1,1,1,,,,,,,0.03,7,0.0,,"[1], [2], [5], [7]",0,0,Electrolysis,0.57,,,,,
249,"Fronius Energy Cell, self-sufficient house",AUT,DEMO,PEM,Other/Unknown,,H2,,,,,,,1,,,1,,,,,0.009,2,0.0,,"[1], [5], [39]",0,0,Electrolysis,0.57,,,,,
250,Hitachi Zosen - PTTEP CO2 Conversion to Methane Project R&D),THA,DEMO,Other Electrolysis,Other/unknown,,CH4,,,,,,,,,,,,,1,,,,,,"[3], [196]",0,0,Electrolysis,0.57,,,,,
251,Commercial Plant Svartsengi/George Olah plant,ISL,Operational,Other Electrolysis,Dedicated renewable,Others/Various,MeOH,,,1,,,,,,,,,,,,6,1333,1.0,,[1] [5] [7] [11] [19] [20],63.844239,-22.4317498,Electrolysis,0.5,,,,,
254,"Hamburg Hafen City, CEP",DEU,Operational,ALK,Other/unknown,,H2,,,,,,1,,,,,,,,,0.6,130,0.1,,"[1], [7], [65], [66]",53.54591627,10.00251676,Electrolysis,0.57,,,,,
258,"Hybrid Power Plant Enertrag, Prenzlau",DEU,Operational,ALK,Other/unknown,,H2,,,,,,1,1,1,,1,,,,,0.5,109,0.1,,"[1], [2], [5], [7], [9], [71] [526]",0,0,Electrolysis,0.57,,,,,
259,"EnBW H2 station, Stuttgart",DEU,Operational,ALK,Other/unknown,,H2,,,,,,1,,,,,,,,,0.3,65,0.1,,"[1], [2]",0,0,Electrolysis,0.57,,,,,
270,Ramea Wind-Hydrogen-Diesel Project,CAN,Operational,ALK,Other/unknown,,H2,,,,,,,1,,,,,,,,0.124,27,0.0,,"[1], [5], [160]",0,0,Electrolysis,0.57,,,,,
275,Hydrogen Island Bozcaada,TUR,Operational,Other Electrolysis,Other/unknown,,H2,,,,,,,1,,,,,,,,0.050,11,0.0,,,0,0,Electrolysis,0.57,,,,,
279,DNV Kema/DNV GL,NLD,Operational,PEM,Other/unknown,,H2,,,,,,,,1,1,,,,,,0.01,2,0.0,,"[1], [3],[22]",0,0,Electrolysis,0.57,,,,,
282,"HARP System, Bella Coola",CAN,Operational,ALK,Other/unknown,,H2,,,,,,1,1,,,,,,,,0.3,65,0.1,,"[1], [5], [69]",0,0,Electrolysis,0.57,,,,,
286,H2KT - Hydrogen Energy Storage in Nuuk,DNK,Operational,ALK,Other/unknown,,H2,,,,,,1,1,1,,,,,,,0.087,19,0.0,,"[1], [5] [409]",0,0,Electrolysis,0.57,,,,,
288,ITHER,ESP,DEMO,ALK,Other/unknown,,H2,,,,,,1,,,,,,,,,0.065,14,0.0,,[1] [2] [7] [64],0,0,Electrolysis,0.57,,,,,
295,H2SusBuild,GRC,DEMO,Other Electrolysis,Other/unknown,,H2,,,,,,,1,,,,,,,,0.22,49,0.0,,[461],0,0,Electrolysis,0.57,,,,,
296,"Hybrid energy storage system NFCRC, California",USA,DEMO,PEM,Other/unknown,,H2,,,,,,,1,,,,,,,,0.007,1,0.0,,"[1], [5], [70]",0,0,Electrolysis,0.57,,,,,
299,Nukissiorfiit Nuuk Hydrogen Plant,DNK,Operational,ALK,Other/unknown,,H2,,,,,,,1,,,,,,,,,,,,,0,0,Electrolysis,0.57,,,,,
302,"Centre of Fuel Cell Technology, Chennai",IND,Operational,PEM,Other/unknown,,H2,,,,,,,1,,,,,,,,0.010,2,0.0,,[247][488],0,0,Electrolysis,0.57,,,,,
303,"Hychico, Comodoro Rivadavia",ARG,Operational,ALK,Dedicated renewable,Onshore wind,H2,,,,,,,1,,,,,,,,0.828,180,0.1,,[1] [5] [7] [9] [47],-45.86627843,-67.48912491,Electrolysis,0.4,,,,,
305,Taleghan solar hydrogen energy system,IRN,Operational,Other Electrolysis,Other/unknown,,H2,,,,,,,1,,,,,,,,0.2,44,0.0,,[485] [486],0,0,Electrolysis,0.57,,,,,
306,Istanbul,TUR,DEMO,ALK,Other/unknown,,H2,,,,,,1,,,,,,,,,0.16,35,0.0,,,0,0,Electrolysis,0.57,,,,,
309,AltHytude,FRA,DEMO,ALK,Other/unknown,,CH4,,,,,,,,,,,,,,1,0.08,17,0.0,,,51.03566443,2.37743555,Electrolysis,0.57,,,,,
312,Regenerativer Energipark Ostfalia/hybrid renewable energy park (HREP),DEU,Operational,ALK,Grid,,H2,,,,,,,1,,,,,,,,0.006,1,0.0,,"[1], [161], [162]",0,0,Electrolysis,0.57,,,,,
313,DRI CO2 recycling,USA,DEMO,PEM,Other/unknown,,,,,,,1,,,,,,,,,,0.005,1,0.0,,"[3], [193]",0,0,Electrolysis,0.57,,,,,
314,Neo Olvio of Xanthi,GRC,DEMO,PEM,Other/unknown,,H2,,,,,,,1,,,,,,,,0.004,1,0.0,,[462],0,0,Electrolysis,0.57,,,,,
315,HYLINK Totara,NZL,DEMO,PEM,Other/unknown,,H2,,,,,,,1,,,,,,,,0.0025,0,0.0,,[471],0,0,Electrolysis,0.57,,,,,
333,Baglan Energy Park Wales,GBR,Operational,ALK,Other/unknown,,H2,,,,,,1,1,,,,,,,,0.046,10,0.0,,"[1], [5], [17]",0,0,Electrolysis,0.57,,,,,
340,"Synthetic Energy, Idaho",USA,DEMO,PEM,Other/unknown,,H2,,,,,1,,,,,,,,,,0.036,7,0.0,,,0,0,Electrolysis,0.57,,,,,
341,Hydepark,TUR,DEMO,PEM,Other/unknown,,H2,,,,,,1,,,,,,,,,0.007,1,0.0,,"[1], [5], [54]",0,0,Electrolysis,0.57,,,,,
342,"Stand-alone power system, Neo Olvio of Xanthi",GRC,DEMO,PEM,Other/unknown,,H2,,,,,,1,,,,,,,,,0.004,1,0.0,,"[1], [5], [171]",0,0,Electrolysis,0.57,,,,,
343,"HYLINK, Totara Valley",NZL,DEMO,PEM,Other/unknown,,H2,,,,,,1,1,,,,,,,,0.000,0,0.0,,"[1], [5], [7], [55], [63]",0,0,Electrolysis,0.57,,,,,
356,RES2H2 Gran Canaria,ESP,DEMO,ALK,Other/unknown,,H2,,,,,,1,,,,,,,,,0.055,12,0.0,,"[1], [5], [55], [62]",0,0,Electrolysis,0.57,,,,,
362,"H2 from the sun, Brunate",ITA,DEMO,ALK,Other/unknown,,H2,,,,,,,1,,,,,,,,0.007,2,0.0,,"[1], [5], [55], [56]",0,0,Electrolysis,0.57,,,,,
363,CEC Denizli Turkey,TUR,DEMO,PEM,Other/unknown,,H2,,,,,,,1,,,,,,,,0.004,1,0.0,,[87] [409],0,0,Electrolysis,0.57,,,,,
366,"CUTE and HyFLEET:CUTE, Barcelona",ESP,DEMO,ALK,Other/unknown,,H2,,,,,,1,,,,,,,,,0.3,65,0.1,,"[7], [133]",0,0,Electrolysis,0.57,,,,,
387,Savli wind-hydrogen demo project,IND,DEMO,Other Electrolysis,Other/unknown,,H2,,,,,,,1,,,,,,,,0.005,1,0.0,,,0,0,Electrolysis,0.57,,,,,
405,"Dahej, Reliance, back-up hydrogen supply",IND,Operational,ALK,Other/unknown,,H2,,,,,,,1,,,,,,,,2.042,444,0.3,,[483],0,0,Electrolysis,0.57,,,,,
427,"HARI project, West Beacon Farm",GBR,Operational,ALK,Other/unknown,,H2,,,,,,,1,,1,,,,,,0.034,7,0.0,,"[1], [2], [5], [7], [67], [68]",0,0,Electrolysis,0.57,,,,,
433,"Porto, CUTE",PRT,DEMO,ALK,Other/unknown,,H2,,,,,,1,,,,,,,,,0.3,65,0.1,,,0,0,Electrolysis,0.57,,,,,
437,Energiepark Mainz,DEU,Operational,PEM,Dedicated renewable,Onshore wind,H2,,,,,1,1,,1,,,,,,,6,1154,0.9,,[2] [7] [11] [42] [381] [737],49.99621073,8.245269018,Electrolysis,0.4,,,,,
449,INGRID,ITA,DEMO,ALK,Other/unknown,,H2,,,,,1,1,1,1,,,,,,,1.2,261,0.2,,[509],41.363128,15.312347,Electrolysis,0.57,,,,,
452,Tohoku pilot plant in 2003,JPN,DEMO,ALK,Other/unknown,,H2,,,,,1,,,,,,,,,,0.018,4,0.0,,[3] [7],0,0,Electrolysis,0.57,,,,,
453,Gwalpahari Solar-Hydrogen demonstration,IND,Operational,Other Electrolysis,Dedicated renewable,Solar PV,H2,,,,,,1,1,,,,,,,,0.12,27,0.0,,[249] [409],28.42927593,77.14838872,Electrolysis,0.3,,,,,
461,Solar Energy Centre SmartFuel hydrogen station ,IND,Operational,Other Electrolysis,Dedicated renewable,Solar PV,H2,,,,,,1,,,,,,,,,,,,,,28.62986571,77.17691407,Electrolysis,0.3,,,,,
472,FaHyence,FRA,Operational,ALK,Other/unknown,,H2,,,,,,1,,,,,,,,,0.138,30,0.0,,[411],49.10645566,7.07085165,Electrolysis,0.57,,,,,
477,CPI Zaoquan thermal power plant in China's Ningxia region,CHN,Operational,ALK,Other/unknown,,H2,,,,,1,,1,,,,,,,,0.092,20,0.0,,,0,0,Electrolysis,0.57,,,,,
487,Laboratory Plant HRI Quebec,CAN,DEMO,ALK,Other/unknown,,H2,,,,,,1,,,,,,,,,0.005,1,0.0,," [1], [5], [87], [89], [90]",0,0,Electrolysis,0.57,,,,,
491,Power plant in Lebanon for a Power Plant Cooling application,LBN,Operational,ALK,Other/unknown,,H2,,,,,,,1,,,,,,,,0.114,25,0.0,,,34.0090636,35.70256741,Electrolysis,0.57,,,,,
492,Minatec's semiconductor labs in Grenoble,FRA,Operational,ALK,Other/unknown,,H2,,,,,1,,,,,,,,,,0.055,12,0.0,,,45.19199534,5.749916925,Electrolysis,0.57,,,,,
494,Grimstad Renewable Energy Park,NOR,Operational,ALK,Grid,,H2,,,,,,,1,,,,,,,,0.05,11,0.0,," [1], [5], [53]",58.34140301,8.580593718,Electrolysis,0.57,,,,,
497,Hypos - Sunfire,DEU,DEMO,SOEC,Other/unknown,,H2,,,,,1,,,,,,,,,,0.18,47,0.0,,[448],0,0,Electrolysis,0.57,,,,,
498,Electrochaea: Biological methanation in Avedøre,DNK,DEMO,ALK,Other/unknown,,CH4,,,,,,,,,,,,,1,,1.2,261,0.2,,[491],55.62871238,12.44766261,Electrolysis,0.57,,,,,
499,REMOTE - Agkistro (Greece,GRC,Operational,ALK,Dedicated renewable,Hydropower,H2,,,,,,,1,,,,,,,,0.025,5,0.0,,[615] [730],41.37341688,23.44195112,Electrolysis,0.8,,,,,
500,"REMOTE - Spain, Canary Islands",ESP,Operational,ALK,Dedicated renewable,Others/Various,H2,,,,,,,1,,,,,,,,0.08,17,0.0,,[423],0,0,Electrolysis,0.5,,,,,
501,Aman - Green Hydrogen Project - phase 1,MRT,Feasibility study,Other Electrolysis,Dedicated renewable,Others/Various,Ammonia,,1,,,,,,,,,,,,,2500,555556,433.1,,[929][980][1001][1120][1205][2232],23.7,-9.22,Electrolysis,0.5,,,,,
502,HRS CMB Port of Antwerp,BEL,Operational,PEM,Other/unknown,,H2,,,,,,1,,,,,,,,,1,192,0.1,,[616] [829][966],51.24091437,4.407831171,Electrolysis,0.57,,,,,
503,Haldor Topsoe - El-Opgraderet Biogas I,DNK,DEMO,SOEC,Other/unknown,,CH4,,,,,,,,,,,,,1,,0.038,10,0.0,,"[2], [3], [9], [125]",55.82093676,12.54037049,Electrolysis,0.57,,,,,
505,H2 Logic HRS with onsite electrolysis in Vejle,DNK,Operational,ALK,Grid,,H2,,,,,,1,,,,,,,,,0.431,94,0.1,,[484],0,0,Electrolysis,0.57,,,,,
506,H2 Logic HRS with onsite electrolysis Holstebro,DNK,Operational,ALK,Grid,,H2,,,,,,1,,,,,,,,,0.431,94,0.1,,[484],0,0,Electrolysis,0.57,,,,,
507,H2 Logic 3 HRS with onsite electrolysis in Copenhagen,DNK,Operational,ALK,Grid,,H2,,,,,,1,,,,,,,,,1.292,281,0.2,,[484],0,0,Electrolysis,0.57,,,,,
508,Iberdrola - Puertollano II (extension from Ref10),ESP,Feasibility study,Other Electrolysis,Dedicated renewable,Solar PV,Ammonia,,1,,,,,,,,,,,,,210,42472,33.1,,[620][631],38.67206718,-4.053051263,Electrolysis,0.3,,,,,
509,"Hyoffwind Zeebrugge, expansion",BEL,Concept,Other Electrolysis,Dedicated renewable,Offshore wind,H2,,,,,,1,,1,,,,,,,75,16667,13.0,,[2625],51.32233179,3.208704673,Electrolysis,0.55,,,,,
510,Hyoffwind Zeebrugge,BEL,FID/Construction,Other Electrolysis,Dedicated renewable,Offshore wind,H2,,,,,,1,,1,,,,,,,25,5556,4.3,,[2601][2625],51.32233179,3.208704673,Electrolysis,0.55,,,,,
513,"""Waste-to-wheels"" Charleroi",BEL,Feasibility study,Other Electrolysis,Dedicated renewable,Others/Various,H2,,,,,,1,,,,,,,,,,,,,[530][656][1616],50.47114536,4.458723543,Electrolysis,0.5,,,,,
516,Green Fuels for Denmark - Phase 1,DNK,FID/Construction,Other Electrolysis,Dedicated renewable,Others/Various,H2,,,,,,1,,,,,,,,,10,2222,1.7,,[512] [515][1258],55.67598713,12.57032956,Electrolysis,0.5,,,,,
517,Hystock (EnergyStock),NLD,Operational,PEM,Dedicated renewable,Solar PV,H2,,,,,1,1,,,,,,,,,1,192,0.1,,"[2], [7], [103], [127] [395] [396] [547] [784]",53.1028443,6.8694863,Electrolysis,0.3,,,,,
518,HAEOLUS,NOR,Operational,PEM,Dedicated renewable,Onshore wind,H2,,,,,1,1,1,,,,,,,,2.5,481,0.4,,[369],70.76517495,29.08368726,Electrolysis,0.4,,,,,
519,FUTURECEM,DNK,Concept,Other Electrolysis,Other/unknown,,Various,,,1,,1,,,,,,,1,,,100,22222,17.3,,,0,0,Electrolysis,0.57,,,,,
520,Primolyzer (R&D),DNK,DEMO,PEM,Other/unknown,,H2,,,,,,,1,,,,,,,,0.005,1,0.0,,"[1], [155]",0,0,Electrolysis,0.57,,,,,
521,PROCON (R&D),DNK,DEMO,PEM,Other/unknown,,H2,,,,,,,,,,,,,,,,,,,"[1], [2], [3], [7], [9], [38]",0,0,Electrolysis,0.57,,,,,
522,Foulum Demonstration plant,DNK,DEMO,PEM,Other/unknown,,CH4,,,,,,,,,,,,,1,1,0.25,48,0.0,,[438],0,0,Electrolysis,0.57,,,,,
524,Green Natural Gas,DNK,DEMO,SOEC,Other/unknown,,CH4,,,,,,,,,,,,,1,,0.04,11,0.0,,"[3], [9]",0,0,Electrolysis,0.57,,,,,
525,“Towards the Methane Society”,DNK,DEMO,Other Electrolysis,Other/unknown,,CH4,,,,,,,,,,,,,1,1,,,,,[1],0,0,Electrolysis,0.57,,,,,
526,"MEDLYS, Medium temperature water electrolysis (R&D)",DNK,DEMO,Other Electrolysis,Other/unknown,,H2,,,,,,,,,,,,,,,,,,,,0,0,Electrolysis,0.57,,,,,
527,MeGa-stoRE,DNK,DEMO,ALK,Grid,,CH4,,,,,,,,,,,,,1,1,0.006,1,0.0,,"[3], [7], [9], [98] [478]",0,0,Electrolysis,0.57,,,,,
528,MeGa-stoRE Optimising and Upscaling,DNK,DEMO,ALK,Grid,,CH4,,,,,,,,,,,,,1,1,0.25,54,0.0,,"[3], [7], [9], [98]",0,0,Electrolysis,0.57,,,,,
529,"Vestenskov/ Nakskov Industrial and Environmental Park, Lolland",DNK,DEMO,PEM,Other/unknown,,H2,,,,,,,1,,1,,,,,,0.083,16,0.0,,"[1], [2], [5], [7], [9], [55], [57] [409[",0,0,Electrolysis,0.57,,,,,
530,H2RES - Orsted offshore wind,DNK,Operational,ALK,Dedicated renewable,Offshore wind,H2,,,,,,1,,,,,,,,,2,435,0.3,,[696] [918] [919][1248],55.6255437,12.4550501,Electrolysis,0.55,,,,,
531,Samsø,DNK,Other/Unknown,ALK,Other/unknown,,H2,,,,,,1,,,,,,,,,,,,,[2],0,0,Electrolysis,0.57,,,,,
532,Høst - Esbjerg green ammonia plant,DNK,Concept,Other Electrolysis,Dedicated renewable,Others/Various,Ammonia,,1,,,,1,,,,,,,,,1000,222222,173.3,,[734],55.47683853,8.462096409,Electrolysis,0.5,,,,,
533,HRS Aalborg,DNK,Operational,ALK,Grid,,H2,,,,,,1,,,,,,,,,0.25,54,0.0,,[583],0,0,Electrolysis,0.57,,,,,
535,eSMR Methanol demo plant in Aarhus University,DNK,DEMO,Other Electrolysis,Grid,,MeOH,,,1,,,,,,,,,,,,2.643,587,0.5,,[490] [1617],56.17220541,10.1571506,Electrolysis,0.57,,,,,
536,HyCycle - Center for renewable H2 (R&D),DNK,DEMO,PEM,Other/unknown,,H2,,,,,,,,,,,,,,,,,,,[1],0,0,Electrolysis,0.57,,,,,
537,NEXPEL (R&D),NOR,DEMO,PEM,Other/unknown,,H2,,,,,,,,,,,,,,,,,,,"[1], [152], [153]",0,0,Electrolysis,0.57,,,,,
538,Glomfjord Hydrogen AS,NOR,Feasibility study,ALK,Dedicated renewable,Hydropower,H2,,,,,,1,,,,,,,,,2,435,0.3,,[496],0,0,Electrolysis,0.8,,,,,
539,"HyNor Lillestrøm, Akershus Energy Park",NOR,Operational,Biomass,,,H2,,,,,,1,1,,,,,,,,,10,0.0,,,0,0,Other,0.9,,,,,
540,Statkraft-CELSA-Mo green H2 for steel production,NOR,Feasibility study,ALK,Dedicated renewable,Others/Various,H2,,,,1,,,,,,,,,,,45,9783,7.6,,[527][619],66.310371,14.169271,Electrolysis,0.5,,,,,
541,Utsira Island,NOR,DEMO,ALK,Other/unknown,,H2,,,,,,,1,,,,,,,,0.048,10,0.0,,"[1], [2], [5], [7], [87], [88]",0,0,Electrolysis,0.57,,,,,
543,Acorn H2,GBR,Feasibility study,NG w CCUS,,,H2,1,,,,1,,,1,,,,,,,,64045,49.9,400000,[475] [721],57.17912975,-2.101654656,Fossil fuels with CCUS,0.9,,,,,
544,Laboratory System at IFE Kjeller Phase 1,NOR,DEMO,PEM,Other/Unknown,,H2,,,,,,,1,,,,,,,,0.004,1,0.0,,"[1], [5]",0,0,Electrolysis,0.57,,,,,
548,"Green fertilizer project Porsgrunn-Heroya, phase 1 - SKREI",NOR,Operational,PEM,Grid,,Ammonia,,1,,,,,,,,,,,,,24,4615,3.6,,[415][664][1197][1215],59.13990876,9.654776822,Electrolysis,0.57,,,,,
552,"Gigastack-Hornsea 2, phase I",GBR,Other/Unknown,PEM,Dedicated renewable,Offshore wind,H2,1,,,,,,,,,,,,,,100,19231,15.0,,[492][1124],53.627311,-0.241579,Electrolysis,0.55,,,,,
553,The Hydrogen office,GBR,DEMO,ALK,Other/unknown,,H2,,,,,,,1,,,1,,,,,0.024,5,0.0,,"[1], [5], [173], [174]",0,0,Electrolysis,0.57,,,,,
554,RABH2,GBR,DEMO,ALK,Other/unknown,,H2,,,,,,1,1,,,,,,,,0.005,1,0.0,,"[1], [5], [136]",0,0,Electrolysis,0.57,,,,,
555,Air Fuel Synthesis pilot plant,GBR,DEMO,Other Electrolysis,Other/unknown,,Synfuels,,,,,,,,,,,,1,,,,,,,"[1], [5], [15]",0,0,Electrolysis,0.57,,,,,
556,"Aberdeen Kittybrewster, Hydrogen bus project",GBR,DEMO,ALK,Other/Unknown,,H2,,,,,,1,,,,,,,,,1,217,0.2,,"[2], [4], [187], [188]",57.16059318,-2.114359234,Electrolysis,0.57,,,,,
557,"Fife, Levenmouth Community Energy Project",GBR,Operational,Other Electrolysis,Dedicated renewable,Onshore wind,H2,,,,,,1,1,,,,,,,,0.37,82,0.1,,"[2], [4], [189], [190], [191] [409]",56.17696925,-3.017429263,Electrolysis,0.4,,,,,
558,"PURE Project, Unst",GBR,Operational,ALK,Other/unknown,,H2,,,,,,1,1,,1,,,,,,0.015,3,0.0,,"[1], [5], [86], [87]",0,0,Electrolysis,0.57,,,,,
559,Tyseley Energy Park refuelling hub Birmingham,GBR,Operational,PEM,Dedicated renewable,Others/Various,H2,,,,,,1,,,,,,,,,3,577,0.4,,[592] [593][1199],52.46241628,-1.8405931,Electrolysis,0.5,,,,,
562,"H2H Saltend, phase 1",GBR,Feasibility study,NG w CCUS,,,H2,,,,,1,,1,1,,,,,,,,192135,149.8,890000,[540] [541],53.74361892,-0.24953475,Fossil fuels with CCUS,0.9,,,,,
563,Green Fuels for Denmark - Phase 2,DNK,Feasibility study,Other Electrolysis,Dedicated renewable,Others/Various,Various,,,,,1,1,,,,,,1,,,240,53333,41.6,,[512] [515][725][1258],55.67598713,12.57032956,Electrolysis,0.5,,,,,
565,Green Fuels for Denmark - Phase 3,DNK,Feasibility study,Other Electrolysis,Dedicated renewable,Others/Various,Various,,,,,1,1,,,,,,1,,,1050,233333,181.9,,[512] [515][1258],55.67598713,12.57032956,Electrolysis,0.5,,,,,
566,Whitelee Green Hydrogen Facility- Green Hydrogen for Glasgow (Phase 1),GBR,FID/Construction,PEM,Grid+Renewables,Onshore wind,H2,,,,,1,1,,,,,,,,,7.1,1365,1.1,,[581] [854][1514],55.71249156,-4.341732424,Electrolysis,0.7,,,,,
571,CF Industries - Donaldsonville Nitrogen Complex,USA,FID/Construction,ALK,Grid+Renewables,,Ammonia,,1,,,,,,,,,,,,,20,4348,3.4,,[621] [622] [884] [885] [1672] [2376],30.09898196,-90.95452514,Electrolysis,0.7,,,,,
572,Linde - Ontario (California),USA,Feasibility study,PEM,Dedicated renewable,Unknown,H2,,,,,,1,,,,,,,,,5,962,0.7,,[623] [1836],34.06396892,-117.6450024,Electrolysis,0.5,,,,,
573,Westkuste 100 (Phase 2),DEU,Feasibility study,ALK,Dedicated renewable,Others/Various,H2,,,1,1,,,,1,,,,1,,,670,145652,113.6,,[580],54.19038729,9.108629401,Electrolysis,0.5,,,,,
574,"H2 Pilotanlage Lingen, phase 1",DEU,Operational,ALK,Dedicated renewable,Offshore wind,H2,1,,,1,,1,1,,,,,,,,10,2174,1.7,,[314][945][1180][1212] [1551] [2624],52.48255651,7.299667812,Electrolysis,0.55,,,,,
575,HySynGas,DEU,Feasibility study,PEM,Other/unknown,,CH4,,,,,,,,,,,,,1,1,50,9615,7.5,,[264] [473],0,0,Electrolysis,0.57,,,,,
576,Northern Irish hydrogen project - Ballymena Hydrogen,GBR,FID/Construction,Other Electrolysis,Dedicated renewable,Onshore wind,H2,,,,,,1,,,,,,,,,1,222,0.2,,[624][625],54.97455544,-6.4300041,Electrolysis,0.4,,,,,
578,"Eyre Peninsula Gateway Hydrogen Project, phase 1",AUS,Feasibility study,Other Electrolysis,Dedicated renewable,Unknown,Ammonia,,1,,,,,,,,,,,,,100,22222,17.3,,[628][658][1533],-32.96169856,137.7678269,Electrolysis,0.5,,,,,
579,"North CCU HUB, phase 1. North C Hydrogen",BEL,Feasibility study,Other Electrolysis,Dedicated renewable,Others/Various,H2,,,1,,1,1,,,,,,,,,65,14444,11.3,,[444] [654],51.04097789,3.844331149,Electrolysis,0.5,,,,,
580,Centurion,GBR,Other/Unknown,PEM,Dedicated renewable,Others/Various,H2,,,,,1,1,,1,,,,,,,100,19231,15.0,,[232] [473],0,0,Electrolysis,0.5,,,,,
581,"Asian Renewable Energy Hub, first phase",AUS,Feasibility study,Other Electrolysis,Dedicated renewable,Others/Various,Various,,1,,,,,1,,,,,,,,,,,,[493][618][660][889][2199],-20.317253,121.042081,Electrolysis,0.5,,,,,
582,IPCEI SilverFrog,ITA,Concept,PEM,Dedicated renewable,Others/Various,H2,,,,,1,1,,1,,,,,,,,,,,[419],0,0,Electrolysis,0.5,,,,,
583,IPCEI New Green Flamingo,"PRT
ESP",Concept,Other Electrolysis,Dedicated renewable,Others/Various,H2,,,,,,,,,,,,,,,,,,,[416],0,0,Electrolysis,0.5,,,,,
584,Murchison,AUS,Feasibility study,PEM,Dedicated renewable,Solar PV,H2,,,,,1,1,1,,,,,,,,3000,576923,449.8,,[291] [377] [494] [520] [660] [676][889],-26.87199835,115.9799318,Electrolysis,0.3,,,,,
585,NEOM Green Hydrogen Project,SAU,FID/Construction,ALK,Dedicated renewable,Others/Various,Ammonia,,,,,,,,,,,,,,,2200,478261,372.9,,[562][1186] [1297] [1666],28.30590813,34.84928492,Electrolysis,0.5,,,,,
586,IPCEI Blue Danube,"ROM
DEU
AUT",Concept,Other Electrolysis,Dedicated renewable,Others/Various,H2,,,,,1,1,,,,,,,,,,,,,,0,0,Electrolysis,0.5,,,,,
587,Project GERI,AUS,Feasibility study,Other Electrolysis,Dedicated renewable,Others/Various,Ammonia,,1,,,1,,,,,,,,,,,,,,[1026],-28.76860234,114.6119985,Electrolysis,0.5,,,,,
588,IPCEI Black Horse (40 electrolysis production sites),"POL
CZE
SVK
HUN",Concept,Other Electrolysis,Dedicated renewable,Others/Various,H2,,,,,,,,,,,,,,,,,,,,0,0,Electrolysis,0.5,,,,,
