type,latitude,longitude,capacity_mw
Interconnector,32.88333333333333,13.166667,0.8
Interconnector,13.7,-89.2,0.71
Interconnector,39.93333333333333,32.866667,0.64
Interconnector,53.9,27.566667,0.62
Interconnector,42.66666666666666,21.166667,0.62
Interconnector,0.3833333333333333,9.45,0.58
Interconnector,11.583333333333334,43.15,0.51
Interconnector,27.716666666666665,85.316667,0.49
Interconnector,14.733333333333333,-17.633333,0.49
Interconnector,33.68333333333333,73.05,0.48
Interconnector,14.616666666666667,-90.516667,0.47
Interconnector,-29.316666666666663,27.483333,0.43
Interconnector,18.066666666666663,-15.966667,0.38
Interconnector,44.833333333333336,20.5,0.3
Interconnector,17.25,-88.766667,0.28
Interconnector,-0.2166666666666666,-78.5,0.28
Interconnector,50.43333333333333,30.516667,0.28
Interconnector,12.65,-8.0,0.22
Interconnector,38.55,68.766667,0.22
Interconnector,14.1,-87.216667,0.21
Interconnector,-6.8,39.283333,0.16
Interconnector,-3.3666666666666667,29.35,0.1
Interconnector,31.95,35.933333,0.07
Interconnector,3.8666666666666663,11.516667,0.06
Interconnector,42.43333333333333,19.266667,0.06
Interconnector,-12.05,-77.05,0.04
Interconnector,41.68333333333333,44.833333,0.02
Interconnector,-1.95,30.05,0.02
Interconnector,1.2833333333333332,103.85,0.02
Interconnector,26.23333333333333,50.566667,0.01
Interconnector,-13.966666666666669,33.783333,-0.02
Interconnector,24.65,46.7,-0.04
Interconnector,24.466666666666665,54.366667,-0.11
Interconnector,37.98333333333333,23.733333,-0.16
Interconnector,8.966666666666667,-79.533333,-0.17
Interconnector,16.8,96.15,-0.2
Interconnector,33.5,36.3,-0.36
Interconnector,0.3166666666666666,32.55,-0.41
Interconnector,10.483333333333333,-66.866667,-0.6
Interconnector,6.816666666666666,-5.266667,-0.75
Interconnector,9.933333333333334,-84.083333,-0.85
Interconnector,4.6,-74.083333,-0.89
Interconnector,41.31666666666667,19.816667,-0.92
Interconnector,40.16666666666666,44.5,-0.97
Interconnector,42.68333333333333,23.316667,-1.04
Interconnector,40.38333333333333,49.866667,-1.15
Interconnector,3.1666666666666665,101.7,-1.22
Interconnector,30.05,31.25,-1.6
Interconnector,9.033333333333331,38.7,-1.76
Interconnector,5.55,-0.216667,-1.95
Interconnector,36.75,3.05,-2.28
Interconnector,46.05,14.516667,-2.37
Interconnector,9.083333333333334,7.533333,-2.4
Interconnector,-15.416666666666666,28.283333,-2.82
Interconnector,35.7,51.416667,-2.99
Interconnector,48.15,17.116667,-3.04
Interconnector,28.6,77.2,-3.07
Interconnector,-25.95,32.583333,-3.2
Interconnector,52.35,4.916667,-4.38
Interconnector,-25.7,28.216667,-5.02
Interconnector,-34.85,-56.166667,-5.1
Interconnector,50.083333333333336,14.466667,-6.39
Interconnector,48.2,16.366667,-6.48
Interconnector,31.766666666666666,35.233333,-6.93
Interconnector,37.95,58.383333,-9.0
Interconnector,40.4,-3.683333,-10.31
Interconnector,45.41666666666666,-75.7,-12.5
Interconnector,46.91666666666666,7.466667,-13.48
Interconnector,39.91666666666666,116.383333,-13.93
Interconnector,55.75,37.6,-16.48
Interconnector,59.91666666666666,10.75,-18.52
Interconnector,-25.266666666666666,-57.666667,-24.2
Interconnector,59.333333333333336,18.05,-33.47
Interconnector,17.966666666666665,102.6,-37.04
Interconnector,48.86666666666667,2.333333,-91.02
Data Center,61.9241,25.7482,0.1
Data Center,59.912,10.746,0.1
Data Center,59.912,10.746,0.1
Data Center,59.3294,18.0686,0.1
Data Center,58.97,5.733,0.1
Data Center,53.1424,-7.6921,0.1
Data Center,53.1424,-7.6921,0.1
Data Center,52.5167,13.3833,0.1
Data Center,52.378,4.9,0.1
Data Center,52.378,4.9,0.1
Data Center,52.1333,11.6167,0.1
Data Center,52.1326,5.2913,0.1
Data Center,51.5073,-0.1276,0.1
Data Center,51.5073,-0.1276,0.1
Data Center,51.5073,-0.1276,0.1
Data Center,51.5073,-0.1276,0.1
Data Center,51.5073,-0.1276,0.1
Data Center,51.4817,-3.1792,0.1
Data Center,50.5577,4.4699,0.1
Data Center,50.110924,8.682127,0.1
Data Center,50.110924,8.682127,0.1
Data Center,50.110924,8.682127,0.1
Data Center,50.110924,8.682127,0.1
Data Center,50.110924,8.682127,0.1
Data Center,50.1109,8.6821,0.1
Data Center,50.1109,8.6821,0.1
Data Center,50.1109,8.6821,0.1
Data Center,50.1109,8.6821,0.1
Data Center,50.1109,8.6821,0.1
Data Center,48.8566,2.3518,0.1
Data Center,48.8566,2.3518,0.1
Data Center,48.8566,2.3518,0.1
Data Center,48.8566,2.3518,0.1
Data Center,48.8566,2.3518,0.1
Data Center,48.8566,2.3518,0.1
Data Center,48.4284,-123.3656,0.1
Data Center,47.3786,8.54,0.1
Data Center,47.3786,8.54,0.1
Data Center,47.3786,8.54,0.1
Data Center,47.3786,8.54,0.1
Data Center,47.3786,8.54,0.1
Data Center,47.3786,8.54,0.1
Data Center,46.8257,-71.2349,0.1
Data Center,46.8257,-71.2349,0.1
Data Center,46.8257,-71.2349,0.1
Data Center,46.206,6.1453,0.1
Data Center,46.206,6.1453,0.1
Data Center,45.5017,-73.5673,0.1
Data Center,45.5017,-73.5673,0.1
Data Center,45.5017,-73.5673,0.1
Data Center,45.5017,-73.5673,0.1
Data Center,45.5017,-73.5673,0.1
Data Center,45.5017,-73.5673,0.1
Data Center,45.5017,-73.5673,0.1
Data Center,45.5017,-73.5673,0.1
Data Center,45.5017,-73.5673,0.1
Data Center,45.4642,9.1903,0.1
Data Center,45.4642,9.1903,0.1
Data Center,45.4642,9.1903,0.1
Data Center,45.4642,9.1903,0.1
Data Center,43.8041,-120.5542,0.1
Data Center,43.8041,-120.5542,0.1
Data Center,43.8041,-120.5542,0.1
Data Center,43.8041,-120.5542,0.1
Data Center,43.8041,-120.5542,0.1
Data Center,43.8041,-120.5542,0.1
Data Center,43.6529,-79.3849,0.1
Data Center,43.6529,-79.3849,0.1
Data Center,43.6529,-79.3849,0.1
Data Center,43.6529,-79.3849,0.1
Data Center,43.6529,-79.3849,0.1
Data Center,43.6529,-79.3849,0.1
Data Center,43.6529,-79.3849,0.1
Data Center,43.6529,-79.3849,0.1
Data Center,43.6529,-79.3849,0.1
Data Center,43.2967,5.3764,0.1
Data Center,43.2967,5.3764,0.1
Data Center,43.076,-107.2903,0.1
Data Center,43.076,-107.2903,0.1
Data Center,41.8756,-87.6244,0.1
Data Center,40.767,-111.8904,0.1
Data Center,40.767,-111.8904,0.1
Data Center,40.767,-111.8904,0.1
Data Center,40.6331,-89.3985,0.1
Data Center,40.6331,-89.3985,0.1
Data Center,40.4173,-82.9071,0.1
Data Center,40.4173,-82.907,0.1
Data Center,40.4173,-82.9071,0.1
Data Center,39.905,116.3914,0.1
Data Center,39.905,116.3914,0.1
Data Center,39.0438,-77.4874,0.1
Data Center,39.0438,-77.4874,0.1
Data Center,39.0438,-77.4874,0.1
Data Center,38.895,-77.0366,0.1
Data Center,38.895,-77.0366,0.1
Data Center,38.895,-77.0366,0.1
Data Center,38.895,-77.0366,0.1
Data Center,38.895,-77.0366,0.1
Data Center,38.895,-77.0366,0.1
Data Center,38.895,-77.0366,0.1
Data Center,38.895,-77.0366,0.1
Data Center,37.926868,-78.024902,0.1
Data Center,37.568,126.977,0.1
Data Center,37.568,126.977,0.1
Data Center,37.568,126.977,0.1
Data Center,37.568,126.977,0.1
Data Center,37.568,126.977,0.1
Data Center,37.5665,126.978,0.1
Data Center,37.5665,126.978,0.1
Data Center,37.5665,126.978,0.1
Data Center,37.5665,126.978,0.1
Data Center,37.5665,126.978,0.1
Data Center,37.4316,-78.6569,0.1
Data Center,37.4316,-78.6569,0.1
Data Center,37.4316,-78.6569,0.1
Data Center,37.4316,-78.6569,0.1
Data Center,37.3382,-121.8863,0.1
Data Center,37.3382,-121.8863,0.1
Data Center,36.7783,-119.4179,0.1
Data Center,36.7783,-119.4179,0.1
Data Center,36.1699,-115.1398,0.1
Data Center,36.1699,-115.1398,0.1
Data Center,36.1699,-115.1398,0.1
Data Center,35.7596,-79.0193,0.1
Data Center,35.7596,-79.0193,0.1
Data Center,35.7596,-79.0193,0.1
Data Center,35.68,139.77,0.1
Data Center,35.68,139.77,0.1
Data Center,35.68,139.77,0.1
Data Center,35.68,139.77,0.1
Data Center,35.68,139.77,0.1
Data Center,35.68,139.77,0.1
Data Center,35.68,139.77,0.1
Data Center,35.68,139.77,0.1
Data Center,35.68,139.77,0.1
Data Center,35.68,139.77,0.1
Data Center,35.1025,129.0349,0.1
Data Center,35.1025,129.0349,0.1
Data Center,34.693,135.502,0.1
Data Center,34.693,135.502,0.1
Data Center,34.693,135.502,0.1
Data Center,34.693,135.502,0.1
Data Center,34.693,135.502,0.1
Data Center,34.693,135.502,0.1
Data Center,34.693,135.502,0.1
Data Center,34.693,135.502,0.1
Data Center,34.0544,-118.2439,0.1
Data Center,34.0544,-118.2439,0.1
Data Center,34.0544,-118.2439,0.1
Data Center,33.8361,-81.1637,0.1
Data Center,33.8361,-81.1637,0.1
Data Center,33.8361,-81.1637,0.1
Data Center,33.45,-112.055,0.1
Data Center,33.4484,-112.074,0.1
Data Center,33.4484,-112.074,0.1
Data Center,32.7767,-96.797,0.1
Data Center,32.7767,-96.797,0.1
Data Center,31.9686,-99.9018,0.1
Data Center,31.9686,-99.9018,0.1
Data Center,31.2532,146.9211,0.1
Data Center,31.1667,121.4667,0.1
Data Center,31.1667,121.4667,0.1
Data Center,30.2369,-93.0138,0.1
Data Center,30.2369,-93.0138,0.1
Data Center,30.2369,-93.0138,0.1
Data Center,30.2369,-93.0138,0.1
Data Center,30.2369,-93.0138,0.1
Data Center,29.7604,-95.3698,0.1
Data Center,29.7604,-95.3698,0.1
Data Center,29.3838,-94.9027,0.1
Data Center,26.0667,50.5577,0.1
Data Center,25.252,55.28,0.1
Data Center,25.252,55.28,0.1
Data Center,24.466,54.366,0.1
Data Center,24.466,54.366,0.1
Data Center,23.6978,120.9605,0.1
Data Center,23.6978,120.9605,0.1
Data Center,23.5505,-46.6333,0.1
Data Center,23.5505,-46.6333,0.1
Data Center,23.5505,-46.6333,0.1
Data Center,23.5505,-46.6333,0.1
Data Center,22.3193,114.1694,0.1
Data Center,22.3193,114.1694,0.1
Data Center,22.3193,114.1694,0.1
Data Center,22.3193,114.1694,0.1
Data Center,22.285,114.157,0.1
Data Center,22.285,114.157,0.1
Data Center,22.285,114.157,0.1
Data Center,21.5428,39.1728,0.1
Data Center,21.5428,39.1728,0.1
Data Center,19.4194,-99.1456,0.1
Data Center,19.4194,-99.1456,0.1
Data Center,19.4194,-99.1456,0.1
Data Center,18.9667,72.8333,0.1
Data Center,18.9667,72.8333,0.1
Data Center,18.9667,72.8333,0.1
Data Center,18.9667,72.8333,0.1
Data Center,18.9667,72.8333,0.1
Data Center,18.9667,72.8333,0.1
Data Center,18.9667,72.8333,0.1
Data Center,18.9667,72.8333,0.1
Data Center,18.5236,73.8478,0.1
Data Center,18.5236,73.8478,0.1
Data Center,17.3667,78.4667,0.1
Data Center,17.3667,78.4667,0.1
Data Center,13.09,80.27,0.1
Data Center,13.09,80.27,0.1
Data Center,13.09,80.27,0.1
Data Center,13.09,80.27,0.1
Data Center,1.289,103.85,0.1
Data Center,1.289,103.85,0.1
Data Center,1.289,103.85,0.1
Data Center,1.289,103.85,0.1
Data Center,1.289,103.85,0.1
Data Center,1.289,103.85,0.1
Data Center,1.289,103.85,0.1
Data Center,1.289,103.85,0.1
Data Center,-23.5507,-46.6334,0.1
Data Center,-23.5507,-46.6334,0.1
Data Center,-23.5507,-46.6334,0.1
Data Center,-23.5507,-46.6334,0.1
Data Center,-23.5507,-46.6334,0.1
Data Center,-23.5507,-46.6334,0.1
Data Center,-23.5507,-46.6334,0.1
Data Center,-23.5507,-46.6334,0.1
Data Center,-23.5507,-46.6334,0.1
Data Center,-23.5507,-46.6334,0.1
Data Center,-23.5507,-46.6334,0.1
Data Center,-26.1633,28.0328,0.1
Data Center,-26.1633,28.0328,0.1
Data Center,-33.868,151.21,0.1
Data Center,-33.868,151.21,0.1
Data Center,-33.868,151.21,0.1
Data Center,-33.868,151.21,0.1
Data Center,-33.868,151.21,0.1
Data Center,-33.868,151.21,0.1
Data Center,-33.868,151.21,0.1
Data Center,-33.868,151.21,0.1
Data Center,-33.9351,18.4289,0.1
Data Center,-33.9351,18.4289,0.1
Data Center,-33.9351,18.4289,0.1
Data Center,-33.9351,18.4289,0.1
Data Center,-35.2819,149.1289,0.1
Data Center,-35.2819,149.1289,0.1
Data Center,-37.8142,144.9632,0.1
Data Center,-37.8142,144.9632,0.1
Data Center,-37.8142,144.9632,0.1
Data Center,-37.8142,144.9632,0.1
Data Center,0.1,0.1,0.1
Data Center,0.1,0.1,0.1
Data Center,0.1,0.1,0.1
Data Center,0.1,0.1,0.1
Data Center,0.1,0.1,0.1
Data Center,0.1,0.1,0.1
Data Center,0.1,0.1,0.1
Data Center,0.1,0.1,0.1
Data Center,0.1,0.1,0.1
Data Center,0.1,0.1,0.1
Data Center,0.1,0.1,0.1
Data Center,0.1,0.1,0.1
Data Center,0.1,0.1,0.1
Data Center,0.1,0.1,0.1
Storage,45.8885171,10.84,80000.0
Storage,42.6334211,0.22,7200.0
Storage,41.58258,-73.43,29000.0
Storage,47.1369626,8.78,135000.0
Storage,55.850657,37.44,30000.0
Storage,49.846401,14.42,45000.0
Storage,42.5575092,13.37,156000.0
Storage,44.1035517,2.69,11000.0
Storage,18.4548333,73.39,150000.0
Storage,47.6184,8.19,150000.0
Storage,48.8207511,20.37,24000.0
Storage,40.364905,-105.24,8500.0
Storage,36.95558,-4.8,3600.0
Storage,49.529869,12.29,99000.0
Storage,47.3648489,12.64,113000.0
Storage,45.3049852,14.71,4600.0
Storage,45.10418,1.95,48000.0
Storage,47.0531826,9.75,232000.0
Storage,49.48711,11.47,160000.0
Storage,46.291289,7.54,164000.0
Storage,43.1444964,-79.04,174000.0
Storage,49.552216,12.28,35000.0
Storage,37.9937488,13.29,80000.0
Storage,47.8483283,11.86,49200.0
Storage,33.6037185,133.69,13500.0
Storage,35.308032,138.2,137000.0
Storage,37.4537502,-90.84,440000.0
Storage,45.6885992,10.66,137200.0
Storage,42.310337,-7.23,315000.0
Storage,51.8989299,9.93,220000.0
Storage,48.5071632,9.29,90000.0
Storage,41.737703,-7.85,68000.0
Storage,46.2695803,9.87,36500.0
Storage,34.042191,135.98,350000.0
Storage,41.00095,-75.03,400000.0
Storage,41.5230896,14.13,115000.0
Storage,37.93753,-5.78,14000.0
Storage,39.835,-5.989,132000.0
Storage,-41.8602187,146.76,1700.0
Storage,39.847457,-76.29,1070000.0
Storage,37.0497134,-79.64,560000.0
Storage,47.5656,7.95,360000.0
Storage,39.7060984,-105.7,324000.0
Storage,39.5137752,-121.56,819000.0
Storage,46.5478079,11.01,42000.0
Storage,34.822844,133.4,303000.0
Storage,36.6485496,138.19,220000.0
Storage,49.3958323,22.46,200000.0
Storage,51.7422639,10.92,80000.0
Storage,37.069105,-121.08,424000.0
Storage,38.265728,113.98,41000.0
Storage,36.0,138.0,623000.0
Storage,46.9782553,10.04,7000.0
Storage,42.7201458,-0.46,88500.0
Storage,44.6680993,43.52,15900.0
Storage,51.1736091,7.97,140000.0
Storage,39.5137752,-121.56,120000.0
Storage,35.6473601,138.64,340000.0
Storage,41.268575,-6.47,810000.0
Storage,36.154152,137.75,260000.0
Storage,41.831299,-79.01,440000.0
Storage,46.4198999,6.93,240000.0
Storage,34.8844606,135.8,466000.0
Storage,46.0714347,12.34,210000.0
Storage,42.644804,1.26,90000.0
Storage,54.0249,16.7069,156000.0
Storage,36.26566,-95.1,260000.0
Storage,33.553,-111.443,50000.0
Storage,50.5904776,30.48,603000.0
Storage,48.86311,21.09,60000.0
Storage,35.1467376,137.72,1125000.0
Storage,34.213624,-93.11,28000.0
Storage,41.763285,-8.21,125000.0
Storage,47.0867914,11.77,231000.0
Storage,42.611429,-72.473883,1119000.0
Storage,34.6548333,-118.78,1247000.0
Storage,46.0551036,10.35,568000.0
Storage,46.0033754,8.69,1000000.0
Storage,-35.6239558,148.3,1500000.0
Storage,48.8555897,13.0,3500.0
Storage,37.5429955,-6.06,215000.0
Storage,37.0582786,-120.85,25200.0
Storage,43.894481,-86.44,1872000.0
Storage,47.953884,-118.99,314000.0
Storage,37.09,139.9,675000.0
Storage,42.442978,-74.45,1160000.0
Storage,40.376299,116.84,22000.0
Storage,59.9361331,6.0,40000.0
Storage,51.1624468,9.06,480000.0
Storage,53.0280556,-6.39,292000.0
Storage,42.687055,-72.96,600000.0
Storage,42.3624055,142.32,200000.0
Storage,44.1260632,11.06,330000.0
Storage,32.5074371,130.6,500000.0
Storage,49.0986111,19.49,198000.0
Storage,45.4824436,6.53,310000.0
Storage,42.1429146,-7.29,228000.0
Storage,46.1025948,7.08,360000.0
Storage,19.4779213,75.37,12000.0
Storage,34.5411347,132.51,620000.0
Storage,47.0851253,9.88,295000.0
Storage,50.059739,9.63,164000.0
Storage,49.9218041,4.6,800000.0
Storage,47.6363693,7.91,910000.0
Storage,35.4232984,136.76,288000.0
Storage,-41.8602187,146.76,300000.0
Storage,34.7659145,-84.77,250000.0
Storage,36.90817,-4.76,360000.0
Storage,46.9429623,9.48,370000.0
Storage,-34.733688,150.47,160000.0
Storage,-34.721119,150.48,80000.0
Storage,48.2632698,11.671654,387000.0
Storage,40.0948744,9.16,240000.0
Storage,43.2504393,-5.98,133000.0
Storage,35.0198163,-85.37,1652000.0
Storage,49.124395,16.12,450000.0
Storage,34.2993741,-81.31,511200.0
Storage,53.1897685,8.4099915,290000.0
Storage,60.90357,7.2,270000.0
Storage,49.7704966,19.21,500000.0
Storage,45.3815081,5.99,480000.0
Storage,50.3717154,5.87,1164000.0
Storage,46.87241,13.33,730000.0
Storage,47.0791667,13.34,120000.0
Storage,50.53528,12.86,1050000.0
Storage,33.350038,-83.16,208000.0
Storage,-34.1514673,18.87,180000.0
Storage,44.2439659,7.4,134000.0
Storage,34.04469,135.79,1206000.0
Storage,47.2537414,11.6,289000.0
Storage,36.473841,137.69,1280000.0
Storage,16.0732748,78.87,1670000.0
Storage,47.1374819,12.33,108000.0
Storage,49.011138,19.93,735160.0
Storage,44.1775758,7.42,1184000.0
Storage,40.340285,-8.2,336000.0
Storage,39.094098,-106.35,200000.0
Storage,35.1801883,136.91,317000.0
Storage,35.1801883,136.91,780000.0
Storage,37.453851,139.52,460000.0
Storage,-28.5846,29.0945,1000000.0
Storage,40.195346,-6.16,111000.0
Storage,40.195346,-6.16,54000.0
Storage,36.7862665,139.16,1200000.0
Storage,36.844,138.766,1000000.0
Storage,43.092929,-4.02,360000.0
Storage,29.5280155,-98.48,422.0
Storage,46.65532,8.29,350000.0
Storage,44.709426,2.64,910000.0
Storage,54.7697655,18.05,716000.0
Storage,47.8483283,11.86,49000.0
Storage,44.059565,2.77,445000.0
Storage,-27.4129715,152.64,500000.0
Storage,44.2007328,15.68,276000.0
Storage,33.5588035,133.53,615000.0
Storage,39.524633,-91.64,58000.0
Storage,53.1340503,-4.11,1728000.0
Storage,-34.5921633,-68.67,224000.0
Storage,45.3049852,14.71,1140.0
Storage,46.1804266,10.33,1000000.0
Storage,34.025195,-82.59,600000.0
Storage,42.580864,0.69,219100.0
Storage,40.3856573,22.21,315000.0
Storage,42.5104171,1.0,468000.0
Storage,23.7919524,120.86,1008000.0
Storage,35.5037598,128.75,600000.0
Storage,38.198392,-79.81,3003000.0
Storage,59.223399,6.19,17000.0
Storage,59.49881,6.53,640000.0
Storage,41.203,-6.688,1139000.0
Storage,45.183414,6.48,748000.0
Storage,36.6460769,139.04,1200000.0
Storage,33.431907,129.95,600000.0
Storage,45.205931,6.12,1820000.0
Storage,37.104114,-119.32,199800.0
Storage,52.5200066,13.4,8500.0
Storage,35.7826363,-80.89,500.0
Storage,41.7429109,24.39,160000.0
Storage,11.0168445,76.96,400000.0
Storage,47.14584,11.97,360000.0
Storage,41.097355,-8.26,140000.0
Storage,33.9985758,-117.68,10000.0
Storage,-34.158688,19.01,400000.0
Storage,36.7199026,139.7,1050000.0
Storage,-33.665194,-70.09,30800.0
Storage,51.4031667,7.43,153000.0
Storage,43.900408,25.97,53000.0
Storage,36.6786996,139.0,240000.0
Storage,31.2572207,-88.0280479,110000.0
Storage,37.10085,15.12,600000.0
Storage,14.4049116,99.13,720000.0
Storage,41.3766245,14.09,1000000.0
Storage,33.0796578,-96.83,4425.0
Storage,35.010984,-83.01,1065000.0
Storage,40.1415,118.31,420000.0
Storage,30.537713,105.19,2000.0
Storage,36.961698,140.05,900000.0
Storage,23.8666667,120.92,1600000.0
Storage,33.2917968,-112.43,45000.0
Storage,18.3978052,-66.01,20000.0
Storage,34.0237394,131.93,1280.0
Storage,42.1927654,24.33,788000.0
Storage,34.2828967,-85.23,1095000.0
Storage,36.6485496,138.19,1500000.0
Storage,36.844,138.766,600000.0
Storage,17.2440808,99.0,171000.0
Storage,34.007122,-118.19,5000.0
Storage,41.267032,24.5,384000.0
Storage,31.0365983,-82.75,2000.0
Storage,35.265767,133.51,1200000.0
Storage,37.37685715,-110.726121,250.0
Storage,32.694882,-96.79,2300.0
Storage,49.4099645,20.33,82800.0
Storage,29.289455,90.98,90000.0
Storage,40.22066,116.23,800000.0
Storage,29.655143,121.41,80000.0
Storage,55.0845439,-131.58,1000.0
Storage,23.2895908,73.84,240000.0
Storage,35.3396654,134.85,1932000.0
Storage,34.10146131,-118.3392454,150.0
Storage,29.626104,-95.07,5100.0
Storage,42.0,-71.0,0.0
Storage,34.9945033,138.94,6000.0
Storage,31.72717,115.93,80000.0
Storage,34.6937378,135.5,3000.0
Storage,32.7832979,-117.13,500.0
Storage,23.1404452,113.34,2400000.0
Storage,33.643684,-112.06,10000.0
Storage,30.783121,115.4,70000.0
Storage,35.64874,139.85,2400.0
Storage,14.8361163,101.55,500000.0
Storage,37.4241016,-122.193145,124.0
Storage,31.416911,119.48,102000.0
Storage,-39.9282417,143.85,200.0
Storage,26.3052059,-98.18,875.0
Storage,56.3094531,38.13,1200000.0
Storage,36.25,133.266667,200.0
Storage,35.568724,139.75,8000.0
Storage,14.35,121.57,709000.0
Storage,38.6394278,-109.41,250.0
Storage,59.308129,4.88,65.0
Storage,36.3966149,140.53,9600.0
Storage,18.3978052,-66.01,20000.0
Storage,32.237685,-110.95,3000.0
Storage,39.0524827,-28.0068979,500.0
Storage,39.4474713,-31.193945,500.0
Storage,44.3060399,141.65,4000.0
Storage,41.693192,-8.03,191600.0
Storage,35.6569697,139.84,2000.0
Storage,32.990833,112.53,120000.0
Storage,42.972097,126.75,1800000.0
Storage,45.139117,6.97,158000.0
Storage,51.6578355,-1.2320366,400000.0
Storage,19.283333,73.7,250000.0
Storage,30.274085,120.16,1224000.0
Storage,35.7597538,139.75,2000.0
Storage,36.4359045,129.06,600000.0
Storage,-77.5247401,166.96,500.0
Storage,39.8381698,-74.9648887,140.0
Storage,37.7799273,-121.9780153,100.0
Storage,38.015499,128.55,1000000.0
Storage,-23.1410266,113.7764051,500.0
Storage,35.6564348,139.51,1000.0
Storage,35.800172,-114.98,64000.0
Storage,38.9624899,-77.44,0.0
Storage,39.0,-77.0,1500.0
Storage,23.3320779,86.37,900000.0
Storage,45.4156641,141.67,1500.0
Storage,41.5285417,-83.65,250.0
Storage,16.2411,-61.53,107.0
Storage,40.9673439,141.37,34000.0
Storage,40.4359724,-79.99,600.0
Storage,40.683741,-80.07,100.0
Storage,41.5818,-83.57,750.0
Storage,35.8250555,128.74,525.0
Storage,40.8953301,-83.89,2000.0
Storage,43.6541362,-96.21,1000.0
Storage,38.4345321,-82.13,2000.0
Storage,31.340711,119.82,1000000.0
Storage,50.914,6.387,1500.0
Storage,41.2306034,-85.32,2000.0
Storage,42.6608824,-71.4067111,500.0
Storage,50.0755381,14.4378005,70000.0
Storage,-77.5247401,166.96,500.0
Storage,40.4776121,-75.77,1000.0
Storage,37.965032,114.08,1000000.0
Storage,46.9858102,10.03,525000.0
Storage,22.720358,114.25,200.0
Storage,22.543099,114.06,1000.0
Storage,37.182758,-3.06,50000.0
Storage,53.3594029,7.21,800.0
Storage,59.6493133,17.93,10000.0
Storage,22.543099,114.06,1000.0
Storage,22.720358,114.25,1000.0
Storage,20.7983626,-156.33,1500.0
Storage,57.986,-5.345,12.0
Storage,36.3294157,127.44,1870.0
Storage,19.7267618,-156.06,2000.0
Storage,-27.366359,-70.33,12000.0
Storage,33.218512,-98.16,90000.0
Storage,40.7267682,-73.63,1000.0
Storage,-21.16493,119.741631,500.0
Storage,40.0,116.0,100.0
Storage,24.466667,54.37,8000.0
Storage,38.6194489,-6.8,50000.0
Storage,41.054513,140.35,4500.0
Storage,29.5607383,-104.37,4000.0
Storage,31.1744632,121.44,100.0
Storage,23.0,114.0,100.0
Storage,46.0855,13.67,185000.0
Storage,32.060255,118.8,100.0
Storage,38.814241,-6.84,49900.0
Storage,12.1507,-68.28,3000.0
Storage,52.1013808,6.2430783,10.0
Storage,28.228209,112.94,1200000.0
Storage,40.6526006,-73.9497211,100.0
Storage,43.548473,10.31,10.0
Storage,36.3513831,127.39,1400.0
Storage,36.3543602,127.35,1400.0
Storage,39.0146158,139.91,4500.0
Storage,35.1321877,-118.4489739,100.0
Storage,40.7233004,-73.59,8.0
Storage,35.9940329,-78.898619,4000.0
Storage,30.2415445,-97.76859899,15.0
Storage,34.1425078,-118.26,1500.0
Storage,41.0,115.0,100.0
Storage,46.6407766,14.95,50000.0
Storage,39.39114,-3.21,50000.0
Storage,39.39114,-3.21,50000.0
Storage,-27.5713169,151.9195171,25.0
Storage,17.0211993,-25.330719,28.0
Storage,35.9603948,-83.9210261,50.0
Storage,35.9220262,-84.14,50.0
Storage,35.9220262,-84.14,25.0
Storage,21.6659535,-157.94,15000.0
Storage,31.0,121.0,50.0
Storage,37.4687376,-5.35,19900.0
Storage,-33.2983593,146.37,3000.0
Storage,33.8153513,-117.93,2000.0
Storage,19.5429151,-155.67,1000.0
Storage,46.9985746,13.04,140000.0
Storage,37.8315403,127.51,400000.0
Storage,32.8234495,-117.14,50.0
Storage,35.9220262,-84.14,25.0
Storage,35.9220262,-84.14,25.0
Storage,42.298855,-83.149457,750.0
Storage,-33.6457522,150.05,1000.0
Storage,32.8769207,-117.24,30.0
Storage,42.5370728,-71.62,100.0
Storage,31.9076736,131.42,1200000.0
Storage,33.7513419,-117.99,4000.0
Storage,40.7628254,-73.8343036,100.0
Storage,37.163714,-3.07,50000.0
Storage,34.986823,-106.61,500.0
Storage,37.505802,126.75,1870.0
Storage,49.211575,119.77,50.0
Storage,42.4580676,-71.3599889,175.0
Storage,39.002039,-79.89,32000.0
Storage,21.4389123,-158.0,1000.0
Storage,39.084158,117.2,15.0
Storage,36.6577004,128.45,800000.0
Storage,33.4890113,126.5,150.0
Storage,36.605904,-5.8,50000.0
Storage,41.158557,114.72,4000.0
Storage,41.158557,114.72,1000.0
Storage,41.158557,114.72,2000.0
Storage,35.9787638,-114.8337739,100.0
Storage,41.158557,114.72,6000.0
Storage,35.2981943,-81.02,402.0
Storage,42.5539158,-73.3944466,20000.0
Storage,47.1592991,12.71,480000.0
Storage,58.1631846,13.56,75.0
Storage,36.0,120.0,7020.0
Storage,40.4687825,-79.97,15.0
Storage,34.0805651,-118.07,750.0
Storage,45.643296,5.87,120.0
Storage,39.755625,-104.62,25.0
Storage,20.8165975,-156.93,1125.0
Storage,40.5865396,-122.39,1000.0
Storage,39.0,-7.0,50000.0
Storage,28.953154,-13.651196,1600.0
Storage,33.0,-117.0,500.0
Storage,36.0,139.0,940000.0
Storage,41.9075304,8.66,150.0
Storage,39.0,-3.0,50000.0
Storage,39.0,-3.0,50000.0
Storage,36.605904,-5.8,50000.0
