type,latitude,longitude,capacity_mw
Hydro,46.2659,-83.0127,2.3
Hydro,47.9101,-84.7447,22.0
Hydro,47.4574,-53.0678,3.5
Biomass,49.1864,-122.9777,25.0
Biomass,48.3838,-77.223,35.0
Hydro,47.1227,-70.8286,22.0
Hydro,46.219,-82.4409,7.2
Hydro,50.6727,-121.9241,48.0
Hydro,49.0302,-117.5041,805.0
Hydro,50.1204,-96.0177,165.0
Hydro,44.3215,-77.782,6.0
Hydro,46.5359,-72.7673,200.0
Hydro,46.5338,-72.7656,194.0
Hydro,44.9558,-62.4982,10.0
Hydro,49.8087,-84.499,18.0
Hydro,48.4484,-71.2148,959.1
Hydro,50.296,-118.8133,6.0
Hydro,44.1315,-77.5934,4.0
Hydro,44.21,-77.5975,2.0
Hydro,48.6609,-89.5974,48.0
Hydro,43.1492,-79.0443,450.0
Hydro,43.1456,-79.0436,1499.0
Hydro,43.1446,-79.0599,174.0
Hydro,44.4308,-65.8722,5.3
Hydro,47.266,-67.2434,9.0
Hydro,49.7205,-122.9956,25.0
Biomass,49.5284,-115.7578,51.0
Hydro,50.2221,-95.5687,68.0
Biomass,55.2509,-114.5181,9.0
Hydro,50.0609,-82.1609,267.0
Hydro,49.2857,-81.6376,7.4
Hydro,63.4211,-116.2238,4.3
Hydro,63.439,-116.1873,7.4
Hydro,63.3252,-116.2977,10.2
Hydro,63.5114,-116.0053,8.5
Biomass,42.0644,-82.6805,12.0
Biomass,48.6379,-72.4337,21.0
Hydro,50.2842,-122.9776,13.0
Hydro,50.7716,-118.1041,9.0
Hydro,45.0031,-79.3054,5.0
Hydro,49.4555,-117.5197,54.0
Hydro,49.2876,-125.3092,5.0
Hydro,50.9034,-116.4089,4.0
Hydro,51.0745,-115.4024,112.0
Hydro,49.6761,-123.2614,1.0
Biomass,46.0639,-73.2555,9.4
Hydro,45.1283,-66.8279,15.0
Hydro,49.3665,-113.1087,2.0
Hydro,49.4526,-112.7165,7.0
Hydro,44.3522,-78.2948,3.9
Biomass,43.1003,-81.373,1.3
Hydro,48.5523,-57.2057,18.4
Hydro,49.2288,-122.3561,91.0
Hydro,48.0778,-84.7394,16.0
Hydro,45.4071,-76.5064,182.0
Hydro,46.5213,-80.7104,5.0
Hydro,49.7111,-122.0343,22.0
Hydro,49.9981,-125.5856,64.0
Hydro,48.7443,-92.2839,8.8
Biomass,46.507,-80.9002,1.6
Hydro,44.8569,-79.5396,7.9
Hydro,45.6219,-72.9498,2.3
Hydro,60.4186,-111.3949,18.3
Hydro,49.3336,-112.8871,12.7
Biomass,45.0447,-63.1389,1.2
Biomass,49.4089,-82.4248,15.0
Biomass,46.7094,-79.0954,58.1
Hydro,49.5674,-125.6215,3.1
Biomass,48.7975,-87.1066,20.0
Biomass,53.8615,-101.2175,22.8
Hydro,49.5424,-125.5642,8.2
Hydro,46.5529,-72.7587,5.3
Hydro,45.4796,-76.6894,4.0
Hydro,50.9985,-115.3746,3.0
Biomass,48.3579,-89.2317,62.4
Biomass,48.3596,-89.2217,135.0
Biomass,45.5982,-75.2557,24.0
Hydro,44.6914,-63.8913,4.2
Hydro,46.8097,-67.7665,36.8
Hydro,49.7409,-122.1622,18.0
Hydro,46.7801,-67.6953,20.0
Biomass,49.9014,-119.4994,15.0
Hydro,47.5395,-52.9191,2.6
Hydro,47.2107,-52.8483,6.9
Hydro,49.9705,-68.1591,526.0
Biomass,45.2372,-75.7637,6.0
Hydro,47.7521,-72.8783,302.0
Hydro,49.7038,-122.0796,21.2
Hydro,44.9884,-79.2714,2.0
Hydro,43.8821,-65.9778,2.7
Hydro,48.7468,-80.5817,27.5
Hydro,53.4963,-64.5158,225.0
Hydro,49.1899,-86.1172,5.0
Biomass,47.3702,-68.3318,39.0
Hydro,49.8371,-123.6858,9.0
Biomass,49.2602,-123.2545,2.0
Biomass,53.8926,-122.8149,4.4
Hydro,48.5358,-86.1442,23.0
Hydro,49.7954,-123.5721,10.0
Hydro,49.4601,-117.4842,66.0
Hydro,49.8543,-123.4461,11.0
Hydro,44.1574,-64.9984,5.4
Hydro,50.657,-123.4476,81.4
Hydro,49.7178,-123.0546,25.0
Hydro,48.1835,-56.1725,84.0
Hydro,44.9267,-64.0394,2.0
Hydro,49.566,-122.3503,33.0
Hydro,48.7918,-91.705,10.0
Biomass,53.2063,-114.9826,12.0
Biomass,55.264,-114.5893,4.0
Biomass,53.6934,-111.9786,1.0
Hydro,56.7289,-130.5977,18.0
Hydro,45.9167,-76.9223,11.7
Hydro,46.3163,-81.5207,3.4
Hydro,49.2366,-121.6807,65.0
Hydro,49.8217,-92.8763,1.1
Hydro,50.6605,-121.9833,16.0
Hydro,50.8139,-118.06,8.0
Hydro,49.0041,-117.6129,493.2
Hydro,49.0047,-117.616,335.0
Hydro,44.7808,-79.2937,1.6
Hydro,44.3371,-78.3131,1.3
Hydro,59.6319,-109.0555,8.0
Biomass,43.4375,-80.5801,4.6
Hydro,49.3291,-113.6732,3.0
Hydro,48.9415,-57.9282,9.3
Hydro,48.3472,-81.4806,15.0
Hydro,48.6604,-86.2325,13.5
Hydro,45.6617,-71.4636,4.5
Hydro,43.1547,-79.1924,12.0
Hydro,59.6274,-109.0178,5.0
Hydro,46.4315,-83.3859,239.0
Biomass,42.6039,-81.6116,3.0
Hydro,46.3695,-79.9357,8.7
Hydro,45.498,-71.6201,4.3
Biomass,54.4153,-114.1769,17.0
Biomass,55.0711,-118.6907,48.0
Hydro,44.4075,-65.9491,19.2
Hydro,49.9106,-118.0718,54.0
Hydro,50.1062,-122.9458,7.6
Hydro,49.2189,-82.6888,5.5
Biomass,48.594,-85.3008,7.5
Hydro,45.0623,-64.3807,2.9
Biomass,54.1624,-115.7336,25.0
Hydro,50.1145,-94.8691,68.0
Hydro,60.6984,-135.0435,40.0
Biomass,52.1613,-122.1712,68.0
Hydro,45.0624,-79.3106,2.3
Biomass,45.2816,-75.9593,6.4
Biomass,43.6043,-80.5497,2.9
Hydro,46.5314,-60.4402,200.0
Hydro,55.5383,-98.4938,211.0
Hydro,50.0535,-126.7797,23.0
Biomass,49.3361,-117.7275,78.0
Hydro,4.8811,18.0341,19.3
Hydro,-37.3646,-71.4894,136.0
Hydro,-33.5012,-70.1927,178.0
Hydro,-38.9987,-72.223,3.0
Hydro,-37.7103,-71.8169,324.0
Hydro,-37.3103,-71.6264,320.0
Hydro,-33.6427,-70.6331,5.0
Biomass,-37.2092,-73.2222,24.0
Hydro,-32.917,-70.3289,53.0
Hydro,-37.8676,-71.6138,1.0
Hydro,-40.8878,-72.3382,3.0
Hydro,-41.5281,-72.3417,172.0
Hydro,-40.8192,-72.3999,12.0
Hydro,-33.5286,-70.9528,10.0
Hydro,-32.8535,-70.5061,26.0
Hydro,-34.2756,-70.4523,112.0
Hydro,-18.3695,-69.5469,10.0
Hydro,-35.6615,-71.3551,19.0
Hydro,-35.7872,-70.8084,106.0
Biomass,-37.7917,-72.4842,33.0
Biomass,-37.5151,-72.6565,5.0
Biomass,-37.2895,-72.7114,25.0
Hydro,-35.6853,-71.3699,474.0
Hydro,-42.5976,-73.958,7.0
Hydro,-34.2049,-70.5257,12.0
Hydro,-35.8051,-70.9411,92.0
Biomass,-35.3262,-72.4163,8.0
Biomass,-37.1649,-72.0674,13.0
Biomass,-36.5108,-72.7369,7.1
Hydro,-40.5568,-72.5159,3.0
Hydro,-42.5678,-73.8945,6.0
Hydro,-33.6031,-70.3597,6.0
Hydro,-37.4229,-72.0818,3.0
Hydro,-33.6212,-70.5351,2.0
Hydro,-38.8392,-71.7633,5.0
Hydro,-37.2934,-71.4924,450.0
Hydro,-41.2719,-72.5408,1.0
Hydro,-33.6079,-70.5106,2.0
Biomass,-36.8348,-73.0961,7.2
Biomass,-33.9817,-70.6976,15.6
Biomass,-36.935,-73.1556,14.0
Hydro,-33.5476,-70.5454,28.0
Hydro,-33.6027,-70.3597,12.0
Biomass,-37.2864,-72.351,2.2
Hydro,-40.9178,-72.4036,9.0
Hydro,-40.9178,-72.4036,3.0
Hydro,-35.8104,-70.8357,70.0
Hydro,-32.9011,-70.2697,29.0
Hydro,-32.9011,-70.2697,1.0
Hydro,-41.6813,-72.6455,7.0
Hydro,-34.8335,-70.5537,163.0
Hydro,-34.7515,-70.7143,155.0
Hydro,-30.7004,-71.0373,5.0
Hydro,-37.2441,-72.5302,34.0
Hydro,-40.1363,-72.3961,2.0
Hydro,-33.5927,-70.4696,2.0
Hydro,-40.618,-72.4014,18.0
Hydro,-35.5373,-71.2614,19.0
Hydro,-37.5667,-71.5241,2.0
Hydro,-35.7909,-70.9822,40.0
Hydro,-33.6352,-70.5947,6.0
Hydro,-40.9849,-72.8861,1.0
Hydro,-40.6472,-72.3148,1.0
Hydro,-40.6412,-72.3144,1.0
Hydro,-35.8578,-71.0639,25.0
Hydro,-35.8398,-71.0789,6.0
Hydro,-30.7447,-70.5875,18.0
Hydro,-33.6482,-70.6566,3.0
Hydro,-37.5283,-71.7059,2.0
Hydro,-32.8665,-70.408,40.0
Biomass,-37.169,-72.4087,12.6
Biomass,-38.5419,-72.4674,26.0
Biomass,-38.5407,-72.4682,22.0
Biomass,-34.9882,-72.0199,6.0
Biomass,-32.9557,-70.8043,2.0
Biomass,-32.9567,-70.8046,18.2
Hydro,-35.7324,-71.3979,95.0
Hydro,-38.974,-72.647,1.0
Hydro,-33.5307,-70.2617,31.0
Hydro,-33.5874,-71.0044,3.0
Hydro,-37.5404,-71.7098,55.0
Hydro,-35.5961,-71.2642,6.0
Hydro,-40.3168,-72.2273,1.0
Biomass,-37.0455,-72.4001,11.0
Hydro,-40.8952,-72.3401,7.0
Biomass,-36.6597,-72.4731,14.0
Biomass,-36.662,-72.4822,37.0
Hydro,-35.7859,-70.8076,9.0
Hydro,-38.0452,-71.4713,32.0
Hydro,-37.9099,-71.6087,467.0
Hydro,-35.7338,-71.1555,570.0
Hydro,-40.5567,-72.5161,1.0
Hydro,-37.5404,-71.5965,85.0
Hydro,-40.329,-72.3226,1.0
Hydro,-40.6381,-72.6497,41.0
Hydro,-35.4697,-71.2729,14.0
Hydro,-29.9961,-70.8638,6.0
Hydro,-39.5957,-72.2175,51.0
Hydro,-33.6187,-70.5352,22.0
Hydro,-33.8128,-70.2193,49.0
Hydro,-37.693,-71.8082,1.0
Hydro,-37.336,-71.9567,71.0
Hydro,-37.9969,-71.5199,690.0
Hydro,-34.0409,-71.5902,378.0
Hydro,-39.7834,-72.1159,2.0
Hydro,-37.8138,-72.4155,6.0
Hydro,-28.6762,-70.6451,5.0
Hydro,-37.8096,-72.8336,20.0
Hydro,-38.6009,-72.0473,6.0
Hydro,-35.8503,-71.2806,4.0
Hydro,-40.6191,-72.7038,60.0
Hydro,-37.3603,-71.8657,178.0
Hydro,-34.7347,-70.3825,40.0
Hydro,-35.5982,-71.3556,6.0
Hydro,-35.6146,-71.5413,37.0
Hydro,-32.8323,-70.539,1.0
Hydro,-34.2367,-70.5474,77.0
Hydro,-34.2367,-70.5474,12.0
Biomass,-37.5144,-72.6519,67.2
Biomass,-33.7004,-70.7978,13.8
Hydro,-38.8403,-71.6608,1.0
Hydro,-33.8206,-70.2148,13.0
Hydro,31.4837,103.6032,128.0
Hydro,27.3488,100.5061,4750.0
Hydro,34.5434,102.6284,9.0
Hydro,29.52,103.64,772.0
Hydro,35.2327,103.5145,25.0
Hydro,27.2869,110.0994,140.0
Hydro,32.6,108.88,800.0
Hydro,27.5667,102.1922,33.0
Hydro,32.1131,109.5711,20.0
Hydro,26.0279,117.1125,115.0
Hydro,42.5611,128.2203,6.0
Hydro,42.7547,128.1975,3.0
Hydro,28.4625,108.5092,6.0
Hydro,28.2606,103.6484,13050.0
Hydro,31.9706,110.3322,12.0
Hydro,30.6,115.45,1200.0
Hydro,30.59,115.45,300.0
Hydro,23.86,108.13,192.0
Hydro,33.0527,107.9625,4.0
Hydro,23.927,106.4557,540.0
Hydro,42.73,127.22,1500.0
Hydro,26.9558,109.4709,420.0
Hydro,41.6794,121.0039,9.6
Hydro,33.0178,113.4861,32.0
Hydro,32.1847,104.1042,30.0
Hydro,35.31,100.27,360.0
Hydro,22.1531,100.6931,8.0
Hydro,35.48,113.48,1200.0
Hydro,24.2076,98.7909,16.0
Hydro,24.4244,98.7592,40.0
Hydro,32.52,105.61,700.0
Hydro,36.14,103.41,220.0
Hydro,32.1022,108.4624,140.0
Hydro,33.3948,107.213,27.0
Hydro,31.9743,108.6971,25.0
Hydro,32.76,105.22,300.0
Hydro,29.9036,106.3901,500.0
Hydro,42.3311,85.5104,309.0
Hydro,28.8703,109.6681,54.0
Hydro,31.453,92.3309,10.8
Hydro,41.5575,127.6378,8.0
Hydro,25.316,99.133,18.0
Hydro,27.123,109.503,20.0
Hydro,30.63,110.53,10.0
Hydro,29.4683,111.0192,80.0
Hydro,23.42,111.21,630.0
Hydro,26.4478,101.025,3.0
Hydro,28.6969,102.4475,15.0
Hydro,23.95,106.64,30.0
Hydro,25.9917,110.2656,16.0
Hydro,26.29,110.0231,6.0
Hydro,31.8272,109.0761,12.0
Hydro,33.1144,104.9364,115.0
Hydro,26.71,117.12,400.0
Hydro,48.18,87.152,110.0
Hydro,32.1136,108.4286,10.0
Hydro,32.0149,108.6097,26.0
Hydro,28.37,108.41,75.0
Hydro,31.4047,109.5194,20.0
Hydro,31.5375,108.8703,8.0
Hydro,28.9239,106.6833,8.0
Hydro,30.2686,110.6072,48.0
Hydro,30.7544,108.7092,12.0
Hydro,29.4908,107.7335,6.0
Hydro,31.4383,109.8306,4.0
Hydro,28.967,109.148,120.0
Hydro,32.93,109.7,276.0
Hydro,28.0761,98.9019,24.0
Hydro,24.0256,100.3698,1350.0
Hydro,33.2464,106.7042,3.0
Hydro,27.98,110.27,195.0
Hydro,29.45,102.22,2600.0
Hydro,19.02,108.98,240.0
Hydro,38.4558,100.0247,65.0
Hydro,23.85,108.13,600.0
Hydro,26.82,107.26,200.0
Hydro,33.972,103.512,52.0
Hydro,25.2908,111.6158,37.0
Hydro,39.3828,95.2561,20.0
Hydro,32.56,111.49,900.0
Hydro,28.7,100.3,24.0
Hydro,36.15,104.01,324.5
Hydro,32.3211,108.6056,5.0
Hydro,28.0225,98.8638,24.0
Hydro,18.43,109.43,7.0
Hydro,34.0764,103.8944,5.0
Hydro,34.0392,103.9092,5.0
Hydro,27.5811,103.0447,100.0
Hydro,27.7341,100.2935,120.0
Hydro,26.86,106.15,695.0
Hydro,23.8667,114.9061,20.0
Hydro,25.87,113.31,500.0
Hydro,30.53,110.75,12.0
Hydro,30.1438,109.6162,110.0
Hydro,36.5906,102.8339,4.0
Hydro,31.14,109.05,129.0
Hydro,28.9414,103.1997,8.0
Hydro,38.5557,100.2726,50.0
Hydro,26.82,101.78,3300.0
Hydro,26.1128,99.7686,12.0
Hydro,31.6197,110.1264,7.0
Hydro,23.8017,113.259,140.0
Hydro,23.645,114.675,24.0
Hydro,43.72,126.69,809.0
Hydro,24.4121,115.3607,150.0
Hydro,28.72,110.27,800.0
Hydro,24.5695,101.1765,6.0
Hydro,27.1797,119.6633,30.0
Hydro,29.71,119.65,297.2
Hydro,26.33,98.52,24.0
Hydro,26.9003,98.8456,18.0
Hydro,24.91,117.51,44.0
Hydro,26.6833,117.45,42.0
Hydro,27.2561,118.2705,11.0
Hydro,27.4758,118.4433,5.0
Hydro,27.556,118.384,3.0
Hydro,25.47,116.6617,25.0
Hydro,27.0982,119.4524,80.0
Hydro,26.7747,117.9831,43.0
Hydro,26.88,119.36,13.0
Hydro,27.3447,119.4914,100.0
Hydro,26.53,119.065,66.0
Hydro,26.837,118.754,2.0
Hydro,26.534,119.102,20.0
Hydro,26.812,119.337,9.0
Hydro,26.95,118.95,8.0
Hydro,26.8964,119.2193,16.0
Hydro,28.115,118.5686,6.0
Hydro,25.3686,116.3389,9.0
Hydro,25.1389,116.37,9.0
Hydro,27.2147,117.589,11.0
Hydro,27.03,117.686,16.0
Hydro,27.4206,119.3053,30.0
Hydro,25.73,118.745,25.0
Hydro,27.87,117.97,6.0
Hydro,27.3001,119.5364,15.0
Hydro,26.0193,117.2029,30.0
Hydro,25.2806,117.523,36.0
Hydro,26.41,118.1,60.0
Hydro,29.7096,119.6533,297.2
Hydro,23.6675,106.0892,12.0
Hydro,23.5711,106.0389,12.0
Hydro,31.38,103.52,360.0
Hydro,28.7597,102.8567,21.0
Hydro,28.7253,102.7817,24.0
Hydro,28.6611,102.9133,9.0
Hydro,28.8322,102.8225,24.0
Hydro,33.78,104.3583,66.0
Hydro,32.8547,104.8564,25.0
Hydro,33.9273,104.004,51.0
Hydro,39.4923,97.3423,35.0
Hydro,36.5456,102.8778,12.0
Hydro,33.3,103.3,32.0
Hydro,33.58,103.31,12.0
Hydro,38.4,100.05,123.0
Hydro,36.1175,102.8306,36.0
Hydro,38.5557,100.2728,26.0
Hydro,33.9994,103.5281,12.0
Hydro,34.6166,103.2863,6.0
Hydro,34.4669,103.8311,10.0
Hydro,38.8808,99.7347,5.0
Hydro,34.4672,104.0786,21.0
Hydro,34.6736,105.8431,240.0
Hydro,36.5592,102.8753,8.0
Hydro,32.6014,104.1361,7.0
Hydro,33.1942,105.6108,3.0
Hydro,33.1878,104.4926,9.0
Hydro,38.488,99.9717,6.0
Hydro,37.809,100.0036,8.0
Hydro,33.6245,104.5546,51.0
Hydro,35.023,103.767,20.0
Hydro,39.4572,98.0217,52.0
Hydro,39.5847,97.9994,90.0
Hydro,37.7047,102.5825,23.0
Hydro,35.5278,103.8203,10.0
Hydro,36.1475,103.2667,24.0
Hydro,39.88,96.83,17.0
Hydro,25.1652,98.1672,13.0
Hydro,38.8856,100.3244,8.0
Hydro,38.8597,100.2997,7.0
Hydro,33.7067,104.0956,6.0
Hydro,33.41,104.28,15.0
Hydro,30.0167,102.1167,75.0
Hydro,30.3976,111.3406,252.0
Hydro,30.47,111.14,1200.0
Hydro,22.7049,102.0574,390.0
Hydro,19.1801,108.9683,80.0
Hydro,30.7397,111.2695,3190.0
Hydro,25.59,99.335,750.0
Hydro,33.245,104.019,13.0
Hydro,35.88,102.23,1500.0
Hydro,27.7944,98.5875,24.0
Hydro,27.745,98.6053,24.0
Hydro,29.31,103.48,2100.0
Hydro,27.3744,107.633,3000.0
Hydro,27.8221,101.9025,2400.0
Hydro,27.82,101.88,2400.0
Hydro,24.16,115.57,7.0
Hydro,23.9322,115.0456,26.0
Hydro,24.015,115.11,25.0
Hydro,24.8492,113.5378,20.0
Hydro,30.4226,109.557,28.0
Hydro,23.9108,112.5038,24.0
Hydro,24.6236,106.195,21.0
Hydro,24.0983,105.6508,72.0
Hydro,24.375,110.7486,90.0
Hydro,24.1451,109.755,9.0
Hydro,25.8222,109.8881,11.0
Hydro,25.5761,108.7564,10.0
Hydro,24.701,109.8467,18.0
Hydro,25.8964,110.1326,25.0
Hydro,25.9139,109.875,4.0
Hydro,24.1219,105.7961,48.0
Hydro,23.6253,108.9461,456.0
Hydro,24.2911,104.6928,16.0
Hydro,24.1747,105.9683,230.0
Hydro,23.467,110.25,49.0
Hydro,25.8788,110.1155,10.0
Hydro,24.4811,108.8564,21.0
Hydro,23.78,106.77,66.0
Hydro,25.96,105.25,1040.0
Hydro,23.7657,113.9536,2400.0
Hydro,29.3132,110.4816,33.0
Hydro,41.3149,124.1499,19.5
Hydro,26.52,101.44,3000.0
Hydro,27.1547,100.3927,6.0
Hydro,44.3117,83.8517,13.0
Hydro,44.3117,83.8517,20.0
Hydro,32.29,108.58,12.0
Hydro,25.75,108.6875,8.0
Hydro,25.7661,107.5972,14.0
Hydro,25.38,106.3039,50.0
Hydro,25.475,104.8842,9.0
Hydro,25.7694,104.8628,9.0
Hydro,26.2719,104.5494,180.0
Hydro,27.7614,109.1911,9.0
Hydro,28.1619,106.3747,40.0
Hydro,28.0749,106.459,20.0
Hydro,28.2344,106.3878,20.0
Hydro,25.9803,104.9422,17.0
Hydro,34.2397,111.2776,60.0
Hydro,25.6333,99.005,5.0
Hydro,32.8389,105.1003,72.0
Hydro,28.46,113.01,1200.0
Hydro,28.7697,106.1511,15.0
Hydro,27.3969,102.56,23.0
Hydro,28.3175,104.2661,64.0
Hydro,26.4556,100.3211,30.0
Hydro,39.6406,94.8339,4.0
Hydro,24.23,109.53,228.0
Hydro,26.87,105.86,600.0
Hydro,27.13,109.96,225.0
Hydro,26.8944,119.3279,200.0
Hydro,29.06,115.36,1200.0
Hydro,42.95,127.13,200.0
Hydro,26.4439,101.0236,6.0
Hydro,25.2742,104.3644,8.0
Hydro,34.22,103.53,10.0
Hydro,26.1343,105.1011,9.0
Hydro,25.2,117.467,44.0
Hydro,28.2,100.52,132.0
Hydro,28.3938,100.5511,452.0
Hydro,35.8747,102.4334,225.0
Hydro,23.77,113.74,8.8
Hydro,32.68,110.52,510.0
Hydro,36.1794,103.1797,12.0
Hydro,41.2897,125.3975,223.0
Hydro,23.9,112.57,10.0
Hydro,31.9874,111.1003,60.0
Hydro,29.8206,113.7139,10.0
Hydro,29.724,109.0675,10.0
Hydro,31.54,109.58,15.0
Hydro,30.36,109.7261,90.0
Hydro,30.1917,109.8611,40.0
Hydro,31.9403,110.9719,70.0
Hydro,29.1475,109.2189,27.0
Hydro,30.3272,108.9378,30.0
Hydro,31.6853,110.7678,33.0
Hydro,32.4361,110.7569,10.0
Hydro,30.9647,110.471,18.0
Hydro,32.0875,110.2183,4.0
Hydro,31.8806,110.0644,180.0
Hydro,32.0942,109.9196,45.0
Hydro,29.7553,109.1094,16.0
Hydro,29.7967,109.8386,8.0
Hydro,40.98,111.7,1200.0
Hydro,23.27,114.31,2400.0
Hydro,27.9023,110.9306,7.0
Hydro,28.2,111.2,72.0
Hydro,28.9669,110.0031,20.0
Hydro,29.1367,109.6911,20.0
Hydro,26.8186,109.7239,8.0
Hydro,26.1019,112.6917,30.0
Hydro,26.875,110.0417,25.0
Hydro,26.95,110.0167,25.0
Hydro,26.3569,110.5965,7.0
Hydro,25.4,113.3014,24.0
Hydro,26.7525,111.9678,36.0
Hydro,26.7339,111.1075,9.0
Hydro,27.085,111.0758,16.0
Hydro,28.228,109.968,6.0
Hydro,27.8878,110.0497,13.0
Hydro,26.4792,110.3289,8.0
Hydro,29.6361,109.7989,7.0
Hydro,29.5244,110.1075,12.0
Hydro,29.8153,110.9117,26.0
Hydro,26.0594,111.6577,45.0
Hydro,26.2794,111.5442,25.0
Hydro,28.5506,111.8539,45.0
Hydro,26.075,113.729,10.0
Hydro,26.706,113.6749,69.0
Hydro,26.9,113.29,15.0
Hydro,27.7103,110.5853,8.0
Hydro,28.0,110.9167,7.0
Hydro,29.0753,109.5256,5.0
Hydro,27.6839,110.6197,8.0
Hydro,28.0481,110.9022,6.0
Hydro,27.341,109.303,8.0
Hydro,27.9119,110.7919,10.0
Hydro,26.2613,110.5058,8.0
Hydro,28.5081,110.8014,20.0
Hydro,28.8975,111.4925,180.0
Hydro,27.0542,110.1906,9.0
Hydro,29.6628,111.2369,120.0
Hydro,28.5944,109.4644,33.0
Hydro,27.0828,111.2986,25.0
Hydro,28.69,118.84,270.0
Hydro,27.5167,101.0333,20.0
Hydro,28.6064,101.7055,330.0
Hydro,29.2365,107.8929,300.0
Hydro,29.7389,110.3396,500.0
Hydro,31.48,103.6,96.0
Hydro,27.3103,114.6844,6.0
Hydro,27.4433,114.5316,16.0
Hydro,26.9469,114.5489,15.0
Hydro,25.8472,115.5917,21.0
Hydro,25.63,115.7,7.0
Hydro,25.61,115.78,7.0
Hydro,27.2361,115.8025,6.0
Hydro,26.17,115.75,20.0
Hydro,25.0683,114.798,7.0
Hydro,26.4081,114.2719,8.0
Hydro,26.8997,114.9986,120.0
Hydro,26.15,114.867,25.0
Hydro,27.5178,115.1311,360.0
Hydro,25.4845,115.0008,20.0
Hydro,29.235,114.8461,36.0
Hydro,25.9164,115.1944,35.0
Hydro,25.9442,115.3606,36.0
Hydro,29.5416,110.739,300.0
Hydro,27.52,115.13,360.0
Hydro,30.1,102.7,72.0
Hydro,32.8306,105.0764,25.0
Hydro,28.0641,105.8211,6.0
Hydro,31.01,102.31,20.0
Hydro,25.94,118.04,300.0
Hydro,28.7042,102.1131,3.0
Hydro,48.26,86.399,160.0
Hydro,42.9956,129.6869,16.0
Hydro,43.86,82.847,460.0
Hydro,43.84,82.784,100.0
Hydro,26.81,100.45,2800.0
Hydro,22.05,100.77,1500.0
Hydro,26.417,114.15,36.0
Hydro,22.2003,100.8678,10.0
Hydro,27.1292,102.4394,12.0
Hydro,27.748,100.232,58.0
Hydro,23.22,110.83,25.0
Hydro,32.8477,104.8883,28.0
Hydro,28.1823,101.6316,3600.0
Hydro,28.2485,101.6445,4400.0
Hydro,22.825,103.4953,10.0
Hydro,28.21,119.54,300.0
Hydro,36.3287,102.8785,24.0
Hydro,23.8803,110.0564,7.0
Hydro,35.83,102.7,1020.0
Hydro,28.2144,109.8342,8.0
Hydro,34.92,103.83,300.0
Hydro,29.044,101.576,10.0
Hydro,29.018,101.561,13.0
Hydro,28.8314,101.6158,249.0
Hydro,37.8864,102.1242,8.0
Hydro,22.9034,101.7724,285.0
Hydro,33.1345,107.3222,12.0
Hydro,31.2058,108.39,9.0
Hydro,34.3004,103.4502,15.0
Hydro,36.06,101.95,284.9
Hydro,37.8385,75.5727,150.0
Hydro,44.3558,84.7817,10.0
Hydro,44.3203,84.7814,18.0
Hydro,30.2,102.19,16.0
Hydro,32.15,108.9272,14.0
Hydro,32.31,118.27,658.0
Hydro,31.5402,108.5,8.0
Hydro,40.9022,125.9744,390.0
Hydro,26.6514,98.8975,10.0
Hydro,36.0703,101.1855,4200.0
Hydro,28.2847,103.3828,18.0
Hydro,28.2525,103.3636,24.0
Hydro,23.97,108.61,600.0
Hydro,31.4138,102.9807,10.0
Hydro,27.8106,103.0257,130.0
Hydro,32.8306,105.0764,52.0
Hydro,35.49,103.55,15.0
Hydro,42.58,128.09,20.0
Hydro,28.5289,102.8072,4.0
Hydro,29.0275,102.8039,24.0
Hydro,28.1833,101.3653,120.0
Hydro,45.43,129.79,550.0
Hydro,36.1179,101.8073,1632.0
Hydro,23.5297,100.1603,13.0
Hydro,23.4186,100.0739,10.0
Hydro,24.15,100.0667,18.0
Hydro,24.9281,106.4958,25.0
Hydro,28.76,111.21,270.0
Hydro,34.5806,103.6381,5.0
Hydro,35.679,103.691,15.0
Hydro,35.445,103.8506,12.0
Hydro,23.7292,100.2539,6.0
Hydro,35.93,103.34,1225.0
Hydro,31.8839,103.544,120.0
Hydro,21.5952,100.3553,12.0
Hydro,23.75,113.77,48.0
Hydro,32.9981,104.5589,25.0
Hydro,25.8925,105.8942,3.0
Hydro,31.24,119.38,1200.0
Hydro,27.68,100.29,2400.0
Hydro,29.34,102.25,700.0
Hydro,24.2407,98.1103,240.0
Hydro,26.53,100.42,1900.0
Hydro,39.4208,111.3,420.0
Hydro,22.8748,101.6463,240.0
Hydro,33.4722,104.7264,12.0
Hydro,38.7553,100.1008,157.0
Hydro,25.0277,107.0431,6300.0
Hydro,28.8549,101.5763,18.0
Hydro,36.12,100.92,1280.0
Hydro,34.6081,103.3067,51.0
Hydro,24.82,104.54,450.0
Hydro,26.2,100.82,2160.0
Hydro,29.95,102.23,920.0
Hydro,34.3726,103.1833,12.0
Hydro,28.0994,104.8403,10.0
Hydro,28.3458,103.1406,10.0
Hydro,27.826,102.9953,110.0
Hydro,34.3083,111.4063,10.0
Hydro,29.93,109.2128,30.0
Hydro,26.206,102.666,18.0
Hydro,25.5233,102.4218,42.0
Hydro,33.995,110.983,4.0
Hydro,24.299,98.6228,4.0
Hydro,28.517,103.363,16.0
Hydro,23.0468,103.2845,240.0
Hydro,23.023,104.3933,32.0
Hydro,24.1625,99.5864,12.0
Hydro,24.1564,99.5444,10.0
