id,tech,capacity_mw,lcoe_total,lcoe_pre,lcoe_cons,lcoe_fixed,lcoe_var,lcoe_infra,lcoe_fuel,lcoe_carbon
RATS-4,ccgt,4.571428571428571,129.15800993945555,0.14121061281906092,7.216562167410898,2.4795011538272695,2.0,45.51696242049269,43.14508339236267,28.658690192542977
RATSGT-2,ccgt,4.571428571428571,129.15800993945555,0.14121061281906092,7.216562167410898,2.4795011538272695,2.0,45.51696242049269,43.14508339236267,28.658690192542977
RATSGT-4,ccgt,4.571428571428571,129.15800993945555,0.14121061281906092,7.216562167410898,2.4795011538272695,2.0,45.51696242049269,43.14508339236267,28.658690192542977
ROCK-1,ccgt,94.0,85.85463839655522,0.1412106128190609,7.216562167410896,2.479501153827269,2.0,2.2135908775923494,43.145083392362665,28.65869019254298
RYHPS-1,ccgt,48.0,87.97599632091455,0.1412106128190609,7.216562167410897,2.479501153827269,2.0,4.334948801951684,43.145083392362665,28.65869019254298
SCCL-1,ccgt,300.0,84.33463932727516,0.1412106128190609,7.216562167410897,2.479501153827269,2.0,0.6935918083122695,43.145083392362665,28.658690192542977
SCCL-2,ccgt,300.0,84.33463932727516,0.1412106128190609,7.216562167410897,2.479501153827269,2.0,0.6935918083122695,43.145083392362665,28.658690192542977
SCCL-3,ccgt,300.0,84.33463932727516,0.1412106128190609,7.216562167410897,2.479501153827269,2.0,0.6935918083122695,43.145083392362665,28.658690192542977
SEEL-1,ccgt,475.0,84.07910550316011,0.14121061281906092,7.216562167410897,2.4795011538272695,2.0,0.43805798419722286,43.14508339236268,28.65869019254298
SPLN-1,ccgt,475.0,84.07910550316011,0.14121061281906092,7.216562167410897,2.4795011538272695,2.0,0.43805798419722286,43.14508339236268,28.65869019254298
STAY-1,ccgt,443.0,84.11074851781996,0.1412106128190609,7.216562167410898,2.4795011538272695,2.0,0.4697009988570674,43.14508339236268,28.65869019254298
STAY-2,ccgt,443.0,84.11074851781996,0.1412106128190609,7.216562167410898,2.4795011538272695,2.0,0.4697009988570674,43.14508339236268,28.65869019254298
STAY-3,ccgt,443.0,84.11074851781996,0.1412106128190609,7.216562167410898,2.4795011538272695,2.0,0.4697009988570674,43.14508339236268,28.65869019254298
