id,tech,capacity_mw,lcoe_per_mwh,pv_total_costs,pv_generation_mwh,pv_pre_capex_per_mw,pv_construction_capex_per_mw,pv_fixed_opex_per_mw,pv_variable_opex_per_mw,pv_pre_capex,pv_construction_capex,pv_fixed_opex,pv_variable_opex,pv_infra,lcoe_pre,lcoe_cons,lcoe_fixed,lcoe_var,lcoe_infra,lcoe_fuel,lcoe_carbon,capex_df,build_years
solar_21961,PV(50kW+),22.0,42.36335501369392,14004914.430797383,330590.30443340255,50000.0,380952.38095238095,145028.57802325767,0.0,1100000.0,8380952.380952381,3190628.7165116686,0.0,1333333.3333333333,3.3273813092773117,25.35147664211285,9.651307596513076,0.0,4.033189465790681,0.0,0.0,0.9576719576719577,2
solar_21976,PV(50kW+),20.5,42.65846643802007,13140942.992333926,308050.05640385236,50000.0,380952.38095238095,145028.57802325767,0.0,1025000.0,7809523.80952381,2973085.849476782,0.0,1333333.3333333333,3.3273813092773117,25.351476642112853,9.651307596513076,0.0,4.328300890116828,0.0,0.0,0.9576719576719577,2
solar_21978,PV(50kW+),32.0,41.10298330563433,19764724.020553768,480858.6246304037,50000.0,380952.38095238095,145028.57802325767,0.0,1600000.0,12190476.19047619,4640914.496744245,0.0,1333333.3333333333,3.3273813092773117,25.35147664211285,9.651307596513076,0.0,2.772817757731093,0.0,0.0,0.9576719576719577,2
solar_21981,PV(50kW+),39.5,40.57649892125501,24084581.212871056,593559.8647781545,50000.0,380952.38095238095,145028.57802325767,0.0,1975000.0,15047619.047619047,5728628.831918677,0.0,1333333.3333333333,3.3273813092773117,25.35147664211285,9.651307596513076,0.0,2.2463333733517716,0.0,0.0,0.9576719576719577,2
solar_21987,PV(50kW+),38.1,40.65904135492148,23278207.870305162,572522.2999505744,50000.0,380952.38095238095,145028.57802325767,0.0,1905000.0,14514285.714285715,5525588.822686117,0.0,1333333.3333333333,3.3273813092773117,25.35147664211285,9.651307596513076,0.0,2.3288758070182407,0.0,0.0,0.9576719576719577,2
solar_21989,PV(50kW+),24.8,41.907994912717555,15617661.115929173,372665.4340885629,50000.0,380952.38095238095,145028.57802325767,0.0,1240000.0,9447619.047619049,3596708.7349767904,0.0,1333333.3333333333,3.3273813092773112,25.35147664211285,9.651307596513076,0.0,3.577829364814313,0.0,0.0,0.9576719576719577,2
solar_22016,PV(50kW+),49.9,40.10832523221977,30074783.1862177,749838.9177830358,50000.0,380952.38095238095,145028.57802325767,0.0,2495000.0,19009523.80952381,7236926.043360557,0.0,1333333.3333333333,3.3273813092773117,25.35147664211285,9.651307596513076,0.0,1.7781596843165324,0.0,0.0,0.9576719576719577,2
solar_22038,PV(50kW+),28.5,41.44350478465394,17748790.664139032,428264.7125614533,50000.0,380952.38095238095,145028.57802325767,0.0,1425000.0,10857142.857142856,4133314.4736628435,0.0,1333333.3333333333,3.3273813092773117,25.35147664211285,9.651307596513076,0.0,3.1133392367507007,0.0,0.0,0.9576719576719577,2
solar_22039,PV(50kW+),25.2,41.851203970418915,15848053.499519426,378676.1668964429,50000.0,380952.38095238095,145028.57802325767,0.0,1260000.0,9600000.0,3654720.166186093,0.0,1333333.3333333333,3.327381309277312,25.351476642112853,9.651307596513076,0.0,3.521038422515674,0.0,0.0,0.9576719576719577,2
solar_22047,PV(50kW+),24.0,42.0272558915447,15156876.34874866,360643.9684728028,50000.0,380952.38095238095,145028.57802325767,0.0,1200000.0,9142857.142857142,3480685.872558184,0.0,1333333.3333333333,3.3273813092773117,25.351476642112846,9.651307596513076,0.0,3.6970903436414573,0.0,0.0,0.9576719576719577,2
solar_22052,PV(50kW+),25.7,41.78270127737386,16136043.979007246,386189.582906293,50000.0,380952.38095238095,145028.57802325767,0.0,1285000.0,9790476.19047619,3727234.4551977217,0.0,1333333.3333333333,3.3273813092773117,25.35147664211285,9.651307596513076,0.0,3.4525357294706214,0.0,0.0,0.9576719576719577,2
solar_22067,PV(50kW+),37.0,40.72827820323823,22644628.81543196,555992.7847289043,50000.0,380952.38095238095,145028.57802325767,0.0,1850000.0,14095238.095238095,5366057.386860534,0.0,1333333.3333333333,3.3273813092773117,25.35147664211285,9.651307596513076,0.0,2.3981126553349994,0.0,0.0,0.9576719576719577,2
solar_22076,PV(50kW+),27.1,41.604341497991605,16942417.32157314,407227.14773387316,50000.0,380952.38095238095,145028.57802325767,0.0,1355000.0,10323809.523809524,3930274.464430283,0.0,1333333.3333333333,3.3273813092773112,25.35147664211285,9.651307596513076,0.0,3.274175950088375,0.0,0.0,0.9576719576719577,2
solar_22077,PV(50kW+),20.9,42.57562814347238,13371335.37592418,314060.7892117324,50000.0,380952.38095238095,145028.57802325767,0.0,1044999.9999999999,7961904.761904761,3031097.280686085,0.0,1333333.3333333333,3.3273813092773117,25.35147664211285,9.651307596513076,0.0,4.245462595569138,0.0,0.0,0.9576719576719577,2
solar_22079,PV(50kW+),46.0,40.25908224893355,27828457.446212705,691234.2729062054,50000.0,380952.38095238095,145028.57802325767,0.0,2300000.0,17523809.523809522,6671314.589069853,0.0,1333333.3333333333,3.3273813092773112,25.351476642112846,9.651307596513076,0.0,1.9289167010303252,0.0,0.0,0.9576719576719577,2
