transformer_id,bus0,bus1,voltage_bus0,voltage_bus1,s_nom,geometry
way/109730296-275-400,way/109730296-275,way/109730296-400,275,400,3575,'LINESTRING (-1.131558865412809 54.56662671066788, -1.1312857399533636 54.56684398621295)'
way/109817708-225-400,way/109817708-225,way/109817708-400,225,400,10725,'LINESTRING (1.6720715110230682 43.62944573227677, 1.672305110231492 43.629657013934846)'
way/110086345-225-400,way/110086345-225,way/110086345-400,225,400,23238,'LINESTRING (4.642724396554785 44.014869376810985, 4.642970011666868 44.015073841098804)'
way/110138220-220-380,way/110138220-220,way/110138220-380,220,380,6793,'LINESTRING (15.282754794054384 38.18752093317158, 15.283009796843295 38.187699591658586)'
way/1102237380-220-380,way/1102237380-220,way/1102237380-380,220,380,1699,'LINESTRING (10.761397068292585 53.90951535976105, 10.76172322951341 53.90970396372464)'
way/110443404-225-400,way/110443404-225,way/110443404-400,225,400,7150,'LINESTRING (0.5133537330702329 43.17121182005978, 0.5135815603506402 43.17142569408809)'
way/110450456-225-400,way/110450456-225,way/110450456-400,225,400,7150,'LINESTRING (-0.0719198109763912 46.801762910290456, -0.0716804971517729 46.801977766976194)'
way/1105061707-220-380,way/1105061707-220,way/1105061707-380,220,380,2950,'LINESTRING (7.282299486401616 46.972086567773275, 7.282568003868039 46.97228439816908)'
way/111162936-220-380,way/111162936-220,way/111162936-380,220,380,1967,'LINESTRING (6.613906163011193 46.55735731270573, 6.61415579941978 46.557199620285736)'
way/111162936-220-400,way/111162936-220,way/111162936-400,220,400,1967,'LINESTRING (6.613906163011193 46.55735731270573, 6.614228976183675 46.55742809413242)'
way/111162936-380-400,way/111162936-380,way/111162936-400,380,400,1788,'LINESTRING (6.61415579941978 46.557199620285736, 6.614228976183675 46.55742809413242)'
way/111414142-225-400,way/111414142-225,way/111414142-400,225,400,3575,'LINESTRING (-0.5958646061303058 43.38563031140637, -0.5956400227301377 43.38584654536708)'
way/111456385-225-400,way/111456385-225,way/111456385-400,225,400,8938,'LINESTRING (-0.6138019489157536 44.61399986151102, -0.613573132658485 44.61421602123027)'
way/111458307-225-400,way/111458307-225,way/111458307-400,225,400,5363,'LINESTRING (-0.8875859886695683 44.012971563490716, -0.8873603178209868 44.01318835577641)'
way/111528318-220-275,way/111528318-220,way/111528318-275,220,275,4609,'LINESTRING (-2.977991294751535 56.52122916963613, -2.977642044834639 56.52109692636878)'
way/111558550-225-400,way/111558550-225,way/111558550-400,225,400,3575,'LINESTRING (-1.430964405215492 43.42131296253206, -1.4307427360021783 43.421530953350754)'
way/111615226-220-380,way/111615226-220,way/111615226-380,220,380,4916,'LINESTRING (15.114048637999943 51.092587962369954, 15.114292070099099 51.092411755272444)'
way/111615226-220-400,way/111615226-220,way/111615226-400,220,400,4916,'LINESTRING (15.114048637999943 51.092587962369954, 15.114412782357082 51.092632469425226)'
way/111615226-380-400,way/111615226-380,way/111615226-400,380,400,3575,'LINESTRING (15.114292070099099 51.092411755272444, 15.114412782357082 51.092632469425226)'
way/1120475588-275-400,way/1120475588-275,way/1120475588-400,275,400,2766,'LINESTRING (-0.1883007925940831 51.43045856565049, -0.1880406282009816 51.430673628810894)'
way/112342683-225-400,way/112342683-225,way/112342683-400,225,400,10725,'LINESTRING (-1.8719818812880782 47.28587398525613, -1.8717479157022654 47.286092640625974)'
way/1128250707-220-380,way/1128250707-220,way/1128250707-380,220,380,10189,'LINESTRING (8.052802725296793 53.33233868658312, 8.053112378153735 53.33253434495587)'
way/113546939-220-380,way/113546939-220,way/113546939-380,220,380,5095,'LINESTRING (7.125547389525033 51.448455218681815, 7.125840349521244 51.448653217895675)'
way/113568896-220-400,way/113568896-220,way/113568896-400,220,400,5363,'LINESTRING (15.73367491462139 46.398306683516346, 15.733970250953444 46.39848234674065)'
way/113578863-380-400,way/113578863-380,way/113578863-400,380,400,1788,'LINESTRING (15.695605633231962 46.52190304219396, 15.695901551709442 46.52207879211183)'
way/1136281422-220-330,way/1136281422-220,way/1136281422-330,220,330,4425,'LINESTRING (33.608662378246486 46.28865612165354, 33.60900958713251 46.28877611941255)'
way/114018928-225-400,way/114018928-225,way/114018928-400,225,400,3575,'LINESTRING (4.583541179768599 43.828892102198374, 4.583785836397733 43.82909672630927)'
way/1141933143-220-400,way/1141933143-220,way/1141933143-400,220,400,3575,'LINESTRING (-3.5859583788265135 43.34032043709073, -3.585744892047391 43.34054284376061)'
way/114319248-220-380,way/114319248-220,way/114319248-380,220,380,6793,'LINESTRING (7.8896571687789105 52.27775800910454, 7.889958821966037 52.2779540814447)'
way/114363583-225-400,way/114363583-225,way/114363583-400,225,400,3575,'LINESTRING (3.2121123710339883 46.99089622425042, 3.2123654478934824 46.99110375073231)'
way/114414014-300-420,way/114414014-300,way/114414014-420,300,420,5631,'LINESTRING (10.738484586265812 59.516361140940724, 10.738862503910772 59.51654999769921)'
way/114661587-220-380,way/114661587-220,way/114661587-380,220,380,3397,'LINESTRING (14.09739045711168 40.924334845775576, 14.097653413495669 40.92451602920032)'
way/114845318-300-420,way/114845318-300,way/114845318-420,300,420,3754,'LINESTRING (10.648544060488454 59.57566351556916, 10.648922137102543 59.57585262123904)'
way/1154224087-220-225,way/1154224087-220,way/1154224087-225,220,225,1475,'LINESTRING (-0.358067186990078 42.51624315005191, -0.3578446586985714 42.51645897245767)'
way/115680075-220-400,way/115680075-220,way/115680075-400,220,400,3575,'LINESTRING (-2.6036504939015184 42.883816609996046, -2.6034348145661115 42.8840370775326)'
way/116797658-220-380,way/116797658-220,way/116797658-380,220,380,1699,'LINESTRING (10.840505855040897 45.14837776932442, 10.840778024405333 45.148566795728264)'
way/117350758-225-400,way/117350758-225,way/117350758-400,225,400,3575,'LINESTRING (1.8286905695228948 48.804270319048484, 1.8289465049691636 48.80448091606607)'
way/117446403-225-400,way/117446403-225,way/117446403-400,225,400,7150,'LINESTRING (0.1693710677100628 47.230763154475234, 0.1696131287078754 47.230977469535404)'
way/117893799-225-400,way/117893799-225,way/117893799-400,225,400,7150,'LINESTRING (2.885212617979445 50.3371596170992, 2.8854807971946035 50.337367788587834)'
way/117975440-225-400,way/117975440-225,way/117975440-400,225,400,3575,'LINESTRING (3.9346973176537277 49.97350598276424, 3.9349680522563513 49.97371171910159)'
way/118057369-220-400,way/118057369-220,way/118057369-400,220,400,7150,'LINESTRING (-4.85836263833131 42.821831983803484, -4.858155389288789 42.822056951353375)'
way/118079877-225-400,way/118079877-225,way/118079877-400,225,400,3575,'LINESTRING (7.305839516256091 48.0834282572952, 7.306113830114753 48.08362594586258)'
way/118086309-225-400,way/118086309-225,way/118086309-400,225,400,3575,'LINESTRING (7.5263129968972216 48.61175046115496, 7.526591004019196 48.61194756917145)'
way/1185489725-220-400,way/1185489725-220,way/1185489725-400,220,400,1788,'LINESTRING (-2.930267283095473 57.50000469899806, -2.9299852160457927 57.50022609581149)'
way/118655802-225-400,way/118655802-225,way/118655802-400,225,400,3575,'LINESTRING (4.795615437397259 50.08738360088101, 4.795890437387258 50.08758729993603)'
way/118821349-275-400,way/118821349-275,way/118821349-400,275,400,5531,'LINESTRING (-2.384021498835101 57.21863711445629, -2.3837381741806007 57.218857335114365)'
way/118987056-220-380,way/118987056-220,way/118987056-380,220,380,3397,'LINESTRING (9.146785286382311 39.2972613838467, 9.147027249337317 39.297455725999384)'
way/1190395478-220-400,way/1190395478-220,way/1190395478-400,220,400,3575,'LINESTRING (-2.283860547275266 57.490273208331814, -2.2835747608035395 57.4904932561789)'
way/119244495-220-400,way/119244495-220,way/119244495-400,220,400,5363,'LINESTRING (15.129580391680854 46.27592917646893, 15.129873012733654 46.27610653860974)'
way/120707003-225-400,way/120707003-225,way/120707003-400,225,400,5363,'LINESTRING (4.137564084104425 48.34701426941044, 4.137827253377467 48.34721957817762)'
way/121085952-220-225,way/121085952-220,way/121085952-225,220,225,1475,'LINESTRING (5.797070129525487 49.565339473424196, 5.797337981197888 49.56518402455743)'
way/121085952-220-380,way/121085952-220,way/121085952-380,220,380,1699,'LINESTRING (5.797070129525487 49.565339473424196, 5.797411274801656 49.5654127293902)'
way/121085952-225-380,way/121085952-225,way/121085952-380,225,380,1699,'LINESTRING (5.797337981197888 49.56518402455743, 5.797411274801656 49.5654127293902)'
way/121199242-220-380,way/121199242-220,way/121199242-380,220,380,5095,'LINESTRING (7.403229279750233 51.644363384823386, 7.403524677718103 51.644560687878446)'
way/121297422-225-400,way/121297422-225,way/121297422-400,225,400,7150,'LINESTRING (6.475021702218927 43.50997294408107, 6.475271579798346 43.510173114869055)'
way/121500497-225-400,way/121500497-225,way/121500497-400,225,400,7150,'LINESTRING (6.835777617233261 43.5946976676419, 6.836029074501875 43.59489695449954)'
way/121656686-220-400,way/121656686-220,way/121656686-400,220,400,7150,'LINESTRING (21.622064197413163 53.10698577888713, 21.622428438855724 53.107143160624126)'
way/1222597066-220-380,way/1222597066-220,way/1222597066-380,220,380,1699,'LINESTRING (14.033784753990712 53.507619379859165, 14.034122007303402 53.50779906056135)'
way/1223405794-220-380,way/1223405794-220,way/1223405794-380,220,380,3397,'LINESTRING (8.415647113048772 49.70576811141234, 8.415934845969547 49.70596292738156)'
way/122563466-225-400,way/122563466-225,way/122563466-400,225,400,3575,'LINESTRING (4.710881538407694 46.62947625114492, 4.711138724913451 46.629680311405)'
way/124121964-220-400,way/124121964-220,way/124121964-400,220,400,5363,'LINESTRING (2.0095473817207488 41.473226698009825, 2.0097745701320204 41.47343749618338)'
way/124244078-220-400,way/124244078-220,way/124244078-400,220,400,7150,'LINESTRING (17.693384377727458 47.67309082719359, 17.693693947897682 47.67326072906735)'
way/1246030551-220-380,way/1246030551-220,way/1246030551-380,220,380,2950,'LINESTRING (4.618533258510376 52.486790732322014, 4.618821607237759 52.48699485360781)'
way/1246115410-220-400,way/1246115410-220,way/1246115410-400,220,400,1788,'LINESTRING (-6.339569072949729 39.6053002162528, -6.339375317439174 39.60552842664343)'
way/124722161-220-400,way/124722161-220,way/124722161-400,220,400,10725,'LINESTRING (-8.454301035721889 41.15684012137691, -8.454111154903687 41.15707199671992)'
way/1256076415-220-400,way/1256076415-220,way/1256076415-400,220,400,3575,'LINESTRING (19.697175235417433 41.35759903424898, 19.697456108494848 41.35776449739917)'
way/1256107398-220-400,way/1256107398-220,way/1256107398-400,220,400,3575,'LINESTRING (21.458050180139963 42.038320108112735, 21.458339297722684 42.03848023725165)'
way/125672002-220-400,way/125672002-220,way/125672002-400,220,400,3575,'LINESTRING (26.822566741762586 46.22374822545506, 26.822895295738146 46.223890704982836)'
way/1258230062-220-380,way/1258230062-220,way/1258230062-380,220,380,1699,'LINESTRING (5.667969222328087 50.7542917511941, 5.668251720879107 50.75449334222949)'
way/1262722032-220-400,way/1262722032-220,way/1262722032-400,220,400,1788,'LINESTRING (-5.423751577113939 36.18345281708882, -5.4235622514690185 36.18367991357844)'
way/1262731213-220-400,way/1262731213-220,way/1262731213-400,220,400,7150,'LINESTRING (-5.412339451502056 36.24792037813444, -5.412149960058573 36.2481474391603)'
way/1265528535-220-330,way/1265528535-220,way/1265528535-330,220,330,3319,'LINESTRING (27.06567513733666 59.36908109843003, 27.065908177545776 59.36888204830358)'
way/1266081844-220-400,way/1266081844-220,way/1266081844-400,220,400,3575,'LINESTRING (-1.380919630562252 41.8464816128671, -1.3807028126415624 41.84669967448275)'
way/126987023-220-400,way/126987023-220,way/126987023-400,220,400,5363,'LINESTRING (-0.5610769554380434 39.25029323713943, -0.5608650181115681 39.250509955859656)'
way/127004407-380-400,way/127004407-380,way/127004407-400,380,400,6793,'LINESTRING (7.258873264016075 47.33752279896087, 7.25895023031624 47.33775074851102)'
way/1271288345-225-400,way/1271288345-225,way/1271288345-400,225,400,8938,'LINESTRING (1.7830092869715746 50.902712785372614, 1.7833534879190611 50.90279809063725)'
way/1275300370-275-400,way/1275300370-275,way/1275300370-400,275,400,5363,'LINESTRING (0.2374823453902237 51.463504357789716, 0.2377446512443898 51.463718492750935)'
way/1277630152-220-400,way/1277630152-220,way/1277630152-400,220,400,8938,'LINESTRING (-2.0844898540369243 39.638308164630054, -2.0842817955422825 39.63852799591042)'
way/128406208-300-420,way/128406208-300,way/128406208-420,300,420,7508,'LINESTRING (10.215403544041438 59.86705890115977, 10.215782447790119 59.867249203351896)'
way/1284726676-220-400,way/1284726676-220,way/1284726676-400,220,400,1788,'LINESTRING (8.706863040523874 55.53174507130188, 8.707258227371073 55.53180954088812)'
way/1287693974-220-400,way/1287693974-220,way/1287693974-400,220,400,7150,'LINESTRING (25.863070265289323 42.12222575536236, 25.863371610868302 42.12237247677028)'
way/129378915-220-225,way/129378915-220,way/129378915-225,220,225,2514,'LINESTRING (6.703444932375877 49.138486600687735, 6.703707483534919 49.13832896147407)'
way/129378915-220-400,way/129378915-220,way/129378915-400,220,400,1788,'LINESTRING (6.703444932375877 49.138486600687735, 6.703784428130163 49.13855711630987)'
way/129378915-225-400,way/129378915-225,way/129378915-400,225,400,2514,'LINESTRING (6.703707483534919 49.13832896147407, 6.703784428130163 49.13855711630987)'
way/129441519-220-400,way/129441519-220,way/129441519-400,220,400,5363,'LINESTRING (-1.188113198570843 37.94059508980623, -1.1879067645552581 37.94081335941252)'
way/129767234-220-400,way/129767234-220,way/129767234-400,220,400,3575,'LINESTRING (0.2769235418699664 41.3680716843402, 0.2771445568223352 41.368286290965074)'
way/1303270458-220-380,way/1303270458-220,way/1303270458-380,220,380,3397,'LINESTRING (7.001962022098501 51.60464307928422, 7.002255431715896 51.604841384078064)'
way/130644710-220-400,way/130644710-220,way/130644710-400,220,400,5363,'LINESTRING (18.441053855227732 54.33748317476649, 18.44141662999874 54.337650074107316)'
way/131715746-220-400,way/131715746-220,way/131715746-400,220,400,7150,'LINESTRING (-9.001386614533509 39.338157265993466, -9.001202533284426 39.33839037575235)'
way/132701980-220-380,way/132701980-220,way/132701980-380,220,380,1699,'LINESTRING (14.218635837032874 41.01181099389243, 14.21889952695263 41.0119918321364)'
way/1327333163-220-380,way/1327333163-220,way/1327333163-380,220,380,8491,'LINESTRING (9.149181660921892 49.14276368369124, 9.149469011850291 49.142956665620076)'
way/133323988-275-400,way/133323988-275,way/133323988-400,275,400,1844,'LINESTRING (-1.7992987590027574 57.473344543943696, -1.799010268972514 57.473563566004735)'
way/133537926-220-400,way/133537926-220,way/133537926-400,220,400,5363,'LINESTRING (19.2919537829105 50.16369508994721, 19.292285794735452 50.163859938400584)'
way/133601335-220-380,way/133601335-220,way/133601335-380,220,380,3397,'LINESTRING (9.506480607354273 45.510072858960875, 9.506749946543637 45.51026526640189)'
way/136411402-220-500,way/136411402-220,way/136411402-500,220,500,2235,'LINESTRING (38.53230499068048 48.49992203323799, 38.53268120959744 48.50002387227133)'
way/136762727-220-380,way/136762727-220,way/136762727-380,220,380,3397,'LINESTRING (8.712222199628764 40.65214361973088, 8.712467917207473 40.65233877202543)'
way/137602559-220-380,way/137602559-220,way/137602559-380,220,380,3397,'LINESTRING (11.581224765806478 48.7648005364012, 11.581519225275747 48.764987212315724)'
way/138362793-220-400,way/138362793-220,way/138362793-400,220,400,8938,'LINESTRING (14.613549486380368 46.09299718191955, 14.61383935607974 46.09317599542553)'
way/138382023-225-400,way/138382023-225,way/138382023-400,225,400,3575,'LINESTRING (4.997513884498094 48.81781477203654, 4.997782915969195 48.81801802822525)'
way/139442467-220-380,way/139442467-220,way/139442467-380,220,380,3397,'LINESTRING (11.461113401531959 44.483290739395926, 11.461384412490224 44.48347824531044)'
way/139452056-220-400,way/139452056-220,way/139452056-400,220,400,7150,'LINESTRING (18.54087391976858 50.122929180801414, 18.54120295140496 50.123096251445354)'
way/140375658-220-380,way/140375658-220,way/140375658-380,220,380,1699,'LINESTRING (11.897718267186658 47.23329335867204, 11.89800505422435 47.23347935148949)'
way/140715391-220-380,way/140715391-220,way/140715391-380,220,380,1699,'LINESTRING (11.230861600128287 43.7122175123443, 11.23112820123774 43.71240573780181)'
way/142155240-330-750,way/142155240-330,way/142155240-750,330,750,21616,'LINESTRING (24.249626513521672 49.38652749420539, 24.249969576350836 49.38667734449949)'
way/142182853-220-400,way/142182853-220,way/142182853-400,220,400,3575,'LINESTRING (-8.604662714250212 41.23021610431128, -8.604473212089665 41.23044823918529)'
way/142321228-220-400,way/142321228-220,way/142321228-400,220,400,7150,'LINESTRING (12.005901086630532 55.45141366953283, 12.006245620674173 55.45159891302852)'
way/142841192-275-400,way/142841192-275,way/142841192-400,275,400,2766,'LINESTRING (-1.8660713421401691 53.81028405208352, -1.8658064214384853 53.81050282759089)'
way/143207685-220-400,way/143207685-220,way/143207685-400,220,400,3575,'LINESTRING (-0.7418724082235517 41.72160254676143, -0.7416537624696634 41.721819281204375)'
way/143398451-275-400,way/143398451-275,way/143398451-400,275,400,3575,'LINESTRING (-4.4783809576370475 55.808925560990055, -4.4781184871214625 55.80914987836295)'
way/143483666-220-400,way/143483666-220,way/143483666-400,220,400,5363,'LINESTRING (-8.05742366706939 42.25611757851288, -8.05722975853296 42.25634860947658)'
way/143882655-220-380,way/143882655-220,way/143882655-380,220,380,15283,'LINESTRING (11.123181064221255 50.99877947054421, 11.123487827200282 50.998967201555374)'
way/143903369-220-380,way/143903369-220,way/143903369-380,220,380,5095,'LINESTRING (9.091691328276015 49.294522256104685, 9.091979337273438 49.29471537543994)'
way/143905069-275-400,way/143905069-275,way/143905069-400,275,400,3575,'LINESTRING (-0.7937151256201481 53.22793088585751, -0.7934481145304575 53.228147338423845)'
way/144327157-220-400,way/144327157-220,way/144327157-400,220,400,7150,'LINESTRING (-6.487682370964176 41.255006187982765, -6.487485198800892 41.2552344455949)'
way/144374439-220-400,way/144374439-220,way/144374439-400,220,400,2458,'LINESTRING (-8.129534068141577 41.08183500875007, -8.129343187354419 41.082066309692394)'
way/144385734-220-400,way/144385734-220,way/144385734-400,220,400,5363,'LINESTRING (-6.737581322740757 41.21919120040048, -6.737385130527839 41.21941992977333)'
way/144396412-220-400,way/144396412-220,way/144396412-400,220,400,8938,'LINESTRING (-7.662308587860074 41.101745422803994, -7.662115984140032 41.101975873078416)'
way/144439469-220-400,way/144439469-220,way/144439469-400,220,400,5363,'LINESTRING (-8.47955105881592 40.46857966699796, -8.479362793524066 40.46881167947894)'
way/144439472-220-400,way/144439472-220,way/144439472-400,220,400,3575,'LINESTRING (-7.992840274418623 40.701763478602764, -7.992649766896087 40.70199458257218)'
way/144487932-220-400,way/144487932-220,way/144487932-400,220,400,5363,'LINESTRING (-5.8204968438427755 36.67138695953354, -5.820307750758306 36.67161471207318)'
way/144564903-220-400,way/144564903-220,way/144564903-400,220,400,7150,'LINESTRING (-8.789799630274338 39.650447259339096, -8.789614183889894 39.650679945105296)'
way/144767090-220-400,way/144767090-220,way/144767090-400,220,400,8938,'LINESTRING (-6.703228085517992 38.32027141969883, -6.703038383092075 38.32050052253374)'
way/144787749-220-400,way/144787749-220,way/144787749-400,220,400,3575,'LINESTRING (-5.843563407583616 37.245082052257416, -5.843373201674448 37.24530973489036)'
way/144787750-220-400,way/144787750-220,way/144787750-400,220,400,8938,'LINESTRING (27.506793820290202 43.314605314719394, 27.50710615555929 43.31474648130148)'
way/144915428-220-400,way/144915428-220,way/144915428-400,220,400,3575,'LINESTRING (-0.9551003970930492 37.564144152146056, -0.9548942107996249 37.564362006711775)'
way/144936638-220-400,way/144936638-220,way/144936638-400,220,400,5363,'LINESTRING (19.845304948697546 45.33969475589437, 19.845607353226224 45.33985883927314)'
way/145302700-220-400,way/145302700-220,way/145302700-400,220,400,7150,'LINESTRING (0.5709544866698165 41.204364977516626, 0.571175973815466 41.20457897165632)'
way/145461765-220-400,way/145461765-220,way/145461765-400,220,400,7150,'LINESTRING (-4.193084436080344 38.04867670586037, -4.192887207867516 38.048901046873134)'
way/145665799-220-380,way/145665799-220,way/145665799-380,220,380,1699,'LINESTRING (17.977883705084018 40.64272249417884, 17.978156457651163 40.64289305606743)'
way/145823172-220-400,way/145823172-220,way/145823172-400,220,400,3575,'LINESTRING (-0.8497322563828135 40.724054205610905, -0.8495170162236705 40.72427130337011)'
way/146449309-225-400,way/146449309-225,way/146449309-400,225,400,3575,'LINESTRING (6.712098438443547 45.21465086220046, 6.712356523074227 45.214850255998286)'
way/146531966-220-400,way/146531966-220,way/146531966-400,220,400,1788,'LINESTRING (18.511635428716783 48.66605574259497, 18.51195423148769 48.66622311404948)'
way/146695955-225-400,way/146695955-225,way/146695955-400,225,400,3575,'LINESTRING (-4.193819113332604 48.443887849651304, -4.193590431437424 48.444111202853115)'
way/147132690-225-400,way/147132690-225,way/147132690-400,225,400,3575,'LINESTRING (6.583255535557803 45.205314506572755, 6.583513118329913 45.205514214314555)'
way/147521567-220-380,way/147521567-220,way/147521567-380,220,380,3397,'LINESTRING (8.588451910796032 49.815536510476775, 8.588740987090649 49.81573088279795)'
way/147714395-220-380,way/147714395-220,way/147714395-380,220,380,5095,'LINESTRING (8.652438985225096 47.46661019974134, 8.652715161539156 47.466804569578045)'
way/149306820-220-400,way/149306820-220,way/149306820-400,220,400,1967,'LINESTRING (12.675034246371276 50.16059418174447, 12.67534162550341 50.16077780849187)'
way/149965733-220-400,way/149965733-220,way/149965733-400,220,400,8938,'LINESTRING (26.071330290894803 64.84378582332207, 26.071873106974504 64.84392757240916)'
way/149987048-220-380,way/149987048-220,way/149987048-380,220,380,8491,'LINESTRING (8.418757122394487 49.63347444077208, 8.419044443203846 49.633669252553965)'
way/150150391-330-750,way/150150391-330,way/150150391-750,330,750,21616,'LINESTRING (29.692745345792932 50.49371395272194, 29.6931142893578 50.49384588415386)'
way/151168335-220-400,way/151168335-220,way/151168335-400,220,400,4916,'LINESTRING (-9.239074907228193 38.77787812754319, -9.238892739336352 38.778111748354526)'
way/151967290-220-380,way/151967290-220,way/151967290-380,220,380,1967,'LINESTRING (6.474922428806658 49.92250896093144, 6.475203515011305 49.92270860430116)'
way/151967291-220-380,way/151967291-220,way/151967291-380,220,380,3397,'LINESTRING (6.70214470618502 49.828894892564584, 6.7024261941705525 49.829093980918955)'
way/152018146-220-380,way/152018146-220,way/152018146-380,220,380,3397,'LINESTRING (7.235652984225199 49.36929348419744, 7.2359340359459345 49.36949127343464)'
way/152261133-220-380,way/152261133-220,way/152261133-380,220,380,8491,'LINESTRING (8.312513113623043 49.00906119763348, 8.312796415198875 49.009256312697715)'
way/152403632-220-380,way/152403632-220,way/152403632-380,220,380,6793,'LINESTRING (7.86329862612571 50.76736166899457, 7.863590482842043 50.76755783629903)'
way/152481174-220-400,way/152481174-220,way/152481174-400,220,400,8938,'LINESTRING (21.970854084278024 43.30196923885574, 21.97115129786101 43.30212750627423)'
way/152924498-220-380,way/152924498-220,way/152924498-380,220,380,3397,'LINESTRING (8.352125271696119 49.421129031312944, 8.352411089303242 49.4213240228247)'
way/152973139-220-380,way/152973139-220,way/152973139-380,220,380,5095,'LINESTRING (8.547215246318492 49.44011969229501, 8.547501950526247 49.440314189037146)'
way/155227474-220-400,way/155227474-220,way/155227474-400,220,400,10725,'LINESTRING (20.969787225737146 47.94279254220266, 20.97010941334842 47.94295275904642)'
way/156673637-220-380,way/156673637-220,way/156673637-380,220,380,3397,'LINESTRING (12.045307776819802 50.78163603178655, 12.04561679678754 50.78182131293835)'
way/157471230-220-400,way/157471230-220,way/157471230-400,220,400,8938,'LINESTRING (23.775372134637955 43.74551161259762, 23.77567688406051 43.74566430222402)'
way/157660797-220-400,way/157660797-220,way/157660797-400,220,400,10725,'LINESTRING (26.003809750012252 42.14135832781634, 26.004111564671632 42.14150460441407)'
way/159167277-225-400,way/159167277-225,way/159167277-400,225,400,3575,'LINESTRING (6.163014779061972 46.871738730952536, 6.163278603155829 46.87193930354232)'
way/159736514-275-400,way/159736514-275,way/159736514-400,275,400,4609,'LINESTRING (-1.3514257588175729 53.401265023444324, -1.3511605449978 53.40148268071731)'
way/159930931-220-400,way/159930931-220,way/159930931-400,220,400,8938,'LINESTRING (-3.215528114521967 42.776973522394734, -3.2153149836109716 42.77719524168795)'
way/160474491-220-400,way/160474491-220,way/160474491-400,220,400,5363,'LINESTRING (15.102467325892128 59.266625883084906, 15.102865558760795 59.26680245678538)'
way/162826525-220-380,way/162826525-220,way/162826525-380,220,380,1699,'LINESTRING (12.805617108490253 46.82495219931811, 12.805904839828166 46.825135819428674)'
way/162828577-220-380,way/162828577-220,way/162828577-380,220,380,6793,'LINESTRING (8.746433975244907 45.51833275697086, 8.74670068746783 45.518527085978576)'
way/162960205-220-380,way/162960205-220,way/162960205-380,220,380,5095,'LINESTRING (9.438279442154432 45.33305225984863, 9.438547684240655 45.33324486228698)'
way/163036722-275-400,way/163036722-275,way/163036722-400,275,400,1844,'LINESTRING (-2.216340426449257 53.621693063853314, -2.216078342625674 53.621912560011346)'
way/165513396-220-380,way/165513396-220,way/165513396-380,220,380,1967,'LINESTRING (8.218385560795339 47.426405935677124, 8.218659900945694 47.42660140083773)'
way/165580300-220-400,way/165580300-220,way/165580300-400,220,400,5363,'LINESTRING (2.027977989742187 41.32528389047814, 2.028204744750644 41.32549466874382)'
way/165762303-220-330,way/165762303-220,way/165762303-330,220,330,3319,'LINESTRING (37.91917833563163 48.01841495396297, 37.919549191147134 48.01851919101444)'
way/165767625-330-750,way/165767625-330,way/165767625-750,330,750,16212,'LINESTRING (34.03707898822421 48.43543373236674, 34.037443394263306 48.435551499320894)'
way/166703766-220-275,way/166703766-220,way/166703766-275,220,275,2766,'LINESTRING (-2.948293467640314 57.522811186876915, -2.94822725917826 57.52262412204681)'
way/166703766-220-400,way/166703766-220,way/166703766-400,220,400,3575,'LINESTRING (-2.948293467640314 57.522811186876915, -2.947945142649245 57.52284555923156)'
way/166703766-275-400,way/166703766-275,way/166703766-400,275,400,3575,'LINESTRING (-2.94822725917826 57.52262412204681, -2.947945142649245 57.52284555923156)'
way/167621580-275-400,way/167621580-275,way/167621580-400,275,400,1844,'LINESTRING (-2.023180017205035 52.498454301351046, -2.022923008696207 52.498673322624434)'
way/167695568-220-380,way/167695568-220,way/167695568-380,220,380,10189,'LINESTRING (6.950363916764913 53.12382169964745, 6.950667098919838 53.1240201342966)'
way/168351799-220-400,way/168351799-220,way/168351799-400,220,400,3575,'LINESTRING (18.015361844330407 59.95683350013602, 18.015783339713472 59.95700143297159)'
way/169244940-220-380,way/169244940-220,way/169244940-380,220,380,3397,'LINESTRING (8.531376244858448 50.04778978784333, 8.53166647784643 50.047984293910275)'
way/169523046-220-400,way/169523046-220,way/169523046-400,220,400,1788,'LINESTRING (1.1242565641193056 41.4047555012775, 1.1244805565990812 41.404968262649504)'
way/169729505-220-400,way/169729505-220,way/169729505-400,220,400,3575,'LINESTRING (2.695832425323654 41.97244353076054, 2.696063629843074 41.972652722861504)'
way/169867109-220-400,way/169867109-220,way/169867109-400,220,400,5363,'LINESTRING (-0.3416654737616718 41.29652470059458, -0.3414467808672257 41.29674064199519)'
way/169999915-220-400,way/169999915-220,way/169999915-400,220,400,5363,'LINESTRING (-0.9767909571717256 41.33668029866313, -0.9765743052774377 41.336897578912364)'
way/170028621-225-400,way/170028621-225,way/170028621-400,225,400,7150,'LINESTRING (2.2657991105050534 49.14538398476293, 2.2660585326335427 49.145593586803685)'
way/170123812-220-380,way/170123812-220,way/170123812-380,220,380,1699,'LINESTRING (14.267407259596865 53.09817169240826, 14.267664825533435 53.09799724315982)'
way/170123812-220-400,way/170123812-220,way/170123812-400,220,400,3575,'LINESTRING (14.267407259596865 53.09817169240826, 14.267787266385483 53.098218753138084)'
way/170123812-380-400,way/170123812-380,way/170123812-400,380,400,3575,'LINESTRING (14.267664825533435 53.09799724315982, 14.267787266385483 53.098218753138084)'
