transformer_id,bus0,bus1,voltage_bus0,voltage_bus1,s_nom,geometry
way/28477054-220-380,way/28477054-220,way/28477054-380,220,380,1699,'LINESTRING (13.335160257067267 49.590477389308575, 13.335402722743343 49.59030489056111)'
way/28477054-220-400,way/28477054-220,way/28477054-400,220,400,3575,'LINESTRING (13.335160257067267 49.590477389308575, 13.335511140312672 49.59052755088889)'
way/28477054-380-400,way/28477054-380,way/28477054-400,380,400,3575,'LINESTRING (13.335402722743343 49.59030489056111, 13.335511140312672 49.59052755088889)'
way/284874050-275-400,way/284874050-275,way/284874050-400,275,400,3575,'LINESTRING (-3.6725761519172164 55.43713102106707, -3.6723113984613573 55.43735367882529)'
way/28625556-220-400,way/28625556-220,way/28625556-400,220,400,7150,'LINESTRING (17.498184514549838 49.503178462803554, 17.498505444034908 49.50334865593335)'
way/28683005-220-400,way/28683005-220,way/28683005-400,220,400,5363,'LINESTRING (-3.9042726953440585 40.34809598395728, -3.9040688315148984 40.348319381058246)'
way/286955409-220-400,way/286955409-220,way/286955409-400,220,400,5363,'LINESTRING (25.346795336270134 66.2690240032948, 25.347364889606894 66.26916815821149)'
way/287685850-300-420,way/287685850-300,way/287685850-420,300,420,5631,'LINESTRING (10.418888335657394 63.32663045437207, 10.419312245933238 63.32682059054129)'
way/28877226-330-750,way/28877226-330,way/28877226-750,330,750,21616,'LINESTRING (34.5835976395148 47.498218329743366, 34.583956199735574 47.49833453160407)'
way/289148613-220-330,way/289148613-220,way/289148613-330,220,330,2213,'LINESTRING (37.56113017798484 47.185331029278, 37.561493672722804 47.185436878283745)'
way/28956649-220-380,way/28956649-220,way/28956649-380,220,380,3397,'LINESTRING (12.082015523391554 49.296757104400534, 12.082315115907592 49.29694239923617)'
way/29077623-220-380,way/29077623-220,way/29077623-380,220,380,5095,'LINESTRING (7.0600744344365784 51.69629856142431, 7.060368676767963 51.6964967206602)'
way/29084374-220-380,way/29084374-220,way/29084374-380,220,380,6793,'LINESTRING (12.113781101578391 49.63094486971026, 12.114082906402942 49.631130051358056)'
way/29088787-225-400,way/29088787-225,way/29088787-400,225,400,10725,'LINESTRING (2.6620871370895194 48.904458492930914, 2.6623470287275213 48.90466719811094)'
way/292371992-275-400,way/292371992-275,way/292371992-400,275,400,7150,'LINESTRING (-3.1326847951187013 51.20606344277234, -3.1324395027279954 51.20628469901352)'
way/292930212-220-500,way/292930212-220,way/292930212-500,220,500,4469,'LINESTRING (39.644695249555596 48.15987996243609, 39.64507130055332 48.15997790859766)'
way/29331499-220-380,way/29331499-220,way/29331499-380,220,380,3397,'LINESTRING (13.306225444068941 52.23029534491634, 13.306549778989822 52.2304771084542)'
way/293484891-220-400,way/293484891-220,way/293484891-400,220,400,16088,'LINESTRING (19.328367738134986 51.316035643998106, 19.328708572079478 51.31620022402528)'
way/29472852-220-380,way/29472852-220,way/29472852-380,220,380,1699,'LINESTRING (7.725545321459688 52.27708825492332, 7.725846249560979 52.27728474178241)'
way/295444099-300-420,way/295444099-300,way/295444099-420,300,420,3754,'LINESTRING (11.133257233221997 60.00540320377441, 11.133642821639393 60.005591020864685)'
way/296229069-300-420,way/296229069-300,way/296229069-420,300,420,7508,'LINESTRING (8.411103286946974 60.57427441503243, 8.4114797704165 60.57446959226896)'
way/296496011-220-330,way/296496011-220,way/296496011-330,220,330,4425,'LINESTRING (31.809721120157484 47.12854464985328, 31.810069703027498 47.12867047387905)'
way/297840585-220-400,way/297840585-220,way/297840585-400,220,400,3575,'LINESTRING (-4.895060251069967 55.71804398501472, -4.894711934965643 55.717916986062754)'
way/299750661-220-400,way/299750661-220,way/299750661-400,220,400,7150,'LINESTRING (17.57965211816534 64.96511607479061, 17.580148238808864 64.9652854994395)'
way/30039908-220-380,way/30039908-220,way/30039908-380,220,380,1699,'LINESTRING (13.956659097799399 53.25228507109641, 13.956993981507354 53.25246497907901)'
way/301158539-380-400,way/301158539-380,way/301158539-400,380,400,3575,'LINESTRING (9.197418581760534 54.850988091235, 9.197744958156763 54.85118082313217)'
way/303915533-220-380,way/303915533-220,way/303915533-380,220,380,5095,'LINESTRING (8.999764236868693 39.22802176609884, 9.000005515989272 39.22821648844636)'
way/31015820-275-400,way/31015820-275,way/31015820-400,275,400,7150,'LINESTRING (-0.1704475091607545 51.52734471733608, -0.1701867567156373 51.52755974451956)'
way/31024391-220-380,way/31024391-220,way/31024391-380,220,380,3397,'LINESTRING (8.070406974282937 53.55844116841151, 8.070718326697884 53.558636783990984)'
way/310502642-275-400,way/310502642-275,way/310502642-400,275,400,1844,'LINESTRING (-1.5315499368300922 55.14120362784813, -1.5312182811143855 55.14106730925334)'
way/31110032-220-225,way/31110032-220,way/31110032-225,220,225,1967,'LINESTRING (-1.843211345880843 43.30489727958398, -1.8429915627051412 43.30511614019529)'
way/31131320-220-380,way/31131320-220,way/31131320-380,220,380,5095,'LINESTRING (9.801191130988357 47.65252536996891, 9.801472583953686 47.652716795952436)'
way/312728271-225-400,way/312728271-225,way/312728271-400,225,400,5363,'LINESTRING (2.802522054588547 42.73212143633926, 2.8028191938710916 42.73220348599344)'
way/31367940-220-380,way/31367940-220,way/31367940-380,220,380,5095,'LINESTRING (8.259373954336946 47.633951639550624, 8.25964953694769 47.634146984920854)'
way/31545125-275-400,way/31545125-275,way/31545125-400,275,400,1788,'LINESTRING (-1.9605503439240466 52.55302634884703, -1.9602927441073723 52.55324524183234)'
way/316571343-330-750,way/316571343-330,way/316571343-750,330,750,5404,'LINESTRING (33.19100997427743 46.72332340039151, 33.191359233749296 46.72344467228469)'
way/317499556-220-400,way/317499556-220,way/317499556-400,220,400,7150,'LINESTRING (21.066332957334065 42.699949140704895, 21.06662440521797 42.700110252727924)'
way/318502246-225-400,way/318502246-225,way/318502246-400,225,400,3575,'LINESTRING (4.503538022033263 46.7470273621069, 4.503794962354959 46.74723190218682)'
way/32036484-220-400,way/32036484-220,way/32036484-400,220,400,7150,'LINESTRING (16.779042268819836 52.36778561121837, 16.779381642938947 52.36795756061099)'
way/32076853-220-380,way/32076853-220,way/32076853-380,220,380,5095,'LINESTRING (8.474556624298472 53.42828171086339, 8.474868876155885 53.42847629268782)'
way/32196554-225-400,way/32196554-225,way/32196554-400,225,400,10725,'LINESTRING (7.555659730961805 47.90700898279778, 7.555934076023083 47.907206064327255)'
way/32604320-275-400,way/32604320-275,way/32604320-400,275,400,1788,'LINESTRING (0.1547901427427102 51.432659394873156, 0.1550519045489002 51.432873710081715)'
way/327268322-220-400,way/327268322-220,way/327268322-400,220,400,3575,'LINESTRING (-2.3124155990233315 37.07078827360258, -2.312214793358807 37.07100903223459)'
way/32843531-220-380,way/32843531-220,way/32843531-380,220,380,6793,'LINESTRING (12.51818668041147 51.156768835205995, 12.51850013990533 51.156952815696044)'
way/32943179-220-400,way/32943179-220,way/32943179-400,220,400,3575,'LINESTRING (14.89623793781123 53.354663903485374, 14.896577584293807 53.35484116689592)'
way/33169401-220-380,way/33169401-220,way/33169401-380,220,380,6793,'LINESTRING (11.727347882960428 52.56854876049531, 11.727668125737463 52.56873480688284)'
way/33411203-220-380,way/33411203-220,way/33411203-380,220,380,6793,'LINESTRING (8.307803274103774 52.345692512787096, 8.308107216390052 52.3458875231282)'
way/33771314-220-400,way/33771314-220,way/33771314-400,220,400,5363,'LINESTRING (-0.5108232171441163 39.55435044040717, -0.5106102598559574 39.55456700224459)'
way/33917128-275-400,way/33917128-275,way/33917128-400,275,400,3575,'LINESTRING (-0.4153716606915593 53.80049727358927, -0.4150091058777633 53.800589314043556)'
way/339703159-220-380,way/339703159-220,way/339703159-380,220,380,1699,'LINESTRING (11.478784252192298 43.564668617725715, 11.479050973648167 43.564856221834596)'
way/339706879-220-380,way/339706879-220,way/339706879-380,220,380,1699,'LINESTRING (13.534413611617808 42.85074838433845, 13.534683522408265 42.8509306815747)'
way/34157795-220-380,way/34157795-220,way/34157795-380,220,380,3397,'LINESTRING (9.092290909379724 45.53843750816028, 9.092558935319893 45.53863096277139)'
way/34198056-225-400,way/34198056-225,way/34198056-400,225,400,3575,'LINESTRING (1.8031934058739028 47.87549720155384, 1.8034449005328008 47.875707884629485)'
way/34585227-220-400,way/34585227-220,way/34585227-400,220,400,12513,'LINESTRING (-0.0966385771495845 39.96668325392181, -0.0964230822520406 39.96689886861462)'
way/35002638-220-380,way/35002638-220,way/35002638-380,220,380,6793,'LINESTRING (8.336743784207522 47.11509279797554, 8.337016953265032 47.1152879930538)'
way/350332649-300-420,way/350332649-300,way/350332649-420,300,420,3017,'LINESTRING (5.841260249729807 60.3975734319112, 5.8416195062549585 60.39777517896661)'
way/351672823-220-400,way/351672823-220,way/351672823-400,220,400,5363,'LINESTRING (19.32610665736597 43.33680648532332, 19.32639644498765 43.3369725304441)'
way/35176751-220-380,way/35176751-220,way/35176751-380,220,380,6793,'LINESTRING (9.725769966766816 54.28768537996003, 9.72609436949596 54.28787672220172)'
way/351960012-220-400,way/351960012-220,way/351960012-400,220,400,1788,'LINESTRING (21.375880124834346 62.29271119926426, 21.37635221171829 62.29286862497481)'
way/356292116-220-380,way/356292116-220,way/356292116-380,220,380,5095,'LINESTRING (7.973146967603175 47.36549985519219, 7.973420071290094 47.36569593888107)'
way/35763480-220-380,way/35763480-220,way/35763480-380,220,380,5095,'LINESTRING (7.312586668481847 51.44651376705882, 7.312880420719178 51.4467112997114)'
way/364949845-220-380,way/364949845-220,way/364949845-380,220,380,3397,'LINESTRING (8.130858273297985 46.39576493445295, 8.131182017993615 46.395831155773216)'
way/36805588-225-400,way/36805588-225,way/36805588-400,225,400,16088,'LINESTRING (2.2503508285455602 49.939679531009176, 2.250614181253798 49.9398891571241)'
way/36873258-220-380,way/36873258-220,way/36873258-380,220,380,3397,'LINESTRING (13.501754017021938 43.57273551427839, 13.502027247364191 43.57291776580208)'
way/37031322-220-400,way/37031322-220,way/37031322-400,220,400,5363,'LINESTRING (23.61903371684822 42.721536890814356, 23.61933234835616 42.721690343081505)'
way/37031469-220-400,way/37031469-220,way/37031469-400,220,400,3575,'LINESTRING (23.525143135693515 42.77835510201863, 23.52544181957221 42.77850882380551)'
way/371757485-275-400,way/371757485-275,way/371757485-400,275,400,3575,'LINESTRING (-0.0429195855420047 51.55902905671557, -0.0426580747544201 51.55924380725733)'
way/37764852-220-380,way/37764852-220,way/37764852-380,220,380,1699,'LINESTRING (8.104490340920982 52.265004208286, 8.104792849883166 52.26519973639543)'
way/38105008-220-400,way/38105008-220,way/38105008-400,220,400,3575,'LINESTRING (17.702823663715687 59.216288397149754, 17.703234360333024 59.21645727988318)'
way/387620061-220-225,way/387620061-220,way/387620061-225,220,225,1967,'LINESTRING (5.947609513962436 49.51001128791381, 5.947886119439821 49.51021223217752)'
way/388655178-220-400,way/388655178-220,way/388655178-400,220,400,3575,'LINESTRING (27.142382127443803 66.33941542219772, 27.142963431651015 66.33955336344982)'
way/38868243-220-380,way/38868243-220,way/38868243-380,220,380,5095,'LINESTRING (12.739588383001655 47.27750360122866, 12.739878420063471 47.27768734235669)'
way/392090271-220-380,way/392090271-220,way/392090271-380,220,380,2458,'LINESTRING (3.183764530586553 51.32584418517593, 3.1840394646157644 51.32605166914666)'
way/39389229-225-400,way/39389229-225,way/39389229-400,225,400,5363,'LINESTRING (6.663342624192016 47.36715012077113, 6.663610785418053 47.36734943933943)'
way/39428977-220-400,way/39428977-220,way/39428977-400,220,400,12513,'LINESTRING (14.475736425595251 53.19594631521085, 14.476073038134764 53.19612477284646)'
way/395847307-220-380,way/395847307-220,way/395847307-380,220,380,5095,'LINESTRING (7.449470638211751 50.402203458831615, 7.4497585579199015 50.40240067490616)'
way/397960460-380-400,way/397960460-380,way/397960460-400,380,400,5095,'LINESTRING (7.752406843933692 47.53901563455695, 7.752680014678744 47.53921225451038)'
way/40634284-220-380,way/40634284-220,way/40634284-380,220,380,6793,'LINESTRING (11.166870388732786 43.848824927556564, 11.167137416689831 43.84901329757305)'
way/41334805-220-380,way/41334805-220,way/41334805-380,220,380,5095,'LINESTRING (9.20462466643045 49.042172480952495, 9.204911651335381 49.04236532764053)'
way/41389594-220-380,way/41389594-220,way/41389594-380,220,380,6793,'LINESTRING (9.885489094196883 48.30409905725844, 9.885774478164791 48.30429020935767)'
way/41892273-220-380,way/41892273-220,way/41892273-380,220,380,5095,'LINESTRING (13.471471226410229 45.85215942671775, 13.471696683429986 45.851986420419)'
way/41892273-220-400,way/41892273-220,way/41892273-400,220,400,1788,'LINESTRING (13.471471226410229 45.85215942671775, 13.471797490793072 45.852209394195334)'
way/41892273-380-400,way/41892273-380,way/41892273-400,380,400,5095,'LINESTRING (13.471696683429986 45.851986420419, 13.471797490793072 45.852209394195334)'
way/419423704-220-380,way/419423704-220,way/419423704-380,220,380,5095,'LINESTRING (14.089694893713862 41.381521156129416, 14.089959823335978 41.38170226052275)'
way/419803318-220-400,way/419803318-220,way/419803318-400,220,400,1788,'LINESTRING (20.739407328067802 43.6799222592969, 20.739703072094205 43.68008409030222)'
way/42050342-220-380,way/42050342-220,way/42050342-380,220,380,3397,'LINESTRING (10.11694163977033 48.89713469642625, 10.117231312981676 48.89732520273444)'
way/42097854-220-380,way/42097854-220,way/42097854-380,220,380,3397,'LINESTRING (6.813543603624129 49.72473475189432, 6.813824954948638 49.72493356973103)'
way/422486984-275-400,way/422486984-275,way/422486984-400,275,400,3575,'LINESTRING (-3.889527804276369 56.039089181989745, -3.889260662734327 56.039312347274276)'
way/42410916-220-380,way/42410916-220,way/42410916-380,220,380,13585,'LINESTRING (8.958562441955834 50.08251107708548, 8.958854613206562 50.0827044931374)'
way/42507488-220-380,way/42507488-220,way/42507488-380,220,380,3397,'LINESTRING (7.708584984920167 51.67679337314294, 7.70888190846567 51.676989909162295)'
way/42861703-220-380,way/42861703-220,way/42861703-380,220,380,3397,'LINESTRING (7.606967219972308 51.89850623068732, 7.607265138504989 51.89870301943285)'
way/432466512-225-400,way/432466512-225,way/432466512-400,225,400,10725,'LINESTRING (-1.0086973836575934 47.986003404344736, -1.0084569762007347 47.98622022357588)'
way/43303585-275-400,way/43303585-275,way/43303585-400,275,400,3575,'LINESTRING (-1.2377577340287786 54.60539426341806, -1.2374849266974657 54.605611769589906)'
way/43337263-220-400,way/43337263-220,way/43337263-400,220,400,3575,'LINESTRING (16.50099637767922 43.60025925825496, 16.50127907148467 43.60043328704915)'
way/43472283-275-400,way/43472283-275,way/43472283-400,275,400,7150,'LINESTRING (-1.3648482221904168 54.59219436406287, -1.364576156679706 54.592412140459)'
way/43688805-220-380,way/43688805-220,way/43688805-380,220,380,6793,'LINESTRING (9.043128694096533 48.90284199611713, 9.043414248958241 48.90303526470619)'
way/43842955-220-400,way/43842955-220,way/43842955-400,220,400,7150,'LINESTRING (-5.887155872590862 43.31362257301628, -5.88695106917756 43.31384947212288)'
way/442651900-225-400,way/442651900-225,way/442651900-400,225,400,8938,'LINESTRING (2.0592506923339333 49.04893741186228, 2.0595087743533687 49.04914748365557)'
way/444069687-225-400,way/444069687-225,way/444069687-400,225,400,10725,'LINESTRING (2.6484811044389893 48.77864104122717, 2.6487403230247217 48.778849780901965)'
way/448722478-225-400,way/448722478-225,way/448722478-400,225,400,7150,'LINESTRING (4.7559555710304595 44.63510177614853, 4.756204146465085 44.63530590730047)'
way/448722484-225-400,way/448722484-225,way/448722484-400,225,400,7150,'LINESTRING (2.517463098604268 47.7341274316072, 2.517716825703471 47.73433650748914)'
way/45203403-330-400,way/45203403-330,way/45203403-400,330,400,6637,'LINESTRING (29.93352438289749 46.634531845882925, 29.933864388426226 46.634664094635305)'
way/46092396-220-400,way/46092396-220,way/46092396-400,220,400,7150,'LINESTRING (18.803783102481493 53.44680756740669, 18.80413943487487 53.446973465922014)'
way/46235456-220-400,way/46235456-220,way/46235456-400,220,400,5363,'LINESTRING (18.1076006016562 53.13543822184823, 18.107951507917324 53.13560621714005)'
way/464834617-220-400,way/464834617-220,way/464834617-400,220,400,3575,'LINESTRING (19.327468015829037 47.536216185985865, 19.32778216614554 47.53638135807774)'
way/46584363-220-380,way/46584363-220,way/46584363-380,220,380,1699,'LINESTRING (8.673793252638186 49.29030987540685, 8.67407958908869 49.29050405957508)'
way/467775702-225-400,way/467775702-225,way/467775702-400,225,400,3575,'LINESTRING (-0.8553114813633285 47.31002505522726, -0.8550732506135682 47.31024156939724)'
way/469098816-300-420,way/469098816-300,way/469098816-420,300,420,3017,'LINESTRING (7.021945659212094 61.21787072253332, 7.0223211144869175 61.2180695885007)'
way/471732548-220-236,way/471732548-220,way/471732548-236,220,236,984,'LINESTRING (13.6821629007704 63.29933205987899, 13.682606934494494 63.29951299256489)'
way/4746208-275-400,way/4746208-275,way/4746208-400,275,400,5363,'LINESTRING (-0.3431571116368303 51.66047142868743, -0.342896466505969 51.660686834854275)'
way/47842260-220-400,way/47842260-220,way/47842260-400,220,400,10725,'LINESTRING (-4.3432608641153925 42.59428507487618, -4.343052377603908 42.594509058406146)'
way/47911346-220-400,way/47911346-220,way/47911346-400,220,400,5363,'LINESTRING (-6.678778970138252 41.207648584425264, -6.678582596273493 41.207877205556535)'
way/48876730-275-400,way/48876730-275,way/48876730-400,275,400,1788,'LINESTRING (-2.9693214154973995 51.11716096726333, -2.96907577049596 51.117381886832355)'
way/49049745-225-380,way/49049745-225,way/49049745-380,225,380,3017,'LINESTRING (7.472050590576606 47.64666601734942, 7.472302931779385 47.64650644234875)'
way/49049745-225-400,way/49049745-225,way/49049745-400,225,400,8938,'LINESTRING (7.472050590576606 47.64666601734942, 7.47238126033739 47.64673421071587)'
way/49049745-380-400,way/49049745-380,way/49049745-400,380,400,8938,'LINESTRING (7.472302931779385 47.64650644234875, 7.47238126033739 47.64673421071587)'
way/491424937-380-400,way/491424937-380,way/491424937-400,380,400,5095,'LINESTRING (7.008549098882091 45.16200312028151, 7.0088079997712 45.16220179722597)'
way/49499923-275-400,way/49499923-275,way/49499923-400,275,400,5363,'LINESTRING (-1.7143799583921528 52.530953001508706, -1.7141212740397456 52.53117137579202)'
way/49510896-225-400,way/49510896-225,way/49510896-400,225,400,3575,'LINESTRING (1.2732400112409377 43.81656346090092, 1.2734728671027322 43.81677560531284)'
way/49577401-220-380,way/49577401-220,way/49577401-380,220,380,3397,'LINESTRING (6.801782173210406 51.12478785377818, 6.802071737062317 51.124986661844105)'
way/499165542-220-380,way/499165542-220,way/499165542-380,220,380,10189,'LINESTRING (10.150785587827222 49.981959094704905, 10.151081918598134 49.98214943944834)'
way/50319857-220-380,way/50319857-220,way/50319857-380,220,380,18680,'LINESTRING (8.05058626429237 47.54992977834913, 8.050836321138025 47.54976885716907)'
way/50319857-220-400,way/50319857-220,way/50319857-400,220,400,3933,'LINESTRING (8.05058626429237 47.54992977834913, 8.050917058147766 47.54999622407195)'
way/50319857-380-400,way/50319857-380,way/50319857-400,380,400,18680,'LINESTRING (8.050836321138025 47.54976885716907, 8.050917058147766 47.54999622407195)'
way/51188420-220-400,way/51188420-220,way/51188420-400,220,400,3575,'LINESTRING (-6.87769979122652 39.72417037781433, -6.877507600063075 39.72439957599457)'
way/5174038-220-400,way/5174038-220,way/5174038-400,220,400,3575,'LINESTRING (17.982990730429144 59.4924880104442, 17.983406203137687 59.4926560447183)'
way/517421342-220-380,way/517421342-220,way/517421342-380,220,380,1699,'LINESTRING (11.899691479861726 53.407223373960115, 11.900018774178832 53.407408929307266)'
way/51822825-220-400,way/51822825-220,way/51822825-400,220,400,3575,'LINESTRING (-4.020054671843543 43.11942542616475, -4.019843459836047 43.119648718235496)'
way/51854396-300-420,way/51854396-300,way/51854396-420,300,420,3754,'LINESTRING (10.380885419030704 59.32956067382083, 10.38125934288526 59.329750485236865)'
way/51982806-220-400,way/51982806-220,way/51982806-400,220,400,10725,'LINESTRING (17.660033394540118 48.33669310362649, 17.660347093492994 48.336862997418635)'
way/52456886-220-400,way/52456886-220,way/52456886-400,220,400,5363,'LINESTRING (20.69885964077868 44.86852963070606, 20.699161914736727 44.86869130150294)'
way/52564762-220-400,way/52564762-220,way/52564762-400,220,400,7150,'LINESTRING (20.166458177704666 44.66241157637701, 20.166757679190965 44.66257486484598)'
way/52738225-220-380,way/52738225-220,way/52738225-380,220,380,3397,'LINESTRING (8.684509323349692 47.186874616216755, 8.684784153531481 47.18706892969776)'
way/534238983-220-400,way/534238983-220,way/534238983-400,220,400,5363,'LINESTRING (16.730402974161134 54.04135277411729, 16.730756041839353 54.041524733226325)'
way/54359256-220-380,way/54359256-220,way/54359256-380,220,380,5095,'LINESTRING (6.996121991276713 49.37517046961877, 6.996402110767736 49.37536885150473)'
way/55698557-220-225,way/55698557-220,way/55698557-225,220,225,984,'LINESTRING (6.974447516268117 46.26617098320981, 6.974711442496266 46.26636963218648)'
way/559702819-220-380,way/559702819-220,way/559702819-380,220,380,3397,'LINESTRING (7.241396764570043 53.35668928633136, 7.241727373179591 53.35650606842895)'
way/56137765-220-400,way/56137765-220,way/56137765-400,220,400,1788,'LINESTRING (-3.8258227054564524 43.34608901684318, -3.825610090917547 43.34631190149757)'
way/56997464-225-400,way/56997464-225,way/56997464-400,225,400,3575,'LINESTRING (6.443262719470846 45.64459508383973, 6.443521795991097 45.644795086107735)'
way/56998024-225-400,way/56998024-225,way/56998024-400,225,400,16088,'LINESTRING (6.418123098048468 45.66181432087998, 6.4183821624860835 45.66201438236693)'
way/57384507-220-380,way/57384507-220,way/57384507-380,220,380,3397,'LINESTRING (14.642384014801088 37.07891531425234, 14.642633093370437 37.07909600006649)'
way/576439241-220-400,way/576439241-220,way/576439241-400,220,400,1788,'LINESTRING (-4.253810367102026 38.65216907924468, -4.2536119121545655 38.65239343324133)'
way/57727004-220-380,way/57727004-220,way/57727004-380,220,380,5095,'LINESTRING (10.362357736295506 47.73856494861932, 10.362641741683369 47.73875491677088)'
way/580568888-225-400,way/580568888-225,way/580568888-400,225,400,3575,'LINESTRING (1.8283118067341377 50.01085714522453, 1.8285736989430459 50.01106772634256)'
way/580927266-225-400,way/580927266-225,way/580927266-400,225,400,3575,'LINESTRING (1.5787151663728423 47.71866622581049, 1.5789650425260275 47.718877417477145)'
way/58928252-220-400,way/58928252-220,way/58928252-400,220,400,10725,'LINESTRING (-6.550578121320022 42.572779286877086, -6.550377814537029 42.57300751073481)'
way/59026315-220-380,way/59026315-220,way/59026315-380,220,380,3397,'LINESTRING (12.488035058132661 45.72039114880511, 12.488315742159259 45.7205757661095)'
way/590522266-220-380,way/590522266-220,way/590522266-380,220,380,3397,'LINESTRING (13.285257474415959 45.96310476662666, 13.28554215382661 45.963287213862806)'
way/59153311-220-380,way/59153311-220,way/59153311-380,220,380,10189,'LINESTRING (12.114053723373063 45.40088877855849, 12.114331486098125 45.40107443355991)'
way/593535391-220-400,way/593535391-220,way/593535391-400,220,400,1788,'LINESTRING (-5.37672702482687 39.21959393459284, -5.3765309242061186 39.219820375937296)'
way/59366523-220-380,way/59366523-220,way/59366523-380,220,380,5095,'LINESTRING (11.949663123541487 45.38702748737463, 11.94994025869462 45.38721357867259)'
way/59531071-220-380,way/59531071-220,way/59531071-380,220,380,6793,'LINESTRING (15.885084653918302 48.32884978315996, 15.885392116615023 48.32902473746622)'
way/59556712-220-380,way/59556712-220,way/59556712-380,220,380,6793,'LINESTRING (11.299833503768168 45.38094541036471, 11.30010839759668 45.381133209112896)'
way/59707532-220-380,way/59707532-220,way/59707532-380,220,380,3397,'LINESTRING (11.852268623940464 53.086768021376905, 11.852593263339525 53.0869537138306)'
way/59925390-220-380,way/59925390-220,way/59925390-380,220,380,6793,'LINESTRING (6.996106551024132 51.51407663678561, 6.996399364862198 51.514274957195646)'
way/600395952-220-380,way/600395952-220,way/600395952-380,220,380,5095,'LINESTRING (8.294768126158154 49.52434026942155, 8.295054313652209 49.52453540031834)'
way/60351390-220-400,way/60351390-220,way/60351390-400,220,400,1967,'LINESTRING (-0.4544967402781543 39.42352407556526, -0.454283972404644 39.423740539652755)'
way/60495669-300-420,way/60495669-300,way/60495669-420,300,420,7508,'LINESTRING (11.155169741372333 59.31431228702981, 11.155547713004776 59.314499993066384)'
way/606842829-220-380,way/606842829-220,way/606842829-380,220,380,3397,'LINESTRING (6.474803174585215 53.21339312219681, 6.4751047927043475 53.21359274040079)'
way/60725875-220-380,way/60725875-220,way/60725875-380,220,380,1699,'LINESTRING (13.547632893910022 45.79751698123737, 13.547917572630796 45.79769874443405)'
way/60919237-220-380,way/60919237-220,way/60919237-380,220,380,10189,'LINESTRING (17.902576348063132 40.600966678151686, 17.902848701623093 40.60113746329227)'
way/609557942-330-750,way/609557942-330,way/609557942-750,330,750,10808,'LINESTRING (25.917829575655585 51.321896554901095, 25.918203216793017 51.321906466994186)'
way/61712456-220-380,way/61712456-220,way/61712456-380,220,380,3441,'LINESTRING (12.68756933758869 42.55682625430116, 12.687835271812272 42.55701086123461)'
way/61918154-220-380,way/61918154-220,way/61918154-380,220,380,8491,'LINESTRING (7.309822340017553 52.474745804415235, 7.310122748169122 52.47494333590651)'
way/62326314-220-380,way/62326314-220,way/62326314-380,220,380,6793,'LINESTRING (9.059084217819786 45.467487271569034, 9.059351784342226 45.46768081847862)'
way/63114179-220-380,way/63114179-220,way/63114179-380,220,380,3397,'LINESTRING (7.166501781150382 51.38923998386466, 7.1667945459233735 51.38943788193215)'
way/635829123-220-400,way/635829123-220,way/635829123-400,220,400,7150,'LINESTRING (0.1987791526832579 52.72672157951782, 0.1990481748457523 52.72693584677891)'
way/640796702-300-420,way/640796702-300,way/640796702-420,300,420,3754,'LINESTRING (7.019095450421817 58.76786785400218, 7.0194450543350895 58.76806643374832)'
way/651711449-220-400,way/651711449-220,way/651711449-400,220,400,3575,'LINESTRING (-6.5153217975560995 38.8063295782148, -6.515130425496166 38.806558246644734)'
way/65482882-275-400,way/65482882-275,way/65482882-400,275,400,1788,'LINESTRING (-2.968197672473445 55.96663680717186, -2.9679258302278897 55.966858084752566)'
way/661456511-220-330,way/661456511-220,way/661456511-330,220,330,2213,'LINESTRING (26.113337581659266 50.712121951573145, 26.11369710132273 50.71226558629302)'
way/66161634-220-400,way/66161634-220,way/66161634-400,220,400,1967,'LINESTRING (19.140269599533774 50.35210081087304, 19.14060245280639 50.35226608170278)'
way/677413570-220-400,way/677413570-220,way/677413570-400,220,400,3575,'LINESTRING (-3.421082443717984 40.38726012576261, -3.4208768335062234 40.38748255482887)'
way/681264796-220-400,way/681264796-220,way/681264796-400,220,400,8938,'LINESTRING (19.315485817378704 51.26881557037493, 19.315826237208398 51.26898019501747)'
way/68299044-220-380,way/68299044-220,way/68299044-380,220,380,3397,'LINESTRING (9.28892545861273 45.554495768084784, 9.28919425266964 45.5546887228663)'
way/683892938-220-400,way/683892938-220,way/683892938-400,220,400,3575,'LINESTRING (2.8828754111449486 42.06239392561443, 2.8831075630781053 42.06260268315413)'
way/68515955-275-400,way/68515955-275,way/68515955-400,275,400,3575,'LINESTRING (-4.494402023982397 57.46644139345565, -4.494129430044979 57.46666596176973)'
way/68549340-220-380,way/68549340-220,way/68549340-380,220,380,3397,'LINESTRING (7.179226850792965 51.4721017585964, 7.1795201905727195 51.47229962370777)'
way/68589514-225-400,way/68589514-225,way/68589514-400,225,400,1788,'LINESTRING (1.7830640889735914 50.920236126500086, 1.783408417057333 50.92032143268811)'
way/691036111-220-400,way/691036111-220,way/691036111-400,220,400,1788,'LINESTRING (-5.615203598763092 36.0721361297133, -5.615015082469395 36.07236361596327)'
way/693745438-220-380,way/693745438-220,way/693745438-380,220,380,1967,'LINESTRING (4.026880606803921 51.98373642026197, 4.027163174392296 51.983941938589496)'
way/69813552-225-400,way/69813552-225,way/69813552-400,225,400,7150,'LINESTRING (5.709224996205383 45.10612556841419, 5.709479008418213 45.10632739157671)'
